Estación: ,C19073,GALEANA. GALEANA (SMN) usar 19085
1965-02-13,0,CLIC
1965-02-14,0,CLIC
1965-02-15,0,CLIC
1965-02-16,0,CLIC
1965-02-17,0,CLIC
1965-02-18,0,CLIC
1965-02-19,0,CLIC
1965-02-20,0,CLIC
1965-02-21,0,CLIC
1965-02-22,0,CLIC
1965-02-23,0,CLIC
1965-02-24,0,CLIC
1965-02-25,0,CLIC
1965-02-26,0,CLIC
1965-02-27,0,CLIC
1965-02-28,0,CLIC
1965-03-01,0,CLIC
1965-03-02,0,CLIC
1965-03-03,0,CLIC
1965-03-04,0,CLIC
1965-03-05,0,CLIC
1965-03-06,0,CLIC
1965-03-07,0,CLIC
1965-03-08,0,CLIC
1965-03-09,0,CLIC
1965-03-10,0,CLIC
1965-03-11,0,CLIC
1965-03-12,0,CLIC
1965-03-13,0,CLIC
1965-03-14,0,CLIC
1965-03-15,0,CLIC
1965-03-16,0,CLIC
1965-03-17,0,CLIC
1965-03-18,0,CLIC
1965-03-19,0,CLIC
1965-03-20,0,CLIC
1965-03-21,0,CLIC
1965-03-22,0,CLIC
1965-03-23,0,CLIC
1965-03-24,0,CLIC
1965-03-25,0,CLIC
1965-03-26,0,CLIC
1965-03-27,0,CLIC
1965-03-28,0,CLIC
1965-03-29,0,CLIC
1965-03-30,0,CLIC
1965-03-31,0,CLIC
1965-04-01,0,CLIC
1965-04-02,0,CLIC
1965-04-03,0,CLIC
1965-04-04,3,CLIC
1965-04-05,7,CLIC
1965-04-06,4,CLIC
1965-04-07,8,CLIC
1965-04-08,10,CLIC
1965-04-09,0,CLIC
1965-04-10,0,CLIC
1965-04-11,0,CLIC
1965-04-12,0,CLIC
1965-04-13,0,CLIC
1965-04-14,0,CLIC
1965-04-15,0,CLIC
1965-04-16,0,CLIC
1965-04-17,0,CLIC
1965-04-18,7,CLIC
1965-04-19,0,CLIC
1965-04-20,0,CLIC
1965-04-21,0,CLIC
1965-04-22,0,CLIC
1965-04-23,0,CLIC
1965-04-24,0,CLIC
1965-04-25,0,CLIC
1965-04-26,0,CLIC
1965-04-27,0,CLIC
1965-04-28,18,CLIC
1965-04-29,0,CLIC
1965-04-30,0,CLIC
1965-05-01,0,CLIC
1965-05-02,0,CLIC
1965-05-03,0,CLIC
1965-05-04,0,CLIC
1965-05-05,0,CLIC
1965-05-06,0,CLIC
1965-05-07,0,CLIC
1965-05-08,0,CLIC
1965-05-09,0,CLIC
1965-05-10,0,CLIC
1965-05-11,0,CLIC
1965-05-12,0,CLIC
1965-05-13,0,CLIC
1965-05-14,0,CLIC
1965-05-15,0,CLIC
1965-05-16,12,CLIC
1965-05-17,0,CLIC
1965-05-18,0,CLIC
1965-05-19,0,CLIC
1965-05-20,0,CLIC
1965-05-21,0,CLIC
1965-05-22,0,CLIC
1965-05-23,0,CLIC
1965-05-24,0,CLIC
1965-05-25,0,CLIC
1965-05-26,0,CLIC
1965-05-27,0,CLIC
1965-05-28,0,CLIC
1965-05-29,0,CLIC
1965-05-30,0,CLIC
1965-05-31,0,CLIC
1965-07-01,0,CLIC
1965-07-02,0,CLIC
1965-07-03,0,CLIC
1965-07-04,0,CLIC
1965-07-05,0,CLIC
1965-07-06,0,CLIC
1965-07-07,0,CLIC
1965-07-08,0,CLIC
1965-07-09,0,CLIC
1965-07-10,0,CLIC
1965-07-11,0,CLIC
1965-07-12,0,CLIC
1965-07-13,0,CLIC
1965-07-14,0,CLIC
1965-07-15,20,CLIC
1965-07-16,0,CLIC
1965-07-17,0,CLIC
1965-07-18,0,CLIC
1965-07-19,0,CLIC
1965-07-20,0,CLIC
1965-07-21,0,CLIC
1965-07-22,0,CLIC
1965-07-23,0,CLIC
1965-07-24,0,CLIC
1965-07-25,0,CLIC
1965-07-26,0,CLIC
1965-07-27,0,CLIC
1965-07-28,0,CLIC
1965-07-29,0,CLIC
1965-07-30,0,CLIC
1965-07-31,0,CLIC
1965-08-01,0,CLIC
1965-08-02,0,CLIC
1965-08-03,0,CLIC
1965-08-04,0,CLIC
1965-08-05,0,CLIC
1965-08-06,0,CLIC
1965-08-07,0,CLIC
1965-08-08,0,CLIC
1965-08-09,0,CLIC
1965-08-10,0,CLIC
1965-08-11,0,CLIC
1965-08-12,0,CLIC
1965-08-13,28,CLIC
1965-08-14,0,CLIC
1965-08-15,0,CLIC
1965-08-16,0,CLIC
1965-08-17,0,CLIC
1965-08-18,0,CLIC
1965-08-19,37,CLIC
1965-08-20,0,CLIC
1965-08-21,0,CLIC
1965-08-22,0,CLIC
1965-08-23,0,CLIC
1965-08-24,0,CLIC
1965-08-25,0,CLIC
1965-08-26,0,CLIC
1965-08-27,0,CLIC
1965-08-28,0,CLIC
1965-08-29,0,CLIC
1965-08-30,0,CLIC
1965-08-31,0,CLIC
1965-09-01,0,CLIC
1965-09-02,0,CLIC
1965-09-03,0,CLIC
1965-09-04,0,CLIC
1965-09-05,0,CLIC
1965-09-06,0,CLIC
1965-09-07,0,CLIC
1965-09-08,7,CLIC
1965-09-09,0,CLIC
1965-09-10,0,CLIC
1965-09-11,0,CLIC
1965-09-12,0,CLIC
1965-09-13,0,CLIC
1965-09-14,0,CLIC
1965-09-15,0,CLIC
1965-09-16,0,CLIC
1965-09-17,0,CLIC
1965-09-18,0,CLIC
1965-09-19,0,CLIC
1965-09-20,0,CLIC
1965-09-21,0,CLIC
1965-09-22,0,CLIC
1965-09-23,30,CLIC
1965-09-24,0,CLIC
1965-09-25,0,CLIC
1965-09-26,0,CLIC
1965-09-27,0,CLIC
1965-09-28,0,CLIC
1965-09-29,0,CLIC
1965-09-30,12,CLIC
1965-10-01,0,CLIC
1965-10-02,0,CLIC
1965-10-03,12,CLIC
1965-10-04,0,CLIC
1965-10-05,0,CLIC
1965-10-06,0,CLIC
1965-10-07,0,CLIC
1965-10-08,0,CLIC
1965-10-09,0,CLIC
1965-10-10,0,CLIC
1965-10-11,0,CLIC
1965-10-12,0,CLIC
1965-10-13,0,CLIC
1965-10-14,0,CLIC
1965-10-15,0,CLIC
1965-10-16,0,CLIC
1965-10-17,0,CLIC
1965-10-18,0,CLIC
1965-10-19,0,CLIC
1965-10-20,0,CLIC
1965-10-21,4,CLIC
1965-10-22,0,CLIC
1965-10-23,0,CLIC
1965-10-24,0,CLIC
1965-10-25,0,CLIC
1965-10-26,0,CLIC
1965-10-27,0,CLIC
1965-10-28,0,CLIC
1965-10-29,0,CLIC
1965-10-30,0,CLIC
1965-10-31,0,CLIC
1965-11-01,0,CLIC
1965-11-02,0,CLIC
1965-11-03,0,CLIC
1965-11-04,0,CLIC
1965-11-05,0,CLIC
1965-11-06,0,CLIC
1965-11-07,0,CLIC
1965-11-08,0,CLIC
1965-11-09,12,CLIC
1965-11-10,0,CLIC
1965-11-11,0,CLIC
1965-11-12,0,CLIC
1965-11-13,0,CLIC
1965-11-14,0,CLIC
1965-11-15,0,CLIC
1965-11-16,0,CLIC
1965-11-17,0,CLIC
1965-11-18,0,CLIC
1965-11-19,0,CLIC
1965-11-20,0,CLIC
1965-11-21,0,CLIC
1965-11-22,0,CLIC
1965-11-23,0,CLIC
1965-11-24,0,CLIC
1965-11-25,0,CLIC
1965-11-26,0,CLIC
1965-11-27,0,CLIC
1965-11-28,0,CLIC
1965-11-29,0,CLIC
1965-11-30,0,CLIC
1966-01-01,0,CLIC
1966-01-02,0,CLIC
1966-01-03,0,CLIC
1966-01-04,0,CLIC
1966-01-05,0,CLIC
1966-01-06,0,CLIC
1966-01-07,0,CLIC
1966-01-08,0,CLIC
1966-01-09,0,CLIC
1966-01-10,0,CLIC
1966-01-11,0,CLIC
1966-01-12,0,CLIC
1966-01-13,0,CLIC
1966-01-14,0,CLIC
1966-01-15,0,CLIC
1966-01-16,0,CLIC
1966-01-17,0,CLIC
1966-01-18,0,CLIC
1966-01-19,0,CLIC
1966-01-20,33,CLIC
1966-01-21,0,CLIC
1966-01-22,0,CLIC
1966-01-23,0,CLIC
1966-01-24,0,CLIC
1966-01-25,0,CLIC
1966-01-26,0,CLIC
1966-01-27,0,CLIC
1966-01-28,0,CLIC
1966-01-29,0,CLIC
1966-01-30,0,CLIC
1966-01-31,0,CLIC
1966-02-01,0,CLIC
1966-02-02,0,CLIC
1966-02-03,0,CLIC
1966-02-04,0,CLIC
1966-02-05,0,CLIC
1966-02-06,0,CLIC
1966-02-07,0,CLIC
1966-02-08,0,CLIC
1966-02-09,0,CLIC
1966-02-10,0,CLIC
1966-02-11,0,CLIC
1966-02-12,0,CLIC
1966-02-13,0,CLIC
1966-02-14,0,CLIC
1966-02-15,0,CLIC
1966-02-16,7,CLIC
1966-02-17,0,CLIC
1966-02-18,0,CLIC
1966-02-19,0,CLIC
1966-02-20,0,CLIC
1966-02-21,0,CLIC
1966-02-22,0,CLIC
1966-02-23,0,CLIC
1966-02-24,0,CLIC
1966-02-25,0,CLIC
1966-02-26,0,CLIC
1966-02-27,0,CLIC
1966-02-28,0,CLIC
1966-04-01,0,CLIC
1966-04-02,0,CLIC
1966-04-03,0,CLIC
1966-04-04,0,CLIC
1966-04-05,0,CLIC
1966-04-06,0,CLIC
1966-04-07,0,CLIC
1966-04-08,0,CLIC
1966-04-09,0,CLIC
1966-04-10,0,CLIC
1966-04-11,0,CLIC
1966-04-12,0,CLIC
1966-04-13,0,CLIC
1966-04-14,26,CLIC
1966-04-15,0,CLIC
1966-04-16,0,CLIC
1966-04-17,0,CLIC
1966-04-18,0,CLIC
1966-04-19,0,CLIC
1966-04-20,0,CLIC
1966-04-21,0,CLIC
1966-04-22,8,CLIC
1966-04-23,8,CLIC
1966-04-24,0,CLIC
1966-04-25,0,CLIC
1966-04-26,0,CLIC
1966-04-27,0,CLIC
1966-04-28,0,CLIC
1966-04-29,0,CLIC
1966-04-30,25,CLIC
1966-05-01,0,CLIC
1966-05-02,8,CLIC
1966-05-03,20,CLIC
1966-05-04,0,CLIC
1966-05-05,0,CLIC
1966-05-06,0,CLIC
1966-05-07,0,CLIC
1966-05-08,0,CLIC
1966-05-09,0,CLIC
1966-05-10,0,CLIC
1966-05-11,0,CLIC
1966-05-12,0,CLIC
1966-05-13,0,CLIC
1966-05-14,0,CLIC
1966-05-15,0,CLIC
1966-05-16,0,CLIC
1966-05-17,0,CLIC
1966-05-18,0,CLIC
1966-05-19,0,CLIC
1966-05-20,0,CLIC
1966-05-21,0,CLIC
1966-05-22,0,CLIC
1966-05-23,0,CLIC
1966-05-24,0,CLIC
1966-05-25,20,CLIC
1966-05-26,0,CLIC
1966-05-27,0,CLIC
1966-05-28,0,CLIC
1966-05-29,0,CLIC
1966-05-30,0,CLIC
1966-05-31,0,CLIC
1966-08-01,0,CLIC
1966-08-02,0,CLIC
1966-08-03,0,CLIC
1966-08-04,0,CLIC
1966-08-05,25,CLIC
1966-08-06,0,CLIC
1966-08-07,30,CLIC
1966-08-08,0,CLIC
1966-08-09,0,CLIC
1966-08-10,6,CLIC
1966-08-11,7,CLIC
1966-08-12,0,CLIC
1966-08-13,0,CLIC
1966-08-14,0,CLIC
1966-08-15,0,CLIC
1966-08-16,0,CLIC
1966-08-17,0,CLIC
1966-08-18,0,CLIC
1966-08-19,0,CLIC
1966-08-20,0,CLIC
1966-08-21,0,CLIC
1966-08-22,0,CLIC
1966-08-23,0,CLIC
1966-08-24,0,CLIC
1966-08-25,0,CLIC
1966-08-26,8,CLIC
1966-08-27,0,CLIC
1966-08-28,20,CLIC
1966-08-29,0,CLIC
1966-08-30,0,CLIC
1966-08-31,0,CLIC
1966-09-01,0,CLIC
1966-09-02,0,CLIC
1966-09-03,0,CLIC
1966-09-04,0,CLIC
1966-09-05,0,CLIC
1966-09-06,0,CLIC
1966-09-07,26,CLIC
1966-09-08,0,CLIC
1966-09-09,0,CLIC
1966-09-10,0,CLIC
1966-09-11,0,CLIC
1966-09-12,0,CLIC
1966-09-13,0,CLIC
1966-09-14,0,CLIC
1966-09-15,0,CLIC
1966-09-16,0,CLIC
1966-09-17,0,CLIC
1966-09-18,0,CLIC
1966-09-19,33,CLIC
1966-09-20,0,CLIC
1966-09-21,0,CLIC
1966-09-22,0,CLIC
1966-09-23,0,CLIC
1966-09-24,0,CLIC
1966-09-25,0,CLIC
1966-09-26,0,CLIC
1966-09-27,0,CLIC
1966-09-28,0,CLIC
1966-09-29,0,CLIC
1966-09-30,0,CLIC
1966-10-01,0,CLIC
1966-10-02,0,CLIC
1966-10-03,0,CLIC
1966-10-04,0,CLIC
1966-10-05,12,CLIC
1966-10-06,0,CLIC
1966-10-07,0,CLIC
1966-10-08,36,CLIC
1966-10-09,35,CLIC
1966-10-10,0,CLIC
1966-10-11,0,CLIC
1966-10-12,0,CLIC
1966-10-13,20,CLIC
1966-10-14,0,CLIC
1966-10-15,0,CLIC
1966-10-16,0,CLIC
1966-10-17,0,CLIC
1966-10-18,0,CLIC
1966-10-19,0,CLIC
1966-10-20,0,CLIC
1966-10-21,0,CLIC
1966-10-22,0,CLIC
1966-10-23,0,CLIC
1966-10-24,0,CLIC
1966-10-25,0,CLIC
1966-10-26,0,CLIC
1966-10-27,0,CLIC
1966-10-28,0,CLIC
1966-10-29,0,CLIC
1966-10-30,0,CLIC
1966-10-31,0,CLIC
1966-11-01,0,CLIC
1966-11-02,0,CLIC
1966-11-03,0,CLIC
1966-11-04,0,CLIC
1966-11-05,0,CLIC
1966-11-06,0,CLIC
1966-11-07,0,CLIC
1966-11-08,0,CLIC
1966-11-09,0,CLIC
1966-11-10,0,CLIC
1966-11-11,0,CLIC
1966-11-12,0,CLIC
1966-11-13,11,CLIC
1966-11-14,0,CLIC
1966-11-15,0,CLIC
1966-11-16,0,CLIC
1966-11-17,0,CLIC
1966-11-18,0,CLIC
1966-11-19,0,CLIC
1966-11-20,0,CLIC
1966-11-21,0,CLIC
1966-11-22,0,CLIC
1966-11-23,0,CLIC
1966-11-24,0,CLIC
1966-11-25,0,CLIC
1966-11-26,0,CLIC
1966-11-27,0,CLIC
1966-11-28,0,CLIC
1966-11-29,0,CLIC
1966-11-30,0,CLIC
1967-01-01,0,CLIC
1967-01-02,0,CLIC
1967-01-03,0,CLIC
1967-01-04,0,CLIC
1967-01-05,0,CLIC
1967-01-06,0,CLIC
1967-01-07,0,CLIC
1967-01-08,0,CLIC
1967-01-09,0,CLIC
1967-01-10,0,CLIC
1967-01-11,0,CLIC
1967-01-12,0,CLIC
1967-01-13,0,CLIC
1967-01-14,0,CLIC
1967-01-15,0,CLIC
1967-01-16,0,CLIC
1967-01-17,0,CLIC
1967-01-18,0,CLIC
1967-01-19,0,CLIC
1967-01-20,0,CLIC
1967-01-21,0,CLIC
1967-01-22,0,CLIC
1967-01-23,0,CLIC
1967-01-24,0,CLIC
1967-01-25,0,CLIC
1967-01-26,0,CLIC
1967-01-27,0,CLIC
1967-01-28,0,CLIC
1967-01-29,0,CLIC
1967-01-30,0,CLIC
1967-01-31,0,CLIC
1967-02-01,0,CLIC
1967-02-02,0,CLIC
1967-02-03,0,CLIC
1967-02-04,0,CLIC
1967-02-05,0,CLIC
1967-02-06,0,CLIC
1967-02-07,0,CLIC
1967-02-08,0,CLIC
1967-02-09,0,CLIC
1967-02-10,0,CLIC
1967-02-11,0,CLIC
1967-02-12,0,CLIC
1967-02-13,0,CLIC
1967-02-14,0,CLIC
1967-02-15,0,CLIC
1967-02-16,0,CLIC
1967-02-17,0,CLIC
1967-02-18,0,CLIC
1967-02-19,0,CLIC
1967-02-20,0,CLIC
1967-02-21,0,CLIC
1967-02-22,0,CLIC
1967-02-23,0,CLIC
1967-02-24,0,CLIC
1967-02-25,0,CLIC
1967-02-26,0,CLIC
1967-02-27,11,CLIC
1967-02-28,20,CLIC
1967-04-01,0,CLIC
1967-04-02,0,CLIC
1967-04-03,0,CLIC
1967-04-04,0,CLIC
1967-04-05,0,CLIC
1967-04-06,0,CLIC
1967-04-07,0,CLIC
1967-04-08,0,CLIC
1967-04-09,0,CLIC
1967-04-10,0,CLIC
1967-04-11,0,CLIC
1967-04-12,0,CLIC
1967-04-13,0,CLIC
1967-04-14,0,CLIC
1967-04-15,0,CLIC
1967-04-16,0,CLIC
1967-04-17,0,CLIC
1967-04-18,0,CLIC
1967-04-19,0,CLIC
1967-04-20,0,CLIC
1967-04-21,0,CLIC
1967-04-22,0,CLIC
1967-04-23,0,CLIC
1967-04-24,0,CLIC
1967-04-25,16,CLIC
1967-04-26,0,CLIC
1967-04-27,0,CLIC
1967-04-28,0,CLIC
1967-04-29,0,CLIC
1967-04-30,0,CLIC
1967-06-01,20,CLIC
1967-06-02,0,CLIC
1967-06-03,0,CLIC
1967-06-04,0,CLIC
1967-06-05,0,CLIC
1967-06-06,0,CLIC
1967-06-07,0,CLIC
1967-06-08,0,CLIC
1967-06-09,0,CLIC
1967-06-10,0,CLIC
1967-06-11,0,CLIC
1967-06-12,0,CLIC
1967-06-13,0,CLIC
1967-06-14,0,CLIC
1967-06-15,0,CLIC
1967-06-16,0,CLIC
1967-06-17,0,CLIC
1967-06-18,0,CLIC
1967-06-19,0,CLIC
1967-06-20,0,CLIC
1967-06-21,0,CLIC
1967-06-22,0,CLIC
1967-06-23,0,CLIC
1967-06-24,0,CLIC
1967-06-25,30,CLIC
1967-06-26,0,CLIC
1967-06-27,0,CLIC
1967-06-28,0,CLIC
1967-06-29,0,CLIC
1967-06-30,0,CLIC
1967-07-01,0,CLIC
1967-07-02,0,CLIC
1967-07-03,0,CLIC
1967-07-04,0,CLIC
1967-07-05,0,CLIC
1967-07-06,0,CLIC
1967-07-07,0,CLIC
1967-07-08,0,CLIC
1967-07-09,0,CLIC
1967-07-10,0,CLIC
1967-07-11,0,CLIC
1967-07-12,0,CLIC
1967-07-13,25,CLIC
1967-07-14,0,CLIC
1967-07-15,0,CLIC
1967-07-16,0,CLIC
1967-07-17,0,CLIC
1967-07-18,0,CLIC
1967-07-19,0,CLIC
1967-07-20,20,CLIC
1967-07-21,0,CLIC
1967-07-22,0,CLIC
1967-07-23,0,CLIC
1967-07-24,0,CLIC
1967-07-25,0,CLIC
1967-07-26,0,CLIC
1967-07-27,0,CLIC
1967-07-28,0,CLIC
1967-07-29,0,CLIC
1967-07-30,0,CLIC
1967-07-31,0,CLIC
1967-08-01,0,CLIC
1967-08-02,0,CLIC
1967-08-03,0,CLIC
1967-08-04,0,CLIC
1967-08-05,0,CLIC
1967-08-06,0,CLIC
1967-08-07,0,CLIC
1967-08-08,0,CLIC
1967-08-09,0,CLIC
1967-08-10,0,CLIC
1967-08-11,0,CLIC
1967-08-12,20,CLIC
1967-08-13,20,CLIC
1967-08-14,0,CLIC
1967-08-15,0,CLIC
1967-08-16,0,CLIC
1967-08-17,0,CLIC
1967-08-18,0,CLIC
1967-08-19,0,CLIC
1967-08-20,19,CLIC
1967-08-21,0,CLIC
1967-08-22,14,CLIC
1967-08-23,36,CLIC
1967-08-24,7,CLIC
1967-08-25,0,CLIC
1967-08-26,21,CLIC
1967-08-27,0,CLIC
1967-08-28,0,CLIC
1967-08-29,0,CLIC
1967-08-30,0,CLIC
1967-08-31,0,CLIC
1967-09-01,0,CLIC
1967-09-02,0,CLIC
1967-09-03,0,CLIC
1967-09-04,0,CLIC
1967-09-05,0,CLIC
1967-09-06,0,CLIC
1967-09-07,0,CLIC
1967-09-08,0,CLIC
1967-09-09,0,CLIC
1967-09-10,0,CLIC
1967-09-11,0,CLIC
1967-09-12,0,CLIC
1967-09-13,0,CLIC
1967-09-14,0,CLIC
1967-09-15,0,CLIC
1967-09-16,0,CLIC
1967-09-17,0,CLIC
1967-09-18,10,CLIC
1967-09-19,0,CLIC
1967-09-20,0,CLIC
1967-09-21,54,CLIC
1967-09-22,50,CLIC
1967-09-23,0,CLIC
1967-09-24,0,CLIC
1967-09-25,0,CLIC
1967-09-26,0,CLIC
1967-09-27,0,CLIC
1967-09-28,0,CLIC
1967-09-29,0,CLIC
1967-09-30,0,CLIC
1967-11-01,0,CLIC
1967-11-02,0,CLIC
1967-11-03,0,CLIC
1967-11-04,0,CLIC
1967-11-05,0,CLIC
1967-11-06,0,CLIC
1967-11-07,0,CLIC
1967-11-08,0,CLIC
1967-11-09,0,CLIC
1967-11-10,0,CLIC
1967-11-11,0,CLIC
1967-11-12,0,CLIC
1967-11-13,0,CLIC
1967-11-14,0,CLIC
1967-11-15,0,CLIC
1967-11-16,0,CLIC
1967-11-17,0,CLIC
1967-11-18,0,CLIC
1967-11-19,0,CLIC
1967-11-20,0,CLIC
1967-11-21,0,CLIC
1967-11-22,0,CLIC
1967-11-23,0,CLIC
1967-11-24,0,CLIC
1967-11-25,0,CLIC
1967-11-26,0,CLIC
1967-11-27,0,CLIC
1967-11-28,0,CLIC
1967-11-29,0,CLIC
1967-11-30,0,CLIC
1967-12-01,0,CLIC
1967-12-02,0,CLIC
1967-12-03,0,CLIC
1967-12-04,0,CLIC
1967-12-05,0,CLIC
1967-12-06,0,CLIC
1967-12-07,0,CLIC
1967-12-08,0,CLIC
1967-12-09,0,CLIC
1967-12-10,0,CLIC
1967-12-11,0,CLIC
1967-12-12,0,CLIC
1967-12-13,0,CLIC
1967-12-14,0,CLIC
1967-12-15,0,CLIC
1967-12-16,0,CLIC
1967-12-17,0,CLIC
1967-12-18,0,CLIC
1967-12-19,0,CLIC
1967-12-20,0,CLIC
1967-12-21,0,CLIC
1967-12-22,0,CLIC
1967-12-23,0,CLIC
1967-12-24,0,CLIC
1967-12-25,0,CLIC
1967-12-26,0,CLIC
1967-12-27,0,CLIC
1967-12-28,0,CLIC
1967-12-29,0,CLIC
1967-12-30,0,CLIC
1967-12-31,0,CLIC
1968-01-01,0,CLIC
1968-01-02,0,CLIC
1968-01-03,0,CLIC
1968-01-04,0,CLIC
1968-01-05,0,CLIC
1968-01-06,0,CLIC
1968-01-07,0,CLIC
1968-01-08,0,CLIC
1968-01-09,0,CLIC
1968-01-10,0,CLIC
1968-01-11,0,CLIC
1968-01-12,0,CLIC
1968-01-13,0,CLIC
1968-01-14,0,CLIC
1968-01-15,0,CLIC
1968-01-16,0,CLIC
1968-01-17,0,CLIC
1968-01-18,0,CLIC
1968-01-19,0,CLIC
1968-01-20,0,CLIC
1968-01-21,0,CLIC
1968-01-22,0,CLIC
1968-01-23,0,CLIC
1968-01-24,0,CLIC
1968-01-25,0,CLIC
1968-01-26,0,CLIC
1968-01-27,0,CLIC
1968-01-28,0,CLIC
1968-01-29,0,CLIC
1968-01-30,0,CLIC
1968-01-31,0,CLIC
1968-04-01,0,CLIC
1968-04-02,0,CLIC
1968-04-03,0,CLIC
1968-04-04,0,CLIC
1968-04-05,0,CLIC
1968-04-06,0,CLIC
1968-04-07,0,CLIC
1968-04-08,0,CLIC
1968-04-09,0,CLIC
1968-04-10,0,CLIC
1968-04-11,0,CLIC
1968-04-12,0,CLIC
1968-04-13,0,CLIC
1968-04-14,0,CLIC
1968-04-15,0,CLIC
1968-04-16,0,CLIC
1968-04-17,13,CLIC
1968-04-18,0,CLIC
1968-04-19,0,CLIC
1968-04-20,0,CLIC
1968-04-21,0,CLIC
1968-04-22,0,CLIC
1968-04-23,15,CLIC
1968-04-24,0,CLIC
1968-04-25,0,CLIC
1968-04-26,0,CLIC
1968-04-27,21,CLIC
1968-04-28,22,CLIC
1968-04-29,10,CLIC
1968-04-30,6,CLIC
1968-09-01,0,CLIC
1968-09-02,0,CLIC
1968-09-03,0,CLIC
1968-09-04,0,CLIC
1968-09-05,0,CLIC
1968-09-06,0,CLIC
1968-09-07,0,CLIC
1968-09-08,0,CLIC
1968-09-09,0,CLIC
1968-09-10,0,CLIC
1968-09-11,0,CLIC
1968-09-12,0,CLIC
1968-09-13,0,CLIC
1968-09-14,0,CLIC
1968-09-15,0,CLIC
1968-09-16,0,CLIC
1968-09-17,0,CLIC
1968-09-18,0,CLIC
1968-09-19,8,CLIC
1968-09-20,7,CLIC
1968-09-21,3,CLIC
1968-09-22,0,CLIC
1968-09-23,8,CLIC
1968-09-24,14,CLIC
1968-09-25,0,CLIC
1968-09-26,9,CLIC
1968-09-27,11,CLIC
1968-09-28,0,CLIC
1968-09-29,12,CLIC
1968-09-30,11,CLIC
1968-10-01,7,CLIC
1968-10-02,0,CLIC
1968-10-03,27,CLIC
1968-10-04,0,CLIC
1968-10-05,0,CLIC
1968-10-06,0,CLIC
1968-10-07,0,CLIC
1968-10-08,0,CLIC
1968-10-09,10,CLIC
1968-10-10,10,CLIC
1968-10-11,0,CLIC
1968-10-12,0,CLIC
1968-10-13,0,CLIC
1968-10-14,0,CLIC
1968-10-15,0,CLIC
1968-10-16,0,CLIC
1968-10-17,0,CLIC
1968-10-18,0,CLIC
1968-10-19,0,CLIC
1968-10-20,0,CLIC
1968-10-21,0,CLIC
1968-10-22,0,CLIC
1968-10-23,0,CLIC
1968-10-24,0,CLIC
1968-10-25,0,CLIC
1968-10-26,0,CLIC
1968-10-27,0,CLIC
1968-10-28,0,CLIC
1968-10-29,0,CLIC
1968-10-30,0,CLIC
1968-10-31,0,CLIC
1969-03-01,0,CLIC
1969-03-02,0,CLIC
1969-03-03,0,CLIC
1969-03-04,0,CLIC
1969-03-05,0,CLIC
1969-03-06,0,CLIC
1969-03-07,0,CLIC
1969-03-08,0,CLIC
1969-03-09,0,CLIC
1969-03-10,0,CLIC
1969-03-11,0,CLIC
1969-03-12,0,CLIC
1969-03-13,0,CLIC
1969-03-14,0,CLIC
1969-03-15,0,CLIC
1969-03-16,0,CLIC
1969-03-17,0,CLIC
1969-03-18,0,CLIC
1969-03-19,0,CLIC
1969-03-20,0,CLIC
1969-03-21,0,CLIC
1969-03-22,0,CLIC
1969-03-23,0,CLIC
1969-03-24,0,CLIC
1969-03-25,0,CLIC
1969-03-26,0,CLIC
1969-03-27,0,CLIC
1969-03-28,0,CLIC
1969-03-29,0,CLIC
1969-03-30,0,CLIC
1969-03-31,0,CLIC
1969-04-01,0,CLIC
1969-04-02,0,CLIC
1969-04-03,0,CLIC
1969-04-04,0,CLIC
1969-04-05,0,CLIC
1969-04-06,0,CLIC
1969-04-07,0,CLIC
1969-04-08,0,CLIC
1969-04-09,0,CLIC
1969-04-10,0,CLIC
1969-04-11,0,CLIC
1969-04-12,0,CLIC
1969-04-13,0,CLIC
1969-04-14,0,CLIC
1969-04-15,0,CLIC
1969-04-16,0,CLIC
1969-04-17,0,CLIC
1969-04-18,0,CLIC
1969-04-19,0,CLIC
1969-04-20,0,CLIC
1969-04-21,0,CLIC
1969-04-22,0,CLIC
1969-04-23,0,CLIC
1969-04-24,0,CLIC
1969-04-25,0,CLIC
1969-04-26,0,CLIC
1969-04-27,5,CLIC
1969-04-28,18,CLIC
1969-04-29,0,CLIC
1969-04-30,0,CLIC
1969-05-01,0,CLIC
1969-05-02,0,CLIC
1969-05-03,0,CLIC
1969-05-04,0,CLIC
1969-05-05,0,CLIC
1969-05-06,0,CLIC
1969-05-07,0,CLIC
1969-05-08,12,CLIC
1969-05-09,10,CLIC
1969-05-10,0,CLIC
1969-05-11,0,CLIC
1969-05-12,0,CLIC
1969-05-13,0,CLIC
1969-05-14,0,CLIC
1969-05-15,0,CLIC
1969-05-16,0,CLIC
1969-05-17,0,CLIC
1969-05-18,0,CLIC
1969-05-19,0,CLIC
1969-05-20,0,CLIC
1969-05-21,0,CLIC
1969-05-22,0,CLIC
1969-05-23,0,CLIC
1969-05-24,0,CLIC
1969-05-25,0,CLIC
1969-05-26,0,CLIC
1969-05-27,22,CLIC
1969-05-28,0,CLIC
1969-05-29,0,CLIC
1969-05-30,0,CLIC
1969-05-31,0,CLIC
1976-02-01,0,CLIC
1976-02-02,0,CLIC
1976-02-03,0,CLIC
1976-02-04,0,CLIC
1976-02-05,0,CLIC
1976-02-06,0,CLIC
1976-02-07,0,CLIC
1976-02-08,0,CLIC
