Estación: ,C19009,CASILLAS. RAYONES
2013-06-09,2.21,CLIC
2013-06-10,7.58,CLIC
2013-06-11,2.88,CLIC
2013-06-12,3.73,CLIC
2013-06-13,4.95,CLIC
2013-06-14,2.84,CLIC
2013-06-15,4.94,CLIC
2013-06-16,8.52,CLIC
2013-06-17,6.86,CLIC
2013-06-18,7.01,CLIC
2013-06-19,6.64,CLIC
2013-06-20,8.6,CLIC
2013-06-21,5.37,CLIC
2013-06-22,7.14,CLIC
2013-06-23,7.52,CLIC
2013-06-24,7.19,CLIC
2013-06-25,6.99,CLIC
2013-06-26,8.29,CLIC
2013-06-27,8.24,CLIC
2013-06-28,8.75,CLIC
2013-06-29,9.5,CLIC
2013-06-30,3.37,CLIC
2013-07-01,3.94,CLIC
2013-07-02,0.4,CLIC
2013-07-03,3.91,CLIC
2013-07-04,0.2,CLIC
2013-07-05,4.34,CLIC
2013-07-06,6.41,CLIC
2013-07-07,5.7,CLIC
2013-07-08,3.62,CLIC
2013-07-09,5.52,CLIC
2013-07-10,5.77,CLIC
2013-07-11,7,CLIC
2013-07-12,4.35,CLIC
2013-07-13,9.57,CLIC
2013-07-14,6.02,CLIC
2013-07-15,5.83,CLIC
2013-07-16,2.97,CLIC
2013-07-17,1.34,CLIC
2013-07-18,4.65,CLIC
2013-07-19,1.25,CLIC
2013-07-20,1,CLIC
2013-07-21,7.2,CLIC
2013-07-22,6.6,CLIC
2013-07-23,6.14,CLIC
2013-07-24,8.51,CLIC
2013-07-25,5.8,CLIC
2013-07-26,7.95,CLIC
2013-07-27,7.43,CLIC
2013-07-28,7.27,CLIC
2013-07-29,7.84,CLIC
2013-07-30,7.76,CLIC
2013-07-31,8.43,CLIC
2013-08-01,7.02,CLIC
2013-08-02,9,CLIC
2013-08-03,7.39,CLIC
2013-08-04,8.26,CLIC
2013-08-05,8.48,CLIC
2013-08-06,6.72,CLIC
2013-08-07,7.34,CLIC
2013-08-08,9.98,CLIC
2013-08-09,9.46,CLIC
2013-08-10,5.56,CLIC
2013-08-12,3.9,CLIC
2013-08-13,7.54,CLIC
2013-08-14,2.03,CLIC
2013-08-15,8.3,CLIC
2013-08-16,7.65,CLIC
2013-08-17,3.66,CLIC
2013-08-18,6.95,CLIC
2013-08-19,5.66,CLIC
2013-08-20,6.62,CLIC
2013-08-21,4.89,CLIC
2013-08-22,1.51,CLIC
2013-08-23,4.73,CLIC
2013-08-24,2.98,CLIC
2013-08-25,0.63,CLIC
2013-08-26,0.75,CLIC
2013-08-27,2.99,CLIC
2013-08-28,6.19,CLIC
2013-08-29,5.43,CLIC
2013-08-30,11.13,CLIC
2013-08-31,0.97,CLIC
2013-09-01,7.02,CLIC
2013-09-02,1.01,CLIC
2013-09-03,3.97,CLIC
2013-09-04,3.52,CLIC
2013-09-05,0.53,CLIC
2013-09-06,1.38,CLIC
2013-09-07,1.02,CLIC
2013-09-08,4.22,CLIC
2013-09-09,6.53,CLIC
2013-09-10,6.6,CLIC
2013-09-11,1.82,CLIC
2013-09-13,2.55,CLIC
2013-09-18,2.5,CLIC
2013-09-19,3.5,CLIC
2013-09-20,5.38,CLIC
2013-09-21,4.17,CLIC
2013-09-22,3.1,CLIC
2013-09-23,5.56,CLIC
2013-09-24,5.9,CLIC
2013-09-25,5.51,CLIC
2013-09-26,3.43,CLIC
2013-09-27,0.75,CLIC
2013-09-28,4.72,CLIC
2013-09-29,1.2,CLIC
2013-09-30,2.29,CLIC
2013-10-01,3.95,CLIC
2013-10-02,5.01,CLIC
2013-10-03,4.52,CLIC
2013-10-04,5.36,CLIC
2013-10-05,5.06,CLIC
2013-10-06,0.54,CLIC
2013-10-07,3.44,CLIC
2013-10-08,4.02,CLIC
2013-10-09,3.65,CLIC
2013-10-10,4.98,CLIC
2013-10-11,2.03,CLIC
2013-10-12,2.95,CLIC
2013-10-13,2.9,CLIC
2013-10-14,4.63,CLIC
2013-10-15,5.37,CLIC
2013-10-16,5.73,CLIC
2013-10-17,5.11,CLIC
2013-10-18,4.04,CLIC
2013-10-19,0.4,CLIC
2013-10-20,4.14,CLIC
2013-10-21,3.35,CLIC
2013-10-22,1.75,CLIC
2013-10-23,2.21,CLIC
2013-10-24,3.13,CLIC
2013-10-25,1.83,CLIC
2013-10-26,4.11,CLIC
2013-10-27,2.04,CLIC
2013-10-28,2.96,CLIC
2013-10-29,2.93,CLIC
2013-10-30,3.07,CLIC
2013-10-31,3.02,CLIC
2013-11-01,0.93,CLIC
2013-11-02,3,CLIC
2013-11-03,1.96,CLIC
2013-11-04,1.96,CLIC
2013-11-05,1.14,CLIC
2013-11-06,0.5,CLIC
2013-11-07,0.15,CLIC
2013-11-08,0.91,CLIC
2013-11-09,2.04,CLIC
2013-11-10,1.96,CLIC
2013-11-11,2.03,CLIC
2013-11-12,1.52,CLIC
2013-11-13,0.88,CLIC
2013-11-14,0.61,CLIC
2013-11-15,1.9,CLIC
2013-11-16,0.16,CLIC
2013-11-17,2.05,CLIC
2013-11-18,3.25,CLIC
2013-11-19,1.04,CLIC
2013-11-20,2.66,CLIC
2013-11-21,2.35,CLIC
2013-11-22,1.89,CLIC
2013-11-23,1.33,CLIC
2013-11-24,0.82,CLIC
2013-11-25,0.9,CLIC
2013-11-26,1.61,CLIC
2013-11-27,1.64,CLIC
2013-11-28,1.6,CLIC
2013-11-29,2,CLIC
2013-11-30,1.94,CLIC
2013-12-01,0.83,CLIC
2013-12-02,2.28,CLIC
2013-12-03,2.8,CLIC
2013-12-04,1.99,CLIC
2013-12-05,3.02,CLIC
2013-12-06,1.69,CLIC
2013-12-07,1.43,CLIC
2013-12-08,2.06,CLIC
2013-12-09,1.72,CLIC
2013-12-10,2.13,CLIC
2013-12-11,0.98,CLIC
2013-12-12,2.02,CLIC
2013-12-13,2.08,CLIC
2013-12-14,2.88,CLIC
2013-12-15,1.45,CLIC
2013-12-16,2.65,CLIC
2013-12-17,2.02,CLIC
2013-12-18,1.98,CLIC
2013-12-19,1.97,CLIC
2013-12-20,2.85,CLIC
2013-12-21,3.16,CLIC
2013-12-22,5.38,CLIC
2013-12-23,2.49,CLIC
2013-12-24,0.96,CLIC
2013-12-25,3.15,CLIC
2013-12-26,10.35,CLIC
2013-12-27,10.25,CLIC
2013-12-28,1.25,CLIC
2013-12-29,7.2,CLIC
2013-12-30,6.4,CLIC
2013-12-31,4.82,CLIC
2014-01-01,1.2,CLIC
2014-01-02,1.63,CLIC
2014-01-03,2.16,CLIC
2014-01-04,3.74,CLIC
2014-01-05,0.4,CLIC
2014-01-06,0.45,CLIC
2014-01-07,0.9,CLIC
2014-01-08,1.45,CLIC
2014-01-09,1.95,CLIC
2014-01-10,1.85,CLIC
2014-01-11,2.48,CLIC
2014-01-12,2.6,CLIC
2014-01-13,2.12,CLIC
2014-01-14,0.87,CLIC
2014-01-15,2.03,CLIC
2014-01-16,1.85,CLIC
2014-01-17,1.11,CLIC
2014-01-18,2.09,CLIC
2014-01-19,1.95,CLIC
2014-01-20,3.11,CLIC
2014-01-21,1.98,CLIC
2014-01-22,3.03,CLIC
2014-01-23,1.88,CLIC
2014-01-24,1.12,CLIC
2014-01-25,1.85,CLIC
2014-01-26,2.13,CLIC
2014-01-27,2.97,CLIC
2014-01-28,0.3,CLIC
2014-01-29,0.4,CLIC
2014-01-30,1.14,CLIC
2014-01-31,3.79,CLIC
2014-02-01,3.9,CLIC
2014-02-02,2.27,CLIC
2014-02-03,3.95,CLIC
2014-02-04,3.89,CLIC
2014-02-05,0.54,CLIC
2014-02-06,3.9,CLIC
2014-02-07,1.7,CLIC
2014-02-08,4,CLIC
2014-02-09,4.5,CLIC
2014-02-10,2.8,CLIC
2014-02-11,3.5,CLIC
2014-02-12,2.95,CLIC
2014-02-13,3.75,CLIC
2014-02-14,4.4,CLIC
2014-02-15,5.05,CLIC
2014-02-16,5.25,CLIC
2014-02-17,3.05,CLIC
2014-02-18,3.9,CLIC
2014-02-19,5.05,CLIC
2014-02-20,3.91,CLIC
2014-02-21,3.99,CLIC
2014-02-22,3.55,CLIC
2014-02-23,4.45,CLIC
2014-02-24,3.13,CLIC
2014-02-25,3.88,CLIC
2014-02-26,4.44,CLIC
2014-02-27,1.55,CLIC
2014-02-28,2.8,CLIC
2014-03-01,7.85,CLIC
2014-03-02,6.4,CLIC
2014-03-03,1.9,CLIC
2014-03-04,1.95,CLIC
2014-03-05,2.2,CLIC
2014-03-06,4.31,CLIC
2014-03-07,5.09,CLIC
2014-03-08,5.14,CLIC
2014-03-09,4.1,CLIC
2014-03-10,3.98,CLIC
2014-03-11,4.86,CLIC
2014-03-12,4.93,CLIC
2014-03-13,6.43,CLIC
2014-03-14,3.21,CLIC
2014-03-15,6.03,CLIC
2014-03-16,2.49,CLIC
2014-03-17,4.15,CLIC
2014-03-18,5.9,CLIC
2014-03-19,3.04,CLIC
2014-03-20,3.56,CLIC
2014-03-21,6.19,CLIC
2014-03-22,4.37,CLIC
2014-03-23,3.03,CLIC
2014-03-24,4.53,CLIC
2014-03-25,4.93,CLIC
2014-03-26,3.94,CLIC
2014-03-27,5.41,CLIC
2014-03-28,6.28,CLIC
2014-03-29,1.88,CLIC
2014-03-30,4.47,CLIC
2014-03-31,5.27,CLIC
2014-04-01,6.71,CLIC
2014-04-02,4.88,CLIC
2014-04-03,6.82,CLIC
2014-04-04,6.13,CLIC
2014-04-05,4.2,CLIC
2014-04-06,7.44,CLIC
2014-04-07,4.91,CLIC
2014-04-08,5.26,CLIC
2014-04-09,3.63,CLIC
2014-04-10,8.39,CLIC
2014-04-11,7.79,CLIC
2014-04-12,6.83,CLIC
2014-04-13,7.45,CLIC
2014-04-14,4.46,CLIC
2014-04-15,5.45,CLIC
2014-04-16,3.94,CLIC
2014-04-17,4.8,CLIC
2014-04-18,5.87,CLIC
2014-04-19,4.04,CLIC
2014-04-20,1.32,CLIC
2014-04-21,4.78,CLIC
2014-04-22,2.22,CLIC
2014-04-23,6.94,CLIC
2014-04-24,6.21,CLIC
2014-04-25,2.49,CLIC
2014-04-26,6.41,CLIC
2014-04-27,9.51,CLIC
2014-04-28,7.94,CLIC
2014-04-29,9.22,CLIC
2014-04-30,0.19,CLIC
2014-05-01,3.76,CLIC
2014-05-02,2.93,CLIC
2014-05-03,5.89,CLIC
2014-05-04,6.87,CLIC
2014-05-05,6.39,CLIC
2014-05-06,6.94,CLIC
2014-05-07,4.23,CLIC
2014-05-08,4.47,CLIC
2014-05-09,4.22,CLIC
2014-05-10,6.75,CLIC
2014-05-11,3.07,CLIC
2014-05-12,3.68,CLIC
2014-05-13,2.51,CLIC
2014-05-14,3.81,CLIC
2014-05-15,3.88,CLIC
2014-05-16,4.98,CLIC
2014-05-17,7.27,CLIC
2014-05-18,6.33,CLIC
2014-05-19,6.95,CLIC
2014-05-20,5.92,CLIC
2014-05-21,6.9,CLIC
2014-05-22,4.1,CLIC
2014-05-23,1.73,CLIC
2014-05-24,3.91,CLIC
2014-05-25,6.01,CLIC
2014-05-26,4.29,CLIC
2014-05-27,7.93,CLIC
2014-05-28,5.86,CLIC
2014-05-29,4.5,CLIC
2014-05-30,5.43,CLIC
2014-05-31,7.5,CLIC
2014-06-01,5.56,CLIC
2014-06-02,7.79,CLIC
2014-06-03,6.87,CLIC
2014-06-04,6.04,CLIC
2014-06-05,6.78,CLIC
2014-06-06,7.61,CLIC
2014-06-07,5.65,CLIC
2014-06-08,4.91,CLIC
2014-06-09,4.66,CLIC
2014-06-10,4.06,CLIC
2014-06-11,7.54,CLIC
2014-06-12,7.19,CLIC
2014-06-13,5.67,CLIC
2014-06-14,6.14,CLIC
2014-06-15,5.44,CLIC
2014-06-16,3.06,CLIC
2014-06-17,2.84,CLIC
2014-06-18,1.98,CLIC
2014-06-19,1.55,CLIC
2014-06-20,2.24,CLIC
2014-06-21,2.63,CLIC
2014-06-22,2.18,CLIC
2014-06-23,3.01,CLIC
2014-06-24,5.74,CLIC
2014-06-25,6.15,CLIC
2014-06-26,4.95,CLIC
2014-06-27,6.85,CLIC
2014-06-28,6.05,CLIC
2014-06-29,4,CLIC
2014-06-30,4.65,CLIC
2014-07-01,6.99,CLIC
2014-07-02,6.04,CLIC
2014-07-03,2.4,CLIC
2014-07-04,5.05,CLIC
2014-07-05,4.07,CLIC
2014-07-06,3.46,CLIC
2014-07-07,7.1,CLIC
2014-07-08,0.23,CLIC
2014-07-09,1.86,CLIC
2014-07-10,2.29,CLIC
2014-07-11,2.3,CLIC
2014-07-12,9.78,CLIC
2014-07-13,3.67,CLIC
2014-07-14,4.49,CLIC
2014-07-15,6.36,CLIC
2014-07-16,3.54,CLIC
2014-07-17,4.67,CLIC
2014-07-18,6.1,CLIC
2014-07-19,1.52,CLIC
2014-07-20,1.45,CLIC
2014-07-21,7.75,CLIC
2014-07-22,6.22,CLIC
2014-07-23,6.19,CLIC
2014-07-24,4.42,CLIC
2014-07-25,4.97,CLIC
2014-07-26,5.91,CLIC
2014-07-27,4.36,CLIC
2014-07-28,6.93,CLIC
2014-07-29,5.08,CLIC
2014-07-30,7.69,CLIC
2014-07-31,4.33,CLIC
2014-08-01,5.11,CLIC
2014-08-02,1.8,CLIC
2014-08-03,4.09,CLIC
2014-08-04,2.19,CLIC
2014-08-05,4.68,CLIC
2014-08-06,3.59,CLIC
2014-08-07,7.24,CLIC
2014-08-08,3.74,CLIC
2014-08-09,3.55,CLIC
2014-08-10,5.1,CLIC
2014-08-11,4.62,CLIC
2014-08-12,6.55,CLIC
2014-08-13,4.67,CLIC
2014-08-14,4.13,CLIC
2014-08-15,3.66,CLIC
2014-08-16,3.97,CLIC
2014-08-17,6.07,CLIC
2014-08-18,3.28,CLIC
2014-08-19,4.87,CLIC
2014-08-20,7.04,CLIC
2014-08-21,7.01,CLIC
2014-08-22,6.75,CLIC
2014-08-23,5.67,CLIC
2014-08-24,5.91,CLIC
2014-08-25,7.76,CLIC
2014-08-26,6.61,CLIC
2014-08-27,6.3,CLIC
2014-08-28,5.73,CLIC
2014-08-29,4.51,CLIC
2014-08-30,5.66,CLIC
2014-08-31,5.8,CLIC
2014-09-01,3.17,CLIC
2014-09-02,10.65,CLIC
2014-09-03,1.85,CLIC
2014-09-04,4.1,CLIC
2014-09-05,2.7,CLIC
2014-09-06,6.13,CLIC
2014-09-07,5.28,CLIC
2014-09-08,4.45,CLIC
2014-09-09,5.04,CLIC
2014-09-10,4.9,CLIC
2014-09-11,6.06,CLIC
2014-09-12,0.33,CLIC
2014-09-13,0.33,CLIC
2014-09-14,3.12,CLIC
2014-09-15,5.6,CLIC
2014-09-16,5.5,CLIC
2014-09-17,5.93,CLIC
2014-09-18,3.74,CLIC
2014-09-19,0.93,CLIC
2014-09-20,3.7,CLIC
2014-09-21,2.07,CLIC
2014-09-22,1.83,CLIC
2014-09-23,5.72,CLIC
2014-09-24,2.04,CLIC
2014-09-25,4.01,CLIC
2014-09-26,0.03,CLIC
2014-09-27,2.8,CLIC
2014-09-28,6.16,CLIC
2014-09-29,3.5,CLIC
2014-09-30,9.15,CLIC
2014-10-01,4.51,CLIC
2014-10-02,4.44,CLIC
2014-10-03,7.33,CLIC
2014-10-04,2.47,CLIC
2014-10-05,2.51,CLIC
2014-10-06,3.89,CLIC
2014-10-07,2.92,CLIC
2014-10-08,4.73,CLIC
2014-10-09,3.1,CLIC
2014-10-10,2.47,CLIC
2014-10-11,4.23,CLIC
2014-10-12,4.01,CLIC
2014-10-13,4.25,CLIC
2014-10-14,2.6,CLIC
2014-10-15,4.25,CLIC
2014-10-16,4.6,CLIC
2014-10-17,3.95,CLIC
2014-10-18,2.95,CLIC
2014-10-19,2.29,CLIC
2014-10-20,0.14,CLIC
2014-10-21,3.7,CLIC
2014-10-22,3.96,CLIC
2014-10-23,0.16,CLIC
2014-10-24,1.5,CLIC
2014-10-25,3.35,CLIC
2014-10-26,3.29,CLIC
2014-10-27,2.85,CLIC
2014-10-28,3.19,CLIC
2014-10-29,2.47,CLIC
2014-10-30,2.24,CLIC
2014-10-31,2.99,CLIC
2014-11-01,0.76,CLIC
2014-11-02,0.91,CLIC
2014-11-03,4.56,CLIC
2014-11-04,1.05,CLIC
2014-11-05,1.29,CLIC
2014-11-06,1,CLIC
2014-11-07,1,CLIC
2014-11-08,1.15,CLIC
2014-11-09,1.1,CLIC
2014-11-10,1.53,CLIC
2014-11-11,1.61,CLIC
2014-11-12,0.37,CLIC
2014-11-13,0.78,CLIC
2014-11-14,1.54,CLIC
2014-11-15,1.66,CLIC
2014-11-16,0.8,CLIC
2014-11-17,2.22,CLIC
2014-11-18,1.09,CLIC
2014-11-19,1.15,CLIC
2014-11-20,1.34,CLIC
2014-11-21,1.6,CLIC
2014-11-22,2.71,CLIC
2014-11-23,1.29,CLIC
2014-11-24,1.96,CLIC
2014-11-25,0.2,CLIC
2014-11-26,1.87,CLIC
2014-11-27,2.91,CLIC
2014-11-28,2.92,CLIC
2014-11-29,1.31,CLIC
2014-11-30,2.34,CLIC
2014-12-01,2.2,CLIC
2014-12-02,2.94,CLIC
2014-12-03,3.06,CLIC
2014-12-04,2.85,CLIC
2014-12-05,3.39,CLIC
2014-12-06,1.28,CLIC
2014-12-07,2.09,CLIC
2014-12-08,2.09,CLIC
2014-12-09,1.2,CLIC
2014-12-10,1.42,CLIC
2014-12-11,3.12,CLIC
2014-12-12,1.68,CLIC
2014-12-13,1.58,CLIC
2014-12-14,1.86,CLIC
2014-12-15,1.69,CLIC
2014-12-16,2.05,CLIC
2014-12-17,1.92,CLIC
2014-12-18,2.15,CLIC
2014-12-19,1.54,CLIC
2014-12-20,2.64,CLIC
2014-12-21,1.1,CLIC
2014-12-22,1.04,CLIC
2014-12-23,1.18,CLIC
2014-12-24,1.14,CLIC
2014-12-25,1.54,CLIC
2014-12-26,1.01,CLIC
2014-12-27,1.47,CLIC
2014-12-28,0.84,CLIC
2014-12-29,1.1,CLIC
2014-12-30,2.14,CLIC
2014-12-31,0.99,CLIC
2015-01-01,1.57,CLIC
2015-01-02,1.34,CLIC
2015-01-03,1.54,CLIC
2015-01-04,0.69,CLIC
2015-01-05,1.56,CLIC
2015-01-06,0.52,CLIC
2015-01-07,1.63,CLIC
2015-01-08,0.47,CLIC
2015-01-09,1.72,CLIC
2015-01-10,0.36,CLIC
2015-01-11,1.09,CLIC
2015-01-12,0.78,CLIC
2015-01-13,1.22,CLIC
2015-01-14,1.76,CLIC
2015-01-15,1.39,CLIC
2015-01-16,1.02,CLIC
2015-01-17,1.19,CLIC
2015-01-18,0.6,CLIC
2015-01-19,1.26,CLIC
2015-01-20,0.66,CLIC
2015-01-21,0.78,CLIC
2015-01-22,1.15,CLIC
2015-01-23,1.28,CLIC
2015-01-24,1.03,CLIC
2015-01-25,0.96,CLIC
2015-01-26,2.09,CLIC
2015-01-27,1.12,CLIC
2015-01-28,1.56,CLIC
2015-01-29,1.53,CLIC
2015-01-30,0.88,CLIC
2015-01-31,0.54,CLIC
2015-02-01,2.61,CLIC
2015-02-02,2.97,CLIC
2015-02-03,0.89,CLIC
2015-02-04,1.01,CLIC
2015-02-05,1.08,CLIC
2015-02-06,1.6,CLIC
2015-02-07,2.54,CLIC
2015-02-08,2,CLIC
2015-02-09,2.32,CLIC
2015-02-10,2.57,CLIC
2015-02-11,1.41,CLIC
2015-02-12,0.56,CLIC
2015-02-13,0.65,CLIC
2015-02-14,1.87,CLIC
2015-02-15,2.3,CLIC
2015-02-16,1.32,CLIC
2015-02-17,2.11,CLIC
2015-02-18,0.99,CLIC
2015-02-19,1.38,CLIC
2015-02-20,2.89,CLIC
2015-02-21,4.48,CLIC
2015-02-22,3.5,CLIC
2015-02-23,2.47,CLIC
2015-02-24,2.88,CLIC
2015-02-25,3.56,CLIC
2015-02-26,1.62,CLIC
2015-02-27,2.02,CLIC
2015-02-28,2.54,CLIC
2015-03-01,4.01,CLIC
2015-03-02,3.73,CLIC
2015-03-03,4.68,CLIC
2015-03-04,4.31,CLIC
2015-03-05,1.27,CLIC
2015-03-06,0.9,CLIC
2015-03-07,3.06,CLIC
2015-03-08,0.6,CLIC
2015-03-09,1.65,CLIC
2015-03-10,5.34,CLIC
2015-03-11,2.62,CLIC
2015-03-12,0.55,CLIC
2015-03-13,3.33,CLIC
2015-03-14,1.99,CLIC
2015-03-15,0.5,CLIC
2015-03-16,3.39,CLIC
2015-03-17,1.4,CLIC
2015-03-18,2.27,CLIC
2015-03-19,2.3,CLIC
2015-03-20,2.28,CLIC
2015-03-21,0.67,CLIC
2015-03-22,4.4,CLIC
2015-03-23,3.95,CLIC
2015-03-24,3.98,CLIC
2015-03-25,5,CLIC
2015-03-26,4.64,CLIC
2015-03-27,3.42,CLIC
2015-03-28,4.82,CLIC
2015-03-29,3.75,CLIC
2015-03-30,5.6,CLIC
2015-03-31,3.99,CLIC
2015-04-01,5.52,CLIC
2015-04-02,4.08,CLIC
2015-04-03,5.16,CLIC
2015-04-04,2.6,CLIC
2015-04-05,3.49,CLIC
2015-04-06,4.7,CLIC
2015-04-07,5.3,CLIC
2015-04-08,2.81,CLIC
2015-04-09,3.22,CLIC
2015-04-10,1.86,CLIC
2015-04-11,2.81,CLIC
2015-04-12,2.53,CLIC
2015-04-13,3.19,CLIC
2015-04-14,3.11,CLIC
2015-04-15,3.68,CLIC
2015-04-16,1.79,CLIC
2015-04-17,2.7,CLIC
2015-04-18,5.01,CLIC
2015-04-19,3.91,CLIC
2015-04-20,4.24,CLIC
2015-04-21,3.41,CLIC
2015-04-22,4.65,CLIC
2015-04-23,3.84,CLIC
2015-04-24,5.55,CLIC
2015-04-25,4.69,CLIC
2015-04-26,5.57,CLIC
2015-04-27,6.32,CLIC
2015-04-28,5.28,CLIC
2015-04-29,3.91,CLIC
2015-04-30,4.09,CLIC
2015-05-01,3.62,CLIC
2015-05-02,4.73,CLIC
2015-05-03,6.02,CLIC
2015-05-04,2.34,CLIC
2015-05-05,4.58,CLIC
2015-05-06,4.34,CLIC
2015-05-07,6.28,CLIC
2015-05-08,3.69,CLIC
2015-05-09,3.83,CLIC
2015-05-10,3.02,CLIC
2015-05-11,5.19,CLIC
2015-05-12,2.83,CLIC
2015-05-13,4.11,CLIC
2015-05-14,4,CLIC
2015-05-15,4.73,CLIC
2015-05-16,3.96,CLIC
2015-05-17,6.09,CLIC
2015-05-18,4.49,CLIC
2015-05-19,4.86,CLIC
2015-05-20,3.3,CLIC
2015-05-21,3.4,CLIC
2015-05-22,3.76,CLIC
2015-05-23,4.87,CLIC
2015-05-24,6.77,CLIC
2015-05-25,3.6,CLIC
2015-05-26,4.3,CLIC
2015-05-27,4.7,CLIC
2015-05-28,5.92,CLIC
2015-05-29,5.64,CLIC
2015-05-30,5.67,CLIC
2015-05-31,5.3,CLIC
2015-06-01,6.51,CLIC
2015-06-02,6.16,CLIC
2015-06-03,5.98,CLIC
2015-06-04,6.1,CLIC
2015-06-05,5.7,CLIC
2015-06-06,5.32,CLIC
2015-06-07,6.2,CLIC
2015-06-08,5.29,CLIC
2015-06-09,4.02,CLIC
2015-06-10,7.05,CLIC
2015-06-11,5.77,CLIC
2015-06-12,6.32,CLIC
2015-06-13,6.81,CLIC
2015-06-14,5.3,CLIC
2015-06-15,7.67,CLIC
2015-06-16,5.49,CLIC
2015-06-17,2.9,CLIC
2015-06-18,1.7,CLIC
2015-06-19,6.28,CLIC
2015-06-20,2.26,CLIC
2015-06-21,0.85,CLIC
2015-06-22,3.21,CLIC
2015-06-23,4.49,CLIC
2015-06-24,6.46,CLIC
2015-06-25,5.75,CLIC
2015-06-26,6.63,CLIC
2015-06-27,6.79,CLIC
2015-06-28,5.29,CLIC
2015-06-29,6,CLIC
2015-06-30,2.08,CLIC
2015-07-01,2.44,CLIC
2015-07-02,5.29,CLIC
2015-07-03,4.95,CLIC
2015-07-04,5.18,CLIC
2015-07-05,5.46,CLIC
2015-07-06,5.69,CLIC
2015-07-07,5.09,CLIC
2015-07-08,5.25,CLIC
2015-07-09,5.68,CLIC
2015-07-10,5.42,CLIC
2015-07-11,6.99,CLIC
2015-07-12,6.46,CLIC
2015-07-13,6.54,CLIC
2015-07-14,7.36,CLIC
2015-07-15,7.05,CLIC
2015-07-16,6.57,CLIC
2015-07-17,8.1,CLIC
2015-07-18,7.53,CLIC
2015-07-19,8.56,CLIC
2015-07-20,7.23,CLIC
2015-07-21,7.3,CLIC
2015-07-22,7.7,CLIC
2015-07-23,6.04,CLIC
2015-07-24,7.35,CLIC
2015-07-25,7.08,CLIC
2015-07-26,7.08,CLIC
2015-07-27,7.94,CLIC
2015-07-28,7.44,CLIC
2015-07-29,3.99,CLIC
2015-07-30,2.7,CLIC
2015-07-31,4.63,CLIC
2015-08-01,7.7,CLIC
2015-08-02,7.13,CLIC
2015-08-03,7.23,CLIC
2015-08-04,7.67,CLIC
2015-08-05,7.23,CLIC
2015-08-06,6.81,CLIC
2015-08-07,6.67,CLIC
2015-08-08,8.21,CLIC
2015-08-09,7.53,CLIC
2015-08-10,8.3,CLIC
2015-08-11,12.82,CLIC
2015-08-12,1.68,CLIC
2015-08-13,5.13,CLIC
2015-08-14,5,CLIC
2015-08-15,0.77,CLIC
2015-08-16,8.88,CLIC
2015-08-17,4.89,CLIC
2015-08-18,4.32,CLIC
2015-08-19,5.7,CLIC
2015-08-20,2.85,CLIC
2015-08-21,3.26,CLIC
2015-08-22,5.96,CLIC
2015-08-23,5.59,CLIC
2015-08-24,3.66,CLIC
2015-08-25,7.59,CLIC
2015-08-26,6.7,CLIC
2015-08-27,6.12,CLIC
2015-08-28,5.48,CLIC
2015-08-29,6.73,CLIC
2015-08-30,3.18,CLIC
2015-08-31,3.8,CLIC
2015-09-01,3.22,CLIC
2015-09-02,7.13,CLIC
2015-09-03,4.36,CLIC
2015-09-04,4.74,CLIC
2015-09-05,6.14,CLIC
2015-09-06,5.54,CLIC
2015-09-07,7.01,CLIC
2015-09-08,5.73,CLIC
2015-09-09,3.67,CLIC
2015-09-10,6.58,CLIC
2015-09-11,6.09,CLIC
2015-09-12,1.29,CLIC
2015-09-13,4.59,CLIC
2015-09-14,2.35,CLIC
2015-09-15,5.29,CLIC
2015-09-16,5.07,CLIC
2015-09-17,6.48,CLIC
2015-09-18,8.69,CLIC
2015-09-19,4.12,CLIC
2015-09-20,6.41,CLIC
2015-09-21,4.49,CLIC
2015-09-22,3.75,CLIC
2015-09-23,4.87,CLIC
2015-09-24,3.9,CLIC
2015-09-25,0.85,CLIC
2015-09-26,1.83,CLIC
2015-09-27,5.29,CLIC
2015-09-28,5.48,CLIC
2015-09-29,5.85,CLIC
2015-09-30,3.53,CLIC
2015-10-01,5.51,CLIC
2015-10-02,3.99,CLIC
2015-10-03,3.55,CLIC
2015-10-04,6.51,CLIC
2015-10-05,1.81,CLIC
2015-10-06,2.6,CLIC
2015-10-07,3.64,CLIC
2015-10-08,4.23,CLIC
2015-10-09,3.01,CLIC
2015-10-10,3.27,CLIC
2015-10-11,1.27,CLIC
2015-10-12,4.82,CLIC
2015-10-13,4.17,CLIC
2015-10-14,3.96,CLIC
2015-10-15,3.2,CLIC
2015-10-16,2.07,CLIC
2015-10-17,3.2,CLIC
2015-10-18,4.09,CLIC
2015-10-19,4.12,CLIC
2015-10-20,3.04,CLIC
2015-10-21,3.18,CLIC
2015-10-22,3.37,CLIC
2015-10-23,0.46,CLIC
2015-10-24,0.61,CLIC
2015-10-25,3.68,CLIC
2015-10-26,5.7,CLIC
2015-10-27,3.15,CLIC
2015-10-28,2.34,CLIC
2015-10-29,2.67,CLIC
2015-10-30,1.37,CLIC
2015-10-31,1.17,CLIC
2015-11-01,2.28,CLIC
2015-11-02,2.76,CLIC
2015-11-03,1.5,CLIC
2015-11-04,2.47,CLIC
2015-11-05,4.07,CLIC
2015-11-06,3.55,CLIC
