Estación: ,C19259,LAS ENRAMADAS II
2016-06-12,6.79,CLIC
2016-06-13,5.92,CLIC
2016-06-14,6.29,CLIC
2016-06-15,5.61,CLIC
2016-06-16,8.46,CLIC
2016-06-17,6.64,CLIC
2016-06-18,7.5,CLIC
2016-06-19,5.68,CLIC
2016-06-20,1.6,CLIC
2016-06-21,5.28,CLIC
2016-06-22,7.01,CLIC
2016-06-23,6.81,CLIC
2016-06-24,6.47,CLIC
2016-06-25,5.78,CLIC
2016-06-26,7.15,CLIC
2016-06-27,2.2,CLIC
2016-06-28,6.74,CLIC
2016-06-29,8.16,CLIC
2016-06-30,6.57,CLIC
2016-07-01,9.17,CLIC
2016-07-02,7.47,CLIC
2016-07-03,7.9,CLIC
2016-07-04,10.71,CLIC
2016-07-05,7.49,CLIC
2016-07-06,8.69,CLIC
2016-07-07,9.04,CLIC
2016-07-08,9.28,CLIC
2016-07-09,13.13,CLIC
2016-07-10,12.24,CLIC
2016-07-11,9.42,CLIC
2016-07-12,8.33,CLIC
2016-07-13,8.66,CLIC
2016-07-14,10.14,CLIC
2016-07-15,9.47,CLIC
2016-07-16,7.3,CLIC
2016-07-17,8.43,CLIC
2016-07-18,8.83,CLIC
2016-07-19,7.76,CLIC
2016-07-20,6.22,CLIC
2016-07-21,5.48,CLIC
2016-07-22,4.62,CLIC
2016-07-23,7.49,CLIC
2016-07-24,8.5,CLIC
2016-07-25,8.06,CLIC
2016-07-26,6.54,CLIC
2016-07-27,3.23,CLIC
2016-07-28,5.71,CLIC
2016-07-29,4.87,CLIC
2016-07-30,7.24,CLIC
2016-07-31,8.88,CLIC
2016-08-01,10.94,CLIC
2016-08-02,8.61,CLIC
2016-08-03,6.47,CLIC
2016-08-04,9.45,CLIC
2016-08-05,7.1,CLIC
2016-08-06,4.68,CLIC
2016-08-07,7.16,CLIC
2016-08-08,7.68,CLIC
2016-08-09,9.64,CLIC
2016-08-10,6.51,CLIC
2016-08-11,8.54,CLIC
2016-08-12,8.09,CLIC
2016-08-13,4.81,CLIC
2016-08-14,2.17,CLIC
2016-08-15,5.72,CLIC
2016-08-16,4.25,CLIC
2016-08-17,6.28,CLIC
2016-08-18,6.06,CLIC
2016-08-19,6.36,CLIC
2016-08-20,4.94,CLIC
2016-08-21,1.85,CLIC
2016-08-22,6.89,CLIC
2016-08-23,6.97,CLIC
2016-08-24,7.94,CLIC
2016-08-25,6.73,CLIC
2016-08-26,7.29,CLIC
2016-08-27,7.09,CLIC
2016-08-28,5.38,CLIC
2016-08-29,6.37,CLIC
2016-08-30,5.17,CLIC
2016-08-31,5.71,CLIC
2016-09-01,2.13,CLIC
2016-09-02,4.6,CLIC
2016-09-03,6.37,CLIC
2016-09-04,3.91,CLIC
2016-09-05,5.77,CLIC
2016-09-06,5.64,CLIC
2016-09-07,7.4,CLIC
2016-09-08,6.82,CLIC
2016-09-09,6.61,CLIC
2016-09-10,7.02,CLIC
2016-09-11,6.11,CLIC
2016-09-12,6.75,CLIC
2016-09-13,4.81,CLIC
2016-09-14,6.2,CLIC
2016-09-15,4.92,CLIC
2016-09-16,3.24,CLIC
2016-09-17,5.68,CLIC
2016-09-18,7.15,CLIC
2016-09-19,8.14,CLIC
2016-09-20,7.69,CLIC
2016-09-21,5.32,CLIC
2016-09-22,6.93,CLIC
2016-09-23,5.49,CLIC
2016-09-24,5.54,CLIC
2016-09-25,7.08,CLIC
2016-09-26,1.54,CLIC
2016-09-27,1.54,CLIC
2016-09-28,1.01,CLIC
2016-09-29,7.18,CLIC
2016-09-30,0.27,CLIC
2016-10-01,1.37,CLIC
2016-10-02,0.88,CLIC
2016-10-03,3.17,CLIC
2016-10-04,4.54,CLIC
2016-10-05,3.67,CLIC
2016-10-06,5.3,CLIC
2016-10-07,2.79,CLIC
2016-10-08,3.36,CLIC
2016-10-09,1.51,CLIC
2016-10-10,5.64,CLIC
2016-10-11,3.11,CLIC
2016-10-12,4.04,CLIC
2016-10-13,4.91,CLIC
2016-10-14,5.14,CLIC
2016-10-15,5.07,CLIC
2016-10-16,4.65,CLIC
2016-10-17,5.63,CLIC
2016-10-18,4.23,CLIC
2016-10-19,4.88,CLIC
2016-10-20,4.74,CLIC
2016-10-21,4.86,CLIC
2016-10-22,1.42,CLIC
2016-10-23,3.5,CLIC
2016-10-24,0.76,CLIC
2016-10-25,4.29,CLIC
2016-10-26,3.95,CLIC
2016-10-27,2.69,CLIC
2016-10-28,3.56,CLIC
2016-10-29,2.7,CLIC
2016-10-30,4.14,CLIC
2016-10-31,3.1,CLIC
2016-11-01,2.53,CLIC
2016-11-02,4.36,CLIC
2016-11-03,3.08,CLIC
2016-11-04,1.66,CLIC
2016-11-05,2.68,CLIC
2016-11-06,0.3,CLIC
2016-11-07,3.27,CLIC
2016-11-08,0.59,CLIC
2016-11-09,2.65,CLIC
2016-11-10,1.4,CLIC
2016-11-11,0.65,CLIC
2016-11-12,1.3,CLIC
2016-11-13,0.35,CLIC
2016-11-14,1.13,CLIC
2016-11-15,2.39,CLIC
2016-11-16,1.22,CLIC
2016-11-17,3.46,CLIC
2016-11-18,5.92,CLIC
2016-11-19,3,CLIC
2016-11-20,1.34,CLIC
2016-11-21,1.05,CLIC
2016-11-22,1.93,CLIC
2016-11-23,1.84,CLIC
2016-11-24,2.86,CLIC
2016-11-25,2.04,CLIC
2016-11-26,1.03,CLIC
2016-11-27,1.12,CLIC
2016-11-28,6.73,CLIC
2016-11-29,0.72,CLIC
2016-11-30,5.32,CLIC
2017-01-02,4.75,CLIC
2017-01-03,1.83,CLIC
2017-01-04,2.31,CLIC
2017-01-05,1.08,CLIC
2017-01-06,2.29,CLIC
2017-01-07,1.76,CLIC
2017-01-08,0.47,CLIC
2017-01-09,2.66,CLIC
2017-01-10,2.96,CLIC
2017-01-11,2.73,CLIC
2017-01-12,2.19,CLIC
2017-01-13,2.36,CLIC
2017-01-14,3.52,CLIC
2017-01-15,3.71,CLIC
2017-01-16,0.83,CLIC
2017-01-17,3.2,CLIC
2017-01-18,0.61,CLIC
2017-01-19,1.04,CLIC
2017-01-20,2.72,CLIC
2017-01-21,4.52,CLIC
2017-01-22,6.65,CLIC
2017-01-23,2.6,CLIC
2017-01-24,3.96,CLIC
2017-01-25,7.43,CLIC
2017-01-26,2.8,CLIC
2017-01-27,1.78,CLIC
2017-01-28,0.86,CLIC
2017-01-29,1.49,CLIC
2017-01-30,2.68,CLIC
2017-01-31,2.39,CLIC
2017-02-01,2.96,CLIC
2017-02-02,4.38,CLIC
2017-02-03,2.03,CLIC
2017-02-04,1.19,CLIC
2017-02-05,1.75,CLIC
2017-02-06,3.38,CLIC
2017-02-07,4.68,CLIC
2017-02-08,5.73,CLIC
2017-02-09,4.61,CLIC
2017-02-10,1.4,CLIC
2017-02-11,5.16,CLIC
2017-02-12,5.12,CLIC
2017-02-13,5.28,CLIC
2017-02-14,6.95,CLIC
2017-02-15,4.5,CLIC
2017-02-16,3.93,CLIC
2017-02-17,4.24,CLIC
2017-02-18,4.36,CLIC
2017-02-19,5.14,CLIC
2017-02-20,6.08,CLIC
2017-02-21,6.59,CLIC
2017-02-22,4.6,CLIC
2017-02-23,6.66,CLIC
2017-02-24,8.03,CLIC
2017-02-25,2.54,CLIC
2017-02-26,4.02,CLIC
2017-02-27,4.27,CLIC
2017-02-28,4.26,CLIC
2017-03-01,11.24,CLIC
2017-03-02,4.64,CLIC
2017-03-03,1.54,CLIC
2017-03-04,0.73,CLIC
2017-03-05,2.99,CLIC
2017-03-06,4.93,CLIC
2017-03-07,3.19,CLIC
2017-03-08,1.78,CLIC
2017-03-09,4.14,CLIC
2017-03-10,5.52,CLIC
2017-03-11,1.01,CLIC
2017-03-12,0.25,CLIC
2017-03-13,3.06,CLIC
2017-03-14,2.38,CLIC
2017-03-15,3.28,CLIC
2017-03-16,4.81,CLIC
2017-03-17,4.31,CLIC
2017-03-18,4.09,CLIC
2017-03-19,4.12,CLIC
2017-03-20,4.99,CLIC
2017-03-21,5.34,CLIC
2017-03-22,5.16,CLIC
2017-03-23,4.75,CLIC
2017-03-24,5.61,CLIC
2017-03-25,5.68,CLIC
2017-03-26,3.58,CLIC
2017-03-27,5.67,CLIC
2017-03-28,6.38,CLIC
2017-03-29,7.92,CLIC
2017-03-30,7.2,CLIC
2017-03-31,6.75,CLIC
2017-04-01,5.69,CLIC
2017-04-02,8.88,CLIC
2017-04-03,7.62,CLIC
2017-04-04,4.41,CLIC
2017-04-05,8.9,CLIC
2017-04-06,6.74,CLIC
2017-04-07,2.69,CLIC
2017-04-08,4.25,CLIC
2017-04-09,4.74,CLIC
2017-04-10,5.09,CLIC
2017-04-12,2.45,CLIC
2017-04-13,4.81,CLIC
2017-04-14,2.41,CLIC
2017-04-15,1.95,CLIC
2017-04-16,3.53,CLIC
2017-04-17,5.1,CLIC
2017-04-18,4.18,CLIC
2017-04-19,5.98,CLIC
2017-04-20,4.41,CLIC
2017-04-21,5.02,CLIC
2017-04-22,8.52,CLIC
2017-04-23,3.11,CLIC
2017-04-24,2.23,CLIC
2017-04-25,4.57,CLIC
2017-04-26,8.15,CLIC
2017-04-27,5.02,CLIC
2017-04-28,6.61,CLIC
2017-04-29,9.66,CLIC
2017-04-30,6.09,CLIC
2017-05-01,6.61,CLIC
2017-05-02,7.3,CLIC
2017-05-03,5.98,CLIC
2017-05-04,5.5,CLIC
2017-05-05,5.47,CLIC
2017-05-06,4.98,CLIC
2017-05-07,5.96,CLIC
2017-05-08,1.27,CLIC
2017-05-09,4.9,CLIC
2017-05-10,3.36,CLIC
2017-05-11,4.87,CLIC
2017-05-12,7.4,CLIC
2017-05-13,5.93,CLIC
2017-05-14,6.26,CLIC
2017-05-15,7.1,CLIC
2017-05-16,7.36,CLIC
2017-05-17,6.33,CLIC
2017-05-18,5.06,CLIC
2017-05-19,6.16,CLIC
2017-05-20,2.15,CLIC
2017-05-21,1.95,CLIC
2017-05-22,2.06,CLIC
2017-05-23,4.38,CLIC
2017-05-24,4.99,CLIC
2017-05-25,6.3,CLIC
2017-05-26,5.77,CLIC
2017-05-27,7.74,CLIC
2017-05-28,3.76,CLIC
2017-05-29,4.44,CLIC
2017-05-30,4.99,CLIC
2017-05-31,6.13,CLIC
2017-06-01,8.14,CLIC
2017-06-02,3.45,CLIC
2017-06-03,5.87,CLIC
2017-06-04,5.06,CLIC
2017-06-05,8.89,CLIC
2017-06-06,10.07,CLIC
2017-06-07,9.9,CLIC
2017-06-08,8.41,CLIC
2017-06-09,9.64,CLIC
2017-06-10,7.81,CLIC
2017-06-11,7.3,CLIC
2017-06-12,0.27,CLIC
2017-06-13,16.37,CLIC
2017-06-14,7.66,CLIC
2017-06-15,9.48,CLIC
2017-06-16,7.22,CLIC
2017-06-17,10.28,CLIC
2017-06-18,9.19,CLIC
2017-06-19,8.89,CLIC
2017-06-20,8.72,CLIC
2017-06-21,9.29,CLIC
2017-06-22,10.81,CLIC
2017-06-23,10.58,CLIC
2017-06-24,12.03,CLIC
2017-06-25,3.07,CLIC
2017-06-26,6.05,CLIC
2017-06-27,7.25,CLIC
2017-06-28,4.92,CLIC
2017-06-29,5.29,CLIC
2017-06-30,8.02,CLIC
2017-07-01,8.52,CLIC
2017-07-02,7.78,CLIC
2017-07-03,10.2,CLIC
2017-07-04,7.35,CLIC
2017-07-05,8.89,CLIC
2017-07-06,6.2,CLIC
2017-07-07,5.44,CLIC
2017-07-08,1.85,CLIC
2017-07-09,6.26,CLIC
2017-07-10,5.89,CLIC
2017-07-11,3.53,CLIC
2017-07-12,1.84,CLIC
2017-07-13,5.33,CLIC
2017-07-14,8.17,CLIC
2017-07-15,7.66,CLIC
2017-07-16,4.53,CLIC
2017-07-17,6.03,CLIC
2017-07-18,8.13,CLIC
2017-07-19,6.9,CLIC
2017-07-20,9.03,CLIC
2017-07-21,9.23,CLIC
2017-07-22,8.73,CLIC
2017-07-23,7.9,CLIC
2017-07-24,8.34,CLIC
2017-07-25,6.19,CLIC
2017-07-26,9.24,CLIC
2017-07-27,5.49,CLIC
2017-07-28,9.6,CLIC
2017-07-29,8.22,CLIC
2017-07-30,10.01,CLIC
2017-07-31,8.52,CLIC
2017-08-01,10.18,CLIC
2017-08-02,8.15,CLIC
2017-08-03,4.65,CLIC
2017-08-04,3.75,CLIC
2017-08-05,7.71,CLIC
2017-08-06,6.01,CLIC
2017-08-07,5.5,CLIC
2017-08-08,5.37,CLIC
2017-08-09,5.55,CLIC
2017-08-10,5.21,CLIC
2017-08-11,7.45,CLIC
2017-08-12,6.67,CLIC
2017-08-13,7.95,CLIC
2017-08-14,7.16,CLIC
2017-08-15,7.86,CLIC
2017-08-16,7.62,CLIC
2017-08-17,7.5,CLIC
2017-08-18,8.45,CLIC
2017-08-19,7.58,CLIC
2017-08-20,8.55,CLIC
2017-08-21,6.21,CLIC
2017-08-22,6.68,CLIC
2017-08-23,6.51,CLIC
2017-08-24,5.2,CLIC
2017-08-25,8.83,CLIC
2017-08-26,5.12,CLIC
2017-08-27,9.58,CLIC
2017-08-28,7.18,CLIC
2017-08-29,9.55,CLIC
2017-08-30,4.15,CLIC
2017-08-31,7.27,CLIC
2017-09-01,5.71,CLIC
2017-09-02,8.25,CLIC
2017-09-03,6.56,CLIC
2017-09-04,0.06,CLIC
2017-09-05,3.15,CLIC
2017-09-06,3.89,CLIC
2017-09-07,6.79,CLIC
2017-09-08,5.78,CLIC
2017-09-09,1.93,CLIC
2017-09-10,5.39,CLIC
2017-09-11,6.04,CLIC
2017-09-12,5.16,CLIC
2017-09-13,5.1,CLIC
2017-09-14,5.91,CLIC
2017-09-15,6.24,CLIC
2017-09-16,4.56,CLIC
2017-09-17,6.95,CLIC
2017-09-18,5.19,CLIC
2017-09-19,6.09,CLIC
2017-09-20,4.57,CLIC
2017-09-21,3.2,CLIC
2017-09-22,5.46,CLIC
2017-09-23,6.42,CLIC
2017-09-24,6.54,CLIC
2017-09-25,4.35,CLIC
2017-09-26,3.88,CLIC
2017-09-27,4.22,CLIC
2017-09-28,3.98,CLIC
2017-09-29,3.64,CLIC
2017-09-30,3.94,CLIC
2017-10-01,2.58,CLIC
2017-10-02,3.48,CLIC
2017-10-03,3.35,CLIC
2017-10-04,2.34,CLIC
2017-10-05,1.66,CLIC
2017-10-06,1.23,CLIC
2017-10-07,4.37,CLIC
2017-10-08,4.75,CLIC
2017-10-09,4.52,CLIC
2017-10-10,5.03,CLIC
2017-10-11,1.65,CLIC
2017-10-12,2.29,CLIC
2017-10-13,2.18,CLIC
2017-10-14,1.8,CLIC
2017-10-15,4.66,CLIC
2017-10-16,4.32,CLIC
2017-10-17,3.84,CLIC
2017-10-18,3.15,CLIC
2017-10-19,3.59,CLIC
2017-10-20,1.69,CLIC
2017-10-21,3.54,CLIC
2017-10-22,4.63,CLIC
2017-10-23,2.56,CLIC
2017-10-24,3.12,CLIC
2017-10-25,3.32,CLIC
2017-10-26,3.42,CLIC
2017-10-27,4.63,CLIC
2017-10-28,4.12,CLIC
2017-10-29,3.51,CLIC
2017-10-30,3.57,CLIC
2017-10-31,3.1,CLIC
2017-11-01,2.4,CLIC
2017-11-02,1.86,CLIC
2017-11-03,3.69,CLIC
2017-11-04,2.11,CLIC
2017-11-05,4.37,CLIC
2017-11-06,2.77,CLIC
2017-11-07,2.92,CLIC
2017-11-08,1.83,CLIC
2017-11-09,2.18,CLIC
2017-11-10,0.27,CLIC
2017-11-11,0.2,CLIC
2017-11-12,1.56,CLIC
2017-11-13,0.93,CLIC
2017-11-14,0.87,CLIC
2017-11-15,2.06,CLIC
2017-11-16,1.38,CLIC
2017-11-17,4.77,CLIC
2017-11-18,3.91,CLIC
2017-11-19,4.44,CLIC
2017-11-20,3.23,CLIC
2017-11-21,3.34,CLIC
2017-11-22,2.64,CLIC
2017-11-23,1.76,CLIC
2017-11-24,3.28,CLIC
2017-11-25,2.57,CLIC
2017-11-26,2.18,CLIC
2017-11-27,1.72,CLIC
2017-11-28,1.7,CLIC
2017-11-29,2.3,CLIC
2017-11-30,2.05,CLIC
2018-01-03,3.28,CLIC
2018-01-04,1.07,CLIC
2018-01-05,0.29,CLIC
2018-01-06,2.36,CLIC
2018-01-07,0.59,CLIC
2018-01-08,4.42,CLIC
2018-01-09,0.85,CLIC
2018-01-10,1.75,CLIC
2018-01-11,7.37,CLIC
2018-01-12,1.63,CLIC
2018-01-13,2.69,CLIC
2018-01-14,2,CLIC
2018-01-15,2.12,CLIC
2018-01-16,1.18,CLIC
2018-01-17,1.73,CLIC
2018-01-18,0.58,CLIC
2018-01-19,0.75,CLIC
2018-01-20,2.42,CLIC
2018-01-21,2.3,CLIC
2018-01-22,4.26,CLIC
2018-01-23,1.07,CLIC
2018-01-24,2.46,CLIC
2018-01-25,0.87,CLIC
2018-01-26,0.55,CLIC
2018-01-27,2.3,CLIC
2018-01-28,0.89,CLIC
2018-01-29,3.57,CLIC
2018-01-30,4.19,CLIC
2018-01-31,0.87,CLIC
2018-02-01,3.27,CLIC
2018-02-02,4.27,CLIC
2018-02-03,1.4,CLIC
2018-02-04,2.45,CLIC
2018-02-05,0.67,CLIC
2018-02-06,1.37,CLIC
2018-02-07,1,CLIC
2018-02-08,1.93,CLIC
2018-02-09,1.72,CLIC
2018-02-10,2.44,CLIC
2018-02-11,4.93,CLIC
2018-02-12,2.75,CLIC
2018-02-13,0.81,CLIC
2018-02-14,1.46,CLIC
2018-02-15,3.16,CLIC
2018-02-16,4.2,CLIC
2018-02-17,4.88,CLIC
2018-02-18,5.7,CLIC
2018-02-19,5.26,CLIC
2018-02-20,3.16,CLIC
2018-02-21,4.82,CLIC
2018-02-22,1.02,CLIC
2018-02-23,1.84,CLIC
2018-02-24,4.89,CLIC
2018-02-25,1.02,CLIC
2018-02-26,1.28,CLIC
2018-02-27,2.05,CLIC
2018-02-28,5.56,CLIC
2018-03-01,8.05,CLIC
2018-03-02,3.12,CLIC
2018-03-03,4.76,CLIC
2018-03-04,4.38,CLIC
2018-03-05,5,CLIC
2018-03-06,3.61,CLIC
2018-03-07,3.09,CLIC
2018-03-08,2.25,CLIC
2018-03-09,2.59,CLIC
2018-03-10,4.93,CLIC
2018-03-11,9.98,CLIC
2018-03-12,1.5,CLIC
2018-03-13,4.94,CLIC
2018-03-14,1.66,CLIC
2018-03-15,2.98,CLIC
2018-03-16,5.23,CLIC
2018-03-17,5.98,CLIC
2018-03-18,5.12,CLIC
2018-03-19,10.65,CLIC
2018-03-20,5.11,CLIC
2018-03-21,5.73,CLIC
2018-03-22,1.14,CLIC
2018-03-23,5.97,CLIC
2018-03-24,5.79,CLIC
2018-03-25,4.87,CLIC
2018-03-26,6.22,CLIC
2018-03-27,7.25,CLIC
2018-03-28,3.1,CLIC
2018-03-29,7.49,CLIC
2018-03-30,5.81,CLIC
2018-03-31,5.68,CLIC
2018-04-01,7.06,CLIC
2018-04-02,6.99,CLIC
2018-04-03,4.97,CLIC
2018-04-04,3.17,CLIC
2018-04-05,2.53,CLIC
2018-04-06,10.17,CLIC
2018-04-07,0.77,CLIC
2018-04-08,4.18,CLIC
2018-04-09,3.16,CLIC
2018-04-10,0.03,CLIC
2018-04-11,2.38,CLIC
2018-04-12,7.73,CLIC
2018-04-13,9.86,CLIC
2018-04-14,10.13,CLIC
2018-04-15,7.07,CLIC
2018-04-16,4.47,CLIC
2018-04-17,8.59,CLIC
2018-04-18,7.64,CLIC
2018-04-19,3.41,CLIC
2018-04-20,3.54,CLIC
2018-04-21,5.3,CLIC
2018-04-22,3.8,CLIC
2018-04-23,1.4,CLIC
2018-04-24,3.09,CLIC
2018-04-25,2.67,CLIC
2018-04-26,2.88,CLIC
2018-04-27,2.55,CLIC
2018-04-28,3.26,CLIC
2018-04-29,1.14,CLIC
2018-04-30,0.2,CLIC
2018-05-01,4.42,CLIC
2018-05-02,5.41,CLIC
2018-05-03,5.57,CLIC
2018-05-04,5.35,CLIC
2018-05-05,0.92,CLIC
2018-05-06,4.88,CLIC
2018-05-07,3.11,CLIC
2018-05-08,6.07,CLIC
2018-05-09,4.98,CLIC
2018-05-10,5.51,CLIC
2018-05-11,6.35,CLIC
2018-05-12,5.43,CLIC
2018-05-13,4.24,CLIC
2018-05-14,0.31,CLIC
2018-05-15,4.34,CLIC
2018-05-16,7,CLIC
2018-05-17,7.38,CLIC
2018-05-18,6.43,CLIC
2018-05-19,5.86,CLIC
2018-05-21,4.62,CLIC
2018-05-22,2.15,CLIC
2018-05-23,3.27,CLIC
2018-05-24,5.69,CLIC
2018-05-25,4.28,CLIC
2018-05-26,8.06,CLIC
2018-05-27,6.01,CLIC
2018-05-28,5.86,CLIC
2018-05-29,7.64,CLIC
2018-05-30,5.96,CLIC
2018-05-31,5.86,CLIC
2018-06-01,6.37,CLIC
2018-06-02,7.95,CLIC
2018-06-03,8.99,CLIC
2018-06-04,7.87,CLIC
2018-06-05,8.08,CLIC
2018-06-06,8.12,CLIC
2018-06-07,6.27,CLIC
2018-06-08,7.54,CLIC
2018-06-09,7.47,CLIC
2018-06-10,9.69,CLIC
2018-06-11,5.33,CLIC
2018-06-12,6.47,CLIC
2018-06-13,5.53,CLIC
2018-06-14,6.39,CLIC
2018-06-15,8.03,CLIC
2018-06-16,6.35,CLIC
2018-06-17,7.65,CLIC
2018-06-18,4.12,CLIC
2018-06-19,4.73,CLIC
2018-06-21,7.04,CLIC
2018-06-22,3.38,CLIC
2018-06-23,6.45,CLIC
2018-06-24,6.48,CLIC
2018-06-25,4.72,CLIC
2018-06-26,5.79,CLIC
2018-06-27,5.9,CLIC
2018-06-28,12.5,CLIC
2018-06-29,2.2,CLIC
2018-06-30,7.48,CLIC
2018-07-01,7.3,CLIC
2018-07-02,7.15,CLIC
2018-07-03,7.05,CLIC
2018-07-04,7,CLIC
2018-07-05,4.08,CLIC
2018-07-06,5.87,CLIC
2018-07-07,1.56,CLIC
2018-07-08,7.21,CLIC
2018-07-09,5.22,CLIC
2018-07-10,3.89,CLIC
2018-07-11,7.45,CLIC
2018-07-12,7.96,CLIC
2018-07-13,4.96,CLIC
2018-07-14,6.82,CLIC
2018-07-15,7.44,CLIC
2018-07-16,8.22,CLIC
2018-07-17,6.86,CLIC
2018-07-18,5.39,CLIC
2018-07-19,8.55,CLIC
2018-07-20,9.35,CLIC
2018-07-21,8.27,CLIC
2018-07-22,6.49,CLIC
2018-07-23,7.97,CLIC
2018-07-24,5.7,CLIC
2018-07-25,5.32,CLIC
2018-07-26,8.38,CLIC
2018-07-27,6.88,CLIC
2018-07-28,8.44,CLIC
2018-07-29,6.89,CLIC
2018-07-30,6.13,CLIC
2018-07-31,6.61,CLIC
2018-08-01,7.16,CLIC
2018-08-02,7,CLIC
2018-08-03,7.37,CLIC
2018-08-04,8.05,CLIC
2018-08-05,1.61,CLIC
2018-08-06,5.52,CLIC
2018-08-07,9.17,CLIC
2018-08-08,6.3,CLIC
2018-08-09,8.49,CLIC
2018-08-10,9.38,CLIC
2018-08-11,5.75,CLIC
2018-08-12,5.48,CLIC
2018-08-13,8.9,CLIC
2018-08-14,7.57,CLIC
2018-08-15,8.7,CLIC
2018-08-16,7.66,CLIC
2018-08-17,7.55,CLIC
2018-08-18,7.7,CLIC
2018-08-19,4.63,CLIC
2018-08-20,11.15,CLIC
2018-08-21,8.7,CLIC
2018-08-22,7.86,CLIC
2018-08-23,7.38,CLIC
2018-08-24,8.17,CLIC
2018-08-25,8.18,CLIC
2018-08-26,7.13,CLIC
2018-08-27,9.12,CLIC
2018-08-28,7.9,CLIC
2018-08-29,6.09,CLIC
2018-08-30,7.5,CLIC
2018-08-31,6.71,CLIC
2018-09-01,7.47,CLIC
2018-09-02,4.79,CLIC
2018-09-03,4.87,CLIC
2018-09-04,7.46,CLIC
2018-09-05,5.12,CLIC
2018-09-06,2.93,CLIC
2018-09-07,4.5,CLIC
2018-09-08,4.94,CLIC
2018-09-09,5.78,CLIC
2018-09-11,6.01,CLIC
2018-09-12,4.54,CLIC
2018-09-13,4.01,CLIC
2018-09-14,4.29,CLIC
2018-09-15,0.02,CLIC
2018-09-16,1.53,CLIC
2018-09-17,2.68,CLIC
2018-09-18,5.05,CLIC
2018-09-19,1.16,CLIC
2018-09-20,1.85,CLIC
2018-09-21,4.51,CLIC
2018-09-22,1.94,CLIC
2018-09-23,2.69,CLIC
2018-09-24,3.26,CLIC
2018-09-25,4.7,CLIC
2018-09-26,7.29,CLIC
2018-09-27,3.13,CLIC
2018-09-28,3.02,CLIC
2018-09-29,1.38,CLIC
2018-09-30,0.5,CLIC
2018-10-01,0.55,CLIC
2018-10-02,3.29,CLIC
2018-10-03,3.2,CLIC
2018-10-04,2.91,CLIC
2018-10-05,4.08,CLIC
2018-10-06,4.47,CLIC
2018-10-07,4.76,CLIC
2018-10-08,1.8,CLIC
2018-10-09,4.74,CLIC
2018-10-10,2.83,CLIC
2018-10-11,0.09,CLIC
2018-10-12,5.27,CLIC
2018-10-13,3.81,CLIC
2018-10-14,2.2,CLIC
2018-10-15,3.35,CLIC
2018-10-16,0.77,CLIC
2018-10-17,2.02,CLIC
2018-10-18,1.23,CLIC
2018-10-19,1.15,CLIC
2018-10-20,0.73,CLIC
2018-10-21,0.96,CLIC
2018-10-22,1.43,CLIC
2018-10-23,0.46,CLIC
2018-10-24,1.51,CLIC
2018-10-25,0.62,CLIC
2018-10-26,1.02,CLIC
2018-10-27,2.77,CLIC
2018-10-28,0.94,CLIC
2018-10-29,2.17,CLIC
2018-10-30,2.02,CLIC
2018-10-31,2.93,CLIC
2018-11-01,3.13,CLIC
2018-11-02,1.43,CLIC
2018-11-03,3.16,CLIC
2018-11-04,1.96,CLIC
2018-11-05,0.78,CLIC
2018-11-06,2.01,CLIC
2018-11-07,2.11,CLIC
2018-11-08,1.68,CLIC
2018-11-09,1.89,CLIC
2018-11-10,0.21,CLIC
2018-11-11,0.18,CLIC
2018-11-12,2.19,CLIC
2018-11-13,2.94,CLIC
2018-11-14,1.06,CLIC
2018-11-15,1.8,CLIC
2018-11-16,1.38,CLIC
2018-11-17,0.44,CLIC
2018-11-18,0.55,CLIC
2018-11-19,2.27,CLIC
2018-11-20,1.29,CLIC
2018-11-21,0.1,CLIC
2018-11-22,1,CLIC
2018-11-23,1.17,CLIC
2018-11-24,0.72,CLIC
2018-11-25,3.34,CLIC
2018-11-26,2.97,CLIC
2018-11-27,0.95,CLIC
2018-11-28,0.67,CLIC
2018-11-29,0.81,CLIC
2018-11-30,1.32,CLIC
2019-01-02,1.77,CLIC
2019-01-03,1.49,CLIC
2019-01-04,0.98,CLIC
2019-01-05,1.51,CLIC
2019-01-06,3.2,CLIC
2019-01-07,0.21,CLIC
2019-01-08,1.67,CLIC
2019-01-09,1.01,CLIC
2019-01-10,0.97,CLIC
2019-01-11,1.34,CLIC
2019-01-12,3.59,CLIC
2019-01-13,3.6,CLIC
2019-01-14,0.97,CLIC
2019-01-15,0.64,CLIC
2019-01-16,0.56,CLIC
2019-01-17,0.94,CLIC
2019-01-18,1.7,CLIC
2019-01-19,7.03,CLIC
2019-01-20,2.24,CLIC
2019-01-21,1.83,CLIC
2019-01-22,5.03,CLIC
2019-01-23,4.6,CLIC
2019-01-24,2.16,CLIC
2019-01-25,0.87,CLIC
2019-01-26,1.01,CLIC
2019-01-27,2.17,CLIC
2019-01-28,3.51,CLIC
2019-01-29,3.02,CLIC
2019-01-30,1.34,CLIC
2019-01-31,1.26,CLIC
2019-02-01,0.53,CLIC
2019-02-02,1.66,CLIC
2019-02-03,0.36,CLIC
2019-02-04,3.62,CLIC
2019-02-05,1.15,CLIC
2019-02-06,2.15,CLIC
2019-02-07,6.88,CLIC
2019-02-08,3.32,CLIC
2019-02-09,0.84,CLIC
2019-02-10,0.97,CLIC
2019-02-11,4.07,CLIC
