Estación: ,C19126,LA LAJA. HUALAHUISES
2014-07-17,7.28,CLIC
2014-07-18,2.92,CLIC
2014-07-19,11.48,CLIC
2014-07-20,7.64,CLIC
2014-07-21,8.7,CLIC
2014-07-22,7.57,CLIC
2014-07-23,8.03,CLIC
2014-07-24,7.93,CLIC
2014-07-25,8.26,CLIC
2014-07-26,8.8,CLIC
2014-07-27,8.98,CLIC
2014-07-28,8.65,CLIC
2014-07-29,8.32,CLIC
2014-07-30,9.24,CLIC
2014-07-31,8.64,CLIC
2014-08-01,7.66,CLIC
2014-08-02,4.04,CLIC
2014-08-03,2.15,CLIC
2014-08-04,3.65,CLIC
2014-08-05,6.82,CLIC
2014-08-06,7.94,CLIC
2014-08-07,8.22,CLIC
2014-08-08,3.72,CLIC
2014-08-09,2.4,CLIC
2014-08-10,5.2,CLIC
2014-08-11,6.8,CLIC
2014-08-12,6.65,CLIC
2014-08-13,6.1,CLIC
2014-08-14,6.31,CLIC
2014-08-15,6.74,CLIC
2014-08-16,8.83,CLIC
2014-08-17,8.33,CLIC
2014-08-18,8.42,CLIC
2014-08-19,8.82,CLIC
2014-08-20,7.22,CLIC
2014-08-21,9.18,CLIC
2014-08-22,8.36,CLIC
2014-08-23,8.05,CLIC
2014-08-24,7.9,CLIC
2014-08-25,8.85,CLIC
2014-08-26,7.81,CLIC
2014-08-27,7.44,CLIC
2014-08-28,8.26,CLIC
2014-08-29,3.53,CLIC
2014-08-30,4.51,CLIC
2014-08-31,5.48,CLIC
2014-09-01,7.61,CLIC
2014-09-02,4.51,CLIC
2014-09-04,1.68,CLIC
2014-09-05,2.27,CLIC
2014-09-06,4.87,CLIC
2014-09-07,6.15,CLIC
2014-09-08,5.85,CLIC
2014-09-09,5.96,CLIC
2014-09-10,6.42,CLIC
2014-09-11,5.92,CLIC
2014-09-13,0.73,CLIC
2014-09-14,0.94,CLIC
2014-09-15,3.12,CLIC
2014-09-16,2.16,CLIC
2014-09-17,3.8,CLIC
2014-09-18,3.84,CLIC
2014-09-19,3.04,CLIC
2014-09-20,1.8,CLIC
2014-09-21,1.28,CLIC
2014-09-23,4.29,CLIC
2014-09-24,3.1,CLIC
2014-09-25,2.72,CLIC
2014-09-26,2.23,CLIC
2014-09-27,2.17,CLIC
2014-09-28,1.88,CLIC
2014-09-29,3.81,CLIC
2014-09-30,4.04,CLIC
2014-10-01,4.15,CLIC
2014-10-02,4.2,CLIC
2014-10-03,2.05,CLIC
2014-10-04,2.49,CLIC
2014-10-05,3.84,CLIC
2014-10-06,3.77,CLIC
2014-10-07,4.15,CLIC
2014-10-08,4.82,CLIC
2014-10-09,4.74,CLIC
2014-10-10,4.84,CLIC
2014-10-11,3.67,CLIC
2014-10-12,3.75,CLIC
2014-10-13,4.25,CLIC
2014-10-14,4.62,CLIC
2014-10-15,4.08,CLIC
2014-10-16,4.95,CLIC
2014-10-17,3.62,CLIC
2014-10-18,2.38,CLIC
2014-10-19,1.4,CLIC
2014-10-20,0.66,CLIC
2014-10-21,1.38,CLIC
2014-10-22,2.86,CLIC
2014-10-23,0.65,CLIC
2014-10-24,3.33,CLIC
2014-10-25,2.94,CLIC
2014-10-26,3.24,CLIC
2014-10-27,2.9,CLIC
2014-10-28,3.16,CLIC
2014-10-29,2.83,CLIC
2014-10-30,3.05,CLIC
2014-10-31,2.25,CLIC
2014-11-01,2.03,CLIC
2014-11-02,2.82,CLIC
2014-11-03,3.4,CLIC
2014-11-04,1.48,CLIC
2014-11-05,0.58,CLIC
2014-11-06,0.34,CLIC
2014-11-07,0.14,CLIC
2014-11-08,2.65,CLIC
2014-11-09,2.51,CLIC
2014-11-10,2.7,CLIC
2014-11-11,1.78,CLIC
2014-11-12,0.55,CLIC
2014-11-13,0.46,CLIC
2014-11-14,0.62,CLIC
2014-11-15,1.38,CLIC
2014-11-16,2.55,CLIC
2014-11-17,1.53,CLIC
2014-11-18,1.2,CLIC
2014-11-19,1.7,CLIC
2014-11-20,2.12,CLIC
2014-11-21,2.7,CLIC
2014-11-22,2.04,CLIC
2014-11-23,2.76,CLIC
2014-11-24,2.66,CLIC
2014-11-25,2.54,CLIC
2014-11-26,3.14,CLIC
2014-11-27,1.91,CLIC
2014-11-28,2.25,CLIC
2014-11-29,2.14,CLIC
2014-11-30,2.31,CLIC
2014-12-01,1.93,CLIC
2014-12-02,0.24,CLIC
2014-12-03,0.28,CLIC
2014-12-04,1.32,CLIC
2014-12-05,1.9,CLIC
2014-12-06,0.79,CLIC
2014-12-07,0.41,CLIC
2014-12-08,0.28,CLIC
2014-12-09,0.4,CLIC
2014-12-10,0.3,CLIC
2014-12-11,0.22,CLIC
2014-12-12,0.83,CLIC
2014-12-13,1.15,CLIC
2014-12-14,1.23,CLIC
2014-12-15,2.17,CLIC
2014-12-16,0.67,CLIC
2014-12-17,0.3,CLIC
2014-12-18,0.19,CLIC
2014-12-19,0.16,CLIC
2014-12-20,0.13,CLIC
2014-12-21,0.83,CLIC
2014-12-22,1.72,CLIC
2014-12-23,3.6,CLIC
2014-12-24,2.15,CLIC
2014-12-25,1.65,CLIC
2014-12-26,1.9,CLIC
2014-12-27,0.4,CLIC
2014-12-28,0.16,CLIC
2014-12-29,1.09,CLIC
2014-12-30,0.75,CLIC
2014-12-31,0.25,CLIC
2015-01-01,0.11,CLIC
2015-01-02,0.24,CLIC
2015-01-03,0.1,CLIC
2015-01-04,1.02,CLIC
2015-01-05,0.58,CLIC
2015-01-06,1.1,CLIC
2015-01-07,0.45,CLIC
2015-01-08,0.2,CLIC
2015-01-09,0.1,CLIC
2015-01-10,0.15,CLIC
2015-01-11,1.51,CLIC
2015-01-12,1.25,CLIC
2015-01-13,0.24,CLIC
2015-01-14,0.17,CLIC
2015-01-15,0.38,CLIC
2015-01-16,1.72,CLIC
2015-01-17,2.23,CLIC
2015-01-18,1.62,CLIC
2015-01-19,1.27,CLIC
2015-01-20,2.9,CLIC
2015-01-21,1.21,CLIC
2015-01-22,1.16,CLIC
2015-01-23,1.04,CLIC
2015-01-24,1.5,CLIC
2015-01-25,1.35,CLIC
2015-01-26,2.36,CLIC
2015-01-27,3.09,CLIC
2015-01-28,2.74,CLIC
2015-01-29,2.6,CLIC
2015-01-30,2.36,CLIC
2015-01-31,1.1,CLIC
2015-02-01,0.25,CLIC
2015-02-02,0.11,CLIC
2015-02-03,0.19,CLIC
2015-02-04,2.05,CLIC
2015-02-05,0.4,CLIC
2015-02-06,0.5,CLIC
2015-02-07,2.7,CLIC
2015-02-08,2.89,CLIC
2015-02-09,4.31,CLIC
2015-02-10,3.88,CLIC
2015-02-11,2.58,CLIC
2015-02-12,0.39,CLIC
2015-02-13,0.3,CLIC
2015-02-14,0.2,CLIC
2015-02-15,1.33,CLIC
2015-02-16,2.67,CLIC
2015-02-17,0.71,CLIC
2015-02-18,2.64,CLIC
2015-02-19,3.2,CLIC
2015-02-20,4.2,CLIC
2015-02-21,4.34,CLIC
2015-02-22,2.46,CLIC
2015-02-23,0.75,CLIC
2015-02-24,0.21,CLIC
2015-02-25,2.74,CLIC
2015-02-26,3.2,CLIC
2015-02-27,0.17,CLIC
2015-02-28,0.13,CLIC
2015-03-01,0.1,CLIC
2015-03-02,0.17,CLIC
2015-03-03,1.1,CLIC
2015-03-04,3.17,CLIC
2015-03-05,0.66,CLIC
2015-03-06,0.56,CLIC
2015-03-07,2.14,CLIC
2015-03-08,0.54,CLIC
2015-03-09,1.26,CLIC
2015-03-10,0.42,CLIC
2015-03-11,0.65,CLIC
2015-03-12,2.19,CLIC
2015-03-13,0.89,CLIC
2015-03-14,0.47,CLIC
2015-03-15,0.69,CLIC
2015-03-16,0.35,CLIC
2015-03-18,0.58,CLIC
2015-03-19,1.68,CLIC
2015-03-20,1.45,CLIC
2015-03-21,1.33,CLIC
2015-03-22,3.12,CLIC
2015-03-23,4.8,CLIC
2015-03-24,4.45,CLIC
2015-03-25,2.11,CLIC
2015-03-26,1.24,CLIC
2015-03-27,4.5,CLIC
2015-03-28,4.7,CLIC
2015-03-29,5.35,CLIC
2015-03-30,4.7,CLIC
2015-03-31,2.5,CLIC
2015-04-01,3.2,CLIC
2015-04-02,4.7,CLIC
2015-04-03,3.4,CLIC
2015-04-05,2.68,CLIC
2015-04-06,2.38,CLIC
2015-04-07,3.28,CLIC
2015-04-08,3.44,CLIC
2015-04-09,4.64,CLIC
2015-04-10,0.96,CLIC
2015-04-11,2.7,CLIC
2015-04-12,2.91,CLIC
2015-04-13,2.99,CLIC
2015-04-14,0.57,CLIC
2015-04-15,0.65,CLIC
2015-04-16,2.88,CLIC
2015-04-17,3.35,CLIC
2015-04-18,4.7,CLIC
2015-04-19,4.91,CLIC
2015-04-20,0.64,CLIC
2015-04-21,0.42,CLIC
2015-04-22,2.25,CLIC
2015-04-23,3.03,CLIC
2015-04-24,4.95,CLIC
2015-04-25,3.67,CLIC
2015-04-26,3.56,CLIC
2015-04-27,6.08,CLIC
2015-04-28,6.54,CLIC
2015-04-29,3.45,CLIC
2015-04-30,3.34,CLIC
2015-05-01,4.86,CLIC
2015-05-02,3.22,CLIC
2015-05-03,1.03,CLIC
2015-05-04,1.82,CLIC
2015-05-05,2.08,CLIC
2015-05-06,1.96,CLIC
2015-05-07,4.29,CLIC
2015-05-08,3.64,CLIC
2015-05-09,6.85,CLIC
2015-05-10,3.04,CLIC
2015-05-11,0.34,CLIC
2015-05-12,3.5,CLIC
2015-05-13,3.4,CLIC
2015-05-14,2.7,CLIC
2015-05-15,2.95,CLIC
2015-05-16,5.4,CLIC
2015-05-17,4.53,CLIC
2015-05-18,2.88,CLIC
2015-05-19,2.58,CLIC
2015-05-20,3.16,CLIC
2015-05-21,2.07,CLIC
2015-05-22,3.19,CLIC
2015-05-23,3,CLIC
2015-06-01,5.58,CLIC
2015-06-02,4.41,CLIC
2015-06-03,5.94,CLIC
2015-06-04,3.79,CLIC
2015-06-05,4.58,CLIC
2015-06-06,3.6,CLIC
2015-06-07,3.94,CLIC
2015-06-08,4.51,CLIC
2015-06-09,5.44,CLIC
2015-06-10,6.05,CLIC
2015-06-11,4.7,CLIC
2015-06-12,4.67,CLIC
2015-06-13,5.83,CLIC
2015-06-14,5.1,CLIC
2015-06-15,2.25,CLIC
2015-06-16,5.5,CLIC
2015-06-17,2.71,CLIC
2015-06-18,4.12,CLIC
2015-06-19,4.83,CLIC
2015-06-20,5.15,CLIC
2015-06-21,3.36,CLIC
2015-06-22,2.04,CLIC
2015-06-25,6.38,CLIC
2015-06-26,7.08,CLIC
2015-06-27,5.59,CLIC
2015-06-28,5.48,CLIC
2015-06-29,2.85,CLIC
2015-06-30,3.72,CLIC
2015-07-01,3.04,CLIC
2015-07-02,4.6,CLIC
2015-07-03,6.46,CLIC
2015-07-04,6.16,CLIC
2015-07-05,6.74,CLIC
2015-07-06,7.79,CLIC
2015-07-07,7.27,CLIC
2015-07-08,8.02,CLIC
2015-07-09,8.43,CLIC
2015-07-10,8.34,CLIC
2015-07-11,8.02,CLIC
2015-07-12,8.11,CLIC
2015-07-13,7.78,CLIC
2015-07-14,7.8,CLIC
2015-07-15,7.05,CLIC
2015-07-16,6.8,CLIC
2015-07-17,8.96,CLIC
2015-07-18,9.1,CLIC
2015-07-19,8.5,CLIC
2015-07-20,7.65,CLIC
2015-07-21,8.05,CLIC
2015-07-22,8.47,CLIC
2015-07-23,8.08,CLIC
2015-07-24,7.75,CLIC
2015-07-25,7.7,CLIC
2015-07-26,9.43,CLIC
2015-07-27,9.1,CLIC
2015-07-28,9.38,CLIC
2015-07-29,9.08,CLIC
2015-07-30,5.08,CLIC
2015-07-31,7.74,CLIC
2015-08-01,6.98,CLIC
2015-08-02,6.54,CLIC
2015-08-03,7.58,CLIC
2015-08-04,8.47,CLIC
2015-08-05,8.21,CLIC
2015-08-06,10.15,CLIC
2015-08-07,9.22,CLIC
2015-08-08,9.04,CLIC
2015-08-09,8.69,CLIC
2015-08-10,7.33,CLIC
2015-08-11,6.42,CLIC
2015-08-12,5.02,CLIC
2015-08-13,6.93,CLIC
2015-08-14,7.74,CLIC
2015-08-15,7.28,CLIC
2015-08-16,5.48,CLIC
2015-08-17,6.53,CLIC
2015-08-18,5.58,CLIC
2015-08-19,7.5,CLIC
2015-08-20,3.19,CLIC
2015-08-21,5.57,CLIC
2015-08-22,7.03,CLIC
2015-08-23,8.72,CLIC
2015-08-24,6.33,CLIC
2015-08-25,6.3,CLIC
2015-08-26,6.89,CLIC
2015-08-27,6.51,CLIC
2015-08-28,6.8,CLIC
2015-08-29,7.07,CLIC
2015-08-31,6.66,CLIC
2015-09-01,4.84,CLIC
2015-09-02,4.45,CLIC
2015-09-03,3.4,CLIC
2015-09-04,5.86,CLIC
2015-09-05,6.76,CLIC
2015-09-06,7.07,CLIC
2015-09-07,6.06,CLIC
2015-09-08,6.6,CLIC
2015-09-09,9.69,CLIC
2015-09-10,1.41,CLIC
2015-09-11,3.6,CLIC
2015-09-12,0.5,CLIC
2015-09-13,2.08,CLIC
2015-09-14,3.82,CLIC
2015-09-15,3.53,CLIC
2015-09-16,3.84,CLIC
2015-09-17,4.93,CLIC
2015-09-18,5.7,CLIC
2015-09-19,4.6,CLIC
2015-09-20,4.72,CLIC
2015-09-21,4.48,CLIC
2015-09-22,4.05,CLIC
2015-09-23,4.14,CLIC
2015-09-24,4.06,CLIC
2015-09-25,3.68,CLIC
2015-09-26,4.42,CLIC
2015-09-27,3.75,CLIC
2015-09-28,4.58,CLIC
2015-09-29,4.46,CLIC
2015-09-30,5.4,CLIC
2015-10-01,5.23,CLIC
2015-10-02,4.73,CLIC
2015-10-03,4.29,CLIC
2015-10-04,3.32,CLIC
2015-10-05,1.18,CLIC
2015-10-06,2.26,CLIC
2015-10-07,1.29,CLIC
2015-10-09,0.71,CLIC
2015-10-10,2.94,CLIC
2015-10-11,3.45,CLIC
2015-10-12,4.17,CLIC
2015-10-13,3.35,CLIC
2015-10-14,3.83,CLIC
2015-10-15,3.66,CLIC
2015-10-17,2.32,CLIC
2015-10-18,2.78,CLIC
2015-10-19,2.68,CLIC
2015-10-20,3.22,CLIC
2015-10-21,3.15,CLIC
2015-10-22,3.23,CLIC
2015-10-23,1.02,CLIC
2015-10-24,0.6,CLIC
2015-10-25,3.53,CLIC
2015-10-26,3.49,CLIC
2015-10-27,2.83,CLIC
2015-10-28,3.38,CLIC
2015-10-29,2.88,CLIC
2015-10-30,0.44,CLIC
2015-10-31,2.19,CLIC
2015-11-01,2.93,CLIC
2015-11-02,3.17,CLIC
2015-11-03,2.67,CLIC
2015-11-04,3.43,CLIC
2015-11-05,3.18,CLIC
2015-11-06,2.81,CLIC
2015-11-07,1.52,CLIC
2015-11-08,0.7,CLIC
2015-11-09,0.1,CLIC
2015-11-10,1.19,CLIC
2015-11-11,3.07,CLIC
2015-11-12,3.29,CLIC
2015-11-13,0.29,CLIC
2015-11-14,0.26,CLIC
2015-11-15,0.63,CLIC
2015-11-16,2.77,CLIC
2015-11-17,1.04,CLIC
2015-11-18,2.31,CLIC
2015-11-19,2.34,CLIC
2015-11-20,1.01,CLIC
2015-11-21,2.25,CLIC
2015-11-22,2.45,CLIC
2015-11-23,2.22,CLIC
2015-11-24,2.05,CLIC
2015-11-25,2.33,CLIC
2015-11-26,3.4,CLIC
2015-11-27,0.56,CLIC
2015-11-28,0.34,CLIC
2015-11-29,0.14,CLIC
2015-11-30,0.16,CLIC
2015-12-01,0.11,CLIC
2015-12-02,1.47,CLIC
2015-12-03,2.21,CLIC
2015-12-04,1.91,CLIC
2015-12-05,2.71,CLIC
2015-12-06,1.03,CLIC
2015-12-07,1.11,CLIC
2015-12-08,1.3,CLIC
2015-12-09,2.3,CLIC
2015-12-10,2.64,CLIC
2015-12-11,1.36,CLIC
2015-12-12,1.46,CLIC
2015-12-13,2.62,CLIC
2015-12-14,2.32,CLIC
2015-12-15,2.89,CLIC
2015-12-16,2.71,CLIC
2015-12-17,1.91,CLIC
2015-12-18,2.07,CLIC
2015-12-19,2.27,CLIC
2015-12-20,1.81,CLIC
2015-12-21,1.27,CLIC
2015-12-22,1.67,CLIC
2015-12-23,4.59,CLIC
2015-12-24,3.37,CLIC
2015-12-25,2.64,CLIC
2015-12-26,3.13,CLIC
2015-12-27,2.67,CLIC
2015-12-28,1.26,CLIC
2015-12-29,1.89,CLIC
2015-12-30,0.9,CLIC
2015-12-31,0.13,CLIC
2016-01-01,0.33,CLIC
2016-01-02,0.1,CLIC
2016-01-03,0.07,CLIC
2016-01-04,0.62,CLIC
2016-01-05,1.5,CLIC
2016-01-06,1.41,CLIC
2016-01-07,2.05,CLIC
2016-01-08,2.1,CLIC
2016-01-09,2.62,CLIC
2016-01-10,1.81,CLIC
2016-01-11,1.35,CLIC
2016-01-12,1.9,CLIC
2016-01-13,0.16,CLIC
2016-01-14,1.82,CLIC
2016-01-15,2.73,CLIC
2016-01-16,4.85,CLIC
2016-01-17,2.44,CLIC
2016-01-18,2.07,CLIC
2016-01-19,2.47,CLIC
2016-01-20,2.69,CLIC
2016-01-21,3.38,CLIC
2016-01-22,3.03,CLIC
2016-01-23,2.2,CLIC
2016-01-24,3.03,CLIC
2016-01-25,2.17,CLIC
2016-01-26,2.1,CLIC
2016-01-27,0.33,CLIC
2016-01-28,1.67,CLIC
2016-01-29,2.47,CLIC
2016-01-30,2.58,CLIC
2016-01-31,3.31,CLIC
2016-02-01,5.02,CLIC
2016-02-02,4.12,CLIC
2016-02-03,3.82,CLIC
2016-02-04,2.69,CLIC
2016-02-05,2.63,CLIC
2016-02-06,3.58,CLIC
2016-02-07,2.98,CLIC
2016-02-08,3.12,CLIC
2016-02-09,2.58,CLIC
2016-02-10,3.96,CLIC
2016-02-11,3.52,CLIC
2016-02-12,3.8,CLIC
2016-02-13,3.52,CLIC
2016-02-14,3.98,CLIC
2016-02-15,4.68,CLIC
2016-02-16,4.02,CLIC
2016-02-17,3.24,CLIC
2016-02-18,5.2,CLIC
2016-02-19,4.6,CLIC
2016-02-20,3.97,CLIC
2016-02-21,2.03,CLIC
2016-02-22,3.84,CLIC
2016-02-23,6.72,CLIC
2016-02-24,3.96,CLIC
2016-02-25,3.97,CLIC
2016-02-26,3.61,CLIC
2016-02-27,1.6,CLIC
2016-02-28,1.77,CLIC
2016-02-29,4.15,CLIC
2016-03-01,5.35,CLIC
2016-03-02,2.54,CLIC
2016-03-03,7.07,CLIC
2016-03-04,3.61,CLIC
2016-03-05,2.88,CLIC
2016-03-06,2.95,CLIC
2016-03-07,5.47,CLIC
2016-03-08,4.42,CLIC
2016-03-09,1.35,CLIC
2016-03-10,2.36,CLIC
2016-03-11,3.04,CLIC
2016-03-12,4.48,CLIC
2016-03-13,6.46,CLIC
2016-03-14,6.21,CLIC
2016-03-15,4.6,CLIC
2016-03-16,2.48,CLIC
2016-03-17,3.29,CLIC
2016-03-18,5.58,CLIC
2016-03-19,0.45,CLIC
2016-03-20,1.95,CLIC
2016-03-21,4.58,CLIC
2016-03-22,5.32,CLIC
2016-03-23,7.32,CLIC
2016-03-24,7.7,CLIC
2016-03-25,4.78,CLIC
2016-03-26,3.23,CLIC
2016-03-27,4.67,CLIC
2016-03-28,1.16,CLIC
2016-03-29,4.1,CLIC
2016-03-30,4.46,CLIC
2016-03-31,4.63,CLIC
2016-04-01,8.35,CLIC
2016-04-02,1.88,CLIC
2016-04-03,6.34,CLIC
2016-04-04,5.34,CLIC
2016-04-05,6.08,CLIC
2016-04-06,3.74,CLIC
2016-04-07,5.56,CLIC
2016-04-08,4.64,CLIC
2016-04-09,3.46,CLIC
2016-04-10,4.12,CLIC
2016-04-11,4.26,CLIC
2016-04-12,0.62,CLIC
2016-04-13,0.73,CLIC
2016-04-14,0.79,CLIC
2016-04-15,0.17,CLIC
2016-04-16,5.19,CLIC
2016-04-17,6.57,CLIC
2016-04-18,4.85,CLIC
2016-04-19,2.85,CLIC
2016-04-20,2.75,CLIC
2016-04-21,5.4,CLIC
2016-04-22,3.59,CLIC
2016-04-23,3.03,CLIC
2016-04-24,5.42,CLIC
2016-04-25,7.31,CLIC
2016-04-26,7.05,CLIC
2016-04-27,9.26,CLIC
2016-04-28,6.22,CLIC
2016-04-29,3.28,CLIC
2016-04-30,7.7,CLIC
2016-05-01,4.22,CLIC
2016-05-02,0.7,CLIC
2016-05-03,0.43,CLIC
2016-05-04,4.35,CLIC
2016-05-05,6.12,CLIC
2016-05-06,7.63,CLIC
2016-05-07,4.85,CLIC
2016-05-08,3.69,CLIC
2016-05-09,2.51,CLIC
2016-05-10,6.14,CLIC
2016-05-11,4.37,CLIC
2016-05-12,3.09,CLIC
2016-05-13,3.48,CLIC
2016-05-14,1.47,CLIC
2016-05-15,1.6,CLIC
2016-05-16,5.98,CLIC
2016-05-17,6.05,CLIC
2016-05-18,2.48,CLIC
2016-05-19,2.99,CLIC
2016-05-20,1.06,CLIC
2016-05-21,1.85,CLIC
2016-05-22,2.72,CLIC
2016-05-23,4.92,CLIC
2016-05-24,2.58,CLIC
2016-05-25,2.67,CLIC
2016-05-26,4.4,CLIC
2016-05-27,4.53,CLIC
2016-05-28,4.17,CLIC
2016-05-29,2.79,CLIC
2016-05-30,3.32,CLIC
2016-05-31,2.3,CLIC
2016-06-01,2.26,CLIC
2016-06-02,3.32,CLIC
2016-06-03,5.66,CLIC
2016-06-04,1.52,CLIC
2016-06-05,3.98,CLIC
2016-06-06,7.12,CLIC
2016-06-07,7.17,CLIC
2016-06-08,5.52,CLIC
2016-06-09,5.12,CLIC
2016-06-10,2.95,CLIC
2016-06-11,4.32,CLIC
2016-06-12,5.86,CLIC
2016-06-13,7.29,CLIC
2016-06-14,7.32,CLIC
2016-06-15,8.29,CLIC
2016-06-16,7.76,CLIC
2016-06-17,6.52,CLIC
2016-06-18,8.06,CLIC
2016-06-19,4.9,CLIC
2016-06-20,1.12,CLIC
2016-06-21,5.52,CLIC
2016-06-22,7.2,CLIC
2016-06-23,5.94,CLIC
2016-06-24,6.32,CLIC
2016-06-25,6.74,CLIC
2016-06-26,7.22,CLIC
2016-06-27,4.42,CLIC
2016-06-28,6.86,CLIC
2016-06-29,6.5,CLIC
2016-06-30,5.74,CLIC
2016-07-01,7.96,CLIC
2016-07-02,8.15,CLIC
2016-07-03,8.25,CLIC
2016-07-04,8.75,CLIC
2016-07-05,9.88,CLIC
2016-07-06,9.55,CLIC
2016-07-07,9.08,CLIC
2016-07-08,8.43,CLIC
2016-07-09,8.34,CLIC
2016-07-10,8.99,CLIC
2016-07-11,7.43,CLIC
2016-07-12,8.41,CLIC
2016-07-13,8.59,CLIC
2016-07-14,10.94,CLIC
2016-07-15,10.43,CLIC
2016-07-16,9.37,CLIC
2016-07-17,9.88,CLIC
2016-07-18,9.17,CLIC
2016-07-19,5.57,CLIC
2016-07-20,6.76,CLIC
2016-07-21,4.08,CLIC
2016-07-22,6.81,CLIC
2016-07-23,9.02,CLIC
2016-07-24,9.19,CLIC
2016-07-25,7.4,CLIC
2016-07-26,7.69,CLIC
2016-07-27,5.06,CLIC
2016-07-28,8.11,CLIC
2016-07-29,8.78,CLIC
2016-07-30,8.86,CLIC
2016-07-31,9.6,CLIC
2016-08-01,9.7,CLIC
2016-08-02,9.61,CLIC
2016-08-03,8.3,CLIC
2016-08-04,9.04,CLIC
2016-08-05,9.42,CLIC
2016-08-06,6.37,CLIC
2016-08-07,6.62,CLIC
2016-08-08,9.01,CLIC
2016-08-09,8.48,CLIC
2016-08-10,9.05,CLIC
2016-08-11,8.51,CLIC
2016-08-12,8.24,CLIC
2016-08-13,5.96,CLIC
2016-08-15,5.52,CLIC
2016-08-16,2.58,CLIC
2016-08-17,3.89,CLIC
2016-08-18,6.31,CLIC
2016-08-19,7.92,CLIC
2016-08-20,5.68,CLIC
2016-08-21,1.96,CLIC
2016-08-22,7.11,CLIC
2016-08-23,7.75,CLIC
2016-08-24,7.32,CLIC
2016-08-25,7.78,CLIC
2016-08-26,7.21,CLIC
2016-08-27,6.56,CLIC
2016-08-28,8.32,CLIC
2016-08-29,3.53,CLIC
2016-08-30,1.07,CLIC
2016-08-31,3.48,CLIC
2016-09-01,3.12,CLIC
2016-09-02,1.36,CLIC
2016-09-03,5.56,CLIC
2016-09-04,4.28,CLIC
2016-09-05,4.96,CLIC
2016-09-06,6.84,CLIC
2016-09-07,7.27,CLIC
2016-09-08,6.14,CLIC
2016-09-09,6.37,CLIC
2016-09-10,4.82,CLIC
2016-09-11,4.9,CLIC
2016-09-12,5.68,CLIC
2016-09-13,4.02,CLIC
2016-09-14,3.14,CLIC
2016-09-15,2.98,CLIC
2016-09-16,4.23,CLIC
2016-09-17,4.97,CLIC
2016-09-18,5.63,CLIC
2016-09-19,5.65,CLIC
2016-09-20,4.82,CLIC
2016-09-21,5.88,CLIC
2016-09-22,3.59,CLIC
2016-09-23,6.51,CLIC
2016-09-24,5.38,CLIC
2016-09-25,3.05,CLIC
2016-09-26,1.3,CLIC
2016-09-27,1.74,CLIC
2016-09-28,2.04,CLIC
2016-09-29,1.84,CLIC
2016-09-30,2.56,CLIC
2016-10-01,1.12,CLIC
2016-10-02,0.95,CLIC
2016-10-03,3.46,CLIC
2016-10-04,4.19,CLIC
2016-10-05,4.08,CLIC
2016-10-06,3.86,CLIC
2016-10-07,1.37,CLIC
2016-10-08,1.23,CLIC
2016-10-09,3.74,CLIC
2016-10-10,2.79,CLIC
2016-10-11,3.4,CLIC
2016-10-12,4.03,CLIC
2016-10-13,4.2,CLIC
2016-10-14,3.91,CLIC
2016-10-15,4.49,CLIC
2016-10-16,4.25,CLIC
2016-10-17,4.49,CLIC
2016-10-18,4.13,CLIC
2016-10-19,4.17,CLIC
2016-10-20,1.56,CLIC
2016-10-21,2.44,CLIC
2016-10-22,2.78,CLIC
2016-10-23,2.98,CLIC
2016-10-24,1.22,CLIC
2016-10-25,2.85,CLIC
2016-10-26,2.62,CLIC
2016-10-27,2.57,CLIC
2016-10-28,3.68,CLIC
2016-10-29,3.64,CLIC
2016-10-30,3.03,CLIC
2016-10-31,2.94,CLIC
2016-11-01,3.55,CLIC
2016-11-02,3.58,CLIC
2016-11-03,1.82,CLIC
2016-11-05,2.18,CLIC
2016-11-06,1.65,CLIC
2016-11-07,1.88,CLIC
2016-11-08,0.5,CLIC
2016-11-09,1.06,CLIC
2016-11-10,1.04,CLIC
2016-11-11,0.52,CLIC
2016-11-12,0.2,CLIC
2016-11-13,0.26,CLIC
2016-11-14,0.73,CLIC
2016-11-15,2.94,CLIC
2016-11-16,2.25,CLIC
2016-11-17,2.94,CLIC
2016-11-18,3.2,CLIC
2016-11-19,3.16,CLIC
2016-11-20,2.22,CLIC
2016-11-21,1.96,CLIC
2016-11-22,2.13,CLIC
2016-11-23,1.29,CLIC
2016-11-24,2.03,CLIC
2016-11-25,1.86,CLIC
2016-11-26,1.56,CLIC
2016-11-27,2.73,CLIC
2016-11-28,3.14,CLIC
2016-11-29,2.7,CLIC
2016-11-30,3.34,CLIC
2016-12-01,2.09,CLIC
2016-12-02,0.9,CLIC
2016-12-03,0.75,CLIC
2016-12-04,0.22,CLIC
2016-12-05,1.7,CLIC
2016-12-06,2.05,CLIC
2016-12-07,0.67,CLIC
2016-12-08,0.36,CLIC
2016-12-09,0.23,CLIC
2016-12-10,0.77,CLIC
2016-12-11,2.13,CLIC
2016-12-12,1.47,CLIC
2016-12-13,2.18,CLIC
2016-12-14,1.21,CLIC
2016-12-15,0.21,CLIC
2016-12-16,1.23,CLIC
2016-12-17,2.77,CLIC
2016-12-18,3.05,CLIC
2016-12-19,1.44,CLIC
2016-12-20,1.98,CLIC
2016-12-21,2.02,CLIC
2016-12-22,0.81,CLIC
2016-12-23,2.16,CLIC
2016-12-24,1.89,CLIC
2016-12-25,2.88,CLIC
