Estación: ,C19147,LAS CRUCITAS. LINARES
2004-05-30,5.22,CLIC
2004-05-31,6.93,CLIC
2004-06-01,5.2,CLIC
2004-06-02,6,CLIC
2004-06-03,4.54,CLIC
2004-06-04,3.11,CLIC
2004-06-05,7.76,CLIC
2004-06-06,6.04,CLIC
2004-06-07,2.88,CLIC
2004-06-08,1.09,CLIC
2004-06-09,4.83,CLIC
2004-06-10,4.03,CLIC
2004-06-11,4.78,CLIC
2004-06-12,3.72,CLIC
2004-06-13,5.83,CLIC
2004-06-14,6.29,CLIC
2004-06-15,4.58,CLIC
2004-06-16,5.07,CLIC
2004-06-17,6.2,CLIC
2004-06-18,7.99,CLIC
2004-06-19,6.61,CLIC
2004-06-20,8.47,CLIC
2004-06-21,7.79,CLIC
2004-06-22,2.99,CLIC
2004-06-23,2.59,CLIC
2004-06-24,3.56,CLIC
2004-06-25,8.15,CLIC
2004-06-26,1.99,CLIC
2004-06-27,5.61,CLIC
2004-06-28,4.38,CLIC
2004-06-29,5.57,CLIC
2004-06-30,5.09,CLIC
2004-07-01,6.54,CLIC
2004-07-02,9.24,CLIC
2004-07-03,6.13,CLIC
2004-07-04,7.74,CLIC
2004-07-05,9.19,CLIC
2004-07-06,8.35,CLIC
2004-07-07,7.34,CLIC
2004-07-08,8.28,CLIC
2004-07-09,5.37,CLIC
2004-07-10,8.94,CLIC
2004-07-11,2.5,CLIC
2004-07-12,3.01,CLIC
2004-07-13,9.18,CLIC
2004-07-14,7.92,CLIC
2004-07-15,8.74,CLIC
2004-07-16,6.91,CLIC
2004-07-17,8.79,CLIC
2004-07-18,8.28,CLIC
2004-07-19,9.38,CLIC
2004-07-20,9.38,CLIC
2004-07-21,8.79,CLIC
2004-07-22,4.39,CLIC
2004-07-23,4.29,CLIC
2004-07-24,6.2,CLIC
2004-07-25,7,CLIC
2004-07-26,6.4,CLIC
2004-07-27,8.49,CLIC
2004-07-28,7.13,CLIC
2004-07-29,6.49,CLIC
2004-07-30,4.73,CLIC
2004-07-31,6.62,CLIC
2004-08-01,5.53,CLIC
2004-08-02,6.97,CLIC
2004-08-03,8.41,CLIC
2004-08-04,6.02,CLIC
2004-08-05,5.18,CLIC
2004-08-06,6.44,CLIC
2004-08-07,6.44,CLIC
2004-08-08,6.43,CLIC
2004-08-09,9.5,CLIC
2004-08-10,0.35,CLIC
2004-08-11,0,CLIC
2004-08-12,5.35,CLIC
2004-08-13,3.43,CLIC
2004-08-14,6.58,CLIC
2004-08-15,4.53,CLIC
2004-08-16,6.45,CLIC
2004-08-17,6.09,CLIC
2004-08-18,5.28,CLIC
2004-08-19,6.98,CLIC
2004-08-20,5.36,CLIC
2004-08-21,4.14,CLIC
2004-08-22,5.12,CLIC
2004-08-23,5.76,CLIC
2004-08-24,7,CLIC
2004-08-25,6.23,CLIC
2004-08-26,7.92,CLIC
2004-08-27,4.54,CLIC
2004-08-28,4.38,CLIC
2004-08-29,10.57,CLIC
2004-08-30,3.51,CLIC
2004-08-31,1.14,CLIC
2004-09-01,1.14,CLIC
2004-09-02,0.18,CLIC
2004-09-03,0.62,CLIC
2004-09-04,2.52,CLIC
2004-09-05,4.29,CLIC
2004-09-06,3.73,CLIC
2004-09-07,4.85,CLIC
2004-09-08,3.11,CLIC
2004-09-09,5.88,CLIC
2004-09-10,4.42,CLIC
2004-09-11,3.96,CLIC
2004-09-12,1.2,CLIC
2004-09-13,2.3,CLIC
2004-09-14,3.77,CLIC
2004-09-15,5.15,CLIC
2004-09-16,3.4,CLIC
2004-09-17,8.31,CLIC
2004-09-18,4.49,CLIC
2004-09-19,2.91,CLIC
2004-09-20,3.71,CLIC
2004-09-21,10.98,CLIC
2004-09-22,5.15,CLIC
2004-09-23,3.8,CLIC
2004-09-24,3.25,CLIC
2004-09-25,2.94,CLIC
2004-09-26,2.63,CLIC
2004-09-27,2.79,CLIC
2004-09-28,2.71,CLIC
2004-09-29,2.01,CLIC
2004-09-30,2.35,CLIC
2004-10-01,5.2,CLIC
2004-10-02,3.49,CLIC
2004-10-03,1.19,CLIC
2004-10-04,4.04,CLIC
2004-10-05,4.02,CLIC
2004-10-06,4.57,CLIC
2004-10-07,2.55,CLIC
2004-10-08,1.44,CLIC
2004-10-09,2.91,CLIC
2004-10-10,1.63,CLIC
2004-10-11,1.46,CLIC
2004-10-12,2.64,CLIC
2004-10-13,2.25,CLIC
2004-10-14,2.7,CLIC
2004-10-15,3.97,CLIC
2004-10-16,0.79,CLIC
2004-10-17,2.99,CLIC
2004-10-18,2.47,CLIC
2004-10-19,2.98,CLIC
2004-10-20,3.04,CLIC
2004-10-21,3.73,CLIC
2004-10-22,3.03,CLIC
2004-10-23,1.94,CLIC
2004-10-24,2.36,CLIC
2004-10-25,2.48,CLIC
2004-10-26,2.92,CLIC
2004-10-27,1.73,CLIC
2004-10-28,4.24,CLIC
2004-10-29,1.72,CLIC
2004-10-30,3.66,CLIC
2004-10-31,1.14,CLIC
2004-11-01,2.82,CLIC
2004-11-02,2.04,CLIC
2004-11-03,1.4,CLIC
2004-11-04,1.7,CLIC
2004-11-05,1.95,CLIC
2004-11-06,3.24,CLIC
2004-11-07,3.27,CLIC
2004-11-08,3.16,CLIC
2004-11-09,0.62,CLIC
2004-11-10,3.2,CLIC
2004-11-11,2,CLIC
2004-11-12,1.54,CLIC
2004-11-13,1.18,CLIC
2004-11-14,0.46,CLIC
2004-11-15,0.67,CLIC
2004-11-16,1.74,CLIC
2004-11-17,1.23,CLIC
2004-11-18,0.54,CLIC
2004-11-19,2.45,CLIC
2004-11-20,1.05,CLIC
2004-11-21,0.93,CLIC
2004-11-22,1.21,CLIC
2004-11-23,0.25,CLIC
2004-11-24,2.39,CLIC
2004-11-25,2.07,CLIC
2004-11-26,1.74,CLIC
2004-11-27,1.03,CLIC
2004-11-28,3.9,CLIC
2004-11-29,1.56,CLIC
2004-11-30,0.52,CLIC
2004-12-01,0.18,CLIC
2004-12-02,2.45,CLIC
2004-12-03,0.25,CLIC
2004-12-04,0.49,CLIC
2004-12-05,0.93,CLIC
2004-12-06,1.14,CLIC
2004-12-07,1.19,CLIC
2004-12-08,1.46,CLIC
2004-12-09,0.68,CLIC
2004-12-10,4.17,CLIC
2004-12-11,3.7,CLIC
2004-12-12,2.92,CLIC
2004-12-13,0.12,CLIC
2004-12-14,3.6,CLIC
2004-12-15,2.6,CLIC
2004-12-16,2.39,CLIC
2004-12-17,0.49,CLIC
2004-12-18,0.85,CLIC
2004-12-19,3.56,CLIC
2004-12-20,1.66,CLIC
2004-12-21,2.23,CLIC
2004-12-22,5.72,CLIC
2004-12-23,1.58,CLIC
2004-12-24,0.03,CLIC
2004-12-25,3.08,CLIC
2004-12-26,1.8,CLIC
2004-12-27,2.02,CLIC
2004-12-28,1.99,CLIC
2004-12-29,2.51,CLIC
2004-12-30,1.94,CLIC
2004-12-31,2.64,CLIC
2005-01-01,2.15,CLIC
2005-01-02,3.6,CLIC
2005-01-03,4.46,CLIC
2005-01-04,4.11,CLIC
2005-01-05,2.43,CLIC
2005-01-06,0.83,CLIC
2005-01-07,1.73,CLIC
2005-01-08,1.28,CLIC
2005-01-09,2.16,CLIC
2005-01-10,3.79,CLIC
2005-01-11,1.84,CLIC
2005-01-12,4.43,CLIC
2005-01-13,4.15,CLIC
2005-01-14,1.89,CLIC
2005-01-15,3.74,CLIC
2005-01-16,1.89,CLIC
2005-01-17,2.71,CLIC
2005-01-18,0.09,CLIC
2005-01-19,0.45,CLIC
2005-01-20,2,CLIC
2005-01-21,2.41,CLIC
2005-01-22,2.4,CLIC
2005-01-23,3.35,CLIC
2005-01-24,0.82,CLIC
2005-01-25,2.78,CLIC
2005-01-26,3.94,CLIC
2005-01-27,2.16,CLIC
2005-01-28,1.18,CLIC
2005-01-29,2.35,CLIC
2005-01-30,4.39,CLIC
2005-01-31,0.52,CLIC
2005-02-01,0.94,CLIC
2005-02-02,0.69,CLIC
2005-02-03,0.9,CLIC
2005-02-04,0.45,CLIC
2005-02-05,1.27,CLIC
2005-02-06,1.96,CLIC
2005-02-07,3.09,CLIC
2005-02-08,2.17,CLIC
2005-02-09,3.65,CLIC
2005-02-10,0.32,CLIC
2005-02-11,0.44,CLIC
2005-02-12,1.31,CLIC
2005-02-13,3.1,CLIC
2005-02-14,5.33,CLIC
2005-02-15,5.5,CLIC
2005-02-16,2.32,CLIC
2005-02-17,2.46,CLIC
2005-02-18,4.03,CLIC
2005-02-19,1.1,CLIC
2005-02-20,2.96,CLIC
2005-02-21,3.76,CLIC
2005-02-22,0.78,CLIC
2005-02-23,2.68,CLIC
2005-02-24,2.71,CLIC
2005-02-25,0.3,CLIC
2005-02-26,1.69,CLIC
2005-02-27,2.17,CLIC
2005-02-28,3.73,CLIC
2005-03-01,3.55,CLIC
2005-03-02,3,CLIC
2005-03-03,4.02,CLIC
2005-03-04,2.81,CLIC
2005-03-05,0.53,CLIC
2005-03-06,3.63,CLIC
2005-03-07,2.05,CLIC
2005-03-08,1.99,CLIC
2005-03-09,2.75,CLIC
2005-03-10,2.66,CLIC
2005-03-11,2.67,CLIC
2005-03-12,4.23,CLIC
2005-03-13,3.11,CLIC
2005-03-14,3.76,CLIC
2005-03-15,0.75,CLIC
2005-03-16,1.53,CLIC
2005-03-17,3.65,CLIC
2005-03-18,4.49,CLIC
2005-03-19,3.9,CLIC
2005-03-20,4.78,CLIC
2005-03-21,4.5,CLIC
2005-03-22,3.06,CLIC
2005-03-23,4.61,CLIC
2005-03-24,4.38,CLIC
2005-03-25,3.47,CLIC
2005-03-26,6.1,CLIC
2005-03-27,4.5,CLIC
2005-03-28,6.87,CLIC
2005-03-29,5.76,CLIC
2005-03-30,8.68,CLIC
2005-03-31,6.7,CLIC
2005-04-01,6.21,CLIC
2005-04-02,5.62,CLIC
2005-04-03,6.34,CLIC
2005-04-04,4.95,CLIC
2005-04-05,4.85,CLIC
2005-04-06,7.81,CLIC
2005-04-07,6.17,CLIC
2005-04-08,7.03,CLIC
2005-04-09,5.76,CLIC
2005-04-10,4.26,CLIC
2005-04-11,7.88,CLIC
2005-04-12,8.93,CLIC
2005-04-13,6.26,CLIC
2005-04-14,6.85,CLIC
2005-04-15,5.12,CLIC
2005-04-16,3.51,CLIC
2005-04-17,4.26,CLIC
2005-04-18,2.9,CLIC
2005-04-19,3.98,CLIC
2005-04-20,5.18,CLIC
2005-04-21,4.26,CLIC
2005-04-22,10.05,CLIC
2005-04-23,3.37,CLIC
2005-04-24,2.59,CLIC
2005-04-25,6.24,CLIC
2005-04-26,6.62,CLIC
2005-04-27,6.97,CLIC
2005-04-28,5.55,CLIC
2005-04-29,5.66,CLIC
2005-04-30,2.33,CLIC
2005-05-01,5.38,CLIC
2005-05-02,1.47,CLIC
2005-05-03,1.25,CLIC
2005-05-04,1.05,CLIC
2005-05-05,5.81,CLIC
2005-05-06,3.34,CLIC
2005-05-07,4.3,CLIC
2005-05-08,3.48,CLIC
2005-05-09,4.33,CLIC
2005-05-10,5.12,CLIC
2005-05-11,3.47,CLIC
2005-05-12,6.71,CLIC
2005-05-13,3.38,CLIC
2005-05-14,1.33,CLIC
2005-05-15,5.59,CLIC
2005-05-16,3.2,CLIC
2005-05-17,5.43,CLIC
2005-05-18,4.37,CLIC
2005-05-19,6.43,CLIC
2005-05-20,3.55,CLIC
2005-05-21,7.65,CLIC
2005-05-22,5.4,CLIC
2005-05-23,4.94,CLIC
2005-05-24,5.25,CLIC
2005-05-25,6.23,CLIC
2005-05-26,6.07,CLIC
2005-05-27,9.85,CLIC
2005-05-28,5.51,CLIC
2005-05-29,4.98,CLIC
2005-05-30,6.47,CLIC
2005-05-31,5.33,CLIC
2005-06-01,6.15,CLIC
2005-06-02,5.54,CLIC
2005-06-03,4.87,CLIC
2005-06-04,5.27,CLIC
2005-06-05,5.07,CLIC
2005-06-06,4.81,CLIC
2005-06-07,3.39,CLIC
2005-06-08,3.84,CLIC
2005-06-09,6.95,CLIC
2005-06-10,5.98,CLIC
2005-06-11,3.46,CLIC
2005-06-12,4.74,CLIC
2005-06-13,4.1,CLIC
2005-06-14,6.33,CLIC
2005-06-15,5.42,CLIC
2005-06-16,4.59,CLIC
2005-06-17,7.78,CLIC
2005-06-18,10.49,CLIC
2005-06-19,5.84,CLIC
2005-06-20,7.26,CLIC
2005-06-21,5.46,CLIC
2005-06-22,5.1,CLIC
2005-06-23,4.19,CLIC
2005-06-24,7.47,CLIC
2005-06-25,6.05,CLIC
2005-06-26,4.55,CLIC
2005-06-27,8.32,CLIC
2005-06-28,7.56,CLIC
2005-06-29,8.73,CLIC
2005-06-30,6.75,CLIC
2005-07-01,8.59,CLIC
2005-07-02,8.93,CLIC
2005-07-03,8.4,CLIC
2005-07-04,8.99,CLIC
2005-07-05,6.44,CLIC
2005-07-06,9.57,CLIC
2005-07-07,8.28,CLIC
2005-07-08,9.62,CLIC
2005-07-09,6.61,CLIC
2005-07-10,6.01,CLIC
2005-07-11,6.33,CLIC
2005-07-12,8.1,CLIC
2005-07-13,6.7,CLIC
2005-07-14,9.39,CLIC
2005-07-15,9.46,CLIC
2005-07-16,6.86,CLIC
2005-07-17,6.09,CLIC
2005-07-18,7.15,CLIC
2005-07-19,5.28,CLIC
2005-07-20,0,CLIC
2005-07-21,3.27,CLIC
2005-07-22,9.45,CLIC
2005-07-23,6.6,CLIC
2005-07-24,7.14,CLIC
2005-07-25,5.8,CLIC
2005-07-26,3.04,CLIC
2005-07-27,5.07,CLIC
2005-07-28,5.92,CLIC
2005-07-29,6.99,CLIC
2005-07-30,5.91,CLIC
2005-07-31,4.27,CLIC
2005-08-01,3.67,CLIC
2005-08-02,5.15,CLIC
2005-08-03,3.47,CLIC
2005-08-04,2.37,CLIC
2005-08-05,4.79,CLIC
2005-08-06,3.35,CLIC
2005-08-07,5.64,CLIC
2005-08-08,4.77,CLIC
2005-08-09,6.3,CLIC
2005-08-10,6.92,CLIC
2005-08-11,6.49,CLIC
2005-08-12,5.26,CLIC
2005-08-13,4.98,CLIC
2005-08-14,6.03,CLIC
2005-08-15,4.72,CLIC
2005-08-16,5.35,CLIC
2005-08-17,6.44,CLIC
2005-08-18,6.03,CLIC
2005-08-19,7.86,CLIC
2005-08-20,6.66,CLIC
2005-08-21,5.29,CLIC
2005-08-22,6.67,CLIC
2005-08-23,6.08,CLIC
2005-08-24,5.07,CLIC
2005-08-25,6.21,CLIC
2005-08-26,7.58,CLIC
2005-08-27,5.39,CLIC
2005-08-28,6.8,CLIC
2005-08-29,4.18,CLIC
2005-08-30,4.07,CLIC
2005-08-31,6.1,CLIC
2005-09-01,6.92,CLIC
2005-09-02,0.3,CLIC
2005-09-03,6.79,CLIC
2005-09-04,4.54,CLIC
2005-09-05,4.4,CLIC
2005-09-06,4,CLIC
2005-09-08,2.12,CLIC
2005-09-09,1.91,CLIC
2005-09-10,2.6,CLIC
2005-09-11,0.79,CLIC
2005-09-12,4.18,CLIC
2005-09-13,3.45,CLIC
2005-09-14,4.73,CLIC
2005-09-15,4.45,CLIC
2005-09-16,3.76,CLIC
2005-09-17,5.9,CLIC
2005-09-18,7.36,CLIC
2005-09-19,8.03,CLIC
2005-09-20,3.61,CLIC
2005-09-21,3.78,CLIC
2005-09-22,4.21,CLIC
2005-09-23,4.12,CLIC
2005-09-24,4.25,CLIC
2005-09-25,6.07,CLIC
2005-09-26,4.12,CLIC
2005-09-27,5.34,CLIC
2005-09-28,4.95,CLIC
2005-09-29,4.25,CLIC
2005-09-30,5.44,CLIC
2005-10-01,5.46,CLIC
2005-10-02,4.81,CLIC
2005-10-03,3.51,CLIC
2005-10-04,4.16,CLIC
2005-10-05,3.84,CLIC
2005-10-06,1.7,CLIC
2005-10-07,1.31,CLIC
2005-10-08,4.96,CLIC
2005-10-09,2.38,CLIC
2005-10-10,1.54,CLIC
2005-10-11,3.19,CLIC
2005-10-12,2.04,CLIC
2005-10-13,2.5,CLIC
2005-10-14,6.68,CLIC
2005-10-15,3.63,CLIC
2005-10-16,3.66,CLIC
2005-10-17,1.27,CLIC
2005-10-18,1.37,CLIC
2005-10-19,2.93,CLIC
2005-10-20,2.72,CLIC
2005-10-21,1.77,CLIC
2005-10-22,2.75,CLIC
2005-10-23,2.25,CLIC
2005-10-24,2.01,CLIC
2005-10-25,4.09,CLIC
2005-10-26,2.72,CLIC
2005-10-27,1.6,CLIC
2005-10-28,3.79,CLIC
2005-10-29,2.7,CLIC
2005-10-30,2.17,CLIC
2005-10-31,1.64,CLIC
2005-11-01,4.2,CLIC
2005-11-02,5.24,CLIC
2005-11-03,3.36,CLIC
2005-11-04,2.46,CLIC
2005-11-05,2.04,CLIC
2005-11-06,2.02,CLIC
2005-11-07,2.37,CLIC
2005-11-08,2.6,CLIC
2005-11-09,0.56,CLIC
2005-11-10,2.72,CLIC
2005-11-11,1.98,CLIC
2005-11-12,2.85,CLIC
2005-11-13,1.82,CLIC
2005-11-14,1.61,CLIC
2005-11-15,2.5,CLIC
2005-11-16,3.74,CLIC
2005-11-17,2.1,CLIC
2005-11-18,1.74,CLIC
2005-11-19,0.68,CLIC
2005-11-20,0.52,CLIC
2005-11-21,0.5,CLIC
2005-11-22,2.66,CLIC
2005-11-23,2.32,CLIC
2005-11-24,2.46,CLIC
2005-11-25,1.63,CLIC
2005-11-26,0.5,CLIC
2005-11-27,2.62,CLIC
2005-11-28,3.45,CLIC
2005-11-29,4.62,CLIC
2005-11-30,2.08,CLIC
2005-12-01,2.59,CLIC
2005-12-02,0.41,CLIC
2005-12-03,1.93,CLIC
2005-12-04,2.64,CLIC
2005-12-05,1.64,CLIC
2005-12-06,0.41,CLIC
2005-12-07,1.24,CLIC
2005-12-08,2.61,CLIC
2005-12-09,1.22,CLIC
2005-12-10,1.11,CLIC
2005-12-11,0.88,CLIC
2005-12-12,0.95,CLIC
2005-12-13,0.82,CLIC
2005-12-14,2.32,CLIC
2005-12-15,1.19,CLIC
2005-12-16,0.14,CLIC
2005-12-17,1.38,CLIC
2005-12-18,2.75,CLIC
2005-12-19,0.19,CLIC
2005-12-20,0.12,CLIC
2005-12-21,0.8,CLIC
2005-12-22,0.86,CLIC
2005-12-23,1.85,CLIC
2005-12-24,3.06,CLIC
2005-12-25,2.65,CLIC
2005-12-26,2.04,CLIC
2005-12-27,3.96,CLIC
2005-12-28,2.23,CLIC
2005-12-29,3.87,CLIC
2005-12-30,1.92,CLIC
2005-12-31,1.25,CLIC
2006-01-01,6.66,CLIC
2006-01-02,3.05,CLIC
2006-01-03,2.49,CLIC
2006-01-04,3.32,CLIC
2006-01-05,2.53,CLIC
2006-01-06,1.64,CLIC
2006-01-07,3.7,CLIC
2006-01-08,1.84,CLIC
2006-01-09,4.25,CLIC
2006-01-10,4.51,CLIC
2006-01-11,1.02,CLIC
2006-01-12,1.9,CLIC
2006-01-13,1.92,CLIC
2006-01-14,2.8,CLIC
2006-01-15,3.08,CLIC
2006-01-16,5.6,CLIC
2006-01-17,2.85,CLIC
2006-01-18,1.78,CLIC
2006-01-19,4.46,CLIC
2006-01-20,1.32,CLIC
2006-01-21,3.57,CLIC
2006-01-22,0.77,CLIC
2006-01-23,1.6,CLIC
2006-01-24,1.58,CLIC
2006-01-25,1.32,CLIC
2006-01-26,1.1,CLIC
2006-01-27,3.14,CLIC
2006-01-28,0.99,CLIC
2006-01-29,3.39,CLIC
2006-01-30,4.08,CLIC
2006-01-31,3.82,CLIC
2006-02-01,2.08,CLIC
2006-02-02,4.95,CLIC
2006-02-03,4.65,CLIC
2006-02-04,5.18,CLIC
2006-02-05,2.75,CLIC
2006-02-06,4.88,CLIC
2006-02-07,3.17,CLIC
2006-02-08,3.68,CLIC
2006-02-09,3,CLIC
2006-02-10,4.53,CLIC
2006-02-11,1.65,CLIC
2006-02-12,4.54,CLIC
2006-02-13,4.9,CLIC
2006-02-14,2.95,CLIC
2006-02-15,4.28,CLIC
2006-02-16,2.79,CLIC
2006-02-17,2.5,CLIC
2006-02-18,1.85,CLIC
2006-02-19,1.23,CLIC
2006-02-20,0.23,CLIC
2006-02-21,0.26,CLIC
2006-02-22,1.63,CLIC
2006-02-23,2.2,CLIC
2006-02-24,0.91,CLIC
2006-02-25,1.7,CLIC
2006-02-27,0,CLIC
2006-03-01,3.96,CLIC
2006-03-02,4.16,CLIC
2006-03-03,5.25,CLIC
2006-03-04,3.86,CLIC
2006-03-05,3.54,CLIC
2006-03-06,4.28,CLIC
2006-03-07,5.37,CLIC
2006-03-08,6.76,CLIC
2006-03-09,4.66,CLIC
2006-03-10,6.21,CLIC
2006-03-11,5.42,CLIC
2006-03-12,7.92,CLIC
2006-03-13,4.51,CLIC
2006-03-14,5.54,CLIC
2006-03-15,4.89,CLIC
2006-03-16,3.47,CLIC
2006-03-17,4.62,CLIC
2006-03-18,3.86,CLIC
2006-03-19,2.78,CLIC
2006-03-20,6.78,CLIC
2006-03-21,7.12,CLIC
2006-03-22,6.89,CLIC
2006-03-23,0.58,CLIC
2006-03-24,0.35,CLIC
2006-03-25,1.15,CLIC
2006-03-26,3.66,CLIC
2006-03-27,5.69,CLIC
2006-03-28,2.18,CLIC
2006-03-29,1.98,CLIC
2006-03-30,3.35,CLIC
2006-03-31,6.09,CLIC
2006-04-01,7.35,CLIC
2006-04-02,7.98,CLIC
2006-04-03,8.6,CLIC
2006-04-04,5.75,CLIC
2006-04-05,8.48,CLIC
2006-04-06,5.51,CLIC
2006-04-07,8.2,CLIC
2006-04-08,7.93,CLIC
2006-04-09,7.55,CLIC
2006-04-10,6.47,CLIC
2006-04-11,5.11,CLIC
2006-04-12,4.63,CLIC
2006-04-13,6.96,CLIC
2006-04-14,6.85,CLIC
2006-04-15,4.39,CLIC
2006-04-16,5.91,CLIC
2006-04-17,8.94,CLIC
2006-04-18,7.59,CLIC
2006-04-19,7.15,CLIC
2006-04-20,8.6,CLIC
2006-04-21,7.03,CLIC
2006-04-22,0.49,CLIC
2006-04-23,2.68,CLIC
2006-04-24,2.79,CLIC
2006-04-25,7.06,CLIC
2006-04-26,3.67,CLIC
2006-04-27,8.26,CLIC
2006-04-28,3.6,CLIC
2006-04-29,5.44,CLIC
2006-04-30,6.18,CLIC
2006-05-01,9.16,CLIC
2006-05-02,6.77,CLIC
2006-05-03,7.4,CLIC
2006-05-04,7.54,CLIC
2006-05-05,5.61,CLIC
2006-05-06,3.03,CLIC
2006-05-07,6.26,CLIC
2006-05-08,2.82,CLIC
2006-05-09,0.99,CLIC
2006-05-10,6.77,CLIC
2006-05-11,7.84,CLIC
2006-05-12,6.3,CLIC
2006-05-13,1.25,CLIC
2006-05-14,6.9,CLIC
2006-05-15,9.08,CLIC
2006-05-16,3.96,CLIC
2006-05-17,3.5,CLIC
2006-05-18,7.69,CLIC
2006-05-19,6.9,CLIC
2006-05-20,9.71,CLIC
2006-05-21,7.91,CLIC
2006-05-22,7.94,CLIC
2006-05-23,7.61,CLIC
2006-05-24,8.04,CLIC
2006-05-25,8.95,CLIC
2006-05-26,8.6,CLIC
2006-05-27,5.88,CLIC
2006-05-28,5.62,CLIC
2006-05-29,6.23,CLIC
2006-05-30,6.84,CLIC
2006-05-31,6.13,CLIC
2006-06-01,2.97,CLIC
2006-06-02,3.67,CLIC
2006-06-03,3.65,CLIC
2006-06-04,10.48,CLIC
2006-06-05,3.88,CLIC
2006-06-06,5.47,CLIC
2006-06-07,6.25,CLIC
2006-06-08,8.35,CLIC
2006-06-09,7.78,CLIC
2006-06-10,8.37,CLIC
2006-06-11,6.47,CLIC
2006-06-12,9.09,CLIC
2006-06-13,7.52,CLIC
2006-06-14,8.36,CLIC
2006-06-15,9.6,CLIC
2006-06-16,9.58,CLIC
2006-06-17,8.48,CLIC
2006-06-18,8.42,CLIC
2006-06-19,6.04,CLIC
2006-06-20,8.06,CLIC
2006-06-21,9.75,CLIC
2006-06-22,8.81,CLIC
2006-06-23,9.25,CLIC
2006-06-24,9.03,CLIC
2006-06-25,7.02,CLIC
2006-06-26,8.45,CLIC
2006-06-27,5.01,CLIC
2006-06-28,5.1,CLIC
2006-06-29,7.32,CLIC
2006-06-30,7.47,CLIC
2006-07-01,7.12,CLIC
2006-07-02,5.98,CLIC
2006-07-03,3.98,CLIC
2006-07-04,0.84,CLIC
2006-07-05,4.9,CLIC
2006-07-06,4.38,CLIC
2006-07-07,11.73,CLIC
2006-07-08,6.83,CLIC
2006-07-09,6.72,CLIC
2006-07-10,6.94,CLIC
2006-07-11,8.97,CLIC
2006-07-12,10.49,CLIC
2006-07-13,7.54,CLIC
2006-07-14,8.25,CLIC
2006-07-15,8.5,CLIC
2006-07-16,7.43,CLIC
2006-07-17,6.61,CLIC
2006-07-18,7.54,CLIC
2006-07-19,9.48,CLIC
2006-07-20,8.9,CLIC
2006-07-21,7.57,CLIC
2006-07-22,7.78,CLIC
2006-07-23,6.04,CLIC
2006-07-24,9.04,CLIC
2006-07-25,8.2,CLIC
2006-07-26,3.77,CLIC
2006-07-27,4.15,CLIC
2006-07-28,4.98,CLIC
2006-07-29,7.15,CLIC
2006-07-30,9.65,CLIC
2006-07-31,7.4,CLIC
2006-08-01,7.84,CLIC
2006-08-02,5.49,CLIC
2006-08-03,7.51,CLIC
2006-08-04,8.37,CLIC
2006-08-05,5.52,CLIC
2006-08-06,5.97,CLIC
2006-08-07,6.64,CLIC
2006-08-08,3.95,CLIC
2006-08-09,5.69,CLIC
2006-08-10,5.85,CLIC
2006-08-11,7.56,CLIC
2006-08-12,8.17,CLIC
2006-08-13,5.2,CLIC
2006-08-14,6.8,CLIC
2006-08-15,7.06,CLIC
2006-08-16,6.12,CLIC
2006-08-17,9.66,CLIC
2006-08-18,7.52,CLIC
2006-08-19,6.73,CLIC
2006-08-20,7.14,CLIC
2006-08-21,4.79,CLIC
2006-08-22,3.92,CLIC
2006-08-23,6.94,CLIC
2006-08-24,8.27,CLIC
2006-08-25,8.42,CLIC
2006-08-26,7.35,CLIC
2006-08-27,7.58,CLIC
2006-08-28,7.8,CLIC
2006-08-29,10.5,CLIC
2006-08-30,6.25,CLIC
2006-08-31,5.21,CLIC
2006-09-01,6.63,CLIC
2006-09-02,7.54,CLIC
2006-09-03,7.8,CLIC
2006-09-04,5.6,CLIC
2006-09-05,6.44,CLIC
2006-09-06,2.05,CLIC
2006-09-07,1.91,CLIC
2006-09-08,4.5,CLIC
2006-09-09,2.79,CLIC
2006-09-10,2.2,CLIC
2006-09-11,4.83,CLIC
2006-09-12,2.14,CLIC
2006-09-13,2.4,CLIC
2006-09-14,5.4,CLIC
2006-09-15,2.75,CLIC
2006-09-16,6.51,CLIC
2006-09-17,3.79,CLIC
2006-09-18,1.63,CLIC
2006-09-19,3.87,CLIC
2006-09-20,4.66,CLIC
2006-09-21,4.88,CLIC
2006-09-22,6.7,CLIC
2006-09-23,3.65,CLIC
2006-09-24,5.27,CLIC
2006-09-25,3.4,CLIC
2006-09-26,4.55,CLIC
2006-09-27,4,CLIC
2006-09-28,4.97,CLIC
2006-09-29,2.63,CLIC
2006-09-30,5.88,CLIC
2006-10-01,5.88,CLIC
2006-10-02,2.51,CLIC
2006-10-03,2.14,CLIC
2006-10-04,2.91,CLIC
2006-10-05,2.51,CLIC
2006-10-06,2.51,CLIC
2006-10-07,2.79,CLIC
2006-10-08,3.33,CLIC
2006-10-09,2.7,CLIC
2006-10-10,4.25,CLIC
2006-10-11,2.94,CLIC
2006-10-12,3.23,CLIC
2006-10-13,1.28,CLIC
2006-10-14,3.7,CLIC
2006-10-15,1.8,CLIC
2006-10-16,2.14,CLIC
2006-10-17,2.11,CLIC
2006-10-18,3.29,CLIC
2006-10-19,2.99,CLIC
2006-10-20,1.86,CLIC
2006-10-21,2.43,CLIC
2006-10-22,0.65,CLIC
2006-10-23,0.1,CLIC
