Estación: ,C19106,LA POMONA. LINARES
2000-05-18,12.02,CLIC
2000-05-19,8.07,CLIC
2000-05-20,8.73,CLIC
2000-05-21,6.63,CLIC
2000-05-22,7.72,CLIC
2000-05-23,7.65,CLIC
2000-05-24,9.01,CLIC
2000-05-25,10,CLIC
2000-05-26,8.5,CLIC
2000-05-27,8.35,CLIC
2000-05-28,7.87,CLIC
2000-05-29,10.08,CLIC
2000-05-30,9.79,CLIC
2000-05-31,6.01,CLIC
2000-06-01,8.95,CLIC
2000-06-02,8.95,CLIC
2000-06-03,8.1,CLIC
2000-06-04,4.85,CLIC
2000-06-05,6.97,CLIC
2000-06-06,5.13,CLIC
2000-06-07,5.32,CLIC
2000-06-08,7.53,CLIC
2000-06-09,4.97,CLIC
2000-06-10,4.34,CLIC
2000-06-11,3.07,CLIC
2000-06-12,7.74,CLIC
2000-06-13,8.77,CLIC
2000-06-14,4.19,CLIC
2000-06-15,7.92,CLIC
2000-06-16,7.1,CLIC
2000-06-17,8.4,CLIC
2000-06-18,9.33,CLIC
2000-06-19,8.72,CLIC
2000-06-20,9.1,CLIC
2000-06-21,10.25,CLIC
2000-06-22,10,CLIC
2000-06-23,11.98,CLIC
2000-06-24,12.72,CLIC
2000-06-25,12.05,CLIC
2000-06-26,9.27,CLIC
2000-06-27,9.72,CLIC
2000-06-28,9.36,CLIC
2000-06-29,10.15,CLIC
2000-06-30,10.25,CLIC
2000-07-01,11.26,CLIC
2000-07-02,9.85,CLIC
2000-07-03,10.64,CLIC
2000-07-04,10.05,CLIC
2000-07-05,7.5,CLIC
2000-07-06,9.47,CLIC
2000-07-07,7.44,CLIC
2000-07-08,10.39,CLIC
2000-07-09,10.1,CLIC
2000-07-10,10,CLIC
2000-07-11,9.48,CLIC
2000-07-12,11.17,CLIC
2000-07-13,7.1,CLIC
2000-07-14,10.15,CLIC
2000-07-15,10.1,CLIC
2000-07-16,10,CLIC
2000-07-17,11.6,CLIC
2000-07-18,12.1,CLIC
2000-07-19,10.75,CLIC
2000-07-20,11.95,CLIC
2000-07-21,12.3,CLIC
2000-07-22,11.8,CLIC
2000-07-23,10.15,CLIC
2000-07-24,9.65,CLIC
2000-07-25,11.1,CLIC
2000-07-26,9.09,CLIC
2000-07-27,9.01,CLIC
2000-07-28,7,CLIC
2000-07-29,7.8,CLIC
2000-07-30,5.99,CLIC
2000-07-31,6.18,CLIC
2000-08-01,7.85,CLIC
2000-08-02,8.8,CLIC
2000-08-03,8.13,CLIC
2000-08-04,8.46,CLIC
2000-08-05,8.59,CLIC
2000-08-06,11.95,CLIC
2000-08-07,10.75,CLIC
2000-08-08,10.28,CLIC
2000-08-09,4.68,CLIC
2000-08-10,6.44,CLIC
2000-08-11,8.76,CLIC
2000-08-12,8.38,CLIC
2000-08-13,8.14,CLIC
2000-08-14,8.6,CLIC
2000-08-15,0.42,CLIC
2000-08-16,6.13,CLIC
2000-08-17,9.14,CLIC
2000-08-18,8.74,CLIC
2000-08-19,6.55,CLIC
2000-08-20,7.77,CLIC
2000-08-21,6.35,CLIC
2000-08-22,8.6,CLIC
2000-08-23,6.22,CLIC
2000-08-24,8.45,CLIC
2000-08-25,7.55,CLIC
2000-08-26,7.63,CLIC
2000-08-27,7.89,CLIC
2000-08-28,9.14,CLIC
2000-08-29,6.31,CLIC
2000-08-30,9.46,CLIC
2000-08-31,11.68,CLIC
2000-09-01,8.54,CLIC
2000-09-02,8.98,CLIC
2000-09-03,9.48,CLIC
2000-09-04,8.58,CLIC
2000-09-05,10.22,CLIC
2000-09-06,10.72,CLIC
2000-09-07,6.55,CLIC
2000-09-08,7.01,CLIC
2000-09-09,9.52,CLIC
2000-09-10,6.14,CLIC
2000-09-11,9.86,CLIC
2000-09-12,8.06,CLIC
2000-09-13,7.91,CLIC
2000-09-14,0.34,CLIC
2000-09-15,4.04,CLIC
2000-09-16,6.42,CLIC
2000-09-17,6.74,CLIC
2000-09-18,6.79,CLIC
2000-09-19,8.47,CLIC
2000-09-20,6.12,CLIC
2000-09-21,7.31,CLIC
2000-09-22,8.9,CLIC
2000-09-23,7.32,CLIC
2000-09-24,0,CLIC
2000-09-25,0.6,CLIC
2000-09-26,4.71,CLIC
2000-09-27,5.89,CLIC
2000-09-28,5.12,CLIC
2000-09-29,6.6,CLIC
2000-09-30,5.71,CLIC
2000-10-01,5.74,CLIC
2000-10-02,6.21,CLIC
2000-10-03,9.42,CLIC
2000-10-04,7.6,CLIC
2000-10-05,3.23,CLIC
2000-10-07,5.14,CLIC
2000-10-08,0.32,CLIC
2000-10-09,0.42,CLIC
2000-10-10,0.42,CLIC
2000-10-11,0.6,CLIC
2000-10-12,0.49,CLIC
2000-10-13,2.9,CLIC
2000-10-14,5.36,CLIC
2000-10-15,5.56,CLIC
2000-10-16,3.61,CLIC
2000-10-17,5.33,CLIC
2000-10-18,2.62,CLIC
2000-10-19,3.16,CLIC
2000-10-20,2.47,CLIC
2000-10-21,2.95,CLIC
2000-10-22,3.2,CLIC
2000-10-23,4.78,CLIC
2000-10-24,4.64,CLIC
2000-10-27,3.25,CLIC
2000-10-28,5.43,CLIC
2000-10-29,4.82,CLIC
2000-10-30,3.61,CLIC
2000-10-31,2.84,CLIC
2000-11-01,2,CLIC
2000-11-02,2.7,CLIC
2000-11-03,1.15,CLIC
2000-11-04,1.38,CLIC
2000-11-05,4.12,CLIC
2000-11-06,4.7,CLIC
2000-11-07,3.98,CLIC
2000-11-08,2.12,CLIC
2000-11-09,1.95,CLIC
2000-11-10,2.82,CLIC
2000-11-11,1.88,CLIC
2000-11-12,3.04,CLIC
2000-11-13,2.01,CLIC
2000-11-14,3.67,CLIC
2000-11-15,1.7,CLIC
2000-11-16,2,CLIC
2000-11-17,0.76,CLIC
2000-11-18,1.03,CLIC
2000-11-19,1.39,CLIC
2000-11-20,1.02,CLIC
2000-11-21,1.96,CLIC
2000-11-22,1.07,CLIC
2000-11-23,3.63,CLIC
2000-11-24,3.08,CLIC
2000-11-25,2.69,CLIC
2000-11-26,2.19,CLIC
2000-11-27,2.06,CLIC
2000-11-28,1.95,CLIC
2000-11-29,3.04,CLIC
2000-11-30,3.9,CLIC
2000-12-01,1.65,CLIC
2000-12-02,1.8,CLIC
2000-12-03,1.93,CLIC
2000-12-04,0.62,CLIC
2000-12-05,0.75,CLIC
2000-12-06,0.97,CLIC
2000-12-07,0.76,CLIC
2000-12-08,1.26,CLIC
2000-12-09,1.46,CLIC
2000-12-10,1,CLIC
2000-12-11,2.6,CLIC
2000-12-12,0.66,CLIC
2000-12-13,1.81,CLIC
2000-12-14,1.13,CLIC
2000-12-15,0.95,CLIC
2000-12-16,0.24,CLIC
2000-12-17,1.01,CLIC
2000-12-18,3.19,CLIC
2000-12-19,3.23,CLIC
2000-12-20,3.23,CLIC
2000-12-21,1.05,CLIC
2000-12-22,1.85,CLIC
2000-12-23,1.05,CLIC
2000-12-24,0.9,CLIC
2000-12-25,1.99,CLIC
2000-12-26,3,CLIC
2000-12-27,1.89,CLIC
2000-12-28,2.01,CLIC
2000-12-29,1.6,CLIC
2000-12-30,1.64,CLIC
2000-12-31,1.87,CLIC
2001-01-01,0.5,CLIC
2001-01-02,0.18,CLIC
2001-01-03,0.1,CLIC
2001-01-04,1.44,CLIC
2001-01-05,1.3,CLIC
2001-01-06,2.7,CLIC
2001-01-07,4.18,CLIC
2001-01-08,2.55,CLIC
2001-01-09,1.5,CLIC
2001-01-10,1.95,CLIC
2001-01-11,2.24,CLIC
2001-01-12,2.24,CLIC
2001-01-13,2.93,CLIC
2001-01-14,2.54,CLIC
2001-01-15,2.1,CLIC
2001-01-16,2.02,CLIC
2001-01-17,2.57,CLIC
2001-01-18,0.61,CLIC
2001-01-19,1.3,CLIC
2001-01-20,2.3,CLIC
2001-01-21,2.86,CLIC
2001-01-22,2.78,CLIC
2001-01-23,2.06,CLIC
2001-01-24,3.54,CLIC
2001-01-25,2.25,CLIC
2001-01-26,2.88,CLIC
2001-01-27,2.62,CLIC
2001-01-28,4.63,CLIC
2001-01-29,3.28,CLIC
2001-01-30,3.56,CLIC
2001-01-31,0.69,CLIC
2001-02-01,1.93,CLIC
2001-02-02,0.26,CLIC
2001-02-03,0.43,CLIC
2001-02-04,1.52,CLIC
2001-02-05,4.56,CLIC
2001-02-06,3.74,CLIC
2001-02-07,2.97,CLIC
2001-02-08,2.06,CLIC
2001-02-09,3.44,CLIC
2001-02-10,3.75,CLIC
2001-02-11,1.52,CLIC
2001-02-12,2.63,CLIC
2001-02-13,1.45,CLIC
2001-02-14,4.96,CLIC
2001-02-15,4.39,CLIC
2001-02-16,6.2,CLIC
2001-02-17,4.94,CLIC
2001-02-18,3.89,CLIC
2001-02-19,1.65,CLIC
2001-02-20,5.37,CLIC
2001-02-21,3.33,CLIC
2001-02-22,4.53,CLIC
2001-02-23,5.24,CLIC
2001-02-24,5.92,CLIC
2001-02-25,6.32,CLIC
2001-02-26,4.8,CLIC
2001-02-27,7.2,CLIC
2001-02-28,4.02,CLIC
2001-03-01,0.06,CLIC
2001-03-02,1.85,CLIC
2001-03-03,2.73,CLIC
2001-03-04,4.45,CLIC
2001-03-05,3.58,CLIC
2001-03-06,4.42,CLIC
2001-03-07,2.65,CLIC
2001-03-08,5.69,CLIC
2001-03-09,7.01,CLIC
2001-03-10,2.02,CLIC
2001-03-11,5.02,CLIC
2001-03-12,6.93,CLIC
2001-03-13,7.03,CLIC
2001-03-14,4.07,CLIC
2001-03-15,7.93,CLIC
2001-03-16,6.32,CLIC
2001-03-17,2.06,CLIC
2001-03-18,0.15,CLIC
2001-03-19,0.07,CLIC
2001-03-20,4.17,CLIC
2001-03-21,4.65,CLIC
2001-03-22,5,CLIC
2001-03-23,7.68,CLIC
2001-03-24,5,CLIC
2001-03-25,0.77,CLIC
2001-03-26,0.33,CLIC
2001-03-27,1.95,CLIC
2001-03-28,2.32,CLIC
2001-03-29,1.4,CLIC
2001-03-30,2.99,CLIC
2001-03-31,5.39,CLIC
2001-04-01,6.25,CLIC
2001-04-02,7.74,CLIC
2001-04-03,5.34,CLIC
2001-04-04,8.65,CLIC
2001-04-05,7.55,CLIC
2001-04-06,7.44,CLIC
2001-04-07,6.24,CLIC
2001-04-08,7.08,CLIC
2001-04-09,9.76,CLIC
2001-04-10,10.04,CLIC
2001-04-11,7.65,CLIC
2001-04-12,5.79,CLIC
2001-04-13,7.78,CLIC
2001-04-14,7.25,CLIC
2001-04-15,8.18,CLIC
2001-04-16,8.17,CLIC
2001-04-17,6.93,CLIC
2001-04-18,0.19,CLIC
2001-04-19,4.1,CLIC
2001-04-20,7.04,CLIC
2001-04-21,8.24,CLIC
2001-04-22,7.6,CLIC
2001-04-23,5.5,CLIC
2001-04-24,2.83,CLIC
2001-04-25,2.56,CLIC
2001-04-26,2.58,CLIC
2001-04-27,2.2,CLIC
2001-04-28,1.75,CLIC
2001-04-29,3.5,CLIC
2001-04-30,2,CLIC
2001-05-01,5.93,CLIC
2001-05-02,5.68,CLIC
2001-05-03,7.14,CLIC
2001-05-04,3.05,CLIC
2001-05-05,3.39,CLIC
2001-05-06,5.57,CLIC
2001-05-07,3.47,CLIC
2001-05-08,4.36,CLIC
2001-05-09,5.7,CLIC
2001-05-10,7.97,CLIC
2001-05-11,6.91,CLIC
2001-05-12,6.87,CLIC
2001-05-13,4.53,CLIC
2001-05-14,7.24,CLIC
2001-05-15,8.49,CLIC
2001-05-16,5.74,CLIC
2001-05-17,8.44,CLIC
2001-05-18,10.04,CLIC
2001-05-19,6.75,CLIC
2001-05-20,10.73,CLIC
2001-05-21,6.54,CLIC
2001-05-22,1.85,CLIC
2001-05-23,5.03,CLIC
2001-05-24,7.07,CLIC
2001-05-25,6.09,CLIC
2001-05-26,9.7,CLIC
2001-05-27,7.29,CLIC
2001-05-28,11.19,CLIC
2001-05-29,8.85,CLIC
2001-05-30,8.94,CLIC
2001-05-31,8.14,CLIC
2001-06-01,9.58,CLIC
2001-06-02,12.98,CLIC
2001-06-03,8.65,CLIC
2001-06-04,9.53,CLIC
2001-06-05,10.54,CLIC
2001-06-06,9.81,CLIC
2001-06-07,10.22,CLIC
2001-06-08,6.66,CLIC
2001-06-09,7.99,CLIC
2001-06-10,10.55,CLIC
2001-06-11,8.41,CLIC
2001-06-12,8.18,CLIC
2001-06-13,9.8,CLIC
2001-06-14,5.07,CLIC
2001-06-15,4.56,CLIC
2001-06-16,1.65,CLIC
2001-06-17,3.62,CLIC
2001-06-18,7.79,CLIC
2001-06-19,8.78,CLIC
2001-06-20,10.46,CLIC
2001-06-21,6.49,CLIC
2001-06-22,7.82,CLIC
2001-06-23,4.79,CLIC
2001-06-24,12.54,CLIC
2001-06-25,10.29,CLIC
2001-06-26,7.72,CLIC
2001-06-27,9.63,CLIC
2001-06-28,10.55,CLIC
2001-06-29,11.04,CLIC
2001-06-30,6.06,CLIC
2001-07-01,4.77,CLIC
2001-07-02,1,CLIC
2001-07-03,2.01,CLIC
2001-07-04,3.74,CLIC
2001-07-05,5.05,CLIC
2001-07-06,10.1,CLIC
2001-07-07,7.52,CLIC
2001-07-08,10.66,CLIC
2001-07-09,11.09,CLIC
2001-07-10,8.77,CLIC
2001-07-11,10.57,CLIC
2001-07-12,8.37,CLIC
2001-07-13,6.9,CLIC
2001-07-14,5.99,CLIC
2001-07-15,7.01,CLIC
2001-07-16,9.81,CLIC
2001-07-17,11.27,CLIC
2001-07-18,10.37,CLIC
2001-07-19,8.74,CLIC
2001-07-20,9.81,CLIC
2001-07-21,9.2,CLIC
2001-07-22,10.29,CLIC
2001-07-23,12.16,CLIC
2001-07-24,7.29,CLIC
2001-07-25,8.26,CLIC
2001-07-26,7.11,CLIC
2001-07-27,10.31,CLIC
2001-07-28,9.64,CLIC
2001-07-29,9.29,CLIC
2001-07-30,14.65,CLIC
2001-07-31,7.19,CLIC
2001-08-01,9.27,CLIC
2001-08-02,3.11,CLIC
2001-08-03,3.14,CLIC
2001-08-04,8.15,CLIC
2001-08-05,9.08,CLIC
2001-08-06,9.36,CLIC
2001-08-07,6.84,CLIC
2001-08-08,9.92,CLIC
2001-08-09,10.19,CLIC
2001-08-10,10.7,CLIC
2001-08-11,10.1,CLIC
2001-08-12,6.8,CLIC
2001-08-13,13.79,CLIC
2001-08-14,9.88,CLIC
2001-08-15,12.71,CLIC
2001-08-16,9.79,CLIC
2001-08-17,8.06,CLIC
2001-08-18,7.27,CLIC
2001-08-19,11.28,CLIC
2001-08-20,11.57,CLIC
2001-08-21,9.77,CLIC
2001-08-22,9.3,CLIC
2001-08-23,10.2,CLIC
2001-08-24,10.68,CLIC
2001-08-25,8.35,CLIC
2001-08-26,10.57,CLIC
2001-08-27,4.23,CLIC
2001-08-28,4.84,CLIC
2001-08-29,1.39,CLIC
2001-08-30,3.6,CLIC
2001-08-31,3.8,CLIC
2001-09-01,4.47,CLIC
2001-09-02,6.95,CLIC
2001-09-03,12.68,CLIC
2001-09-04,5.42,CLIC
2001-09-05,8.55,CLIC
2001-09-06,7.8,CLIC
2001-09-07,7.85,CLIC
2001-09-08,5.3,CLIC
2001-09-09,0,CLIC
2001-09-10,0,CLIC
2001-09-11,7.8,CLIC
2001-09-12,7.45,CLIC
2001-09-13,8.34,CLIC
2001-09-14,6.29,CLIC
2001-09-15,6.92,CLIC
2001-09-16,4.42,CLIC
2001-09-17,4.78,CLIC
2001-09-18,5.8,CLIC
2001-09-19,5.25,CLIC
2001-09-20,2.49,CLIC
2001-09-21,2.89,CLIC
2001-09-22,0,CLIC
2001-09-23,0,CLIC
2001-09-24,5,CLIC
2001-09-25,5.43,CLIC
2001-09-26,5.12,CLIC
2001-09-27,4.14,CLIC
2001-09-28,3.2,CLIC
2001-09-29,4.86,CLIC
2001-09-30,3.71,CLIC
2001-10-01,6.07,CLIC
2001-10-02,3.27,CLIC
2001-10-03,4.71,CLIC
2001-10-04,4.4,CLIC
2001-10-05,7.22,CLIC
2001-10-06,4.72,CLIC
2001-10-07,3.51,CLIC
2001-10-08,4.5,CLIC
2001-10-09,4.75,CLIC
2001-10-10,5.19,CLIC
2001-10-11,3.56,CLIC
2001-10-12,5.54,CLIC
2001-10-13,6.9,CLIC
2001-10-14,5.17,CLIC
2001-10-15,6.48,CLIC
2001-10-16,3.15,CLIC
2001-10-17,3.94,CLIC
2001-10-18,3.41,CLIC
2001-10-19,6.34,CLIC
2001-10-20,2.8,CLIC
2001-10-21,3.07,CLIC
2001-10-22,6.98,CLIC
2001-10-23,5.36,CLIC
2001-10-24,5.99,CLIC
2001-10-25,3.8,CLIC
2001-10-26,2.95,CLIC
2001-10-27,4.84,CLIC
2001-10-28,3.96,CLIC
2001-10-29,4.05,CLIC
2001-10-30,5,CLIC
2001-10-31,3.68,CLIC
2001-11-01,5.89,CLIC
2001-11-02,2.43,CLIC
2001-11-03,2.43,CLIC
2001-11-04,4.32,CLIC
2001-11-05,3.89,CLIC
2001-11-06,4.11,CLIC
2001-11-07,3.05,CLIC
2001-11-08,3.77,CLIC
2001-11-09,1.33,CLIC
2001-11-10,4.45,CLIC
2001-11-11,2.35,CLIC
2001-11-12,2.43,CLIC
2001-11-13,4.59,CLIC
2001-11-14,2.08,CLIC
2001-11-15,4.1,CLIC
2001-11-16,3.09,CLIC
2001-11-17,3.81,CLIC
2001-11-18,2.8,CLIC
2001-11-19,4.5,CLIC
2001-11-20,1,CLIC
2001-11-21,1.5,CLIC
2001-11-22,2.95,CLIC
2001-11-23,5,CLIC
2001-11-24,4.05,CLIC
2001-11-25,2.05,CLIC
2001-11-26,2.95,CLIC
2001-11-27,5.62,CLIC
2001-11-28,3.99,CLIC
2001-11-29,2.35,CLIC
2001-11-30,0.89,CLIC
2001-12-01,0.15,CLIC
2001-12-02,2.05,CLIC
2001-12-03,2.35,CLIC
2001-12-04,3.3,CLIC
2001-12-05,2.69,CLIC
2001-12-06,3.56,CLIC
2001-12-07,3.1,CLIC
2001-12-08,3.85,CLIC
2001-12-09,2.2,CLIC
2001-12-10,2.05,CLIC
2001-12-11,2.03,CLIC
2001-12-12,2.82,CLIC
2001-12-13,2.8,CLIC
2001-12-14,4.2,CLIC
2001-12-15,1.95,CLIC
2001-12-16,1.98,CLIC
2001-12-17,2.57,CLIC
2001-12-18,3.9,CLIC
2001-12-19,2.4,CLIC
2001-12-20,3.4,CLIC
2001-12-21,2.7,CLIC
2001-12-22,2.66,CLIC
2001-12-23,3.88,CLIC
2001-12-24,2.26,CLIC
2001-12-25,2.95,CLIC
2001-12-26,2.4,CLIC
2001-12-27,1.99,CLIC
2001-12-28,3.05,CLIC
2001-12-29,3.69,CLIC
2001-12-30,3.18,CLIC
2001-12-31,2.98,CLIC
2002-01-01,2.05,CLIC
2002-01-02,1.91,CLIC
2002-01-03,1.8,CLIC
2002-01-04,2.49,CLIC
2002-01-05,3.21,CLIC
2002-01-06,3.05,CLIC
2002-01-07,3.85,CLIC
2002-01-08,3.3,CLIC
2002-01-09,3.05,CLIC
2002-01-10,3.8,CLIC
2002-01-11,2.1,CLIC
2002-01-12,3.1,CLIC
2002-01-13,3.05,CLIC
2002-01-14,3.1,CLIC
2002-01-15,3.05,CLIC
2002-01-16,3.65,CLIC
2002-01-17,4.15,CLIC
2002-01-18,2.65,CLIC
2002-01-19,2.53,CLIC
2002-01-20,3.59,CLIC
2002-01-21,2.28,CLIC
2002-01-22,3.5,CLIC
2002-01-23,3.69,CLIC
2002-01-24,7.91,CLIC
2002-01-25,4.36,CLIC
2002-01-26,2.19,CLIC
2002-01-27,3.05,CLIC
2002-01-28,3.2,CLIC
2002-01-29,5.85,CLIC
2002-01-30,5.37,CLIC
2002-01-31,5.52,CLIC
2002-02-01,3.91,CLIC
2002-02-02,4,CLIC
2002-02-03,1.98,CLIC
2002-02-04,0.42,CLIC
2002-02-05,0.8,CLIC
2002-02-06,1.17,CLIC
2002-02-07,2.94,CLIC
2002-02-08,3.22,CLIC
2002-02-09,7.03,CLIC
2002-02-10,3.08,CLIC
2002-02-11,2.85,CLIC
2002-02-12,1.8,CLIC
2002-02-13,0.15,CLIC
2002-02-14,2.8,CLIC
2002-02-15,2.05,CLIC
2002-02-16,3.15,CLIC
2002-02-17,3.03,CLIC
2002-02-18,5.77,CLIC
2002-02-19,6.69,CLIC
2002-02-20,4.1,CLIC
2002-02-21,9.31,CLIC
2002-02-22,7.4,CLIC
2002-02-23,5.2,CLIC
2002-02-24,2.58,CLIC
2002-02-25,3.8,CLIC
2002-02-26,6.05,CLIC
2002-02-27,5.05,CLIC
2002-02-28,5.05,CLIC
2002-03-01,4.43,CLIC
2002-03-02,7.03,CLIC
2002-03-03,3.85,CLIC
2002-03-04,4.05,CLIC
2002-03-05,4.13,CLIC
2002-03-06,5.39,CLIC
2002-03-07,3.8,CLIC
2002-03-08,6.42,CLIC
2002-03-09,6.15,CLIC
2002-03-10,5.31,CLIC
2002-03-11,3.81,CLIC
2002-03-12,6.89,CLIC
2002-03-13,5.92,CLIC
2002-03-14,6.83,CLIC
2002-03-15,7.14,CLIC
2002-03-16,6.33,CLIC
2002-03-17,4.9,CLIC
2002-03-18,6.97,CLIC
2002-03-19,9.58,CLIC
2002-03-20,10.15,CLIC
2002-03-21,5.65,CLIC
2002-03-22,5.1,CLIC
2002-03-23,5.39,CLIC
2002-03-24,6.28,CLIC
2002-03-25,6.67,CLIC
2002-03-26,4.19,CLIC
2002-03-27,3.08,CLIC
2002-03-28,6.72,CLIC
2002-03-29,7.1,CLIC
2002-03-30,9.3,CLIC
2002-03-31,10.4,CLIC
2002-04-01,9.15,CLIC
2002-04-02,7.06,CLIC
2002-04-03,2.92,CLIC
2002-04-04,0.85,CLIC
2002-04-05,1.9,CLIC
2002-04-06,1.65,CLIC
2002-04-07,11.17,CLIC
2002-04-08,10.21,CLIC
2002-04-09,4.78,CLIC
2002-04-10,5.74,CLIC
2002-04-11,6.57,CLIC
2002-04-12,8.87,CLIC
2002-04-13,7.4,CLIC
2002-04-14,7.34,CLIC
2002-04-15,6.79,CLIC
2002-04-16,8.47,CLIC
2002-04-17,9.03,CLIC
2002-04-18,8.14,CLIC
2002-04-19,8.89,CLIC
2002-04-20,10.94,CLIC
2002-04-21,8.92,CLIC
2002-04-22,9.01,CLIC
2002-04-23,7.2,CLIC
2002-04-24,8.13,CLIC
2002-04-25,10.15,CLIC
2002-04-26,9.59,CLIC
2002-04-27,11.68,CLIC
2002-04-28,7.46,CLIC
2002-04-29,8.89,CLIC
2002-04-30,11.72,CLIC
2002-05-01,11.17,CLIC
2002-05-02,10.66,CLIC
2002-05-03,10.8,CLIC
2002-05-04,10.18,CLIC
2002-05-05,9.07,CLIC
2002-05-06,9.46,CLIC
2002-05-07,10.39,CLIC
2002-05-08,10.38,CLIC
2002-05-09,9.64,CLIC
2002-05-10,9.23,CLIC
2002-05-11,10.35,CLIC
2002-05-12,10.25,CLIC
2002-05-13,6.32,CLIC
2002-05-14,6.58,CLIC
2002-05-15,7.09,CLIC
2002-05-16,7.11,CLIC
2002-05-17,8.38,CLIC
2002-05-18,3.72,CLIC
2002-05-19,8.41,CLIC
2002-05-20,6.46,CLIC
2002-05-21,9.73,CLIC
2002-05-22,9.5,CLIC
2002-05-23,7.22,CLIC
2002-05-24,0,CLIC
2002-05-25,0,CLIC
2002-05-26,0,CLIC
2002-05-27,0,CLIC
2002-05-28,0,CLIC
2002-05-29,0,CLIC
2002-05-30,0,CLIC
2002-05-31,0,CLIC
2007-05-07,6.8,CLIC
2007-05-08,6.48,CLIC
2007-05-09,7.7,CLIC
2007-05-10,6.92,CLIC
2007-05-11,3.9,CLIC
2007-05-12,3.1,CLIC
2007-05-13,4.12,CLIC
2007-05-14,8.5,CLIC
2007-05-15,5.35,CLIC
2007-05-16,7.37,CLIC
2007-05-17,4.42,CLIC
2007-05-18,7.8,CLIC
2007-05-19,5.5,CLIC
2007-05-20,6.56,CLIC
2007-05-21,6.7,CLIC
2007-05-22,5.19,CLIC
2007-05-23,5.08,CLIC
2007-05-24,5.6,CLIC
2007-05-25,4.42,CLIC
2007-05-26,1.1,CLIC
2007-05-27,5.16,CLIC
2007-05-28,7.19,CLIC
2007-05-29,7.53,CLIC
2007-05-30,6.75,CLIC
2007-05-31,7.56,CLIC
2007-06-01,8.4,CLIC
2007-06-02,8.29,CLIC
2007-06-03,6.58,CLIC
2007-06-04,4,CLIC
2007-06-05,6.27,CLIC
2007-06-06,8.39,CLIC
2007-06-07,8.53,CLIC
2007-06-08,6.26,CLIC
2007-06-09,2.58,CLIC
2007-06-10,9.95,CLIC
2007-06-11,8.5,CLIC
2007-06-12,9.31,CLIC
2007-06-13,8.13,CLIC
2007-06-14,8.6,CLIC
2007-06-15,8.44,CLIC
2007-06-16,7,CLIC
2007-06-17,9.38,CLIC
2007-06-18,8.8,CLIC
2007-06-19,6.25,CLIC
2007-06-20,5.2,CLIC
2007-06-21,3.65,CLIC
2007-06-22,5,CLIC
2007-06-23,5.9,CLIC
2007-06-24,7,CLIC
2007-06-25,8.87,CLIC
2007-06-26,7.56,CLIC
2007-06-27,7.04,CLIC
2007-07-01,5.69,CLIC
2007-07-02,6.59,CLIC
2007-07-03,4.9,CLIC
2007-07-04,6.39,CLIC
2007-07-05,2.07,CLIC
2007-07-06,5.75,CLIC
2007-07-07,8.35,CLIC
2007-07-08,8.19,CLIC
2007-07-09,9.01,CLIC
2007-07-10,7.14,CLIC
2007-07-11,9.41,CLIC
2007-07-12,7.48,CLIC
2007-07-13,6.97,CLIC
2007-07-14,8.93,CLIC
2007-07-15,6.69,CLIC
2007-07-16,4.73,CLIC
2007-07-17,7.09,CLIC
2007-07-18,1.56,CLIC
2007-07-19,2,CLIC
2007-07-20,4.1,CLIC
2007-07-21,6.24,CLIC
2007-07-22,5.94,CLIC
2007-07-23,6.91,CLIC
2007-07-24,6.63,CLIC
2007-07-25,5.41,CLIC
2007-07-26,3.6,CLIC
2007-07-27,2.69,CLIC
2007-07-28,5.13,CLIC
2007-07-29,4.15,CLIC
2007-07-30,9.72,CLIC
2007-07-31,6.03,CLIC
2007-09-12,4.84,CLIC
2007-09-13,5.26,CLIC
2007-09-14,5.21,CLIC
2007-09-15,5.76,CLIC
2007-09-16,1.65,CLIC
2007-09-17,6.84,CLIC
2007-09-18,7.07,CLIC
2007-09-19,5.5,CLIC
2007-09-20,5.05,CLIC
2007-09-21,6.3,CLIC
2007-09-22,5.42,CLIC
2007-09-23,6.12,CLIC
2007-09-24,4.81,CLIC
2007-09-25,6.15,CLIC
2007-09-26,6.31,CLIC
2007-09-27,5.8,CLIC
2007-09-28,3.08,CLIC
2007-09-29,2.81,CLIC
2007-09-30,4.59,CLIC
2007-10-01,4.1,CLIC
2007-10-02,4.92,CLIC
2007-10-03,7.55,CLIC
2007-10-04,4.87,CLIC
2007-10-05,5.98,CLIC
2007-10-06,2.6,CLIC
2007-10-07,6.08,CLIC
2007-10-08,5.01,CLIC
2007-10-09,2.29,CLIC
2007-10-10,2.07,CLIC
2007-10-11,4.33,CLIC
2007-10-12,5.79,CLIC
2007-10-13,5.96,CLIC
2007-10-14,4.25,CLIC
2007-10-15,3.69,CLIC
2007-10-16,3.84,CLIC
2007-10-17,5.12,CLIC
2007-10-18,5.48,CLIC
2007-10-19,6.24,CLIC
2007-10-20,5.62,CLIC
2007-10-21,3.69,CLIC
2007-10-22,2.5,CLIC
2007-10-23,4.49,CLIC
2007-10-24,5.76,CLIC
2007-10-25,3.01,CLIC
2007-10-26,5.01,CLIC
2007-10-27,5.1,CLIC
2007-10-28,5.85,CLIC
2007-10-29,3,CLIC
2007-10-30,6.03,CLIC
2007-10-31,2.67,CLIC
2007-11-01,2.53,CLIC
2007-11-02,5.17,CLIC
2007-11-03,3.67,CLIC
2007-11-04,3.06,CLIC
