Estación: ,C19185,EL CANADA
2007-01-29,2.83,CLIC
2007-01-30,2.07,CLIC
2007-01-31,5.99,CLIC
2007-02-01,4.06,CLIC
2007-02-02,2.5,CLIC
2007-02-03,3.75,CLIC
2007-02-04,2.2,CLIC
2007-02-05,3.71,CLIC
2007-02-06,5.29,CLIC
2007-02-07,5.05,CLIC
2007-02-08,4.87,CLIC
2007-02-09,1.16,CLIC
2007-02-10,2.16,CLIC
2007-02-11,5.76,CLIC
2007-02-12,6.7,CLIC
2007-02-13,4.35,CLIC
2007-02-14,2,CLIC
2007-02-15,3.87,CLIC
2007-02-16,3.75,CLIC
2007-02-17,6.27,CLIC
2007-02-18,5.95,CLIC
2007-02-19,9.87,CLIC
2007-02-20,6.18,CLIC
2007-02-21,5.11,CLIC
2007-02-22,5.73,CLIC
2007-02-23,6,CLIC
2007-02-24,6,CLIC
2007-02-25,6.02,CLIC
2007-02-26,6.74,CLIC
2007-02-27,7.06,CLIC
2007-02-28,8.1,CLIC
2007-03-01,9.05,CLIC
2007-03-02,6.25,CLIC
2007-03-03,6.8,CLIC
2007-03-04,6.8,CLIC
2007-03-05,6.3,CLIC
2007-03-06,5.3,CLIC
2007-03-07,6.7,CLIC
2007-03-08,6.4,CLIC
2007-03-09,7.6,CLIC
2007-03-10,6.05,CLIC
2007-03-11,6.9,CLIC
2007-03-12,5.11,CLIC
2007-03-13,5.39,CLIC
2007-03-14,8,CLIC
2007-03-15,8.06,CLIC
2007-03-16,7.94,CLIC
2007-03-17,6.99,CLIC
2007-03-18,3.41,CLIC
2007-03-19,7.6,CLIC
2007-03-20,2.7,CLIC
2007-03-21,5.3,CLIC
2007-03-22,4.5,CLIC
2007-03-23,3.1,CLIC
2007-03-24,3.3,CLIC
2007-03-25,2.04,CLIC
2007-03-26,5.5,CLIC
2007-03-27,9.06,CLIC
2007-03-28,2.88,CLIC
2007-03-29,6.12,CLIC
2007-03-30,7.99,CLIC
2007-03-31,7.91,CLIC
2007-04-01,4.72,CLIC
2007-04-02,5.31,CLIC
2007-04-03,5.07,CLIC
2007-04-04,1.6,CLIC
2007-04-11,5.3,CLIC
2007-04-12,8.55,CLIC
2007-04-13,6.05,CLIC
2007-04-14,5.5,CLIC
2007-04-15,8.05,CLIC
2007-04-16,4.44,CLIC
2007-04-17,4.01,CLIC
2007-04-18,4.6,CLIC
2007-04-23,4.3,CLIC
2007-04-24,6.06,CLIC
2007-04-25,6.73,CLIC
2007-04-26,6.88,CLIC
2007-04-27,4.93,CLIC
2007-04-28,1.77,CLIC
2007-04-29,4.23,CLIC
2007-04-30,4.23,CLIC
2007-05-01,5.09,CLIC
2007-05-02,5,CLIC
2007-05-03,5.06,CLIC
2007-05-04,6.93,CLIC
2007-05-05,5.91,CLIC
2007-05-06,7.9,CLIC
2007-05-07,7.48,CLIC
2007-05-08,2.98,CLIC
2007-05-09,1.89,CLIC
2007-05-10,3.66,CLIC
2007-05-11,5.78,CLIC
2007-05-12,6.82,CLIC
2007-05-13,5.77,CLIC
2007-05-14,4.87,CLIC
2007-05-15,3.78,CLIC
2007-05-16,2.12,CLIC
2007-05-17,4.48,CLIC
2007-05-18,1.77,CLIC
2007-05-19,1.66,CLIC
2007-05-20,4.48,CLIC
2007-05-21,5.66,CLIC
2007-05-22,6.7,CLIC
2007-05-23,4.75,CLIC
2007-05-24,3.86,CLIC
2007-05-25,2.75,CLIC
2007-05-26,3.29,CLIC
2007-05-27,3.7,CLIC
2007-05-28,6.78,CLIC
2007-05-29,5.12,CLIC
2007-05-30,6.04,CLIC
2007-05-31,4.96,CLIC
2007-06-01,5.33,CLIC
2007-06-02,6.75,CLIC
2007-06-03,5.75,CLIC
2007-06-04,4.95,CLIC
2007-06-05,5.02,CLIC
2007-06-06,4.89,CLIC
2007-06-07,3.81,CLIC
2007-06-08,4.61,CLIC
2007-06-09,5.76,CLIC
2007-06-10,4.98,CLIC
2007-06-11,5.15,CLIC
2007-06-12,6.05,CLIC
2007-06-13,4.94,CLIC
2007-06-14,6.21,CLIC
2007-06-15,7.3,CLIC
2007-06-16,8.64,CLIC
2007-06-17,5.96,CLIC
2007-06-18,8.09,CLIC
2007-06-19,7.49,CLIC
2007-06-20,7.87,CLIC
2007-06-21,6.74,CLIC
2007-06-22,6.81,CLIC
2007-06-23,7.09,CLIC
2007-06-24,7.05,CLIC
2007-06-25,6.35,CLIC
2007-06-26,6.78,CLIC
2007-06-27,7.91,CLIC
2007-06-28,7.01,CLIC
2007-06-29,6.6,CLIC
2007-06-30,7.3,CLIC
2007-07-01,5.37,CLIC
2007-07-02,6.94,CLIC
2007-07-03,6.86,CLIC
2007-07-04,7.98,CLIC
2007-07-05,6.46,CLIC
2007-07-06,7.14,CLIC
2007-07-07,6.26,CLIC
2007-07-08,6.2,CLIC
2007-07-09,6.8,CLIC
2007-07-10,6.5,CLIC
2007-07-11,7.02,CLIC
2007-07-12,5.1,CLIC
2007-07-13,6.8,CLIC
2007-07-14,7.4,CLIC
2007-07-15,2.53,CLIC
2007-07-16,1.98,CLIC
2007-07-17,8.09,CLIC
2007-07-18,5.76,CLIC
2007-07-19,4.74,CLIC
2007-07-20,5.96,CLIC
2007-07-21,9.54,CLIC
2007-07-22,5.39,CLIC
2007-07-23,6.01,CLIC
2007-07-24,8.4,CLIC
2007-07-25,8.86,CLIC
2007-07-26,6.24,CLIC
2007-07-27,6.1,CLIC
2007-07-28,4.4,CLIC
2007-07-29,8.66,CLIC
2007-07-30,7.13,CLIC
2007-07-31,7.59,CLIC
2007-08-01,6.78,CLIC
2007-08-02,5.32,CLIC
2007-08-03,7.99,CLIC
2007-08-04,6.01,CLIC
2007-08-05,9.74,CLIC
2007-08-06,8.3,CLIC
2007-08-07,8.97,CLIC
2007-08-08,7.54,CLIC
2007-08-09,6.3,CLIC
2007-08-10,6.39,CLIC
2007-08-11,8.27,CLIC
2007-08-12,13.24,CLIC
2007-08-13,7.68,CLIC
2007-08-14,9.08,CLIC
2007-08-15,7.14,CLIC
2007-08-16,7.99,CLIC
2007-08-17,8.01,CLIC
2007-08-18,6.14,CLIC
2007-08-19,7.26,CLIC
2007-08-20,10.1,CLIC
2007-08-21,7.78,CLIC
2007-08-22,8.12,CLIC
2007-08-23,5.99,CLIC
2007-08-24,6.38,CLIC
2007-08-25,9.17,CLIC
2007-08-26,4.15,CLIC
2007-08-27,5.78,CLIC
2007-08-28,4.86,CLIC
2007-08-29,4.88,CLIC
2007-08-30,6.89,CLIC
2007-08-31,2.3,CLIC
2007-09-01,8.74,CLIC
2007-09-02,3.71,CLIC
2007-09-03,4.4,CLIC
2007-09-04,6.35,CLIC
2007-09-05,5.2,CLIC
2007-09-06,7.3,CLIC
2007-09-07,6.49,CLIC
2007-09-08,7.1,CLIC
2007-09-09,6.97,CLIC
2007-09-10,7.87,CLIC
2007-09-11,8.77,CLIC
2007-09-12,6.8,CLIC
2007-09-13,9.74,CLIC
2007-09-14,5.44,CLIC
2007-09-15,7.18,CLIC
2007-09-16,4.86,CLIC
2007-09-17,7.78,CLIC
2007-09-18,5.44,CLIC
2007-09-19,6.64,CLIC
2007-09-20,7.22,CLIC
2007-09-21,6.25,CLIC
2007-09-22,7.55,CLIC
2007-09-23,7.74,CLIC
2007-09-24,7.71,CLIC
2007-09-25,6.96,CLIC
2007-09-26,7.9,CLIC
2007-09-27,8.04,CLIC
2007-09-28,6.05,CLIC
2007-09-29,6.95,CLIC
2007-09-30,4.95,CLIC
2007-10-01,6.99,CLIC
2007-10-02,5.95,CLIC
2007-10-03,4.97,CLIC
2007-10-04,5.49,CLIC
2007-10-05,8.6,CLIC
2007-10-06,5.4,CLIC
2007-10-07,4.6,CLIC
2007-10-08,4.77,CLIC
2007-10-09,4.65,CLIC
2007-10-10,5.66,CLIC
2007-10-11,5.91,CLIC
2007-10-12,6.43,CLIC
2007-10-13,6.48,CLIC
2007-10-14,6.05,CLIC
2007-10-15,5.95,CLIC
2007-10-16,6.4,CLIC
2007-10-17,8.82,CLIC
2007-10-18,8.95,CLIC
2007-10-19,7.46,CLIC
2007-10-20,6.1,CLIC
2007-10-21,5.8,CLIC
2007-10-22,7.74,CLIC
2007-10-23,5.88,CLIC
2007-10-24,8.38,CLIC
2007-10-25,8.05,CLIC
2007-10-26,7.9,CLIC
2007-10-27,7.44,CLIC
2007-10-28,7.46,CLIC
2007-10-29,7.76,CLIC
2007-10-30,7.76,CLIC
2007-10-31,6.88,CLIC
2007-11-01,6.96,CLIC
2007-11-02,6.48,CLIC
2007-11-03,5.66,CLIC
2007-11-04,5.03,CLIC
2007-11-05,5.76,CLIC
2007-11-06,6.2,CLIC
2007-11-07,7.1,CLIC
2007-11-08,6.6,CLIC
2007-11-09,5.99,CLIC
2007-11-10,6.01,CLIC
2007-11-11,5.86,CLIC
2007-11-12,5.08,CLIC
2007-11-13,5.18,CLIC
2007-11-14,5.74,CLIC
2007-11-15,4.2,CLIC
2007-11-16,7.9,CLIC
2007-11-17,5.9,CLIC
2007-11-18,5.58,CLIC
2007-11-19,6.12,CLIC
2007-11-20,5.1,CLIC
2007-11-21,6.26,CLIC
2007-11-22,7.08,CLIC
2007-11-23,4.88,CLIC
2007-11-24,5.1,CLIC
2007-11-25,5.86,CLIC
2007-11-26,4.6,CLIC
2007-11-27,4.04,CLIC
2007-11-28,4.16,CLIC
2007-11-29,6.14,CLIC
2007-11-30,4.97,CLIC
2007-12-01,6.39,CLIC
2007-12-02,5.88,CLIC
2008-01-01,4.91,CLIC
2008-01-02,3.56,CLIC
2008-01-03,6.72,CLIC
2008-01-04,4.81,CLIC
2008-01-05,5.76,CLIC
2008-01-06,6.7,CLIC
2008-01-07,7.8,CLIC
2008-01-08,6.94,CLIC
2008-01-09,7.15,CLIC
2008-01-10,7.03,CLIC
2008-01-11,7.19,CLIC
2008-01-12,5.74,CLIC
2008-01-13,5.87,CLIC
2008-01-14,2.41,CLIC
2008-01-15,1.75,CLIC
2008-01-16,3.74,CLIC
2008-01-17,12.46,CLIC
2008-01-18,2.96,CLIC
2008-01-19,2.98,CLIC
2008-01-20,3.29,CLIC
2008-01-21,4.22,CLIC
2008-01-22,4.72,CLIC
2008-01-23,3.49,CLIC
2008-01-24,2.45,CLIC
2008-01-25,4.75,CLIC
2008-01-26,4.77,CLIC
2008-01-27,4.88,CLIC
2008-01-28,4.97,CLIC
2008-01-29,6.48,CLIC
2008-01-30,5.15,CLIC
2008-01-31,4.71,CLIC
2008-02-01,5.89,CLIC
2008-02-02,7.41,CLIC
2008-02-03,8.45,CLIC
2008-02-04,7.76,CLIC
2008-02-05,7.45,CLIC
2008-02-06,7.46,CLIC
2008-02-07,6.85,CLIC
2008-02-08,6.51,CLIC
2008-02-09,5.24,CLIC
2008-02-10,6.05,CLIC
2008-02-11,8.31,CLIC
2008-02-12,6.77,CLIC
2008-02-13,5.86,CLIC
2008-02-14,5.19,CLIC
2008-02-15,6.81,CLIC
2008-02-16,7.45,CLIC
2008-02-17,7.11,CLIC
2008-02-18,4.6,CLIC
2008-02-19,2.96,CLIC
2008-02-20,5.16,CLIC
2008-02-21,7.43,CLIC
2008-02-22,6.74,CLIC
2008-02-23,6.09,CLIC
2008-02-24,5.91,CLIC
2008-02-25,7.43,CLIC
2008-02-26,6.96,CLIC
2008-02-27,5.2,CLIC
2008-02-28,5.64,CLIC
2008-02-29,5.85,CLIC
2008-03-01,6.16,CLIC
2008-03-02,7.41,CLIC
2008-03-03,8.45,CLIC
2008-03-04,6.45,CLIC
2008-03-05,6.8,CLIC
2008-03-06,6.75,CLIC
2008-03-07,4.98,CLIC
2008-03-08,5.65,CLIC
2008-03-09,4.75,CLIC
2008-03-10,5.8,CLIC
2008-03-11,6.44,CLIC
2008-03-12,6.97,CLIC
2008-03-13,7.45,CLIC
2008-03-14,7.85,CLIC
2008-03-15,6.98,CLIC
2008-03-16,2.48,CLIC
2008-03-17,4.2,CLIC
2008-03-18,6.45,CLIC
2008-03-19,10.89,CLIC
2008-03-20,5.88,CLIC
2008-03-21,6.08,CLIC
2008-03-22,3.73,CLIC
2008-03-23,4.95,CLIC
2008-03-24,4.76,CLIC
2008-03-25,6.77,CLIC
2008-03-26,7.45,CLIC
2008-03-27,7.9,CLIC
2008-03-28,5.71,CLIC
2008-03-29,6.45,CLIC
2008-03-30,7.44,CLIC
2008-03-31,7.53,CLIC
2008-04-01,6.48,CLIC
2008-04-02,8.4,CLIC
2008-04-03,8.05,CLIC
2008-04-04,8.77,CLIC
2008-04-05,8.75,CLIC
2008-04-06,9.11,CLIC
2008-04-07,8.75,CLIC
2008-04-08,8.93,CLIC
2008-04-09,9.49,CLIC
2008-04-10,10.36,CLIC
2008-04-11,9.6,CLIC
2008-04-12,5.86,CLIC
2008-04-13,7,CLIC
2008-04-14,6.68,CLIC
2008-04-15,6.1,CLIC
2008-04-16,7.74,CLIC
2008-04-17,7.88,CLIC
2008-04-18,5.74,CLIC
2008-04-19,6.78,CLIC
2008-04-20,7.06,CLIC
2008-04-21,11.48,CLIC
2008-04-22,4.85,CLIC
2008-04-23,8.73,CLIC
2008-04-24,8.43,CLIC
2008-04-25,6.86,CLIC
2008-04-26,2,CLIC
2008-04-27,8.35,CLIC
2008-04-28,5.44,CLIC
2008-04-29,6.1,CLIC
2008-04-30,7.16,CLIC
2008-05-01,9.74,CLIC
2008-05-02,8.78,CLIC
2008-05-03,2.89,CLIC
2008-05-04,2.75,CLIC
2008-05-05,4.65,CLIC
2008-05-06,5.61,CLIC
2008-05-07,7.1,CLIC
2008-05-08,7.86,CLIC
2008-05-09,7.56,CLIC
2008-05-10,7.79,CLIC
2008-05-11,7.38,CLIC
2008-05-12,8.52,CLIC
2008-05-13,7.88,CLIC
2008-05-14,9.85,CLIC
2008-05-15,8.11,CLIC
2008-05-16,3.61,CLIC
2008-05-17,5.76,CLIC
2008-05-18,5.11,CLIC
2008-05-19,6.56,CLIC
2008-05-20,6.85,CLIC
2008-05-21,7.1,CLIC
2008-05-22,8.84,CLIC
2008-05-23,10.08,CLIC
2008-05-24,8.97,CLIC
2008-05-25,8.15,CLIC
2008-05-26,8.41,CLIC
2008-05-27,6.87,CLIC
2008-05-28,7.85,CLIC
2008-05-29,7.85,CLIC
2008-05-30,8.56,CLIC
2008-05-31,7.81,CLIC
2008-07-01,6.68,CLIC
2008-07-02,6.34,CLIC
2008-07-03,2.22,CLIC
2008-07-04,0.35,CLIC
2008-07-05,1.43,CLIC
2008-07-06,1.1,CLIC
2008-07-07,3.03,CLIC
2008-07-08,1.35,CLIC
2008-07-09,3.28,CLIC
2008-07-10,6.64,CLIC
2008-07-11,7.12,CLIC
2008-07-12,7.22,CLIC
2008-07-13,6.45,CLIC
2008-07-14,9.24,CLIC
2008-07-15,8.17,CLIC
2008-07-16,5.95,CLIC
2008-07-17,3,CLIC
2008-07-18,6.74,CLIC
2008-07-19,6.13,CLIC
2008-07-20,6.59,CLIC
2008-07-21,7.07,CLIC
2008-07-22,8.02,CLIC
2008-07-23,3.27,CLIC
2008-07-24,2.72,CLIC
2008-07-25,5.34,CLIC
2008-07-26,7.78,CLIC
2008-07-27,7.3,CLIC
2008-07-28,7.45,CLIC
2008-07-29,8.23,CLIC
2008-07-30,8.1,CLIC
2008-07-31,3.65,CLIC
2008-08-01,10.24,CLIC
2008-08-02,9.08,CLIC
2008-08-03,8.4,CLIC
2008-08-04,9.93,CLIC
2008-08-05,8.18,CLIC
2008-08-06,8.7,CLIC
2008-08-07,7.83,CLIC
2008-08-08,8.06,CLIC
2008-08-09,8.24,CLIC
2008-08-10,8.7,CLIC
2008-08-11,9.37,CLIC
2008-08-12,8.8,CLIC
2008-08-13,7.02,CLIC
2008-08-14,7.19,CLIC
2008-08-15,4.82,CLIC
2008-08-16,6.13,CLIC
2008-08-17,3.9,CLIC
2008-08-18,0.33,CLIC
2008-08-19,5.73,CLIC
2008-08-20,5.88,CLIC
2008-08-21,4.54,CLIC
2008-08-22,4.12,CLIC
2008-08-23,1.62,CLIC
2008-08-24,1.32,CLIC
2008-08-25,1.76,CLIC
2008-08-26,4.05,CLIC
2008-08-27,2.5,CLIC
2008-08-28,2.59,CLIC
2008-08-29,2.56,CLIC
2008-08-30,1.03,CLIC
2008-08-31,5.83,CLIC
2008-09-01,4.05,CLIC
2008-09-02,6.35,CLIC
2008-09-03,4.93,CLIC
2008-09-04,4.93,CLIC
2008-09-05,0.95,CLIC
2008-09-06,5.17,CLIC
2008-09-07,5.86,CLIC
2008-09-08,1.64,CLIC
2008-09-09,2.78,CLIC
2008-09-10,2.02,CLIC
2008-09-11,2.25,CLIC
2008-09-12,2.24,CLIC
2008-09-13,6.55,CLIC
2008-09-14,2.62,CLIC
2008-09-15,3.02,CLIC
2008-09-16,3.18,CLIC
2008-09-17,4.52,CLIC
2008-09-18,2.84,CLIC
2008-09-19,5.34,CLIC
2008-09-20,4.26,CLIC
2008-09-21,5.56,CLIC
2008-09-22,8.03,CLIC
2008-09-23,4.66,CLIC
2008-09-24,2.46,CLIC
2008-09-25,4.64,CLIC
2008-09-26,4.58,CLIC
2008-09-27,4.23,CLIC
2008-09-28,5.24,CLIC
2008-09-29,4.84,CLIC
2008-09-30,1.42,CLIC
2008-10-01,8.79,CLIC
2008-10-02,5.37,CLIC
2008-10-03,5.69,CLIC
2008-10-04,4.95,CLIC
2008-10-05,2.31,CLIC
2008-10-06,7.43,CLIC
2008-10-07,4.14,CLIC
2008-10-08,2.58,CLIC
2008-10-09,6.24,CLIC
2008-10-10,3.73,CLIC
2008-10-11,1.68,CLIC
2008-10-12,2.94,CLIC
2008-10-13,1.76,CLIC
2008-10-14,2.42,CLIC
2008-10-15,3.43,CLIC
2008-10-16,0.99,CLIC
2008-10-17,1.89,CLIC
2008-10-18,3.76,CLIC
2008-10-19,3.35,CLIC
2008-10-20,4.31,CLIC
2008-10-21,2.91,CLIC
2008-10-22,4.75,CLIC
2008-10-23,4.39,CLIC
2008-10-24,4.03,CLIC
2008-10-25,2.99,CLIC
2008-10-26,8.82,CLIC
2008-10-27,2.43,CLIC
2008-10-28,5.44,CLIC
2008-10-29,5.19,CLIC
2008-10-30,0.72,CLIC
2008-10-31,2.56,CLIC
2008-11-01,1.85,CLIC
2008-11-02,2.26,CLIC
2008-11-03,0.38,CLIC
2008-11-04,4.02,CLIC
2008-11-05,2.6,CLIC
2008-11-06,4.58,CLIC
2008-11-07,3.52,CLIC
2008-11-08,0.8,CLIC
2008-11-09,1.15,CLIC
2008-11-10,1.86,CLIC
2008-11-11,6.41,CLIC
2008-11-12,3.66,CLIC
2008-11-13,1.69,CLIC
2008-11-14,0.88,CLIC
2008-11-15,0.51,CLIC
2008-11-16,2.7,CLIC
2008-11-17,1.71,CLIC
2008-11-18,3.4,CLIC
2008-11-19,2.79,CLIC
2008-11-20,5.74,CLIC
2008-11-21,1.75,CLIC
2008-11-22,1.85,CLIC
2008-11-23,1.95,CLIC
2008-11-24,3.74,CLIC
2008-11-25,2.94,CLIC
2008-11-26,3.27,CLIC
2008-11-27,4.16,CLIC
2008-11-28,1.3,CLIC
2008-11-29,3.13,CLIC
2008-11-30,3.77,CLIC
2008-12-01,1.56,CLIC
2008-12-02,3.48,CLIC
2008-12-03,1.52,CLIC
2008-12-04,2.76,CLIC
2008-12-05,2.91,CLIC
2008-12-06,2,CLIC
2008-12-07,2.59,CLIC
2008-12-08,2.26,CLIC
2008-12-09,5.15,CLIC
2008-12-10,3.65,CLIC
2008-12-11,3.01,CLIC
2008-12-12,2.24,CLIC
2008-12-13,2.48,CLIC
2008-12-14,4.29,CLIC
2008-12-15,1.85,CLIC
2008-12-16,1.48,CLIC
2008-12-17,2.41,CLIC
2008-12-18,2.08,CLIC
2008-12-19,2.33,CLIC
2008-12-20,2.1,CLIC
2008-12-21,2.03,CLIC
2008-12-22,0.55,CLIC
2008-12-23,1.5,CLIC
2008-12-24,2.4,CLIC
2008-12-25,2.6,CLIC
2008-12-26,4.24,CLIC
2008-12-27,3.14,CLIC
2008-12-28,3.61,CLIC
2008-12-29,3.33,CLIC
2008-12-30,1.72,CLIC
2008-12-31,2.43,CLIC
2009-01-01,2.41,CLIC
2009-01-02,2.89,CLIC
2009-01-03,2.21,CLIC
2009-01-04,1.33,CLIC
2009-01-05,1.07,CLIC
2009-01-06,1.12,CLIC
2009-01-07,2.88,CLIC
2009-01-08,5.59,CLIC
2009-01-09,3.99,CLIC
2009-01-10,4.23,CLIC
2009-01-11,1.18,CLIC
2009-01-12,6.1,CLIC
2009-01-13,2.68,CLIC
2009-01-14,1.42,CLIC
2009-01-15,2.22,CLIC
2009-01-16,0.15,CLIC
2009-01-17,1,CLIC
2009-01-18,2.24,CLIC
2009-01-19,4.42,CLIC
2009-01-20,2.42,CLIC
2009-01-21,1.68,CLIC
2009-01-22,1.88,CLIC
2009-01-23,6.62,CLIC
2009-01-24,5.79,CLIC
2009-01-25,1.77,CLIC
2009-01-26,1.5,CLIC
2009-01-27,3.89,CLIC
2009-01-28,4.71,CLIC
2009-01-29,1.84,CLIC
2009-01-30,4.24,CLIC
2009-01-31,0.79,CLIC
2009-02-01,5.33,CLIC
2009-02-02,4.3,CLIC
2009-02-03,1.54,CLIC
2009-02-04,5.27,CLIC
2009-02-05,1.41,CLIC
2009-02-06,4.53,CLIC
2009-02-07,3.98,CLIC
2009-02-08,3.03,CLIC
2009-02-09,1.67,CLIC
2009-02-10,4.27,CLIC
2009-02-11,4.27,CLIC
2009-02-12,1.62,CLIC
2009-02-13,6.72,CLIC
2009-02-14,4.25,CLIC
2009-02-15,1.78,CLIC
2009-02-16,1.61,CLIC
2009-02-17,1.42,CLIC
2009-02-18,3.61,CLIC
2009-02-19,3.4,CLIC
2009-02-20,2.39,CLIC
2009-02-21,2.39,CLIC
2009-02-22,3.05,CLIC
2009-02-23,3.61,CLIC
2009-02-24,3.28,CLIC
2009-02-25,5.09,CLIC
2009-02-26,7.53,CLIC
2009-02-27,8.4,CLIC
2009-02-28,5.8,CLIC
2009-03-01,3.37,CLIC
2009-03-02,3.78,CLIC
2009-03-03,4.63,CLIC
2009-03-04,6.32,CLIC
2009-03-05,4.2,CLIC
2009-03-06,5.7,CLIC
2009-03-07,2.78,CLIC
2009-03-08,6.87,CLIC
2009-03-09,1.1,CLIC
2009-03-10,3.23,CLIC
2009-03-11,2.13,CLIC
2009-03-12,2.69,CLIC
2009-03-13,0.27,CLIC
2009-03-14,0.51,CLIC
2009-03-15,0.8,CLIC
2009-03-16,4.02,CLIC
2009-03-17,3.55,CLIC
2009-03-18,3.17,CLIC
2009-03-19,5.1,CLIC
2009-03-20,4.69,CLIC
2009-03-21,2.89,CLIC
2009-03-22,3.46,CLIC
2009-03-23,5.03,CLIC
2009-03-24,4.83,CLIC
2009-03-25,6.35,CLIC
2009-03-26,8.52,CLIC
2009-03-27,9.8,CLIC
2009-03-28,4.2,CLIC
2009-03-29,10.19,CLIC
2009-03-30,7.59,CLIC
2009-03-31,2.04,CLIC
2009-04-01,8.5,CLIC
2009-04-02,11.31,CLIC
2009-04-03,7.22,CLIC
2009-04-04,6.77,CLIC
2009-04-05,6.52,CLIC
2009-04-06,3.81,CLIC
2009-04-07,9.89,CLIC
2009-04-08,8.5,CLIC
2009-04-09,8.3,CLIC
2009-04-10,7.32,CLIC
2009-04-11,3.89,CLIC
2009-04-12,7.15,CLIC
2009-04-13,8.86,CLIC
2009-04-14,7.91,CLIC
2009-04-15,6.15,CLIC
2009-04-16,9.11,CLIC
2009-04-17,12.17,CLIC
2009-04-18,5.6,CLIC
2009-04-19,1.52,CLIC
2009-04-20,6.74,CLIC
2009-04-21,8.62,CLIC
2009-04-22,8.23,CLIC
2009-04-23,6.46,CLIC
2009-04-24,3.76,CLIC
2009-04-25,6.29,CLIC
2009-04-26,6.84,CLIC
2009-04-27,5.77,CLIC
2009-04-28,4.89,CLIC
2009-04-29,8.11,CLIC
2009-04-30,4.99,CLIC
2009-05-01,10.28,CLIC
2009-05-02,5.58,CLIC
2009-05-03,8.75,CLIC
2009-05-04,5.83,CLIC
2009-05-05,6.82,CLIC
2009-05-06,9.6,CLIC
2009-05-07,8.2,CLIC
2009-05-08,6.5,CLIC
2009-05-09,9.82,CLIC
2009-05-10,11.03,CLIC
2009-05-11,7.29,CLIC
2009-05-12,9.13,CLIC
2009-05-13,7.4,CLIC
2009-05-14,5.25,CLIC
2009-05-15,0.26,CLIC
2009-05-16,4.92,CLIC
2009-05-17,6.92,CLIC
2009-05-18,4.68,CLIC
2009-05-19,5.33,CLIC
2009-05-20,6.72,CLIC
2009-05-21,7.92,CLIC
2009-05-22,2.77,CLIC
2009-05-23,6.49,CLIC
2009-05-24,8.19,CLIC
2009-05-25,9.72,CLIC
2009-05-26,6.57,CLIC
2009-05-27,1.93,CLIC
2009-05-28,2.6,CLIC
2009-05-29,7.19,CLIC
2009-05-30,6.3,CLIC
2009-05-31,7.88,CLIC
2009-06-01,6.27,CLIC
2009-06-02,6.65,CLIC
2009-06-03,8.8,CLIC
2009-06-04,6.87,CLIC
2009-06-05,9.87,CLIC
2009-06-06,9.72,CLIC
2009-06-07,5.69,CLIC
2009-06-08,9.89,CLIC
2009-06-09,6.55,CLIC
2009-06-10,7.49,CLIC
2009-06-11,8.71,CLIC
2009-06-12,3.74,CLIC
2009-06-13,7.36,CLIC
2009-06-14,9.5,CLIC
2009-06-15,7.95,CLIC
2009-06-16,10.46,CLIC
2009-06-17,8.63,CLIC
2009-06-18,7.7,CLIC
2009-06-19,7.9,CLIC
2009-06-20,11.38,CLIC
2009-06-21,4.31,CLIC
2009-06-22,8.99,CLIC
2009-06-23,6.75,CLIC
2009-06-24,3.13,CLIC
2009-06-25,8.87,CLIC
2009-06-26,8.09,CLIC
2009-06-27,10,CLIC
2009-06-28,5.95,CLIC
2009-06-29,9.15,CLIC
2009-06-30,7.11,CLIC
2009-07-01,6.33,CLIC
2009-07-02,9.33,CLIC
2009-07-03,10.4,CLIC
2009-07-04,9.5,CLIC
2009-07-05,8.75,CLIC
2009-07-06,11.97,CLIC
2009-07-07,11.78,CLIC
2009-07-08,10.82,CLIC
2009-07-09,10.08,CLIC
2009-07-10,8.67,CLIC
2009-07-11,9.04,CLIC
2009-07-12,9.98,CLIC
2009-07-13,11.19,CLIC
2009-07-14,9.08,CLIC
2009-07-15,7.67,CLIC
2009-07-16,11.29,CLIC
2009-07-17,9.1,CLIC
2009-07-18,8.91,CLIC
2009-07-19,6.71,CLIC
2009-07-20,9.66,CLIC
2009-07-21,9.05,CLIC
2009-07-22,9.22,CLIC
2009-07-23,7.05,CLIC
2009-07-24,10.84,CLIC
2009-07-25,8.17,CLIC
2009-07-26,8.94,CLIC
2009-07-27,11.12,CLIC
2009-07-28,9.06,CLIC
2009-07-29,7.63,CLIC
2009-07-30,7.28,CLIC
2009-07-31,8.59,CLIC
2009-08-01,10.63,CLIC
2009-08-02,9.9,CLIC
2009-08-03,9.26,CLIC
2009-08-04,10.4,CLIC
2009-08-05,12.22,CLIC
2009-08-06,11.13,CLIC
2009-08-07,9.38,CLIC
2009-08-08,6.79,CLIC
2009-08-09,7.04,CLIC
2009-08-10,9.91,CLIC
2009-08-11,8.23,CLIC
2009-08-12,10.54,CLIC
2009-08-13,8.57,CLIC
2009-08-14,9.55,CLIC
2009-08-15,10.9,CLIC
2009-08-16,9.12,CLIC
2009-08-17,8.05,CLIC
2009-08-18,8.2,CLIC
2009-08-19,6.73,CLIC
2009-08-20,8.89,CLIC
2009-08-21,7.16,CLIC
2009-08-22,7.85,CLIC
2009-08-23,10.21,CLIC
2009-08-24,9.45,CLIC
2009-08-25,6.97,CLIC
2009-08-26,9.74,CLIC
2009-08-27,9.5,CLIC
2009-08-28,8.08,CLIC
2009-08-29,6.23,CLIC
