Estación: ,C19029,LA ARENA. PESQUERIA
1990-04-12,0.58,CLIC
1990-04-13,2.04,CLIC
1990-04-14,6.56,CLIC
1990-04-15,5.54,CLIC
1990-04-16,3.32,CLIC
1990-04-17,5.31,CLIC
1990-04-18,3.51,CLIC
1990-04-19,4.17,CLIC
1990-04-20,8.75,CLIC
1990-04-21,6.78,CLIC
1990-04-22,6.13,CLIC
1990-04-23,3.98,CLIC
1990-04-24,8.41,CLIC
1990-04-25,9.56,CLIC
1990-04-26,8.76,CLIC
1990-04-27,8.99,CLIC
1990-04-28,11.79,CLIC
1990-04-29,12.23,CLIC
1990-04-30,8.94,CLIC
1990-05-01,4.24,CLIC
1990-05-02,9.91,CLIC
1990-05-03,7.84,CLIC
1990-05-04,4.81,CLIC
1990-05-05,1.35,CLIC
1990-05-06,3.46,CLIC
1990-05-07,1.48,CLIC
1990-05-08,4.87,CLIC
1990-05-09,9.55,CLIC
1990-05-10,9.79,CLIC
1990-05-11,8.05,CLIC
1990-05-12,12.22,CLIC
1990-05-13,8.6,CLIC
1990-05-14,11.15,CLIC
1990-05-15,8.71,CLIC
1990-05-16,7.92,CLIC
1990-05-17,10.24,CLIC
1990-05-18,10.38,CLIC
1990-05-19,9.18,CLIC
1990-05-20,11.46,CLIC
1990-05-21,9.18,CLIC
1990-05-22,9.62,CLIC
1990-05-23,10.19,CLIC
1990-05-24,8.17,CLIC
1990-05-25,11.66,CLIC
1990-05-26,10.47,CLIC
1990-05-27,10.08,CLIC
1990-05-28,9.05,CLIC
1990-05-29,7.22,CLIC
1990-05-30,8.61,CLIC
1990-05-31,4.5,CLIC
1990-06-01,11.49,CLIC
1990-06-02,12.98,CLIC
1990-06-03,11.28,CLIC
1990-06-04,11.77,CLIC
1990-06-05,11.38,CLIC
1990-06-06,12.32,CLIC
1990-06-07,10.48,CLIC
1990-06-08,2.66,CLIC
1990-06-09,16.67,CLIC
1990-06-10,11.61,CLIC
1990-06-11,10.57,CLIC
1990-06-12,11.85,CLIC
1990-06-13,9.18,CLIC
1990-06-14,9.94,CLIC
1990-06-15,13.96,CLIC
1990-06-16,9.39,CLIC
1990-06-17,11.84,CLIC
1990-06-18,9.31,CLIC
1990-06-19,11.9,CLIC
1990-06-20,12.03,CLIC
1990-06-21,11.83,CLIC
1990-06-22,10.07,CLIC
1990-06-23,10.03,CLIC
1990-06-24,11.87,CLIC
1990-06-25,14.1,CLIC
1990-06-26,12.18,CLIC
1990-06-27,13.74,CLIC
1990-06-28,11.5,CLIC
1990-06-29,11.16,CLIC
1990-06-30,10.26,CLIC
1990-07-01,7.32,CLIC
1990-07-02,4.48,CLIC
1990-07-03,7.31,CLIC
1990-07-04,9.58,CLIC
1990-07-05,10.48,CLIC
1990-07-06,4.93,CLIC
1990-07-07,5.77,CLIC
1990-07-08,2.93,CLIC
1990-07-09,4.67,CLIC
1990-07-10,9.27,CLIC
1990-07-11,9.11,CLIC
1990-07-12,11.47,CLIC
1990-07-13,4.2,CLIC
1990-07-14,8.07,CLIC
1990-07-15,9.18,CLIC
1990-07-16,3.02,CLIC
1990-07-17,5.4,CLIC
1990-07-18,8.41,CLIC
1990-07-19,8.04,CLIC
1990-07-20,4.98,CLIC
1990-07-21,10.71,CLIC
1990-07-22,10.55,CLIC
1990-07-23,9.42,CLIC
1990-07-24,9.48,CLIC
1990-07-25,12.22,CLIC
1990-07-26,11.64,CLIC
1990-07-27,10.34,CLIC
1990-07-28,9.18,CLIC
1990-07-29,8.47,CLIC
1990-07-30,4.7,CLIC
1990-07-31,5.71,CLIC
1990-08-01,4.39,CLIC
1990-08-02,4.82,CLIC
1990-08-03,6.23,CLIC
1990-08-04,12.3,CLIC
1990-08-05,11.58,CLIC
1990-08-06,10.35,CLIC
1990-08-07,5.97,CLIC
1990-08-08,1.25,CLIC
1990-08-09,1.43,CLIC
1990-08-10,1.49,CLIC
1990-08-11,7.69,CLIC
1990-08-12,6.74,CLIC
1990-08-13,4.5,CLIC
1990-08-14,7.08,CLIC
1990-08-15,8.4,CLIC
1990-08-16,8.07,CLIC
1990-08-17,5.33,CLIC
1990-08-18,7.7,CLIC
1990-08-19,9.36,CLIC
1990-08-20,10.34,CLIC
1990-08-21,11.28,CLIC
1990-08-22,9.2,CLIC
1990-08-23,10.77,CLIC
1990-08-24,11.15,CLIC
1990-08-25,9.21,CLIC
1990-08-26,9.51,CLIC
1990-08-27,9.08,CLIC
1990-08-28,7.37,CLIC
1990-08-29,9.63,CLIC
1990-08-30,5.82,CLIC
1990-08-31,9.09,CLIC
1990-09-01,4.94,CLIC
1990-09-02,2.1,CLIC
1990-09-03,4.77,CLIC
1990-09-04,5.55,CLIC
1990-09-05,3.58,CLIC
1990-09-06,5.63,CLIC
1990-09-07,4.73,CLIC
1990-09-08,6.45,CLIC
1990-09-09,7.1,CLIC
1990-09-10,6.99,CLIC
1990-09-11,0.12,CLIC
1990-09-12,3.78,CLIC
1990-09-13,1.49,CLIC
1990-09-14,1.13,CLIC
1990-09-15,3.71,CLIC
1990-09-16,9.88,CLIC
1990-09-17,5.64,CLIC
1990-09-18,5.01,CLIC
1990-09-19,1.09,CLIC
1990-09-20,6.17,CLIC
1990-09-21,5.02,CLIC
1990-09-22,5.44,CLIC
1990-09-23,3.6,CLIC
1990-09-24,1.69,CLIC
1990-09-25,3.42,CLIC
1990-09-26,6.19,CLIC
1990-09-27,6.19,CLIC
1990-09-28,5.25,CLIC
1990-09-29,6.2,CLIC
1990-09-30,4.22,CLIC
1990-10-01,4.16,CLIC
1990-10-02,6.14,CLIC
1990-10-03,6.72,CLIC
1990-10-04,0.61,CLIC
1990-10-05,0.43,CLIC
1990-10-06,7.53,CLIC
1990-10-07,4.1,CLIC
1990-10-08,5.88,CLIC
1990-10-09,3.82,CLIC
1990-10-10,3.78,CLIC
1990-10-11,4.4,CLIC
1990-10-12,5.23,CLIC
1990-10-13,3.79,CLIC
1990-10-14,6.32,CLIC
1990-10-15,7.42,CLIC
1990-10-16,2.41,CLIC
1990-10-17,4.13,CLIC
1990-10-18,3.34,CLIC
1990-10-19,4.25,CLIC
1990-10-20,3.26,CLIC
1990-10-21,4.37,CLIC
1990-10-22,3.4,CLIC
1990-10-23,3.31,CLIC
1990-10-24,4.94,CLIC
1990-10-25,4.79,CLIC
1990-10-26,3.73,CLIC
1990-10-27,4.78,CLIC
1990-10-28,4.14,CLIC
1990-10-29,4.27,CLIC
1990-10-30,4.3,CLIC
1990-10-31,3.83,CLIC
1990-11-01,4.9,CLIC
1990-11-02,4.98,CLIC
1990-11-03,3.4,CLIC
1990-11-04,6.04,CLIC
1990-11-05,5.22,CLIC
1990-11-06,3.4,CLIC
1990-11-07,0.38,CLIC
1990-11-08,0.69,CLIC
1990-11-09,5.97,CLIC
1990-11-10,2.34,CLIC
1990-11-11,3.22,CLIC
1990-11-12,4.58,CLIC
1990-11-13,3.2,CLIC
1990-11-14,2.52,CLIC
1990-11-15,2.09,CLIC
1990-11-16,2.88,CLIC
1990-11-17,3.28,CLIC
1990-11-18,2.69,CLIC
1990-11-19,3.97,CLIC
1990-11-20,2.91,CLIC
1990-11-21,2.46,CLIC
1990-11-22,3.19,CLIC
1990-11-23,0.95,CLIC
1990-11-24,1.42,CLIC
1990-11-25,3.82,CLIC
1990-11-26,2.07,CLIC
1990-11-27,2.7,CLIC
1990-11-28,3.92,CLIC
1990-11-29,4.29,CLIC
1990-11-30,2.91,CLIC
1990-12-01,2.8,CLIC
1990-12-02,3.29,CLIC
1990-12-03,5.71,CLIC
1990-12-04,2.39,CLIC
1990-12-05,3.7,CLIC
1990-12-06,7.05,CLIC
1990-12-07,4.33,CLIC
1990-12-08,4.16,CLIC
1990-12-09,3.65,CLIC
1990-12-10,3.5,CLIC
1990-12-11,2.39,CLIC
1990-12-12,3.03,CLIC
1990-12-13,3.11,CLIC
1990-12-14,2.25,CLIC
1990-12-15,2.91,CLIC
1990-12-16,3.09,CLIC
1991-01-16,3.43,CLIC
1991-01-17,0.16,CLIC
1991-01-18,3.81,CLIC
1991-01-19,3.07,CLIC
1991-01-20,2.84,CLIC
1991-01-21,2.37,CLIC
1991-01-22,1.82,CLIC
1991-01-23,3.52,CLIC
1991-01-24,1.35,CLIC
1991-01-25,3.64,CLIC
1991-01-26,0.96,CLIC
1991-01-27,0.81,CLIC
1991-01-28,2.87,CLIC
1991-01-29,4.6,CLIC
1991-01-30,5.72,CLIC
1991-01-31,2.79,CLIC
1991-02-01,2.78,CLIC
1991-02-02,2.88,CLIC
1991-02-03,0.23,CLIC
1991-02-04,2.89,CLIC
1991-02-05,3.57,CLIC
1991-02-06,3.24,CLIC
1991-02-07,0.43,CLIC
1991-02-08,4.12,CLIC
1991-02-09,2.43,CLIC
1991-02-10,2.94,CLIC
1991-02-11,1.65,CLIC
1991-02-12,4.53,CLIC
1991-02-13,8.23,CLIC
1991-02-14,7.95,CLIC
1991-02-15,0.74,CLIC
1991-02-16,1.8,CLIC
1991-02-17,4.83,CLIC
1991-02-18,5.1,CLIC
1991-02-19,6.2,CLIC
1991-02-20,4.82,CLIC
1991-02-21,5.21,CLIC
1991-02-22,7.12,CLIC
1991-02-23,5.23,CLIC
1991-02-24,4.04,CLIC
1991-02-25,3.15,CLIC
1991-02-26,1.9,CLIC
1991-02-27,2.75,CLIC
1991-02-28,4.94,CLIC
1991-03-01,5.8,CLIC
1991-03-02,3.03,CLIC
1991-03-03,8.25,CLIC
1991-03-04,8.05,CLIC
1991-03-05,9.73,CLIC
1991-03-06,11.93,CLIC
1991-03-07,11.66,CLIC
1991-03-08,3.91,CLIC
1991-03-09,7.25,CLIC
1991-03-10,6.16,CLIC
1991-03-11,5.63,CLIC
1991-03-12,9.24,CLIC
1991-03-13,6.95,CLIC
1991-03-14,2.37,CLIC
1991-03-15,2.8,CLIC
1991-03-16,4.76,CLIC
1991-03-17,6.16,CLIC
1991-03-18,8.54,CLIC
1991-03-19,5.55,CLIC
1991-03-20,6.91,CLIC
1991-03-21,5.14,CLIC
1991-03-22,8.34,CLIC
1991-03-23,9.19,CLIC
1991-03-24,7.52,CLIC
1991-03-25,6.6,CLIC
1991-03-26,10.35,CLIC
1991-03-27,8.78,CLIC
1991-03-28,12.8,CLIC
1991-03-29,8.31,CLIC
1991-03-30,7.53,CLIC
1991-03-31,2.33,CLIC
1991-04-01,2.03,CLIC
1991-04-02,7.78,CLIC
1991-04-03,1.67,CLIC
1991-04-04,5.13,CLIC
1991-04-05,1.27,CLIC
1991-04-06,2.07,CLIC
1991-04-07,6.64,CLIC
1991-04-08,8.52,CLIC
1991-04-09,3.9,CLIC
1991-04-10,3.95,CLIC
1991-04-11,4.99,CLIC
1991-04-12,6.06,CLIC
1991-04-13,8.04,CLIC
1991-04-14,7.71,CLIC
1991-04-15,7.52,CLIC
1991-04-16,4.01,CLIC
1991-04-17,7.67,CLIC
1991-04-18,10.46,CLIC
1991-04-19,8.74,CLIC
1991-04-20,8.23,CLIC
1991-04-21,4.32,CLIC
1991-04-22,12.14,CLIC
1991-04-23,9.2,CLIC
1991-04-24,7.05,CLIC
1991-04-25,5.4,CLIC
1991-04-26,9.2,CLIC
1991-04-27,14.68,CLIC
1991-04-28,12.71,CLIC
1991-04-29,10.24,CLIC
1991-04-30,11.25,CLIC
1991-05-01,6.32,CLIC
1991-05-02,7.71,CLIC
1991-05-03,8.16,CLIC
1991-05-04,5.9,CLIC
1991-05-05,2.75,CLIC
1991-05-06,1.98,CLIC
1991-05-07,1.98,CLIC
1991-05-08,6.4,CLIC
1991-05-09,4.34,CLIC
1991-05-10,6.96,CLIC
1991-05-11,9.37,CLIC
1991-05-12,7.24,CLIC
1991-05-13,7.96,CLIC
1991-05-14,4.68,CLIC
1991-05-15,10.55,CLIC
1991-05-16,7.11,CLIC
1991-05-17,7.76,CLIC
1991-05-18,9.12,CLIC
1991-05-19,8.14,CLIC
1991-05-20,9.15,CLIC
1991-05-21,8.8,CLIC
1991-05-22,4.02,CLIC
1991-05-23,5.7,CLIC
1991-05-24,2.63,CLIC
1991-05-25,6.88,CLIC
1991-05-26,11.52,CLIC
1991-05-27,9.02,CLIC
1991-05-28,6.81,CLIC
1991-05-29,11.03,CLIC
1991-05-30,10.54,CLIC
1991-05-31,9.91,CLIC
1991-06-01,11.01,CLIC
1991-06-02,11.01,CLIC
1991-06-03,3.54,CLIC
1991-06-04,5.44,CLIC
1991-06-05,3.75,CLIC
1991-06-06,2.76,CLIC
1991-06-07,9.79,CLIC
1991-06-08,7.95,CLIC
1991-06-09,5.01,CLIC
1991-06-10,7.97,CLIC
1991-06-11,6.8,CLIC
1991-06-12,7.68,CLIC
1991-06-13,9.88,CLIC
1991-06-14,7.2,CLIC
1991-06-15,8.8,CLIC
1991-06-16,8.65,CLIC
1991-06-17,8.32,CLIC
1991-06-18,9.1,CLIC
1991-06-19,10.5,CLIC
1991-06-20,11.1,CLIC
1991-06-21,9.5,CLIC
1991-06-22,7.85,CLIC
1991-06-23,9.39,CLIC
1991-06-24,11.84,CLIC
1991-06-25,6.6,CLIC
1991-06-26,7.59,CLIC
1991-06-27,7.1,CLIC
1991-06-28,9.6,CLIC
1991-06-29,16.24,CLIC
1991-06-30,8.1,CLIC
1991-07-01,0.98,CLIC
1991-07-02,1.04,CLIC
1991-07-03,5.09,CLIC
1991-07-04,8.26,CLIC
1991-07-05,8.07,CLIC
1991-07-06,5.34,CLIC
1991-07-07,3.84,CLIC
1991-07-08,6.48,CLIC
1991-07-09,4,CLIC
1991-07-10,8.75,CLIC
1991-07-11,6.43,CLIC
1991-07-12,3.86,CLIC
1991-07-13,5.93,CLIC
1991-07-14,6.38,CLIC
1991-07-15,4.4,CLIC
1991-07-16,7.04,CLIC
1991-07-17,7.55,CLIC
1991-07-18,9.91,CLIC
1991-07-19,8.71,CLIC
1991-07-20,7.87,CLIC
1991-07-21,6.3,CLIC
1991-07-22,5.31,CLIC
1991-07-23,7.69,CLIC
1991-07-24,9.54,CLIC
1991-07-25,10.1,CLIC
1991-07-26,8.38,CLIC
1991-07-27,10.92,CLIC
1991-07-28,7.47,CLIC
1991-07-29,10.13,CLIC
1991-07-30,9.39,CLIC
1991-07-31,7.55,CLIC
1991-08-01,11.05,CLIC
1991-08-02,11.32,CLIC
1991-08-03,10.08,CLIC
1991-08-04,7.45,CLIC
1991-08-05,9.34,CLIC
1991-08-06,6.03,CLIC
1991-08-07,7.22,CLIC
1991-08-08,8.67,CLIC
1991-08-09,8.52,CLIC
1991-08-10,9.08,CLIC
1991-08-11,8.02,CLIC
1991-08-12,12.97,CLIC
1991-08-13,10.61,CLIC
1991-08-14,7.64,CLIC
1991-08-15,7.51,CLIC
1991-08-16,7.88,CLIC
1991-08-17,8.37,CLIC
1991-08-18,9.64,CLIC
1991-08-19,9.58,CLIC
1991-08-20,8.99,CLIC
1991-08-21,8.77,CLIC
1991-08-22,10.53,CLIC
1991-08-23,8.91,CLIC
1991-08-24,7.97,CLIC
1991-08-25,7.02,CLIC
1991-08-26,7.97,CLIC
1991-08-27,6.32,CLIC
1991-08-28,6.55,CLIC
1991-08-29,8.53,CLIC
1991-08-30,7.85,CLIC
1991-08-31,7.3,CLIC
1991-09-01,6.33,CLIC
1991-09-02,8.27,CLIC
1991-09-03,5.6,CLIC
1991-09-04,2.08,CLIC
1991-09-05,3.6,CLIC
1991-09-06,1.85,CLIC
1991-09-07,4.33,CLIC
1991-09-08,8.47,CLIC
1991-09-09,7.45,CLIC
1991-09-10,6.09,CLIC
1991-09-11,3.86,CLIC
1991-09-12,3.22,CLIC
1991-09-13,3.29,CLIC
1991-09-14,2.73,CLIC
1991-09-15,3.45,CLIC
1991-09-16,6.69,CLIC
1991-09-17,3.33,CLIC
1991-09-18,5.85,CLIC
1991-09-19,3.46,CLIC
1991-09-20,0.73,CLIC
1991-09-21,1.53,CLIC
1991-09-22,2.23,CLIC
1991-09-23,5.31,CLIC
1991-09-24,4.58,CLIC
1991-09-25,5.89,CLIC
1991-09-26,4.21,CLIC
1991-09-27,4.59,CLIC
1991-09-28,4.65,CLIC
1991-09-29,4.7,CLIC
1991-09-30,3.19,CLIC
1991-10-01,3.38,CLIC
1991-10-02,3.81,CLIC
1991-10-03,5.46,CLIC
1991-10-04,5,CLIC
1991-10-05,0.99,CLIC
1991-10-06,2.08,CLIC
1991-10-07,0.83,CLIC
1991-10-08,1.86,CLIC
1991-10-09,2.87,CLIC
1991-10-10,3.13,CLIC
1991-10-11,4.92,CLIC
1991-10-12,5.78,CLIC
1991-10-13,6.09,CLIC
1991-10-14,5.71,CLIC
1991-10-15,5.73,CLIC
1991-10-16,5.15,CLIC
1991-10-17,6.07,CLIC
1991-10-18,4.17,CLIC
1991-10-19,5.16,CLIC
1991-10-20,5.71,CLIC
1991-10-21,3.43,CLIC
1991-10-22,4.27,CLIC
1991-10-23,4.85,CLIC
1991-10-24,5.18,CLIC
1991-10-25,5.64,CLIC
1991-10-26,3.76,CLIC
1991-10-27,3.75,CLIC
1991-10-28,4.56,CLIC
1991-10-29,5.18,CLIC
1991-10-30,1.07,CLIC
1991-10-31,0.22,CLIC
1991-11-01,2.27,CLIC
1991-11-02,3.51,CLIC
1991-11-03,1.73,CLIC
1991-11-04,1.32,CLIC
1991-11-05,0.42,CLIC
1991-11-06,0.35,CLIC
1991-11-07,4.01,CLIC
1991-11-08,1.59,CLIC
1991-11-09,3.98,CLIC
1991-11-10,4.76,CLIC
1991-11-11,1.46,CLIC
1991-11-12,0.63,CLIC
1991-11-13,1.27,CLIC
1991-11-14,3.78,CLIC
1991-11-15,3.4,CLIC
1991-11-16,5.9,CLIC
1991-11-17,5,CLIC
1991-11-18,5.37,CLIC
1991-11-19,8.93,CLIC
1991-11-20,5.74,CLIC
1991-11-21,4.59,CLIC
1991-11-22,4.54,CLIC
1991-11-23,2.91,CLIC
1991-11-24,4.77,CLIC
1991-11-25,3.17,CLIC
1991-11-26,2.49,CLIC
1991-11-27,3.9,CLIC
1991-11-28,2.48,CLIC
1991-11-29,3.52,CLIC
1991-11-30,5.42,CLIC
1991-12-01,2.51,CLIC
1991-12-02,3.56,CLIC
1991-12-03,3.99,CLIC
1991-12-04,2.59,CLIC
1991-12-05,3.39,CLIC
1991-12-06,3.46,CLIC
1991-12-07,2.72,CLIC
1991-12-08,2.08,CLIC
1991-12-09,2.74,CLIC
1991-12-10,2.19,CLIC
1991-12-11,2.43,CLIC
1991-12-12,3.6,CLIC
1991-12-13,2.6,CLIC
1991-12-14,0.25,CLIC
1991-12-15,0.13,CLIC
1991-12-16,1.48,CLIC
1991-12-17,0.31,CLIC
1991-12-18,0.61,CLIC
1991-12-19,0.4,CLIC
1991-12-20,0.57,CLIC
1991-12-21,0.87,CLIC
1991-12-22,0.79,CLIC
1992-01-10,0.81,CLIC
1992-01-11,0.99,CLIC
1992-01-12,3.06,CLIC
1992-01-13,3.88,CLIC
1992-01-14,3.31,CLIC
1992-01-15,0.92,CLIC
1992-01-16,0.43,CLIC
1992-01-17,0.94,CLIC
1992-01-18,0.16,CLIC
1992-01-19,1.71,CLIC
1992-01-20,0.94,CLIC
1992-01-21,1.7,CLIC
1992-01-22,3.76,CLIC
1992-01-23,5.75,CLIC
1992-01-24,1.14,CLIC
1992-01-25,0.35,CLIC
1992-01-26,0.14,CLIC
1992-01-27,1.78,CLIC
1992-01-28,0.98,CLIC
1992-01-29,0.28,CLIC
1992-01-30,3.09,CLIC
1992-01-31,2.43,CLIC
1992-02-01,0.62,CLIC
1992-02-02,0.55,CLIC
1992-02-03,1.57,CLIC
1992-02-04,4.66,CLIC
1992-02-05,4.92,CLIC
1992-02-06,4.1,CLIC
1992-02-07,3.63,CLIC
1992-02-08,1.62,CLIC
1992-02-09,3.21,CLIC
1992-02-10,1.12,CLIC
1992-02-11,1.72,CLIC
1992-02-12,1.97,CLIC
1992-02-13,2.99,CLIC
1992-02-14,4.05,CLIC
1992-02-15,3.9,CLIC
1992-02-16,4.43,CLIC
1992-02-17,4.33,CLIC
1992-02-18,2.14,CLIC
1992-02-19,3.39,CLIC
1992-02-20,3.67,CLIC
1992-02-21,0.21,CLIC
1992-02-22,4.5,CLIC
1992-02-23,3.28,CLIC
1992-02-24,5.33,CLIC
1992-02-25,6.5,CLIC
1992-02-26,3.41,CLIC
1992-02-27,3.34,CLIC
1992-02-28,4.9,CLIC
1992-02-29,5.12,CLIC
1992-03-01,4.8,CLIC
1992-03-02,2.66,CLIC
1992-03-03,3.8,CLIC
1992-03-04,6.05,CLIC
1992-03-05,7.35,CLIC
1992-03-06,6.23,CLIC
1992-03-07,3.62,CLIC
1992-03-08,3.89,CLIC
1992-03-09,5.89,CLIC
1992-03-10,5.34,CLIC
1992-03-11,2.19,CLIC
1992-03-12,2.2,CLIC
1992-03-13,6.14,CLIC
1992-03-14,3.55,CLIC
1992-03-15,6.89,CLIC
1992-03-16,3.55,CLIC
1992-03-17,3.04,CLIC
1992-03-18,12.64,CLIC
1992-03-19,8.2,CLIC
1992-03-20,0.92,CLIC
1992-03-21,1.92,CLIC
1992-03-22,9.73,CLIC
1992-03-23,4.05,CLIC
1992-03-24,5.13,CLIC
1992-03-25,8.5,CLIC
1992-03-26,1.9,CLIC
1992-03-27,2.31,CLIC
1992-03-28,3.09,CLIC
1992-03-29,5.12,CLIC
1992-03-30,7.53,CLIC
1992-03-31,0.93,CLIC
1992-04-01,4.19,CLIC
1992-04-02,0.55,CLIC
1992-04-03,1.05,CLIC
1992-04-04,0.16,CLIC
1992-04-05,4.55,CLIC
1992-04-06,5.23,CLIC
1992-04-07,5.19,CLIC
1992-04-08,5.34,CLIC
1992-04-09,5.7,CLIC
1992-04-10,2.55,CLIC
1992-04-11,6.36,CLIC
1992-04-12,6.7,CLIC
1992-04-13,8.5,CLIC
1992-04-14,5.54,CLIC
1992-04-15,4.24,CLIC
1992-04-16,5.2,CLIC
1992-04-17,5.39,CLIC
1992-04-18,5.05,CLIC
1992-04-19,5.65,CLIC
1992-04-20,7.67,CLIC
1992-04-21,8.21,CLIC
1992-04-22,8.25,CLIC
1992-04-23,6.55,CLIC
1992-04-24,5.41,CLIC
1992-04-25,1.63,CLIC
1992-04-26,0.9,CLIC
1992-04-27,0.66,CLIC
1992-04-28,7.45,CLIC
1992-04-29,8.04,CLIC
1992-04-30,7.55,CLIC
1992-05-01,5.37,CLIC
1992-05-02,6.91,CLIC
1992-05-03,3.92,CLIC
1992-05-04,3.19,CLIC
1992-05-05,3.75,CLIC
1992-05-06,7.14,CLIC
1992-05-07,6.61,CLIC
1992-05-08,2.66,CLIC
1992-05-09,4.03,CLIC
1992-05-10,5.52,CLIC
1992-05-11,7.2,CLIC
1992-05-12,6.8,CLIC
1992-05-13,5.26,CLIC
1992-05-14,9.37,CLIC
1992-05-15,0.59,CLIC
1992-05-16,5.78,CLIC
1992-05-17,5.29,CLIC
1992-05-18,4.53,CLIC
1992-05-19,7.17,CLIC
1992-05-20,4.46,CLIC
1992-05-21,8.3,CLIC
1992-05-22,2.1,CLIC
1992-05-23,5.29,CLIC
1992-05-24,2.78,CLIC
1992-05-25,5.47,CLIC
1992-05-26,4.2,CLIC
1992-05-27,6.23,CLIC
1992-05-28,8.05,CLIC
1992-05-29,0.42,CLIC
1992-05-30,0.86,CLIC
1992-05-31,2.04,CLIC
1992-06-01,6.92,CLIC
1992-06-02,6.52,CLIC
1992-06-03,6.45,CLIC
1992-06-04,9.96,CLIC
1992-06-05,5.87,CLIC
1992-06-06,8.05,CLIC
1992-06-07,5.89,CLIC
1992-06-08,6.72,CLIC
1992-06-09,6.93,CLIC
1992-06-10,7.53,CLIC
1992-06-11,4.25,CLIC
1992-06-12,8.9,CLIC
1992-06-13,8.11,CLIC
1992-06-14,15.85,CLIC
1992-06-15,7.3,CLIC
1992-06-16,10.67,CLIC
1992-06-17,9.23,CLIC
1992-06-18,11.51,CLIC
1992-06-19,11.26,CLIC
1992-06-20,10.69,CLIC
1992-06-21,10.03,CLIC
1992-06-22,9.18,CLIC
1992-06-23,9.55,CLIC
1992-06-24,10.15,CLIC
1992-06-25,9.67,CLIC
1992-06-26,12.54,CLIC
1992-06-27,9.96,CLIC
1992-06-28,9.1,CLIC
1992-06-29,10.86,CLIC
1992-06-30,9.9,CLIC
1992-07-01,11.52,CLIC
1992-07-02,8.68,CLIC
1992-07-03,11.2,CLIC
1992-07-04,11.28,CLIC
1992-07-05,10.9,CLIC
1992-07-06,9.27,CLIC
1992-07-07,12.87,CLIC
1992-07-08,12.13,CLIC
1992-07-09,11.73,CLIC
1992-07-10,12.76,CLIC
1992-07-11,11.34,CLIC
1992-07-12,9.98,CLIC
1992-07-13,9.25,CLIC
1992-07-14,12.42,CLIC
1992-07-15,11.8,CLIC
1992-07-16,13.81,CLIC
1992-07-17,8.22,CLIC
1992-07-18,9.8,CLIC
1992-07-19,5.5,CLIC
1992-07-20,6.9,CLIC
1992-07-21,7.06,CLIC
1992-07-22,8.28,CLIC
1992-07-23,9.71,CLIC
1992-07-24,11.33,CLIC
1992-07-25,9.68,CLIC
1992-07-26,10.82,CLIC
1992-07-27,9.99,CLIC
1992-07-28,9.23,CLIC
1992-07-29,7.61,CLIC
1992-07-30,9.94,CLIC
1992-07-31,6.04,CLIC
1992-08-01,10.67,CLIC
1992-08-02,9.92,CLIC
1992-08-03,11.09,CLIC
1992-08-04,8.81,CLIC
1992-08-05,8.58,CLIC
1992-08-06,10.93,CLIC
1992-08-07,9.81,CLIC
1992-08-08,11.4,CLIC
1992-08-09,9.55,CLIC
1992-08-10,10.54,CLIC
1992-08-11,10.75,CLIC
1992-08-12,2.68,CLIC
1992-08-13,5.08,CLIC
1992-08-14,6.52,CLIC
1992-08-15,5.49,CLIC
1992-08-16,6.65,CLIC
1992-08-17,5.8,CLIC
1992-08-18,7.37,CLIC
1992-08-19,6.49,CLIC
1992-08-20,4.24,CLIC
1992-08-21,7.13,CLIC
1992-08-22,5.97,CLIC
1992-08-23,10.52,CLIC
1992-08-24,9.16,CLIC
1992-08-25,8.15,CLIC
1992-08-26,8.59,CLIC
1992-08-27,9.03,CLIC
1992-08-28,11.51,CLIC
1992-08-29,6.74,CLIC
1992-08-30,6.38,CLIC
1992-08-31,5.93,CLIC
1992-09-01,9.02,CLIC
1992-09-02,9.18,CLIC
1992-09-03,9.01,CLIC
1992-09-04,12.31,CLIC
1992-09-05,9.33,CLIC
1992-09-06,9.45,CLIC
1992-09-07,9.48,CLIC
1992-09-08,10.19,CLIC
1992-09-09,10.04,CLIC
1992-09-10,8.27,CLIC
1992-09-11,3.98,CLIC
1992-09-12,4,CLIC
1992-09-13,7.79,CLIC
1992-09-14,6.29,CLIC
1992-09-15,4.22,CLIC
1992-09-16,6.56,CLIC
1992-09-17,6.57,CLIC
1992-09-18,5.07,CLIC
1992-09-19,5.03,CLIC
1992-09-20,7.68,CLIC
1992-09-21,8.11,CLIC
1992-09-22,0.27,CLIC
1992-09-23,2.26,CLIC
1992-09-24,3.34,CLIC
1992-09-25,7.05,CLIC
1992-09-26,7.15,CLIC
1992-09-27,4.01,CLIC
1992-09-28,6.52,CLIC
1992-09-29,4.48,CLIC
1992-09-30,5.73,CLIC
1992-10-01,6.23,CLIC
1992-10-02,5.21,CLIC
1992-10-03,6.84,CLIC
1992-10-04,7.24,CLIC
1992-10-05,4.85,CLIC
1992-10-06,3.45,CLIC
1992-10-07,4.1,CLIC
1992-10-08,3.56,CLIC
1992-10-09,1.66,CLIC
1992-10-10,5.02,CLIC
1992-10-11,5.52,CLIC
1992-10-12,4.95,CLIC
1992-10-13,6.61,CLIC
1992-10-14,4.83,CLIC
1992-10-15,4.47,CLIC
1992-10-16,6.22,CLIC
1992-10-17,5.22,CLIC
1992-10-18,4.84,CLIC
