Estación: ,C19096,LA HUASTECA.STA.CATARINA
2001-04-11,4.45,CLIC
2001-04-12,5.64,CLIC
2001-04-13,4.12,CLIC
2001-04-14,5.57,CLIC
2001-04-15,4.34,CLIC
2001-04-16,3.36,CLIC
2001-04-17,2.9,CLIC
2001-04-18,3,CLIC
2001-04-19,2.86,CLIC
2001-04-20,4.63,CLIC
2001-04-21,3.12,CLIC
2001-04-22,2.85,CLIC
2001-04-23,4.41,CLIC
2001-04-24,2.72,CLIC
2001-04-25,2.62,CLIC
2001-04-26,1,CLIC
2001-04-27,2.02,CLIC
2001-04-28,3.63,CLIC
2001-04-29,2.51,CLIC
2001-04-30,4.88,CLIC
2001-05-01,4.35,CLIC
2001-05-02,2.64,CLIC
2001-05-03,2,CLIC
2001-05-04,2.89,CLIC
2001-05-05,3.3,CLIC
2001-05-06,4.92,CLIC
2001-05-07,5.12,CLIC
2001-05-08,4.49,CLIC
2001-05-09,6.4,CLIC
2001-05-10,5,CLIC
2001-05-11,4.08,CLIC
2001-05-12,3.82,CLIC
2001-05-13,3.54,CLIC
2001-05-14,4.77,CLIC
2001-05-15,5.47,CLIC
2001-05-16,7.15,CLIC
2001-05-17,7.15,CLIC
2001-05-18,4.24,CLIC
2001-05-19,5.89,CLIC
2001-05-20,3.84,CLIC
2001-05-21,3.69,CLIC
2001-05-22,4.9,CLIC
2001-05-23,5.22,CLIC
2001-05-24,6.6,CLIC
2001-05-25,6.39,CLIC
2001-05-26,5.93,CLIC
2001-05-27,7.98,CLIC
2001-05-28,6.32,CLIC
2001-05-29,7.78,CLIC
2001-05-30,7.32,CLIC
2001-05-31,6.46,CLIC
2001-06-01,4.39,CLIC
2001-06-02,7.06,CLIC
2001-06-03,8.52,CLIC
2001-06-04,6.62,CLIC
2001-06-05,7.13,CLIC
2001-06-06,7.94,CLIC
2001-06-07,8.23,CLIC
2001-06-08,6.12,CLIC
2001-06-09,5.39,CLIC
2001-06-10,8.61,CLIC
2001-06-11,7.63,CLIC
2001-06-12,8.45,CLIC
2001-06-13,4.24,CLIC
2001-06-14,5.23,CLIC
2001-06-15,2.85,CLIC
2001-06-16,3.15,CLIC
2001-06-17,3.47,CLIC
2001-06-18,5.68,CLIC
2001-06-19,5.78,CLIC
2001-06-20,5.93,CLIC
2001-06-21,6.62,CLIC
2001-06-22,5.35,CLIC
2001-06-23,7.51,CLIC
2001-06-24,6.94,CLIC
2001-06-25,2.68,CLIC
2001-06-26,6.06,CLIC
2001-06-27,6.77,CLIC
2001-06-28,7.25,CLIC
2001-06-29,5.17,CLIC
2001-06-30,7.07,CLIC
2001-07-01,5.72,CLIC
2001-07-02,3.6,CLIC
2001-07-03,2.09,CLIC
2001-07-04,3.05,CLIC
2001-07-05,4.54,CLIC
2001-07-06,7.09,CLIC
2001-07-07,6.26,CLIC
2001-07-08,7.17,CLIC
2001-07-09,6.79,CLIC
2001-07-10,6.62,CLIC
2001-07-11,6.91,CLIC
2001-07-12,5.61,CLIC
2001-07-13,6.67,CLIC
2001-07-14,8.76,CLIC
2001-07-15,7.92,CLIC
2001-07-16,6.98,CLIC
2001-07-17,7.21,CLIC
2001-07-18,6.94,CLIC
2001-07-19,7.53,CLIC
2001-07-20,7.64,CLIC
2001-07-21,7.68,CLIC
2001-07-22,7.15,CLIC
2001-07-23,7.98,CLIC
2001-07-24,6.97,CLIC
2001-07-25,4.87,CLIC
2001-07-26,5.8,CLIC
2001-07-27,5.59,CLIC
2001-07-28,8.5,CLIC
2001-07-29,6.4,CLIC
2001-07-30,6.05,CLIC
2001-07-31,6.83,CLIC
2001-08-01,7.31,CLIC
2001-08-02,3.59,CLIC
2001-08-03,3.43,CLIC
2001-08-04,4.82,CLIC
2001-08-05,6.4,CLIC
2001-08-06,6.32,CLIC
2001-08-07,4.75,CLIC
2001-08-08,1.98,CLIC
2001-08-09,8.04,CLIC
2001-08-10,5.83,CLIC
2001-08-11,7.43,CLIC
2001-08-12,6.15,CLIC
2001-08-13,7.97,CLIC
2001-08-14,7.1,CLIC
2001-08-15,7.73,CLIC
2001-08-16,7.75,CLIC
2001-08-17,8.11,CLIC
2001-08-18,7.99,CLIC
2001-08-19,3.87,CLIC
2001-08-20,4.9,CLIC
2001-08-21,1.65,CLIC
2001-08-22,2.13,CLIC
2001-08-23,6.94,CLIC
2001-08-24,4.93,CLIC
2001-08-25,6.4,CLIC
2001-08-26,5.53,CLIC
2001-08-27,4.59,CLIC
2001-08-28,3.43,CLIC
2001-08-29,2.63,CLIC
2001-08-30,1,CLIC
2001-08-31,1.4,CLIC
2001-09-01,5.66,CLIC
2001-09-02,4.48,CLIC
2001-09-03,5.75,CLIC
2001-09-04,5.6,CLIC
2001-09-05,5.14,CLIC
2001-09-06,3.6,CLIC
2001-09-07,5.79,CLIC
2001-09-08,6.83,CLIC
2001-09-11,3.3,CLIC
2001-09-12,1.67,CLIC
2001-09-13,3.04,CLIC
2001-09-14,2.89,CLIC
2001-09-15,4.8,CLIC
2001-09-16,3.85,CLIC
2001-09-17,3.91,CLIC
2001-09-18,4.89,CLIC
2001-09-19,3.94,CLIC
2001-09-20,0.78,CLIC
2001-09-21,1,CLIC
2001-09-22,0.85,CLIC
2001-09-24,3.82,CLIC
2001-09-25,3,CLIC
2001-09-26,1.6,CLIC
2001-09-27,2.3,CLIC
2001-09-28,1.33,CLIC
2001-09-29,3.74,CLIC
2001-09-30,2.98,CLIC
2001-10-01,2.17,CLIC
2001-10-02,3.48,CLIC
2001-10-03,0.52,CLIC
2001-10-04,1,CLIC
2001-10-05,3.34,CLIC
2001-10-06,2.32,CLIC
2001-10-07,2.85,CLIC
2001-10-08,1.8,CLIC
2001-10-09,1.69,CLIC
2001-10-10,2.52,CLIC
2001-10-11,2.78,CLIC
2001-10-12,1.9,CLIC
2001-10-13,5.65,CLIC
2001-10-14,2.72,CLIC
2001-10-15,0.98,CLIC
2001-10-16,2.47,CLIC
2001-10-17,1.62,CLIC
2001-10-18,3.15,CLIC
2001-10-19,2.26,CLIC
2001-10-20,1.73,CLIC
2001-10-21,2.13,CLIC
2001-10-22,1.86,CLIC
2001-10-23,1.76,CLIC
2001-10-24,2.56,CLIC
2001-10-25,2.23,CLIC
2001-10-26,1.19,CLIC
2001-10-27,1.58,CLIC
2001-10-28,1.61,CLIC
2001-10-29,1.65,CLIC
2001-10-30,1.39,CLIC
2001-10-31,0.84,CLIC
2001-11-01,1.04,CLIC
2001-11-02,2.42,CLIC
2001-11-03,0.31,CLIC
2001-11-04,0.76,CLIC
2001-11-05,0.67,CLIC
2001-11-06,2.03,CLIC
2001-11-07,3.57,CLIC
2001-11-08,3.83,CLIC
2001-11-09,1.32,CLIC
2001-11-10,1.45,CLIC
2001-11-11,0.5,CLIC
2001-11-12,0.38,CLIC
2001-11-13,0.62,CLIC
2001-11-14,0.42,CLIC
2001-11-15,0.43,CLIC
2001-11-16,0.69,CLIC
2001-11-17,0.46,CLIC
2001-11-18,1.59,CLIC
2001-11-19,0.63,CLIC
2001-11-20,0.84,CLIC
2001-11-21,0.72,CLIC
2001-11-22,1.22,CLIC
2001-11-23,0.31,CLIC
2001-11-24,0.88,CLIC
2001-11-25,0.34,CLIC
2001-11-26,0.38,CLIC
2001-11-27,4.13,CLIC
2001-11-28,0.48,CLIC
2001-11-29,1.66,CLIC
2001-11-30,0.68,CLIC
2001-12-01,1.1,CLIC
2001-12-02,0.4,CLIC
2001-12-03,1.52,CLIC
2001-12-04,0.5,CLIC
2001-12-05,0.95,CLIC
2001-12-06,1.25,CLIC
2001-12-07,1.6,CLIC
2001-12-08,0.55,CLIC
2001-12-09,0.43,CLIC
2001-12-10,0.43,CLIC
2001-12-11,0.9,CLIC
2001-12-12,0.67,CLIC
2001-12-13,1.26,CLIC
2001-12-14,1.19,CLIC
2001-12-15,1.05,CLIC
2001-12-16,3.37,CLIC
2001-12-17,1.62,CLIC
2001-12-18,1.33,CLIC
2001-12-19,1.26,CLIC
2001-12-20,1.2,CLIC
2001-12-21,1.46,CLIC
2001-12-22,2.11,CLIC
2001-12-23,1.91,CLIC
2001-12-24,1.6,CLIC
2001-12-25,1.09,CLIC
2001-12-26,1.05,CLIC
2001-12-27,0.73,CLIC
2001-12-28,3.01,CLIC
2001-12-29,2.34,CLIC
2001-12-30,1.87,CLIC
2001-12-31,2.2,CLIC
2002-01-01,1.65,CLIC
2002-01-02,1,CLIC
2002-01-03,1.18,CLIC
2002-01-04,1.02,CLIC
2002-01-05,4.32,CLIC
2002-01-06,2.42,CLIC
2002-01-07,0.91,CLIC
2002-01-08,3.24,CLIC
2002-01-09,2.44,CLIC
2002-01-10,2.45,CLIC
2002-01-11,2.11,CLIC
2002-01-12,1.08,CLIC
2002-01-13,1.43,CLIC
2002-01-14,2.52,CLIC
2002-01-15,1.84,CLIC
2002-01-16,2.53,CLIC
2002-01-17,2.59,CLIC
2002-01-18,2.37,CLIC
2002-01-19,2.95,CLIC
2002-01-20,3.91,CLIC
2002-01-21,2.18,CLIC
2002-01-22,1.31,CLIC
2002-01-23,4.41,CLIC
2002-01-24,4.07,CLIC
2002-01-25,2.7,CLIC
2002-01-26,3.3,CLIC
2002-01-27,3.69,CLIC
2002-01-28,0.83,CLIC
2002-01-29,3.35,CLIC
2002-01-30,3.16,CLIC
2002-01-31,4.92,CLIC
2002-02-01,1.98,CLIC
2002-02-02,2.75,CLIC
2002-02-03,3.22,CLIC
2002-02-04,0.83,CLIC
2002-02-05,0.64,CLIC
2002-02-06,0.88,CLIC
2002-02-07,1.84,CLIC
2002-02-08,1.68,CLIC
2002-02-09,0.73,CLIC
2002-02-10,2,CLIC
2002-02-11,6.18,CLIC
2002-02-12,1.07,CLIC
2002-02-13,2.12,CLIC
2002-02-14,3.13,CLIC
2002-02-15,4,CLIC
2002-02-16,3.89,CLIC
2002-02-17,1.63,CLIC
2002-02-18,3.22,CLIC
2002-02-19,3.95,CLIC
2002-02-20,3.28,CLIC
2002-02-21,9.64,CLIC
2002-02-22,5.05,CLIC
2002-02-23,3.23,CLIC
2002-02-24,5.4,CLIC
2002-02-25,4.82,CLIC
2002-02-26,3.66,CLIC
2002-02-27,2.34,CLIC
2002-02-28,3.05,CLIC
2002-03-01,5.43,CLIC
2002-03-02,7.1,CLIC
2002-03-03,2.42,CLIC
2002-03-04,3.88,CLIC
2002-03-05,3.48,CLIC
2002-03-06,2.8,CLIC
2002-03-07,4.34,CLIC
2002-03-08,4.36,CLIC
2002-03-09,1.86,CLIC
2002-03-10,3.28,CLIC
2002-03-11,3.35,CLIC
2002-03-12,4.92,CLIC
2002-03-13,4.2,CLIC
2002-03-14,7.59,CLIC
2002-03-15,5.59,CLIC
2002-03-16,5.25,CLIC
2002-03-17,3.27,CLIC
2002-03-18,2.48,CLIC
2002-03-19,5.45,CLIC
2002-03-20,5.79,CLIC
2002-03-21,3.75,CLIC
2002-03-22,4.96,CLIC
2002-03-23,3.57,CLIC
2002-03-24,4.4,CLIC
2002-03-25,7.45,CLIC
2002-03-26,3.67,CLIC
2002-03-27,2.26,CLIC
2002-03-28,3.13,CLIC
2002-03-29,4.13,CLIC
2002-03-30,7.19,CLIC
2002-03-31,6.58,CLIC
2002-04-01,3.55,CLIC
2002-04-02,5.7,CLIC
2002-04-03,2.63,CLIC
2002-04-04,0.67,CLIC
2002-04-05,2,CLIC
2002-04-06,1,CLIC
2002-04-07,6.4,CLIC
2002-04-08,8.02,CLIC
2002-04-09,2.17,CLIC
2002-04-10,4.71,CLIC
2002-04-11,5.3,CLIC
2002-04-12,5.48,CLIC
2002-04-13,5.48,CLIC
2002-04-14,0.24,CLIC
2002-04-15,4.02,CLIC
2002-04-16,5.75,CLIC
2002-04-17,4.17,CLIC
2002-04-18,4.12,CLIC
2002-04-19,4,CLIC
2002-04-20,4.11,CLIC
2002-04-21,4.62,CLIC
2002-04-22,4.67,CLIC
2002-04-23,5.05,CLIC
2002-04-24,6.98,CLIC
2002-04-25,4.94,CLIC
2002-04-26,5.16,CLIC
2002-04-27,7.35,CLIC
2002-04-28,5.17,CLIC
2002-04-29,7.26,CLIC
2002-04-30,7,CLIC
2002-05-01,7.21,CLIC
2002-05-02,8.82,CLIC
2002-05-03,7.32,CLIC
2002-05-04,4.9,CLIC
2002-05-05,7.22,CLIC
2002-05-06,5.58,CLIC
2002-05-07,5.15,CLIC
2002-05-08,7.17,CLIC
2002-05-09,5.47,CLIC
2002-05-10,6.84,CLIC
2002-05-11,5.53,CLIC
2002-05-12,0.94,CLIC
2002-05-13,3.02,CLIC
2002-05-14,5.72,CLIC
2002-05-15,3.12,CLIC
2002-05-16,6,CLIC
2002-05-17,3.54,CLIC
2002-05-18,3.4,CLIC
2002-05-19,4.34,CLIC
2002-05-20,6.6,CLIC
2002-05-21,6.17,CLIC
2002-05-22,6.5,CLIC
2002-05-23,0.83,CLIC
2002-05-24,5.05,CLIC
2002-05-25,5.31,CLIC
2002-05-26,7.8,CLIC
2002-05-27,6.42,CLIC
2002-05-28,7.35,CLIC
2002-05-29,7.54,CLIC
2002-05-30,7.55,CLIC
2002-05-31,6.8,CLIC
2002-06-01,6.6,CLIC
2002-06-02,6.73,CLIC
2002-06-03,6.8,CLIC
2002-06-04,7,CLIC
2002-06-05,2.32,CLIC
2002-06-06,2.33,CLIC
2002-06-07,4.87,CLIC
2002-06-08,6.48,CLIC
2002-06-09,6.05,CLIC
2002-06-10,6.27,CLIC
2002-06-11,5.46,CLIC
2002-06-12,8.24,CLIC
2002-06-13,6.08,CLIC
2002-06-14,7.2,CLIC
2002-06-15,9.6,CLIC
2002-06-16,9.02,CLIC
2002-06-17,7.96,CLIC
2002-06-18,8.17,CLIC
2002-06-19,7.05,CLIC
2002-06-20,8.7,CLIC
2002-06-21,7.58,CLIC
2002-06-22,7.37,CLIC
2002-06-23,7.55,CLIC
2002-06-24,7.5,CLIC
2002-06-25,7.08,CLIC
2002-06-26,6.26,CLIC
2002-06-27,9.26,CLIC
2002-06-28,8.7,CLIC
2002-06-29,4.47,CLIC
2002-06-30,3.32,CLIC
2002-07-01,5.53,CLIC
2002-07-02,4.46,CLIC
2002-07-03,7.25,CLIC
2002-07-04,4.46,CLIC
2002-07-05,4.71,CLIC
2002-07-06,3.9,CLIC
2002-07-07,5.76,CLIC
2002-07-08,3.59,CLIC
2002-07-09,5.92,CLIC
2002-07-10,1.13,CLIC
2002-07-11,0.18,CLIC
2002-07-12,5.82,CLIC
2002-07-13,4.56,CLIC
2002-07-14,2.14,CLIC
2002-07-15,0.58,CLIC
2002-07-16,3.2,CLIC
2002-07-17,3.16,CLIC
2002-07-18,4.71,CLIC
2002-07-19,3.79,CLIC
2002-07-20,4.68,CLIC
2002-07-21,5.66,CLIC
2002-07-22,0.52,CLIC
2002-07-23,3.84,CLIC
2002-07-24,3.4,CLIC
2002-07-25,5.76,CLIC
2002-07-26,4.95,CLIC
2002-07-27,4.23,CLIC
2002-07-28,3.12,CLIC
2002-07-29,4.83,CLIC
2002-07-30,5.04,CLIC
2002-07-31,4.85,CLIC
2002-08-01,5.15,CLIC
2002-08-02,5.1,CLIC
2002-08-03,4.7,CLIC
2002-08-04,4.8,CLIC
2002-08-05,2,CLIC
2002-08-06,3.48,CLIC
2002-08-07,5.57,CLIC
2002-08-08,5.34,CLIC
2002-08-09,2.76,CLIC
2002-08-10,1.85,CLIC
2002-08-11,4.3,CLIC
2002-08-12,4.65,CLIC
2002-08-13,3.83,CLIC
2002-08-14,5.46,CLIC
2002-08-15,3.43,CLIC
2002-08-16,5.63,CLIC
2002-08-17,4.98,CLIC
2002-08-18,3.57,CLIC
2002-08-19,5,CLIC
2002-08-20,5.05,CLIC
2002-08-21,5.12,CLIC
2002-08-22,4.28,CLIC
2002-08-23,5.28,CLIC
2002-08-24,6.12,CLIC
2002-08-25,5.8,CLIC
2002-08-26,5.17,CLIC
2002-08-27,7.23,CLIC
2002-08-28,5.68,CLIC
2002-08-29,2.67,CLIC
2002-08-30,4.48,CLIC
2002-08-31,2.96,CLIC
2002-09-01,5.5,CLIC
2002-09-02,0.35,CLIC
2002-09-03,2.08,CLIC
2002-09-04,4.52,CLIC
2002-09-05,3.85,CLIC
2002-09-06,1.08,CLIC
2002-09-07,5.15,CLIC
2002-09-08,4.48,CLIC
2002-09-09,5.82,CLIC
2002-09-10,3.9,CLIC
2002-09-11,0.28,CLIC
2002-09-12,0.01,CLIC
2002-09-13,0.71,CLIC
2002-09-14,1.5,CLIC
2002-09-15,8.8,CLIC
2002-09-16,2.46,CLIC
2002-09-17,2.04,CLIC
2002-09-18,5.6,CLIC
2002-09-19,0.7,CLIC
2002-09-20,1,CLIC
2002-09-21,1,CLIC
2002-09-22,1,CLIC
2002-09-23,2,CLIC
2002-09-24,1,CLIC
2002-09-25,0.4,CLIC
2002-09-26,3.17,CLIC
2002-09-27,2.61,CLIC
2002-09-28,2.67,CLIC
2002-09-29,2.63,CLIC
2002-09-30,2.7,CLIC
2002-10-01,3.46,CLIC
2002-10-02,2.6,CLIC
2002-10-03,0.02,CLIC
2002-10-04,1.1,CLIC
2002-10-05,0.5,CLIC
2002-10-06,0.1,CLIC
2002-10-07,0.2,CLIC
2002-10-08,1,CLIC
2002-10-09,0.1,CLIC
2002-10-10,0.01,CLIC
2002-10-11,0.09,CLIC
2002-10-12,0.5,CLIC
2002-10-13,5.56,CLIC
2002-10-14,1.14,CLIC
2002-10-15,0.5,CLIC
2002-10-16,2.2,CLIC
2002-10-17,1.1,CLIC
2002-10-18,1.95,CLIC
2002-10-19,1.85,CLIC
2002-10-20,2.32,CLIC
2002-10-21,0.78,CLIC
2002-10-22,1,CLIC
2002-10-23,2.38,CLIC
2002-10-24,1.22,CLIC
2002-10-25,4.03,CLIC
2002-10-26,1,CLIC
2002-10-27,1.17,CLIC
2002-10-28,2,CLIC
2002-10-29,0.9,CLIC
2002-10-30,1.48,CLIC
2002-10-31,1.02,CLIC
2002-11-01,0.4,CLIC
2002-11-02,0.1,CLIC
2002-11-03,0.65,CLIC
2002-11-04,1,CLIC
2002-11-05,1.05,CLIC
2002-11-06,1.75,CLIC
2002-11-07,0.62,CLIC
2002-11-08,0.9,CLIC
2002-11-09,2.43,CLIC
2002-11-10,2.18,CLIC
2002-11-11,0.67,CLIC
2002-11-12,1.13,CLIC
2002-11-13,1,CLIC
2002-11-14,0.92,CLIC
2002-11-15,2,CLIC
2002-11-16,0.85,CLIC
2002-11-17,2.43,CLIC
2002-11-18,1.72,CLIC
2002-11-19,1.48,CLIC
2002-11-20,1.02,CLIC
2002-11-21,1.71,CLIC
2002-11-22,1.74,CLIC
2002-11-23,1.25,CLIC
2002-11-24,1.3,CLIC
2002-11-25,0.17,CLIC
2002-11-26,0.03,CLIC
2002-11-27,0.05,CLIC
2002-11-28,1.45,CLIC
2002-11-29,1,CLIC
2002-11-30,0.3,CLIC
2002-12-01,1,CLIC
2002-12-02,0.45,CLIC
2002-12-03,1.13,CLIC
2002-12-04,0.22,CLIC
2002-12-05,0.85,CLIC
2002-12-06,0.83,CLIC
2002-12-07,0.92,CLIC
2002-12-08,0.75,CLIC
2002-12-09,1.55,CLIC
2002-12-10,1.17,CLIC
2002-12-11,1.13,CLIC
2002-12-12,1.47,CLIC
2002-12-13,2.08,CLIC
2002-12-14,1.25,CLIC
2002-12-15,1.35,CLIC
2002-12-16,1.69,CLIC
2002-12-17,1.76,CLIC
2002-12-18,2.13,CLIC
2002-12-19,2.21,CLIC
2002-12-20,1.56,CLIC
2002-12-21,2.45,CLIC
2002-12-22,0.23,CLIC
2002-12-23,2.82,CLIC
2002-12-24,3.05,CLIC
2002-12-25,2.02,CLIC
2002-12-26,1.06,CLIC
2002-12-27,1.71,CLIC
2002-12-28,1.64,CLIC
2002-12-29,3.54,CLIC
2002-12-30,3.15,CLIC
2002-12-31,3.03,CLIC
2003-01-01,2.5,CLIC
2003-01-02,2.87,CLIC
2003-01-03,3.23,CLIC
2003-01-04,1.85,CLIC
2003-01-05,1.3,CLIC
2003-01-06,0.13,CLIC
2003-01-07,0.04,CLIC
2003-01-08,0.06,CLIC
2003-01-09,1.02,CLIC
2003-01-10,0.5,CLIC
2003-01-11,0.08,CLIC
2003-01-12,0.77,CLIC
2003-01-13,0.53,CLIC
2003-01-14,0.12,CLIC
2003-01-15,0.3,CLIC
2003-01-16,6.15,CLIC
2003-01-17,0.78,CLIC
2003-01-18,2.72,CLIC
2003-01-19,2,CLIC
2003-01-20,5.05,CLIC
2003-01-21,2.25,CLIC
2003-01-22,0,CLIC
2003-01-23,1.3,CLIC
2003-01-24,0,CLIC
2003-01-25,0.69,CLIC
2003-01-26,2.36,CLIC
2003-01-27,1.3,CLIC
2003-01-28,0.87,CLIC
2003-01-29,2.71,CLIC
2003-01-30,2.52,CLIC
2003-01-31,1.82,CLIC
2003-02-01,1.82,CLIC
2003-02-02,3.58,CLIC
2003-02-03,1.43,CLIC
2003-02-04,2.87,CLIC
2003-02-05,3.82,CLIC
2003-02-06,1.45,CLIC
2003-02-07,3.73,CLIC
2003-02-08,3.2,CLIC
2003-02-09,1.95,CLIC
2003-02-10,2.83,CLIC
2003-02-11,2.67,CLIC
2003-02-12,2.22,CLIC
2003-02-13,1.33,CLIC
2003-02-14,2.8,CLIC
2003-02-15,0.1,CLIC
2003-02-16,1.82,CLIC
2003-02-17,3.58,CLIC
2003-02-18,6.02,CLIC
2003-02-19,5.26,CLIC
2003-02-20,3.89,CLIC
2003-02-21,2.83,CLIC
2003-02-22,3.16,CLIC
2003-02-23,3.62,CLIC
2003-02-24,2.1,CLIC
2003-02-25,4.12,CLIC
2003-02-26,3.05,CLIC
2003-02-27,3.35,CLIC
2003-02-28,15.67,CLIC
2003-03-01,2.28,CLIC
2003-03-02,3,CLIC
2003-03-03,2.3,CLIC
2003-03-04,1.88,CLIC
2003-03-05,0.27,CLIC
2003-03-06,2.09,CLIC
2003-03-07,0.61,CLIC
2003-03-08,0.99,CLIC
2003-03-09,1.36,CLIC
2003-03-10,2.8,CLIC
2003-03-11,2.45,CLIC
2003-03-12,1.81,CLIC
2003-03-13,1.62,CLIC
2003-03-14,1.69,CLIC
2003-03-15,4.01,CLIC
2003-03-16,0.97,CLIC
2003-03-17,2.75,CLIC
2003-03-18,4.27,CLIC
2003-03-19,2.56,CLIC
2003-03-20,2.14,CLIC
2003-03-21,3.1,CLIC
2003-03-22,3.53,CLIC
2003-03-23,4.05,CLIC
2003-03-24,2.08,CLIC
2003-03-25,0.87,CLIC
2003-03-26,1.12,CLIC
2003-03-27,1.33,CLIC
2003-03-28,1.49,CLIC
2003-03-29,0.69,CLIC
2003-03-30,1.82,CLIC
2003-03-31,1,CLIC
2003-04-01,0.6,CLIC
2003-04-02,1.14,CLIC
2003-04-03,2.1,CLIC
2003-04-04,11.07,CLIC
2003-04-05,3.61,CLIC
2003-04-06,4.38,CLIC
2003-04-07,2.47,CLIC
2003-04-08,1.55,CLIC
2003-04-09,2.1,CLIC
2003-04-10,1.75,CLIC
2003-04-11,3.8,CLIC
2003-04-12,5.27,CLIC
2003-04-13,3.18,CLIC
2003-04-14,2.5,CLIC
2003-04-15,3.48,CLIC
2003-04-16,3.29,CLIC
2003-04-17,4.65,CLIC
2003-04-18,4.09,CLIC
2003-04-19,3.93,CLIC
2003-04-20,2.4,CLIC
2003-04-21,0.33,CLIC
2003-04-22,1.82,CLIC
2003-04-23,4.23,CLIC
2003-04-24,6.18,CLIC
2003-04-25,5.65,CLIC
2003-04-26,3.02,CLIC
2003-04-27,4.38,CLIC
2003-04-28,1.34,CLIC
2003-04-29,3.26,CLIC
2003-04-30,6.37,CLIC
2003-05-01,6.25,CLIC
2003-05-02,3.6,CLIC
2003-05-03,5.15,CLIC
2003-05-04,5.07,CLIC
2003-05-05,5.78,CLIC
2003-05-06,6.9,CLIC
2003-05-07,6.22,CLIC
2003-05-08,3.98,CLIC
2003-05-09,5.03,CLIC
2003-05-10,4.92,CLIC
2003-05-11,3.62,CLIC
2003-05-12,2.78,CLIC
2003-05-13,4.92,CLIC
2003-05-14,7.4,CLIC
2003-05-15,6.23,CLIC
2003-05-16,5.75,CLIC
2003-05-17,6.78,CLIC
2003-05-18,6.42,CLIC
2003-05-19,5.5,CLIC
2003-05-20,4.45,CLIC
2003-05-21,4.4,CLIC
2003-05-22,2.75,CLIC
2003-05-23,2.68,CLIC
2003-05-24,5.73,CLIC
2003-05-25,5.2,CLIC
2003-05-26,2.79,CLIC
2003-05-27,1.6,CLIC
2003-05-28,3.33,CLIC
2003-05-29,4.58,CLIC
2003-05-30,5.1,CLIC
2003-05-31,4.97,CLIC
2003-06-01,5.83,CLIC
2003-06-02,6.2,CLIC
2003-06-03,3.1,CLIC
2003-06-04,4.58,CLIC
2003-06-05,5.08,CLIC
2003-06-06,4.96,CLIC
2003-06-07,6.47,CLIC
2003-06-08,5.13,CLIC
2003-06-09,3.22,CLIC
2003-06-10,2.17,CLIC
2003-06-11,2.88,CLIC
2003-06-12,7.72,CLIC
2003-06-13,2.71,CLIC
2003-06-14,4.5,CLIC
2003-06-15,5.79,CLIC
2003-06-16,4.79,CLIC
2003-06-17,2.38,CLIC
2003-06-18,7.58,CLIC
2003-06-19,4.65,CLIC
2003-06-20,5.07,CLIC
2003-06-21,6.19,CLIC
2003-06-22,5.99,CLIC
2003-06-23,6.36,CLIC
2003-06-24,6.32,CLIC
2003-06-25,4.12,CLIC
2003-06-26,6.4,CLIC
2003-06-27,6.26,CLIC
2003-06-28,4.2,CLIC
2003-06-29,2.92,CLIC
2003-06-30,1.77,CLIC
2003-07-01,0.2,CLIC
2003-07-02,0.13,CLIC
2003-07-03,3.63,CLIC
2003-07-04,3.05,CLIC
2003-07-05,0.8,CLIC
2003-07-06,3.12,CLIC
2003-07-07,3.08,CLIC
2003-07-08,3.5,CLIC
2003-07-09,5.4,CLIC
2003-07-10,5.04,CLIC
2003-07-11,5.38,CLIC
2003-07-12,4.2,CLIC
2003-07-13,5.52,CLIC
2003-07-14,6.28,CLIC
2003-07-15,6.24,CLIC
2003-07-16,4.96,CLIC
2003-07-17,6.55,CLIC
2003-07-18,9.43,CLIC
2003-07-19,1.12,CLIC
2003-07-20,2,CLIC
2003-07-21,6.52,CLIC
2003-07-22,6.08,CLIC
2003-07-23,4.42,CLIC
2003-07-24,6.68,CLIC
2003-07-25,5.52,CLIC
2003-07-26,1.88,CLIC
2003-07-27,3.2,CLIC
2003-07-28,2.25,CLIC
2003-07-29,1.73,CLIC
2003-07-30,3.42,CLIC
2003-07-31,3.4,CLIC
2003-08-01,9.08,CLIC
2003-08-02,5.92,CLIC
2003-08-03,5.72,CLIC
2003-08-04,6.25,CLIC
2003-08-05,6.17,CLIC
2003-08-06,5.83,CLIC
2003-08-07,5.97,CLIC
2003-08-08,7.68,CLIC
2003-08-09,7.13,CLIC
2003-08-10,5.22,CLIC
2003-08-11,5.51,CLIC
2003-08-12,2.39,CLIC
2003-08-13,1.75,CLIC
2003-08-14,2.38,CLIC
2003-08-15,1.91,CLIC
2003-08-16,66.79,CLIC
2003-08-17,7.56,CLIC
2003-08-18,7.76,CLIC
2003-08-19,2.6,CLIC
2003-08-20,2.68,CLIC
2003-08-21,4.49,CLIC
2003-08-22,1.53,CLIC
2003-08-23,0.32,CLIC
2003-08-24,5.28,CLIC
2003-08-25,2.02,CLIC
2003-08-26,2.08,CLIC
2003-08-27,2.9,CLIC
2003-08-28,4.78,CLIC
2003-08-29,4.12,CLIC
2003-08-30,4.05,CLIC
2003-08-31,3.84,CLIC
2003-09-01,68.66,CLIC
2003-09-02,4.38,CLIC
2003-09-03,1.47,CLIC
2003-09-04,9.72,CLIC
2003-09-05,2.04,CLIC
2003-09-06,2.62,CLIC
2003-09-07,2.4,CLIC
2003-09-08,2.72,CLIC
