Estación: ,C19121,GATOS GUEROS. LINARES
2009-03-12,2,CLIC
2009-03-13,1.5,CLIC
2009-03-14,1.4,CLIC
2009-03-15,1.9,CLIC
2009-03-16,3.05,CLIC
2009-03-17,5.25,CLIC
2009-03-18,2.6,CLIC
2009-03-19,5.6,CLIC
2009-03-20,5.14,CLIC
2009-03-21,6.35,CLIC
2009-03-22,4.9,CLIC
2009-03-23,7.2,CLIC
2009-03-24,6.5,CLIC
2009-03-25,5.8,CLIC
2009-03-26,5.3,CLIC
2009-03-27,3.74,CLIC
2009-03-28,2.76,CLIC
2009-03-29,3.02,CLIC
2009-03-30,2.89,CLIC
2009-03-31,3.07,CLIC
2009-04-01,7.95,CLIC
2009-04-02,8.55,CLIC
2009-04-03,7.9,CLIC
2009-04-04,7.7,CLIC
2009-04-05,8.05,CLIC
2009-04-06,5.95,CLIC
2009-04-07,2.5,CLIC
2009-04-08,7.9,CLIC
2009-04-09,6.5,CLIC
2009-04-10,10.85,CLIC
2009-04-11,9.7,CLIC
2009-04-12,5.7,CLIC
2009-04-13,8.65,CLIC
2009-04-14,10.15,CLIC
2009-04-15,7.8,CLIC
2009-04-16,8.4,CLIC
2009-04-17,5.8,CLIC
2009-04-18,4.55,CLIC
2009-04-19,5.45,CLIC
2009-04-20,5.35,CLIC
2009-04-21,6.05,CLIC
2009-04-22,5.3,CLIC
2009-04-23,8.4,CLIC
2009-04-24,4.3,CLIC
2009-04-25,6.8,CLIC
2009-04-26,7,CLIC
2009-04-27,7,CLIC
2009-04-28,3.5,CLIC
2009-04-29,3.54,CLIC
2009-04-30,2.86,CLIC
2009-05-01,5.89,CLIC
2009-05-02,10.06,CLIC
2009-05-03,7.17,CLIC
2009-05-04,4.72,CLIC
2009-05-05,7.4,CLIC
2009-05-06,10.04,CLIC
2009-05-07,8.87,CLIC
2009-05-08,8.97,CLIC
2009-05-09,8.04,CLIC
2009-05-10,7.76,CLIC
2009-05-11,6.21,CLIC
2009-05-12,6.76,CLIC
2009-05-13,7.27,CLIC
2009-05-14,5.09,CLIC
2009-05-15,4.57,CLIC
2009-05-16,5.12,CLIC
2009-05-17,3.48,CLIC
2009-05-18,5.17,CLIC
2009-05-19,5.19,CLIC
2009-05-20,4.03,CLIC
2009-05-21,5.32,CLIC
2009-05-22,4.53,CLIC
2009-05-23,3.89,CLIC
2009-05-24,5.45,CLIC
2009-05-25,7.56,CLIC
2009-05-26,5.13,CLIC
2009-05-27,4.48,CLIC
2009-05-28,3.82,CLIC
2009-05-29,5.4,CLIC
2009-05-30,5.26,CLIC
2009-05-31,4.74,CLIC
2009-06-01,4.15,CLIC
2009-06-02,6.09,CLIC
2009-06-03,4.68,CLIC
2009-06-04,4.12,CLIC
2009-06-05,9.06,CLIC
2009-06-06,9.27,CLIC
2009-06-07,9.44,CLIC
2009-06-08,6.06,CLIC
2009-06-09,5.85,CLIC
2009-06-10,5.5,CLIC
2009-06-11,9.38,CLIC
2009-06-12,9.17,CLIC
2009-06-13,8.07,CLIC
2009-06-14,7.15,CLIC
2009-06-15,8.39,CLIC
2009-06-16,6.19,CLIC
2009-06-17,5.21,CLIC
2009-06-18,4.5,CLIC
2009-06-19,5.35,CLIC
2009-06-20,4.32,CLIC
2009-06-21,5.17,CLIC
2009-06-22,5.03,CLIC
2009-06-23,4.01,CLIC
2009-06-24,3.78,CLIC
2009-06-25,5.07,CLIC
2009-06-26,4.83,CLIC
2009-06-27,6.96,CLIC
2009-06-28,6.15,CLIC
2009-06-29,5.18,CLIC
2009-06-30,4.49,CLIC
2009-07-01,5.28,CLIC
2009-07-02,6.08,CLIC
2009-07-03,6.06,CLIC
2009-07-04,5.78,CLIC
2009-07-05,7.64,CLIC
2009-07-06,10.24,CLIC
2009-07-07,8.36,CLIC
2009-07-08,7.84,CLIC
2009-07-09,8.07,CLIC
2009-07-10,7.21,CLIC
2009-07-11,7.1,CLIC
2009-07-12,7.1,CLIC
2009-07-13,8.04,CLIC
2009-07-14,8.51,CLIC
2009-07-15,6.13,CLIC
2009-07-16,7.3,CLIC
2009-07-17,7.94,CLIC
2009-07-18,7.12,CLIC
2009-07-19,7.4,CLIC
2009-07-20,7.43,CLIC
2009-07-21,6.97,CLIC
2009-07-22,8.16,CLIC
2009-07-23,7.32,CLIC
2009-07-24,7.9,CLIC
2009-07-25,8.4,CLIC
2009-07-26,8.09,CLIC
2009-07-27,7.97,CLIC
2009-07-28,7.62,CLIC
2009-07-29,8.41,CLIC
2009-07-30,8.64,CLIC
2009-07-31,7.82,CLIC
2009-09-01,3.9,CLIC
2009-09-02,7.2,CLIC
2009-09-03,6.14,CLIC
2009-09-04,5.31,CLIC
2009-09-05,4.72,CLIC
2009-09-06,4.77,CLIC
2009-09-07,3.82,CLIC
2009-09-08,5.88,CLIC
2009-09-09,3.78,CLIC
2009-09-10,4.83,CLIC
2009-09-11,4.23,CLIC
2009-09-12,4.03,CLIC
2009-09-13,5.03,CLIC
2009-09-14,3.84,CLIC
2009-09-15,5.14,CLIC
2009-09-16,5.26,CLIC
2009-09-17,5.42,CLIC
2009-09-18,3.22,CLIC
2009-09-19,3.48,CLIC
2009-09-20,5.22,CLIC
2009-09-21,4.11,CLIC
2009-09-22,4.28,CLIC
2009-09-23,3.8,CLIC
2009-09-24,4.51,CLIC
2009-09-25,3.67,CLIC
2009-09-26,3.21,CLIC
2009-09-27,4.16,CLIC
2009-09-28,3.51,CLIC
2009-09-29,3.29,CLIC
2009-09-30,3.03,CLIC
2009-10-01,4.24,CLIC
2009-10-02,4.17,CLIC
2009-10-03,3.56,CLIC
2009-10-04,7.04,CLIC
2009-10-05,3.63,CLIC
2009-10-06,3.16,CLIC
2009-10-07,3.2,CLIC
2009-10-08,3.35,CLIC
2009-10-09,3.12,CLIC
2009-10-10,3.21,CLIC
2009-10-11,2.3,CLIC
2009-10-12,2.83,CLIC
2009-10-13,3.2,CLIC
2009-10-14,3.76,CLIC
2009-10-15,4.22,CLIC
2009-10-16,2.08,CLIC
2009-10-17,2.94,CLIC
2009-10-18,3.09,CLIC
2009-10-19,3.69,CLIC
2009-10-20,3.18,CLIC
2009-10-21,3.02,CLIC
2009-10-22,2.49,CLIC
2009-10-23,3.32,CLIC
2009-10-24,3.11,CLIC
2009-10-25,3.12,CLIC
2009-10-26,2.05,CLIC
2009-10-27,2.19,CLIC
2009-10-28,4.42,CLIC
2009-10-29,4.11,CLIC
2009-10-30,2.2,CLIC
2009-10-31,2.61,CLIC
2009-11-01,3.19,CLIC
2009-11-02,4.15,CLIC
2009-11-03,3.07,CLIC
2009-11-04,2.66,CLIC
2009-11-05,3.32,CLIC
2009-11-06,2.97,CLIC
2009-11-07,3.52,CLIC
2009-11-08,3.31,CLIC
2009-11-09,3.21,CLIC
2009-11-10,1.97,CLIC
2009-11-11,2.5,CLIC
2009-11-12,3.32,CLIC
2009-11-13,4.17,CLIC
2009-11-14,4.06,CLIC
2009-11-15,4.04,CLIC
2009-11-16,2.38,CLIC
2009-11-17,2.61,CLIC
2009-11-18,2.07,CLIC
2009-11-19,3.14,CLIC
2009-11-20,3.08,CLIC
2009-11-21,2.76,CLIC
2009-11-22,3.36,CLIC
2009-11-23,2.1,CLIC
2009-11-24,2.44,CLIC
2009-11-25,2.22,CLIC
2009-11-26,2.12,CLIC
2009-11-27,2.45,CLIC
2009-11-28,2.55,CLIC
2009-11-29,2.24,CLIC
2009-11-30,2.44,CLIC
2009-12-01,1.4,CLIC
2009-12-02,1.1,CLIC
2009-12-03,0.55,CLIC
2009-12-04,0.6,CLIC
2009-12-05,1,CLIC
2009-12-06,2.75,CLIC
2009-12-07,4.5,CLIC
2009-12-08,0.9,CLIC
2009-12-09,5.5,CLIC
2009-12-10,1.9,CLIC
2009-12-11,1.6,CLIC
2009-12-12,1.8,CLIC
2009-12-13,3.3,CLIC
2009-12-14,6.5,CLIC
2009-12-15,3.2,CLIC
2009-12-16,0.4,CLIC
2009-12-17,5,CLIC
2009-12-18,4.4,CLIC
2009-12-19,9.7,CLIC
2009-12-20,1,CLIC
2009-12-21,1.2,CLIC
2009-12-22,3.2,CLIC
2009-12-23,3.3,CLIC
2009-12-24,1.7,CLIC
2009-12-25,7.1,CLIC
2009-12-26,7.45,CLIC
2009-12-27,1.8,CLIC
2009-12-28,9.35,CLIC
2009-12-29,1.48,CLIC
2009-12-30,1.72,CLIC
2009-12-31,2.4,CLIC
2010-01-01,2.25,CLIC
2010-01-02,0.15,CLIC
2010-01-03,6.02,CLIC
2010-01-04,1.18,CLIC
2010-01-05,1,CLIC
2010-01-06,0.1,CLIC
2010-01-07,0.8,CLIC
2010-01-08,0.1,CLIC
2010-01-09,0.9,CLIC
2010-01-10,3.05,CLIC
2010-01-11,0.25,CLIC
2010-01-12,0.3,CLIC
2010-01-13,0.25,CLIC
2010-01-14,1.2,CLIC
2010-01-15,0.65,CLIC
2010-01-16,1.9,CLIC
2010-01-17,0.55,CLIC
2010-01-18,1.25,CLIC
2010-01-19,0.15,CLIC
2010-01-20,1.7,CLIC
2010-01-21,1.9,CLIC
2010-01-22,2.6,CLIC
2010-01-23,3.1,CLIC
2010-01-24,6.35,CLIC
2010-01-25,1.65,CLIC
2010-01-26,1.95,CLIC
2010-01-27,4.05,CLIC
2010-01-28,5.28,CLIC
2010-01-29,4.82,CLIC
2010-01-30,5.5,CLIC
2010-01-31,2.8,CLIC
2010-02-01,1.3,CLIC
2010-02-02,0.18,CLIC
2010-02-03,2.82,CLIC
2010-02-04,8.3,CLIC
2010-02-05,8.87,CLIC
2010-02-06,0.93,CLIC
2010-02-07,1.3,CLIC
2010-02-08,3.5,CLIC
2010-02-09,6.2,CLIC
2010-02-10,2.8,CLIC
2010-02-11,2.08,CLIC
2010-02-12,2.17,CLIC
2010-02-13,1.02,CLIC
2010-02-14,1.53,CLIC
2010-02-15,1,CLIC
2010-02-16,1.64,CLIC
2010-02-17,0.06,CLIC
2010-02-18,1.25,CLIC
2010-02-19,5.15,CLIC
2010-02-20,3.3,CLIC
2010-02-21,2.2,CLIC
2010-02-22,2.8,CLIC
2010-02-23,2.1,CLIC
2010-02-24,2.8,CLIC
2010-02-25,3.5,CLIC
2010-02-26,3.1,CLIC
2010-02-27,3.3,CLIC
2010-02-28,2,CLIC
2010-03-01,6.35,CLIC
2010-03-02,6.55,CLIC
2010-03-03,5.49,CLIC
2010-03-04,2.7,CLIC
2010-03-05,3.5,CLIC
2010-03-06,3.8,CLIC
2010-03-07,2.1,CLIC
2010-03-08,0.6,CLIC
2010-03-09,3.6,CLIC
2010-03-10,4.1,CLIC
2010-03-11,7.5,CLIC
2010-03-12,6.9,CLIC
2010-03-13,6.7,CLIC
2010-03-14,5.3,CLIC
2010-03-15,1.9,CLIC
2010-03-16,6.05,CLIC
2010-03-17,7.24,CLIC
2010-03-18,5.1,CLIC
2010-03-19,7.11,CLIC
2010-03-20,4.9,CLIC
2010-03-21,8.4,CLIC
2010-03-22,6.2,CLIC
2010-03-23,4.2,CLIC
2010-03-24,4.9,CLIC
2010-03-25,2.85,CLIC
2010-03-26,5.9,CLIC
2010-03-27,5.6,CLIC
2010-03-28,5.5,CLIC
2010-03-29,4.65,CLIC
2010-03-30,4.3,CLIC
2010-03-31,5.8,CLIC
2010-04-01,9.5,CLIC
2010-04-02,3.9,CLIC
2010-04-03,11.4,CLIC
2010-04-04,4.8,CLIC
2010-04-05,7.6,CLIC
2010-04-06,6,CLIC
2010-04-07,11.7,CLIC
2010-04-08,5.9,CLIC
2010-04-09,5.9,CLIC
2010-04-10,6.4,CLIC
2010-04-21,5.8,CLIC
2010-04-22,5.8,CLIC
2010-04-23,8.4,CLIC
2010-04-24,5.5,CLIC
2010-04-25,8,CLIC
2010-04-26,7.4,CLIC
2010-04-27,4.4,CLIC
2010-04-28,5.64,CLIC
2010-04-29,8.86,CLIC
2010-04-30,8.8,CLIC
2010-10-01,4.4,CLIC
2010-10-02,5.8,CLIC
2010-10-03,4.3,CLIC
2010-10-04,6,CLIC
2010-10-05,5.4,CLIC
2010-10-06,9.1,CLIC
2010-10-07,0.2,CLIC
2010-10-08,4.1,CLIC
2010-10-09,4.7,CLIC
2010-10-10,0.95,CLIC
2010-10-11,2.95,CLIC
2010-10-12,5.5,CLIC
2010-10-13,2.3,CLIC
2010-10-14,5.2,CLIC
2010-10-15,5.28,CLIC
2010-10-16,3.4,CLIC
2010-10-17,4.09,CLIC
2010-10-18,9.21,CLIC
2010-10-19,4.2,CLIC
2010-10-20,3.9,CLIC
2010-10-21,4.1,CLIC
2010-10-22,1.7,CLIC
2010-10-23,1.5,CLIC
2010-10-24,3.6,CLIC
2010-10-25,6.5,CLIC
2010-10-26,3.5,CLIC
2010-10-27,8.1,CLIC
2010-10-28,0.3,CLIC
2010-10-29,3.8,CLIC
2010-10-30,5.3,CLIC
2010-10-31,2.9,CLIC
2010-11-01,5.2,CLIC
2010-11-02,5.4,CLIC
2010-11-03,5.8,CLIC
2010-11-04,6.1,CLIC
2010-11-05,2.6,CLIC
2010-11-06,3.4,CLIC
2010-11-07,2.2,CLIC
2010-11-08,2.4,CLIC
2010-11-09,3.1,CLIC
2010-11-10,2.5,CLIC
2010-11-11,2.8,CLIC
2010-11-12,3.3,CLIC
2010-11-13,3.9,CLIC
2010-11-14,1.6,CLIC
2010-11-15,4.4,CLIC
2010-11-16,4.7,CLIC
2010-11-17,3.7,CLIC
2010-11-18,4,CLIC
2010-11-19,2.2,CLIC
2010-11-20,4.2,CLIC
2010-11-21,2.7,CLIC
2010-11-22,3.2,CLIC
2010-11-23,3.8,CLIC
2010-11-24,4.5,CLIC
2010-11-25,5.2,CLIC
2010-11-26,4.1,CLIC
2010-11-27,2.7,CLIC
2010-11-28,3.3,CLIC
2010-11-29,4.1,CLIC
2010-11-30,3.2,CLIC
2010-12-01,3.2,CLIC
2010-12-02,3.5,CLIC
2010-12-03,3.3,CLIC
2010-12-04,2.3,CLIC
2010-12-05,1.2,CLIC
2010-12-06,2.9,CLIC
2010-12-07,2.5,CLIC
2010-12-08,3.1,CLIC
2010-12-09,3.05,CLIC
2010-12-10,3.55,CLIC
2010-12-11,8.4,CLIC
2010-12-12,4,CLIC
2010-12-13,2.6,CLIC
2010-12-14,1.6,CLIC
2010-12-15,6.4,CLIC
2010-12-16,7.1,CLIC
2010-12-17,8.1,CLIC
2010-12-18,9.05,CLIC
2010-12-19,6.05,CLIC
2010-12-20,6.4,CLIC
2010-12-21,8.2,CLIC
2010-12-22,4.05,CLIC
2010-12-23,4.05,CLIC
2010-12-24,5.35,CLIC
2010-12-25,4.35,CLIC
2010-12-26,5.3,CLIC
2010-12-27,6.2,CLIC
2010-12-28,5.7,CLIC
2010-12-29,1.6,CLIC
2010-12-30,4.46,CLIC
2010-12-31,4.24,CLIC
2011-01-01,2.4,CLIC
2011-01-02,1.85,CLIC
2011-01-03,1.17,CLIC
2011-01-04,1.78,CLIC
2011-01-05,1.4,CLIC
2011-01-06,1.1,CLIC
2011-01-07,1.8,CLIC
2011-01-08,0.1,CLIC
2011-01-09,0.9,CLIC
2011-01-10,1.7,CLIC
2011-01-11,2,CLIC
2011-01-12,1.25,CLIC
2011-01-13,1.2,CLIC
2011-01-14,0.88,CLIC
2011-01-15,0.97,CLIC
2011-01-16,1.05,CLIC
2011-01-17,1.35,CLIC
2011-01-18,1.25,CLIC
2011-01-19,1.2,CLIC
2011-01-20,0.33,CLIC
2011-01-21,1.37,CLIC
2011-01-22,1.2,CLIC
2011-01-23,3.6,CLIC
2011-01-24,5.85,CLIC
2011-01-25,1.65,CLIC
2011-01-26,2,CLIC
2011-01-27,4,CLIC
2011-01-28,5.28,CLIC
2011-01-29,4.82,CLIC
2011-01-30,5.5,CLIC
2011-01-31,2.8,CLIC
2011-02-01,5,CLIC
2011-02-02,1.2,CLIC
2011-02-03,0.35,CLIC
2011-02-04,1.1,CLIC
2011-02-05,1.49,CLIC
2011-02-06,3.26,CLIC
2011-02-07,2.1,CLIC
2011-02-08,1,CLIC
2011-02-09,1.6,CLIC
2011-02-10,1.05,CLIC
2011-02-11,1.15,CLIC
2011-02-12,1.05,CLIC
2011-02-13,3.05,CLIC
2011-02-14,0.9,CLIC
2011-02-15,0.9,CLIC
2011-02-16,8.05,CLIC
2011-02-17,6.1,CLIC
2011-02-18,7.1,CLIC
2011-02-19,8.1,CLIC
2011-02-20,8.4,CLIC
2011-02-21,9.2,CLIC
2011-02-22,6.05,CLIC
2011-02-23,9.1,CLIC
2011-02-24,6.35,CLIC
2011-02-25,7.3,CLIC
2011-02-26,8.2,CLIC
2011-02-27,9.15,CLIC
2011-02-28,8,CLIC
2011-12-01,3.3,CLIC
2011-12-02,1.8,CLIC
2011-12-03,6.1,CLIC
2011-12-04,3.89,CLIC
2011-12-05,2.32,CLIC
2011-12-06,2.58,CLIC
2011-12-07,2.4,CLIC
2011-12-08,3.21,CLIC
2011-12-09,0.08,CLIC
2011-12-10,0.01,CLIC
2011-12-11,0.87,CLIC
2011-12-12,1,CLIC
2011-12-13,0.74,CLIC
2011-12-14,2.3,CLIC
2011-12-15,2.7,CLIC
2011-12-16,2.68,CLIC
2011-12-17,2.22,CLIC
2011-12-18,1,CLIC
2011-12-19,3.4,CLIC
2011-12-20,0.7,CLIC
2011-12-21,2.9,CLIC
2011-12-22,0.78,CLIC
2011-12-23,1.37,CLIC
2011-12-24,1.27,CLIC
2011-12-25,1.77,CLIC
2011-12-26,2.11,CLIC
2011-12-27,1.5,CLIC
2011-12-28,2.19,CLIC
2011-12-29,1.41,CLIC
2011-12-30,0.5,CLIC
2011-12-31,3.9,CLIC
2012-04-01,8,CLIC
2012-04-02,5.9,CLIC
2012-04-03,7.59,CLIC
2012-04-04,5.41,CLIC
2012-04-05,6.7,CLIC
2012-04-06,1.41,CLIC
2012-04-07,2.55,CLIC
2012-04-08,1.4,CLIC
2012-04-09,4.1,CLIC
2012-04-10,1.69,CLIC
2012-04-11,3.51,CLIC
2012-04-12,2.89,CLIC
2012-04-13,3.6,CLIC
2012-04-14,7.01,CLIC
2012-04-15,3.7,CLIC
2012-04-16,4.6,CLIC
2012-04-17,4.2,CLIC
2012-04-18,5.3,CLIC
2012-04-19,4.98,CLIC
2012-04-20,8.72,CLIC
2012-04-21,5.7,CLIC
2012-04-22,7.4,CLIC
2012-04-23,8.48,CLIC
2012-04-24,6.02,CLIC
2012-04-25,8.39,CLIC
2012-04-26,7.61,CLIC
2012-04-27,3.4,CLIC
2012-04-28,7.3,CLIC
2012-04-29,5.29,CLIC
2012-04-30,5.7,CLIC
2012-05-01,4.5,CLIC
2012-05-02,1.3,CLIC
2012-05-03,6.5,CLIC
2012-05-04,7.7,CLIC
2012-05-05,5.2,CLIC
2012-05-06,9.2,CLIC
2012-05-07,5.8,CLIC
2012-05-08,3.1,CLIC
2012-05-09,1.5,CLIC
2012-05-10,3.5,CLIC
2012-05-11,7.49,CLIC
2012-05-12,4.31,CLIC
2012-05-13,9.6,CLIC
2012-05-14,2.32,CLIC
2012-05-15,0.16,CLIC
2012-05-16,7.59,CLIC
2012-05-17,10.33,CLIC
2012-05-18,7.58,CLIC
2012-05-19,10.42,CLIC
2012-05-20,8.18,CLIC
2012-05-21,8.82,CLIC
2012-05-22,7.39,CLIC
2012-05-23,9.11,CLIC
2012-05-24,5,CLIC
2012-05-25,12.8,CLIC
2012-05-26,7.2,CLIC
2012-05-27,5.59,CLIC
2012-05-28,9.1,CLIC
2012-05-29,10.31,CLIC
2012-05-30,10.4,CLIC
2012-05-31,4.39,CLIC
2012-06-01,6.11,CLIC
2012-06-02,9,CLIC
2012-06-03,9.6,CLIC
2012-06-04,7.79,CLIC
2012-06-05,6.1,CLIC
2012-06-06,7.71,CLIC
2012-06-07,10.1,CLIC
2012-06-08,8.1,CLIC
2012-06-09,8.4,CLIC
2012-06-10,10.09,CLIC
2012-06-11,5.5,CLIC
2012-06-12,12.5,CLIC
2012-06-13,11.3,CLIC
2012-06-14,10.1,CLIC
2012-06-15,11.68,CLIC
2012-06-16,4.99,CLIC
2012-06-17,10.43,CLIC
2012-06-18,11.5,CLIC
2012-06-19,4.9,CLIC
2012-06-20,7.59,CLIC
2012-06-21,13,CLIC
2012-06-22,2.8,CLIC
2012-06-23,6.9,CLIC
2012-06-24,11.1,CLIC
2012-06-25,9.62,CLIC
2012-06-26,10.88,CLIC
2012-06-27,8.6,CLIC
2012-06-28,8.3,CLIC
2012-06-29,8.1,CLIC
2012-06-30,8.06,CLIC
2012-07-01,5.62,CLIC
2012-07-02,7.87,CLIC
2012-07-03,5.95,CLIC
2012-07-04,6.05,CLIC
2012-07-05,6.63,CLIC
2012-07-06,3.5,CLIC
2012-07-07,6.4,CLIC
2012-07-08,8.1,CLIC
2012-07-09,11.7,CLIC
2012-07-10,11.8,CLIC
2012-07-11,11.39,CLIC
2012-07-12,7,CLIC
2012-07-13,8.7,CLIC
2012-07-14,5.7,CLIC
2012-07-15,10.3,CLIC
2012-07-16,5.2,CLIC
2012-07-17,6.4,CLIC
2012-07-18,4.9,CLIC
2012-07-19,6.5,CLIC
2012-07-20,9.91,CLIC
2012-07-21,10.29,CLIC
2012-07-22,7,CLIC
2012-07-23,4.9,CLIC
2012-07-24,12.1,CLIC
2012-07-25,12.1,CLIC
2012-07-26,8.2,CLIC
2012-07-27,10.2,CLIC
2012-07-28,7.19,CLIC
2012-07-29,9.21,CLIC
2012-07-30,6.55,CLIC
2012-07-31,5.61,CLIC
2012-09-01,4.1,CLIC
2012-09-02,7.7,CLIC
2012-09-03,8.2,CLIC
2012-09-04,8,CLIC
2012-09-05,7.1,CLIC
2012-09-06,7.4,CLIC
2012-09-07,8.2,CLIC
2012-09-08,9.6,CLIC
2012-09-09,8.15,CLIC
2012-09-10,9.6,CLIC
2012-09-11,7.89,CLIC
2012-09-12,8.1,CLIC
2012-09-13,6.1,CLIC
2012-09-14,1.2,CLIC
2012-09-15,1.32,CLIC
2012-09-16,1,CLIC
2012-09-17,1.48,CLIC
2012-09-18,5.2,CLIC
2012-09-19,9.58,CLIC
2012-09-20,5.12,CLIC
2012-09-21,6.59,CLIC
2012-09-22,6.7,CLIC
2012-09-23,6.61,CLIC
2012-09-24,2.89,CLIC
2012-09-25,5.8,CLIC
2012-09-26,7.51,CLIC
2012-09-27,4.69,CLIC
2012-09-28,3.81,CLIC
2012-09-29,3.15,CLIC
2012-09-30,3.45,CLIC
2012-10-01,7.19,CLIC
2012-10-02,1.7,CLIC
2012-10-03,8.9,CLIC
2012-10-04,7.8,CLIC
2012-10-05,6.9,CLIC
2012-10-06,7.13,CLIC
2012-10-07,3.67,CLIC
2012-10-08,2,CLIC
2012-10-09,1.99,CLIC
2012-10-10,4.7,CLIC
2012-10-11,5.7,CLIC
2012-10-12,4.71,CLIC
2012-10-13,6.29,CLIC
2012-10-14,5.85,CLIC
2012-10-15,6.05,CLIC
2012-10-16,9,CLIC
2012-10-17,8.69,CLIC
2012-10-18,6.21,CLIC
2012-10-19,3.58,CLIC
2012-10-20,3.21,CLIC
2012-10-21,6.1,CLIC
2012-10-22,6.41,CLIC
2012-10-23,5.8,CLIC
2012-10-24,4.5,CLIC
2012-10-25,4.4,CLIC
2012-10-26,3.69,CLIC
2012-10-27,4,CLIC
2012-10-28,1.91,CLIC
2012-10-29,3.5,CLIC
2012-10-30,3.4,CLIC
2012-10-31,7.5,CLIC
2012-11-01,4,CLIC
2012-11-02,7.1,CLIC
2012-11-03,2.8,CLIC
2012-11-04,4.3,CLIC
2012-11-05,5.2,CLIC
2012-11-06,2.19,CLIC
2012-11-07,6.11,CLIC
2012-11-08,6.9,CLIC
2012-11-09,6.3,CLIC
2012-11-10,3.8,CLIC
2012-11-11,3.49,CLIC
2012-11-12,1,CLIC
2012-11-13,1.15,CLIC
2012-11-14,1.26,CLIC
2012-11-15,1.08,CLIC
2012-11-16,1.15,CLIC
2012-11-17,1.18,CLIC
2012-11-18,1.1,CLIC
2012-11-19,1.28,CLIC
2012-11-20,1.19,CLIC
2012-11-21,1.29,CLIC
2012-11-22,1.93,CLIC
2012-11-23,1,CLIC
2012-11-24,2.4,CLIC
2012-11-25,1.9,CLIC
2012-11-26,2.2,CLIC
2012-11-27,2.6,CLIC
2012-11-28,2.6,CLIC
2012-11-29,1.8,CLIC
2012-11-30,1.69,CLIC
2012-12-01,1.38,CLIC
2012-12-02,0.53,CLIC
2012-12-03,2.39,CLIC
2012-12-04,3.21,CLIC
2012-12-05,0.8,CLIC
2012-12-06,3.9,CLIC
2012-12-07,2.19,CLIC
2012-12-08,2.01,CLIC
2012-12-09,3.8,CLIC
2012-12-10,2.2,CLIC
2012-12-11,2.59,CLIC
2012-12-12,1.71,CLIC
2012-12-13,2.39,CLIC
2012-12-14,1.61,CLIC
2012-12-15,2.19,CLIC
2012-12-16,1.85,CLIC
2012-12-17,0.95,CLIC
2012-12-18,3.31,CLIC
2012-12-19,2.79,CLIC
2012-12-20,3.1,CLIC
2012-12-21,5.3,CLIC
2012-12-22,6.09,CLIC
2012-12-23,2,CLIC
2012-12-24,0.61,CLIC
2012-12-25,1.29,CLIC
2012-12-26,3.11,CLIC
2012-12-27,3.6,CLIC
2012-12-28,5.59,CLIC
2012-12-29,3.18,CLIC
2012-12-30,3.03,CLIC
2012-12-31,1.18,CLIC
2013-01-01,3.72,CLIC
2013-01-02,1.2,CLIC
2013-01-03,1.1,CLIC
2013-01-04,0.75,CLIC
2013-01-05,2.15,CLIC
2013-01-06,1.04,CLIC
2013-01-07,1.77,CLIC
2013-01-08,2.14,CLIC
2013-01-09,1.15,CLIC
2013-01-10,1.1,CLIC
2013-01-11,2.49,CLIC
2013-01-12,2.6,CLIC
2013-01-13,4.81,CLIC
2013-01-14,3.19,CLIC
2013-01-15,1.9,CLIC
2013-01-16,3.51,CLIC
2013-01-17,1.7,CLIC
2013-01-18,1.6,CLIC
2013-01-19,2.19,CLIC
2013-01-20,3.7,CLIC
2013-01-21,2.11,CLIC
2013-01-22,2.48,CLIC
2013-01-23,1.62,CLIC
2013-01-24,3.9,CLIC
2013-01-25,2.6,CLIC
2013-01-26,4.3,CLIC
2013-01-27,4.1,CLIC
2013-01-28,4.48,CLIC
2013-01-29,4.49,CLIC
2013-01-30,6.73,CLIC
2013-01-31,4.7,CLIC
2013-02-01,4.25,CLIC
2013-02-02,3.1,CLIC
2013-02-03,2.3,CLIC
2013-02-04,3.39,CLIC
2013-02-05,5.1,CLIC
2013-02-06,4.01,CLIC
2013-02-07,2.88,CLIC
2013-02-08,4.82,CLIC
2013-02-09,1.68,CLIC
2013-02-10,4.92,CLIC
2013-02-11,7.8,CLIC
2013-02-12,4.1,CLIC
2013-02-13,1.48,CLIC
2013-02-14,5.22,CLIC
2013-02-15,5.2,CLIC
2013-02-16,2.89,CLIC
2013-02-17,5.11,CLIC
2013-02-18,4.1,CLIC
2013-02-19,3.1,CLIC
2013-02-20,4.39,CLIC
2013-02-21,6.3,CLIC
2013-02-22,5.57,CLIC
2013-02-23,2.53,CLIC
2013-02-24,6.09,CLIC
2013-02-25,4.41,CLIC
2013-02-26,6.4,CLIC
2013-02-27,4.8,CLIC
2013-02-28,6.4,CLIC
2013-03-01,5.1,CLIC
2013-03-02,6.3,CLIC
2013-03-03,3.79,CLIC
2013-03-04,6.41,CLIC
2013-03-05,7.29,CLIC
2013-03-06,5.91,CLIC
2013-03-07,4.5,CLIC
2013-03-08,4.12,CLIC
2013-03-09,6.7,CLIC
2013-03-10,8.1,CLIC
2013-03-11,9.5,CLIC
2013-03-12,9.59,CLIC
2013-03-13,3.61,CLIC
2013-03-14,7.19,CLIC
2013-03-15,7.91,CLIC
2013-03-16,5.89,CLIC
2013-03-17,2.6,CLIC
2013-03-18,9.11,CLIC
2013-03-19,3.31,CLIC
