Estación: ,C19112,BENITEZ. LINARES
2002-11-09,4.31,CLIC
2002-11-10,3.84,CLIC
2002-11-11,7.07,CLIC
2002-11-12,3.72,CLIC
2002-11-13,1.57,CLIC
2002-11-14,2.47,CLIC
2002-11-15,5.91,CLIC
2002-11-16,1.4,CLIC
2002-11-17,3.22,CLIC
2002-11-18,1.8,CLIC
2002-11-19,2.91,CLIC
2002-11-20,7.95,CLIC
2002-11-21,2.78,CLIC
2002-11-22,1.81,CLIC
2002-11-23,1.98,CLIC
2002-11-24,2.55,CLIC
2002-11-25,3.16,CLIC
2002-11-26,0.75,CLIC
2002-11-27,0.5,CLIC
2002-11-28,0.3,CLIC
2002-11-29,0.95,CLIC
2002-11-30,1.9,CLIC
2002-12-01,2.07,CLIC
2002-12-02,3.45,CLIC
2002-12-03,2.55,CLIC
2002-12-04,3.16,CLIC
2002-12-05,0.33,CLIC
2002-12-06,2.76,CLIC
2002-12-07,2.61,CLIC
2002-12-08,2.5,CLIC
2002-12-09,1.76,CLIC
2002-12-10,1.75,CLIC
2002-12-11,0.7,CLIC
2002-12-12,0.75,CLIC
2002-12-13,0.73,CLIC
2002-12-14,1.39,CLIC
2002-12-15,2.36,CLIC
2002-12-16,2.7,CLIC
2002-12-17,1.32,CLIC
2002-12-18,3.17,CLIC
2002-12-19,1.57,CLIC
2002-12-20,1.18,CLIC
2002-12-21,1.17,CLIC
2002-12-22,2.8,CLIC
2002-12-23,2.85,CLIC
2002-12-24,0.75,CLIC
2002-12-25,0.56,CLIC
2002-12-26,0.3,CLIC
2002-12-27,1.55,CLIC
2002-12-28,1.5,CLIC
2002-12-29,4.13,CLIC
2002-12-30,3.71,CLIC
2002-12-31,2.69,CLIC
2003-01-01,0.99,CLIC
2003-01-02,4.7,CLIC
2003-01-03,1.83,CLIC
2003-01-04,3.2,CLIC
2003-01-05,2.1,CLIC
2003-01-06,0.8,CLIC
2003-01-07,0.5,CLIC
2003-01-08,1.11,CLIC
2003-01-09,2.05,CLIC
2003-01-10,0.86,CLIC
2003-01-11,0.1,CLIC
2003-01-12,0.3,CLIC
2003-01-13,0.55,CLIC
2003-01-14,0.6,CLIC
2003-01-15,1.14,CLIC
2003-01-16,2.2,CLIC
2003-01-17,2.52,CLIC
2003-01-18,1.59,CLIC
2003-01-19,2.3,CLIC
2003-01-20,3.48,CLIC
2003-01-21,2.52,CLIC
2003-01-22,2.48,CLIC
2003-01-23,2.76,CLIC
2003-01-24,0.15,CLIC
2003-01-25,0.9,CLIC
2003-01-26,0.95,CLIC
2003-01-27,0.15,CLIC
2003-01-28,1.01,CLIC
2003-01-29,3.67,CLIC
2003-01-30,2.1,CLIC
2003-01-31,1.68,CLIC
2003-02-01,3.49,CLIC
2003-02-02,1.34,CLIC
2003-02-03,5.69,CLIC
2003-02-04,5.6,CLIC
2003-02-05,1.36,CLIC
2003-02-06,4.96,CLIC
2003-02-07,0.7,CLIC
2003-02-08,0.36,CLIC
2003-02-09,2.62,CLIC
2003-02-10,3.77,CLIC
2003-02-11,3.09,CLIC
2003-02-12,3.61,CLIC
2003-02-13,2.22,CLIC
2003-02-14,3.03,CLIC
2003-02-15,3.1,CLIC
2003-02-16,2.47,CLIC
2003-02-17,3.24,CLIC
2003-02-18,4.9,CLIC
2003-02-19,1.15,CLIC
2003-02-20,2.06,CLIC
2003-02-21,3.52,CLIC
2003-02-22,4.21,CLIC
2003-02-23,7.86,CLIC
2003-02-24,4.9,CLIC
2003-02-25,0.76,CLIC
2003-02-26,0.5,CLIC
2003-02-27,2.65,CLIC
2003-02-28,1.05,CLIC
2003-03-01,2.5,CLIC
2003-03-02,2.48,CLIC
2003-03-03,2.45,CLIC
2003-03-04,2.58,CLIC
2003-03-05,2.41,CLIC
2003-03-06,2.88,CLIC
2003-03-07,3.34,CLIC
2003-03-08,4.78,CLIC
2003-03-09,3.75,CLIC
2003-03-10,5.42,CLIC
2003-03-11,4.49,CLIC
2003-03-12,3.56,CLIC
2003-03-13,3.2,CLIC
2003-03-14,2.84,CLIC
2003-03-15,3.02,CLIC
2003-03-16,4.05,CLIC
2003-03-17,5.08,CLIC
2003-03-18,6.95,CLIC
2003-03-19,8.82,CLIC
2003-03-20,6.62,CLIC
2003-03-21,7.58,CLIC
2003-03-22,5.19,CLIC
2003-03-23,4.07,CLIC
2003-03-24,3.36,CLIC
2003-03-25,3.2,CLIC
2003-03-26,3.34,CLIC
2003-03-27,5.24,CLIC
2003-03-28,6.3,CLIC
2003-03-29,4.2,CLIC
2003-03-30,3.29,CLIC
2003-03-31,5.33,CLIC
2003-04-01,8.54,CLIC
2003-04-02,8.03,CLIC
2003-04-03,8.29,CLIC
2003-04-04,7.94,CLIC
2003-04-05,7.58,CLIC
2003-04-06,6.4,CLIC
2003-04-07,5.23,CLIC
2003-04-08,6.91,CLIC
2003-04-09,2.12,CLIC
2003-04-10,3.32,CLIC
2003-04-11,4,CLIC
2003-04-12,4.9,CLIC
2003-04-13,5.16,CLIC
2003-04-14,6.95,CLIC
2003-04-15,4.79,CLIC
2003-04-16,4.83,CLIC
2003-04-17,6.43,CLIC
2003-04-18,8.03,CLIC
2003-04-19,5.37,CLIC
2003-04-20,5.14,CLIC
2003-04-21,4.6,CLIC
2003-04-22,5.21,CLIC
2003-04-23,5.82,CLIC
2003-04-24,5.79,CLIC
2003-04-25,5.6,CLIC
2003-04-26,6.41,CLIC
2003-04-27,4.37,CLIC
2003-04-28,6.33,CLIC
2003-04-29,5.65,CLIC
2003-04-30,4.96,CLIC
2003-05-01,8,CLIC
2003-05-02,4.16,CLIC
2003-05-03,6.23,CLIC
2003-05-04,7.62,CLIC
2003-05-05,10.74,CLIC
2003-05-06,8.6,CLIC
2003-05-07,6.25,CLIC
2003-05-08,6.9,CLIC
2003-05-09,9.01,CLIC
2003-05-10,8.36,CLIC
2003-05-11,8.45,CLIC
2003-05-12,5.56,CLIC
2003-05-13,11.62,CLIC
2003-05-14,8,CLIC
2003-05-15,9.95,CLIC
2003-05-16,8.45,CLIC
2003-05-17,11.92,CLIC
2003-05-18,8.46,CLIC
2003-05-19,9.78,CLIC
2003-05-20,11.68,CLIC
2003-05-21,8.56,CLIC
2003-05-22,6.7,CLIC
2003-05-23,4.64,CLIC
2003-05-24,12.09,CLIC
2003-05-25,5.96,CLIC
2003-05-26,5.45,CLIC
2003-05-27,2.48,CLIC
2003-05-28,5.17,CLIC
2003-05-29,6.81,CLIC
2003-05-30,9.24,CLIC
2003-05-31,7.3,CLIC
2003-06-01,8.08,CLIC
2003-06-02,6.58,CLIC
2003-06-03,5.45,CLIC
2003-06-04,3.9,CLIC
2003-06-05,4.37,CLIC
2003-06-06,4.31,CLIC
2003-06-07,6.3,CLIC
2003-06-08,5.57,CLIC
2003-06-09,10.33,CLIC
2003-06-10,7.24,CLIC
2003-06-11,7.58,CLIC
2003-06-12,10.88,CLIC
2003-06-13,6.28,CLIC
2003-06-14,7,CLIC
2003-06-15,6.51,CLIC
2003-06-16,6.03,CLIC
2003-06-17,7.27,CLIC
2003-06-18,9.17,CLIC
2003-06-19,8.85,CLIC
2003-06-20,8.71,CLIC
2003-06-21,9.6,CLIC
2003-06-22,9.1,CLIC
2003-06-23,8.61,CLIC
2003-06-24,12.57,CLIC
2003-06-25,9.61,CLIC
2003-06-26,8.39,CLIC
2003-06-27,7.17,CLIC
2003-06-28,5.75,CLIC
2003-06-29,4.52,CLIC
2003-06-30,3.28,CLIC
2003-07-01,3.37,CLIC
2003-07-02,3.32,CLIC
2003-07-03,2.41,CLIC
2003-07-04,3.5,CLIC
2003-07-05,3.68,CLIC
2003-07-06,4.66,CLIC
2003-07-07,4.63,CLIC
2003-07-08,4.69,CLIC
2003-07-09,5.46,CLIC
2003-07-10,8.65,CLIC
2003-07-11,8.71,CLIC
2003-07-12,8.25,CLIC
2003-07-13,9.38,CLIC
2003-07-14,8.82,CLIC
2003-07-15,7.53,CLIC
2003-07-16,6.24,CLIC
2003-07-17,9.2,CLIC
2003-07-18,5.55,CLIC
2003-07-19,7.5,CLIC
2003-07-20,8.27,CLIC
2003-07-21,7.89,CLIC
2003-07-22,8.08,CLIC
2003-07-23,7,CLIC
2003-07-24,10,CLIC
2003-07-25,8.5,CLIC
2003-07-26,9.25,CLIC
2003-07-27,6.89,CLIC
2003-07-28,6.55,CLIC
2003-07-29,9.44,CLIC
2003-07-30,8.98,CLIC
2003-07-31,7.41,CLIC
2003-08-01,9.55,CLIC
2003-08-02,10.63,CLIC
2003-08-03,11.71,CLIC
2003-08-04,9.22,CLIC
2003-08-05,11.46,CLIC
2003-08-06,9.58,CLIC
2003-08-07,8.77,CLIC
2003-08-08,7.15,CLIC
2003-08-09,7.56,CLIC
2003-08-10,7.96,CLIC
2003-08-11,7.46,CLIC
2003-08-12,9.54,CLIC
2003-08-13,3.73,CLIC
2003-08-14,4.72,CLIC
2003-08-15,4.23,CLIC
2003-08-16,5.72,CLIC
2003-08-17,6.22,CLIC
2003-08-18,5.21,CLIC
2003-08-19,7.22,CLIC
2003-08-20,6.62,CLIC
2003-08-21,6.28,CLIC
2003-08-22,6.88,CLIC
2003-08-23,8.52,CLIC
2003-08-24,4.83,CLIC
2003-08-25,4.93,CLIC
2003-08-26,8.57,CLIC
2003-08-27,7.21,CLIC
2003-08-28,5.84,CLIC
2003-08-29,6.34,CLIC
2003-08-30,7.22,CLIC
2003-08-31,7.96,CLIC
2003-09-01,4.32,CLIC
2003-09-02,4.43,CLIC
2003-09-03,5.11,CLIC
2003-09-04,3.85,CLIC
2003-09-05,1.18,CLIC
2003-09-06,1.96,CLIC
2003-09-07,5.28,CLIC
2003-09-08,3.43,CLIC
2003-09-09,5.12,CLIC
2003-09-10,5.72,CLIC
2003-09-11,7.92,CLIC
2003-09-12,5.61,CLIC
2003-09-13,1.4,CLIC
2003-09-14,4.81,CLIC
2003-09-15,3.61,CLIC
2003-09-16,5.34,CLIC
2003-09-17,4.18,CLIC
2003-09-18,2.41,CLIC
2003-09-19,1.16,CLIC
2003-09-20,2.83,CLIC
2003-09-21,2.01,CLIC
2003-09-22,2.79,CLIC
2003-09-23,2.94,CLIC
2003-09-24,3.62,CLIC
2003-09-25,4.15,CLIC
2003-09-26,2.05,CLIC
2003-09-27,4.76,CLIC
2003-09-28,1.91,CLIC
2003-09-29,3.66,CLIC
2003-09-30,4.11,CLIC
2003-10-01,4.31,CLIC
2003-10-02,4.41,CLIC
2003-10-03,4.6,CLIC
2003-10-04,4.21,CLIC
2003-10-05,4.98,CLIC
2003-10-06,5.31,CLIC
2003-10-07,3.63,CLIC
2003-10-08,4.06,CLIC
2003-10-09,3.6,CLIC
2003-10-10,1.76,CLIC
2003-10-11,2.68,CLIC
2003-10-12,2.2,CLIC
2003-10-13,1.96,CLIC
2003-10-14,2.08,CLIC
2003-10-15,2.61,CLIC
2003-10-16,3.14,CLIC
2003-10-17,2.95,CLIC
2003-10-18,3.33,CLIC
2003-10-19,3.71,CLIC
2003-10-20,3.4,CLIC
2003-10-21,4.02,CLIC
2003-10-22,2.77,CLIC
2003-10-23,3.82,CLIC
2003-10-24,4.52,CLIC
2003-10-25,2.22,CLIC
2003-10-26,2.66,CLIC
2003-10-27,3.1,CLIC
2003-10-28,3.99,CLIC
2003-10-29,2.53,CLIC
2003-10-30,5.44,CLIC
2003-10-31,5.97,CLIC
2003-11-01,2.45,CLIC
2003-11-02,2.6,CLIC
2003-11-03,2,CLIC
2003-11-04,2.48,CLIC
2003-11-05,3.11,CLIC
2003-11-06,2.02,CLIC
2003-11-07,1.7,CLIC
2003-11-08,1.1,CLIC
2003-11-09,0.8,CLIC
2003-11-10,1.12,CLIC
2003-11-11,2.65,CLIC
2003-11-12,2.65,CLIC
2003-11-13,2.32,CLIC
2003-11-14,2.03,CLIC
2003-11-15,1.97,CLIC
2003-11-16,2.53,CLIC
2003-11-17,3.42,CLIC
2003-11-18,3.06,CLIC
2003-11-19,3.05,CLIC
2003-11-20,3.37,CLIC
2003-11-21,2.63,CLIC
2003-11-22,2.23,CLIC
2003-11-23,2.9,CLIC
2003-11-24,7.56,CLIC
2003-11-25,3.2,CLIC
2003-11-26,2.6,CLIC
2003-11-27,2.9,CLIC
2003-11-28,1.71,CLIC
2003-11-29,1.6,CLIC
2003-11-30,4.54,CLIC
2003-12-01,3.36,CLIC
2003-12-02,2.1,CLIC
2003-12-03,3.4,CLIC
2003-12-04,2.95,CLIC
2003-12-05,2.63,CLIC
2003-12-06,0.98,CLIC
2003-12-07,0.8,CLIC
2003-12-08,1.24,CLIC
2003-12-09,5.88,CLIC
2003-12-10,4.12,CLIC
2003-12-11,3.12,CLIC
2003-12-12,2,CLIC
2003-12-13,1.67,CLIC
2003-12-14,2.06,CLIC
2003-12-15,2.65,CLIC
2003-12-16,3.5,CLIC
2003-12-17,3,CLIC
2003-12-18,2.63,CLIC
2003-12-19,2.76,CLIC
2003-12-20,1.72,CLIC
2003-12-21,3.13,CLIC
2003-12-22,4.04,CLIC
2003-12-23,2.2,CLIC
2003-12-24,2.21,CLIC
2003-12-25,1.73,CLIC
2003-12-26,3.52,CLIC
2003-12-27,3.9,CLIC
2003-12-28,3.83,CLIC
2003-12-29,4.62,CLIC
2003-12-30,3.73,CLIC
2003-12-31,1.12,CLIC
2004-01-01,1.03,CLIC
2004-01-02,1.92,CLIC
2004-01-03,4.09,CLIC
2004-01-04,0.98,CLIC
2004-01-05,3.81,CLIC
2004-01-06,3.01,CLIC
2004-01-07,2.43,CLIC
2004-01-08,2.95,CLIC
2004-01-09,3.47,CLIC
2004-01-10,1.35,CLIC
2004-01-11,3.74,CLIC
2004-01-12,1.6,CLIC
2004-01-13,2.28,CLIC
2004-01-14,1.11,CLIC
2004-01-15,0.61,CLIC
2004-01-16,2.38,CLIC
2004-01-17,1.94,CLIC
2004-01-18,2.47,CLIC
2004-01-19,4.14,CLIC
2004-01-20,1.94,CLIC
2004-01-21,2.2,CLIC
2004-01-22,2.43,CLIC
2004-01-23,2.32,CLIC
2004-01-24,1.47,CLIC
2004-01-25,0.62,CLIC
2004-01-26,2.81,CLIC
2004-01-27,5.31,CLIC
2004-01-28,2.55,CLIC
2004-01-29,3.46,CLIC
2004-01-30,3.93,CLIC
2004-01-31,4.39,CLIC
2004-02-01,3.35,CLIC
2004-02-02,4.4,CLIC
2004-02-03,8.1,CLIC
2004-02-04,3.32,CLIC
2004-02-05,4.12,CLIC
2004-02-06,3.87,CLIC
2004-02-07,3.64,CLIC
2004-02-08,2.61,CLIC
2004-02-09,5.58,CLIC
2004-02-10,3.05,CLIC
2004-02-11,4.32,CLIC
2004-02-12,4.66,CLIC
2004-02-13,5,CLIC
2004-02-14,4,CLIC
2004-02-15,4.07,CLIC
2004-02-16,4.13,CLIC
2004-02-17,4.61,CLIC
2004-02-18,4.24,CLIC
2004-02-19,4.84,CLIC
2004-02-20,4.23,CLIC
2004-02-21,7.57,CLIC
2004-02-22,5.92,CLIC
2004-02-23,0.74,CLIC
2004-02-24,6.71,CLIC
2004-02-25,3.5,CLIC
2004-02-26,6.37,CLIC
2004-02-27,4.09,CLIC
2004-02-28,5.25,CLIC
2004-02-29,6.4,CLIC
2004-03-01,5.19,CLIC
2004-03-02,7,CLIC
2004-03-03,5.15,CLIC
2004-03-04,3.67,CLIC
2004-03-05,1.89,CLIC
2004-03-06,6.76,CLIC
2004-03-07,6.3,CLIC
2004-03-08,6.42,CLIC
2004-03-09,2.67,CLIC
2004-03-10,7.91,CLIC
2004-03-11,3.91,CLIC
2004-03-12,2.9,CLIC
2004-03-13,3.41,CLIC
2004-03-14,3.66,CLIC
2004-03-15,3.63,CLIC
2004-03-16,3.59,CLIC
2004-03-17,3.22,CLIC
2004-03-18,3.96,CLIC
2004-03-19,4.88,CLIC
2004-03-20,8.25,CLIC
2004-03-21,1.65,CLIC
2004-03-22,2.1,CLIC
2004-03-23,1.19,CLIC
2004-03-24,3.01,CLIC
2004-03-25,4.66,CLIC
2004-03-26,6.68,CLIC
2004-03-27,5.99,CLIC
2004-03-28,3.21,CLIC
2004-03-29,2.05,CLIC
2004-03-30,2.63,CLIC
2004-03-31,2.34,CLIC
2004-04-01,5.09,CLIC
2004-04-02,2.38,CLIC
2004-04-03,3.74,CLIC
2004-04-04,3.06,CLIC
2004-04-05,4.94,CLIC
2004-04-06,6.82,CLIC
2004-04-07,5.21,CLIC
2004-04-08,6.37,CLIC
2004-04-09,2.85,CLIC
2004-04-10,3.49,CLIC
2004-04-11,7.05,CLIC
2004-04-12,1.94,CLIC
2004-04-13,1.83,CLIC
2004-04-14,5.95,CLIC
2004-04-15,3.05,CLIC
2004-04-16,7.58,CLIC
2004-04-17,3.79,CLIC
2004-04-18,3.04,CLIC
2004-04-19,3.24,CLIC
2004-04-20,3.25,CLIC
2004-04-21,3.35,CLIC
2004-04-22,3.45,CLIC
2004-04-23,4,CLIC
2004-04-24,4.89,CLIC
2004-04-25,3.44,CLIC
2004-04-26,4.02,CLIC
2004-04-27,3.73,CLIC
2004-04-28,4.57,CLIC
2004-04-29,5.78,CLIC
2004-04-30,3.36,CLIC
2004-05-01,6.21,CLIC
2004-05-02,3.02,CLIC
2004-05-03,3.96,CLIC
2004-05-04,6.69,CLIC
2004-05-05,6.87,CLIC
2004-05-06,5.75,CLIC
2004-05-07,6.71,CLIC
2004-05-08,6.33,CLIC
2004-05-09,4.83,CLIC
2004-05-10,3.33,CLIC
2004-05-11,3.84,CLIC
2004-05-12,3.83,CLIC
2004-05-13,3.81,CLIC
2004-05-14,5.35,CLIC
2004-05-15,6.88,CLIC
2004-05-16,6.37,CLIC
2004-05-17,7.38,CLIC
2004-05-18,6.9,CLIC
2004-05-19,6.42,CLIC
2004-05-20,4.95,CLIC
2004-05-21,7.1,CLIC
2004-05-22,4.32,CLIC
2004-05-23,5.57,CLIC
2004-05-24,6.89,CLIC
2004-05-25,7.02,CLIC
2004-05-26,4.25,CLIC
2004-05-27,5.93,CLIC
2004-05-28,7.6,CLIC
2004-05-29,7.25,CLIC
2004-05-30,6.55,CLIC
2004-05-31,6.9,CLIC
2004-06-01,6.74,CLIC
2004-06-02,6.4,CLIC
2004-06-03,9.22,CLIC
2004-06-04,4.69,CLIC
2004-06-05,6.67,CLIC
2004-06-06,8.64,CLIC
2004-06-07,8.76,CLIC
2004-06-08,7.08,CLIC
2004-06-09,5.58,CLIC
2004-06-10,9.29,CLIC
2004-06-11,9.1,CLIC
2004-06-12,8.9,CLIC
2004-06-13,6.52,CLIC
2004-06-14,4.91,CLIC
2004-06-15,5.17,CLIC
2004-06-16,5.42,CLIC
2004-06-17,8.02,CLIC
2004-06-18,8.38,CLIC
2004-06-19,9.23,CLIC
2004-06-20,8.62,CLIC
2004-06-21,10.26,CLIC
2004-06-22,9.21,CLIC
2004-06-23,3.77,CLIC
2004-06-24,3.54,CLIC
2004-06-25,3.3,CLIC
2004-06-26,4.65,CLIC
2004-06-27,6,CLIC
2004-06-28,8.7,CLIC
2004-06-29,6.58,CLIC
2004-06-30,6.68,CLIC
2004-07-01,6.93,CLIC
2004-07-02,10.65,CLIC
2004-07-03,8.18,CLIC
2004-07-04,10.78,CLIC
2004-07-05,10,CLIC
2004-07-06,9.87,CLIC
2004-07-07,9.67,CLIC
2004-07-08,9.08,CLIC
2004-07-09,8.81,CLIC
2004-07-10,11.34,CLIC
2004-07-11,8.36,CLIC
2004-07-12,6.59,CLIC
2004-07-13,4.82,CLIC
2004-07-14,8.44,CLIC
2004-07-15,7.74,CLIC
2004-07-16,9.42,CLIC
2004-07-17,11.09,CLIC
2004-07-18,7.29,CLIC
2004-07-19,12.54,CLIC
2004-07-20,8.43,CLIC
2004-07-21,11.14,CLIC
2004-07-22,9.79,CLIC
2004-07-23,8.32,CLIC
2004-07-24,6.84,CLIC
2004-07-25,6.98,CLIC
2004-07-26,6.02,CLIC
2004-07-27,7.78,CLIC
2004-07-28,5.83,CLIC
2004-07-29,9.49,CLIC
2004-07-30,7.66,CLIC
2004-07-31,7.2,CLIC
2004-08-01,4.89,CLIC
2004-08-02,6.4,CLIC
2004-08-03,3.38,CLIC
2004-08-04,6.73,CLIC
2004-08-05,7.86,CLIC
2004-08-06,8.1,CLIC
2004-08-07,7.72,CLIC
2004-08-08,8.91,CLIC
2004-08-09,7.71,CLIC
2004-08-10,6.22,CLIC
2004-08-11,6.86,CLIC
2004-08-12,7.18,CLIC
2004-08-13,7.5,CLIC
2004-08-14,8.42,CLIC
2004-08-15,6.64,CLIC
2004-08-16,8.19,CLIC
2004-08-17,6.06,CLIC
2004-08-18,5.32,CLIC
2004-08-19,7.66,CLIC
2004-08-20,6.58,CLIC
2004-08-21,8.42,CLIC
2004-08-22,7.35,CLIC
2004-08-23,6.28,CLIC
2004-08-24,8.13,CLIC
2004-08-25,9.98,CLIC
2004-08-26,10.01,CLIC
2004-08-27,8.61,CLIC
2004-08-28,9.3,CLIC
2004-08-29,7.78,CLIC
2004-08-30,8.04,CLIC
2004-08-31,7.91,CLIC
2004-09-01,5.6,CLIC
2004-09-03,4.9,CLIC
2004-09-04,4.85,CLIC
2004-09-05,4.3,CLIC
2004-09-06,5.38,CLIC
2004-09-07,3.25,CLIC
2004-09-08,2.08,CLIC
2004-09-09,6.28,CLIC
2004-09-10,5.41,CLIC
2004-09-11,4.93,CLIC
2004-09-12,6.6,CLIC
2004-09-13,7.61,CLIC
2004-09-14,4.71,CLIC
2004-09-15,5.56,CLIC
2004-09-16,5.29,CLIC
2004-09-17,4.26,CLIC
2004-09-18,6.1,CLIC
2004-09-19,5.27,CLIC
2004-09-20,3.1,CLIC
2004-09-21,5.3,CLIC
2004-09-22,4.36,CLIC
2004-09-23,7.73,CLIC
2004-09-24,4.33,CLIC
2004-09-25,4.8,CLIC
2004-09-26,5.27,CLIC
2004-09-27,4.43,CLIC
2004-09-28,3.05,CLIC
2004-09-29,5.18,CLIC
2004-09-30,2.4,CLIC
2004-10-01,4.96,CLIC
2004-10-02,5.02,CLIC
2004-10-03,6.15,CLIC
2004-10-04,4.87,CLIC
2004-10-05,4.91,CLIC
2004-10-06,4.94,CLIC
2004-10-07,2.53,CLIC
2004-10-08,4.82,CLIC
2004-10-09,1.77,CLIC
2004-10-10,8.08,CLIC
2004-10-11,5.39,CLIC
2004-10-12,4.48,CLIC
2004-10-13,4.29,CLIC
2004-10-14,3.75,CLIC
2004-10-15,4.11,CLIC
2004-10-16,4.46,CLIC
2004-10-17,2.71,CLIC
2004-10-18,4.55,CLIC
2004-10-19,4.14,CLIC
2004-10-20,5.13,CLIC
2004-10-21,6.81,CLIC
2004-10-22,8.49,CLIC
2004-10-23,7.68,CLIC
2004-10-24,6.87,CLIC
2004-10-25,4.16,CLIC
2004-10-26,4.66,CLIC
2004-10-27,5.55,CLIC
2004-10-28,9.95,CLIC
2004-10-29,6.12,CLIC
2004-10-30,2.41,CLIC
2004-10-31,4.55,CLIC
2004-11-01,3.9,CLIC
2004-11-02,5.69,CLIC
2004-11-03,5.73,CLIC
2004-11-04,5.77,CLIC
2004-11-05,2.32,CLIC
2004-11-06,3.99,CLIC
2004-11-07,3.07,CLIC
2004-11-08,4.83,CLIC
2004-11-09,3.78,CLIC
2004-11-10,3.29,CLIC
2004-11-11,4.89,CLIC
2004-11-12,5.78,CLIC
2004-11-13,2.4,CLIC
2004-11-14,4.09,CLIC
2004-11-15,3.25,CLIC
2004-11-16,2.42,CLIC
2004-11-17,1.58,CLIC
2004-11-18,2.27,CLIC
2004-11-19,2.73,CLIC
2004-11-20,3.7,CLIC
2004-11-21,1.42,CLIC
2004-11-22,1.48,CLIC
2004-11-23,2.91,CLIC
2004-11-24,3.1,CLIC
2004-11-25,5.63,CLIC
2004-11-26,0.48,CLIC
2004-11-27,5.49,CLIC
2004-11-28,4.87,CLIC
2004-11-29,2.5,CLIC
2004-11-30,5.8,CLIC
2004-12-01,5.25,CLIC
2004-12-02,1.1,CLIC
2004-12-03,2.85,CLIC
2004-12-04,0.35,CLIC
2004-12-05,0.91,CLIC
2004-12-06,1.25,CLIC
2004-12-07,2.6,CLIC
2004-12-08,3.13,CLIC
2004-12-09,7.1,CLIC
2004-12-10,3.82,CLIC
2004-12-11,5.17,CLIC
2004-12-12,3.85,CLIC
2004-12-13,2.86,CLIC
2004-12-14,6.5,CLIC
2004-12-15,4.23,CLIC
2004-12-16,2.38,CLIC
2004-12-17,3.63,CLIC
2004-12-18,1.75,CLIC
2004-12-19,5.6,CLIC
2004-12-20,2.28,CLIC
2004-12-21,3.17,CLIC
2004-12-22,3.07,CLIC
2004-12-23,6.64,CLIC
2004-12-24,0.41,CLIC
2004-12-25,0.02,CLIC
2004-12-26,1.15,CLIC
2004-12-27,2.11,CLIC
2004-12-28,2.39,CLIC
2004-12-29,3.11,CLIC
2004-12-30,2.39,CLIC
2004-12-31,5.8,CLIC
2005-01-01,5.81,CLIC
2005-01-02,5.69,CLIC
2005-01-03,5.79,CLIC
2005-01-04,3.97,CLIC
2005-01-05,4.95,CLIC
2005-01-06,2.52,CLIC
2005-01-07,2.92,CLIC
2005-01-08,1.21,CLIC
2005-01-09,3.54,CLIC
2005-01-10,2.71,CLIC
2005-01-11,3.81,CLIC
2005-01-12,3.79,CLIC
2005-01-13,6.64,CLIC
2005-01-14,7.94,CLIC
2005-01-15,1.3,CLIC
2005-01-16,5.7,CLIC
2005-01-17,3.6,CLIC
2005-01-18,2.05,CLIC
2005-01-19,1.15,CLIC
2005-01-20,1.43,CLIC
2005-01-21,1.44,CLIC
2005-01-22,1.66,CLIC
2005-01-23,2.26,CLIC
2005-01-24,4.3,CLIC
2005-01-25,0.65,CLIC
2005-01-26,2.33,CLIC
2005-01-27,4.19,CLIC
2005-01-28,2.1,CLIC
2005-01-29,1.13,CLIC
2005-01-30,2.65,CLIC
2005-01-31,2.41,CLIC
2005-02-01,0.1,CLIC
2005-02-02,0.16,CLIC
2005-02-03,0.13,CLIC
2005-02-04,0.19,CLIC
2005-02-05,0.85,CLIC
2005-02-06,2.3,CLIC
2005-02-07,2.93,CLIC
2005-02-08,3.81,CLIC
2005-02-09,2.96,CLIC
2005-02-10,0.4,CLIC
2005-02-11,0.8,CLIC
2005-02-12,3.75,CLIC
2005-02-13,5.8,CLIC
2005-02-14,4.16,CLIC
2005-02-15,5.82,CLIC
2005-02-16,4.09,CLIC
2005-02-17,6.22,CLIC
2005-02-18,1.95,CLIC
2005-02-19,1.6,CLIC
2005-02-20,4.83,CLIC
2005-02-21,4.98,CLIC
2005-02-22,4.68,CLIC
2005-02-23,3.88,CLIC
2005-02-24,4.18,CLIC
2005-02-25,0.3,CLIC
2005-02-26,0.45,CLIC
2005-02-27,2.13,CLIC
2005-02-28,3.59,CLIC
2005-03-01,6.31,CLIC
2005-03-02,4.16,CLIC
2005-03-03,1.2,CLIC
2005-03-04,7.64,CLIC
2005-03-05,2.28,CLIC
2005-03-06,5.7,CLIC
2005-03-07,5.49,CLIC
2005-03-08,1.36,CLIC
2005-03-09,2.15,CLIC
2005-03-10,6.33,CLIC
2005-03-11,5.45,CLIC
2005-03-12,3.07,CLIC
2005-03-13,3.69,CLIC
2005-03-14,7.31,CLIC
2005-03-15,4.54,CLIC
2005-03-16,2.39,CLIC
2005-03-17,2.5,CLIC
2005-03-18,3.87,CLIC
2005-03-19,3.75,CLIC
2005-03-20,4.05,CLIC
2005-03-21,11.27,CLIC
2005-03-22,11.4,CLIC
2005-03-23,6.53,CLIC
2005-03-24,7.21,CLIC
2005-03-25,6.8,CLIC
2005-03-26,3.45,CLIC
2005-03-27,8.97,CLIC
2005-03-28,5.62,CLIC
2005-03-29,10.05,CLIC
2005-03-30,5.92,CLIC
2005-03-31,9.77,CLIC
2005-04-01,9.31,CLIC
2005-04-02,9.99,CLIC
