Estación: ,C19144,CIENEGUILLAS Y CRUCITAS
2010-10-10,3.16,CLIC
2010-10-11,4.2,CLIC
2010-10-12,2.59,CLIC
2010-10-13,1,CLIC
2010-10-14,1,CLIC
2010-10-15,0.84,CLIC
2010-10-16,1.3,CLIC
2010-10-17,1.86,CLIC
2010-10-18,0.86,CLIC
2010-10-19,2.37,CLIC
2010-10-20,3.61,CLIC
2010-10-21,5.02,CLIC
2010-10-22,5.04,CLIC
2010-10-23,3.48,CLIC
2010-10-24,4.27,CLIC
2010-10-25,3.9,CLIC
2010-10-26,4.09,CLIC
2010-10-27,4.8,CLIC
2010-10-28,1.38,CLIC
2010-10-29,2.18,CLIC
2010-10-30,2.17,CLIC
2010-10-31,3.68,CLIC
2010-11-01,2.61,CLIC
2010-11-02,2.62,CLIC
2010-11-03,3.13,CLIC
2010-11-04,1.42,CLIC
2010-11-05,1.92,CLIC
2010-11-06,2.05,CLIC
2010-11-07,2.99,CLIC
2010-11-08,3.42,CLIC
2010-11-09,3.29,CLIC
2010-11-10,3.81,CLIC
2010-11-11,2.83,CLIC
2010-11-12,2.78,CLIC
2010-11-13,1.71,CLIC
2010-11-14,3.19,CLIC
2010-11-15,1.1,CLIC
2010-11-16,1,CLIC
2010-11-17,1,CLIC
2010-11-18,2.01,CLIC
2010-11-19,2.19,CLIC
2010-11-20,3.39,CLIC
2010-11-21,3.27,CLIC
2010-11-22,4.14,CLIC
2010-11-23,1.44,CLIC
2010-11-24,3.44,CLIC
2010-11-25,2.3,CLIC
2010-11-26,2.2,CLIC
2010-11-27,2.62,CLIC
2010-11-28,2.39,CLIC
2010-11-29,3.62,CLIC
2010-11-30,3.17,CLIC
2010-12-01,1.37,CLIC
2010-12-02,1.08,CLIC
2010-12-03,2.47,CLIC
2010-12-04,3.63,CLIC
2010-12-05,3.25,CLIC
2010-12-06,1.99,CLIC
2010-12-07,2.36,CLIC
2010-12-08,1.36,CLIC
2010-12-09,1.32,CLIC
2010-12-10,1.69,CLIC
2010-12-11,3.31,CLIC
2010-12-12,1.38,CLIC
2010-12-13,2.29,CLIC
2010-12-14,2.42,CLIC
2010-12-15,2.37,CLIC
2010-12-16,1.82,CLIC
2010-12-17,3.17,CLIC
2010-12-18,2.54,CLIC
2010-12-19,1.85,CLIC
2010-12-20,1.79,CLIC
2010-12-21,2.01,CLIC
2010-12-22,1.09,CLIC
2010-12-23,2.96,CLIC
2010-12-24,2.78,CLIC
2010-12-25,2.17,CLIC
2010-12-26,1.54,CLIC
2010-12-27,2.27,CLIC
2010-12-28,2.18,CLIC
2010-12-29,2.89,CLIC
2010-12-30,4.21,CLIC
2010-12-31,3.79,CLIC
2011-01-01,1.87,CLIC
2011-01-02,2.95,CLIC
2011-01-03,2.14,CLIC
2011-01-04,2.24,CLIC
2011-01-05,3.16,CLIC
2011-01-06,2.98,CLIC
2011-01-07,2.98,CLIC
2011-01-08,5.12,CLIC
2011-01-09,3.06,CLIC
2011-01-10,2.42,CLIC
2011-01-11,1.88,CLIC
2011-01-12,0.26,CLIC
2011-01-13,0.8,CLIC
2011-01-14,0.2,CLIC
2011-01-15,3.65,CLIC
2011-01-16,1.21,CLIC
2011-01-17,2.86,CLIC
2011-01-18,2.79,CLIC
2011-01-19,1.45,CLIC
2011-01-20,3.25,CLIC
2011-01-21,2.62,CLIC
2011-01-22,1.53,CLIC
2011-01-23,2.94,CLIC
2011-01-24,2.34,CLIC
2011-01-25,1.44,CLIC
2011-01-26,2.38,CLIC
2011-01-27,2.13,CLIC
2011-01-28,2.32,CLIC
2011-01-29,2.07,CLIC
2011-01-30,3.84,CLIC
2011-01-31,2.94,CLIC
2011-02-01,1.66,CLIC
2011-02-02,2.41,CLIC
2011-02-03,1.09,CLIC
2011-02-04,2.13,CLIC
2011-02-05,3.9,CLIC
2011-02-06,4.97,CLIC
2011-02-07,3.92,CLIC
2011-02-08,5.98,CLIC
2011-02-09,3.16,CLIC
2011-02-10,3.66,CLIC
2011-02-11,3.06,CLIC
2011-02-12,2.6,CLIC
2011-02-13,2.53,CLIC
2011-02-14,3.01,CLIC
2011-02-15,5.59,CLIC
2011-02-16,3.52,CLIC
2011-02-17,5.39,CLIC
2011-02-18,4.92,CLIC
2011-02-19,4.03,CLIC
2011-02-20,4.8,CLIC
2011-02-21,3.56,CLIC
2011-02-22,4.51,CLIC
2011-02-23,4.11,CLIC
2011-02-24,1.9,CLIC
2011-02-25,2.65,CLIC
2011-02-26,3.46,CLIC
2011-02-27,7.78,CLIC
2011-02-28,6.54,CLIC
2011-03-01,5.53,CLIC
2011-03-02,4.36,CLIC
2011-03-03,5.3,CLIC
2011-03-04,5.8,CLIC
2011-03-05,2.02,CLIC
2011-03-06,3.32,CLIC
2011-03-07,4.79,CLIC
2011-03-08,5.49,CLIC
2011-03-09,2.94,CLIC
2011-03-10,2.79,CLIC
2011-03-11,3.82,CLIC
2011-03-12,4.61,CLIC
2011-03-13,4.51,CLIC
2011-03-14,2.2,CLIC
2011-03-15,1.17,CLIC
2011-03-16,2.06,CLIC
2011-03-17,4,CLIC
2011-03-18,1.87,CLIC
2011-03-19,3.11,CLIC
2011-03-20,2.03,CLIC
2011-03-21,3.99,CLIC
2011-03-22,4.39,CLIC
2011-03-23,5.51,CLIC
2011-03-24,6.02,CLIC
2011-03-25,7.03,CLIC
2011-03-26,5.28,CLIC
2011-03-27,6.05,CLIC
2011-03-28,5.19,CLIC
2011-03-29,6.21,CLIC
2011-03-30,6.77,CLIC
2011-03-31,6.46,CLIC
2011-04-01,6.58,CLIC
2011-04-02,4.8,CLIC
2011-04-03,4.16,CLIC
2011-04-04,1.9,CLIC
2011-04-05,1.1,CLIC
2011-04-06,1.86,CLIC
2011-04-07,2.14,CLIC
2011-04-08,0.91,CLIC
2011-04-09,7.76,CLIC
2011-04-10,9.01,CLIC
2011-04-11,7.08,CLIC
2011-04-12,5.32,CLIC
2011-04-13,7.49,CLIC
2011-04-14,6.83,CLIC
2011-04-15,6.99,CLIC
2011-04-16,3.43,CLIC
2011-04-17,3.07,CLIC
2011-04-18,6.07,CLIC
2011-04-19,7.44,CLIC
2011-04-20,5.75,CLIC
2011-04-21,1.88,CLIC
2011-04-22,1.77,CLIC
2011-04-23,2.2,CLIC
2011-04-24,2.03,CLIC
2011-04-25,1.77,CLIC
2011-04-26,2.19,CLIC
2011-04-27,2.03,CLIC
2011-04-28,3.9,CLIC
2011-04-29,2.19,CLIC
2011-04-30,2.61,CLIC
2011-05-01,10.21,CLIC
2011-05-02,7.02,CLIC
2011-05-03,4.71,CLIC
2011-05-04,4.77,CLIC
2011-05-05,7.3,CLIC
2011-05-06,3.89,CLIC
2011-05-07,3.8,CLIC
2011-05-08,7.12,CLIC
2011-05-09,5.07,CLIC
2011-05-10,5.55,CLIC
2011-05-11,6.31,CLIC
2011-05-12,4.81,CLIC
2011-05-13,2.3,CLIC
2011-05-14,6.59,CLIC
2011-05-15,5.86,CLIC
2011-05-16,5.18,CLIC
2011-05-17,6.97,CLIC
2011-05-18,7.38,CLIC
2011-05-19,9.61,CLIC
2011-05-20,9.9,CLIC
2011-05-21,7.49,CLIC
2011-05-22,7.74,CLIC
2011-05-23,8.72,CLIC
2011-05-24,7.15,CLIC
2011-05-25,7.11,CLIC
2011-05-26,6.85,CLIC
2011-05-27,9.68,CLIC
2011-05-28,8.32,CLIC
2011-05-29,5.9,CLIC
2011-05-30,5.9,CLIC
2011-05-31,6.8,CLIC
2011-06-01,8.36,CLIC
2011-06-02,5.63,CLIC
2011-06-03,6.63,CLIC
2011-06-04,5.72,CLIC
2011-06-05,7.73,CLIC
2011-06-06,4.94,CLIC
2011-06-07,2.17,CLIC
2011-06-08,7.09,CLIC
2011-06-09,7.68,CLIC
2011-06-10,8.51,CLIC
2011-06-11,7.92,CLIC
2011-06-12,6.34,CLIC
2011-06-13,7.73,CLIC
2011-06-14,6.41,CLIC
2011-06-15,5.35,CLIC
2011-06-16,7.86,CLIC
2011-06-17,7.5,CLIC
2011-06-18,7.29,CLIC
2011-06-19,3.96,CLIC
2011-06-20,3.98,CLIC
2011-06-21,4.16,CLIC
2011-06-22,3.21,CLIC
2011-06-23,4.57,CLIC
2011-06-24,4.31,CLIC
2011-06-25,6.33,CLIC
2011-06-26,4.17,CLIC
2011-06-27,8.4,CLIC
2011-06-28,5.13,CLIC
2011-07-03,4.67,CLIC
2011-07-04,5.31,CLIC
2011-07-05,3.35,CLIC
2011-07-06,3.6,CLIC
2011-07-07,3.05,CLIC
2011-07-08,4.69,CLIC
2011-07-09,2.25,CLIC
2011-07-10,2.61,CLIC
2011-07-11,5.33,CLIC
2011-07-12,5.8,CLIC
2011-07-13,3.41,CLIC
2011-07-14,6.11,CLIC
2011-07-15,5.1,CLIC
2011-07-16,6.1,CLIC
2011-07-17,3.92,CLIC
2011-07-18,6.65,CLIC
2011-07-19,2.62,CLIC
2011-07-20,3.79,CLIC
2011-07-21,3.73,CLIC
2011-07-22,4.36,CLIC
2011-07-23,2.34,CLIC
2011-07-24,2.08,CLIC
2011-07-25,4.8,CLIC
2011-07-26,4.92,CLIC
2011-07-27,3.38,CLIC
2011-07-28,5.93,CLIC
2011-07-29,5.02,CLIC
2011-07-30,6.35,CLIC
2011-07-31,3.79,CLIC
2011-11-01,2.83,CLIC
2011-11-02,3.78,CLIC
2011-11-03,4.39,CLIC
2011-11-04,3.01,CLIC
2011-11-05,3.14,CLIC
2011-11-06,3.86,CLIC
2011-11-07,2.69,CLIC
2011-11-08,2.76,CLIC
2011-11-09,2.92,CLIC
2011-11-10,1.85,CLIC
2011-11-11,0.4,CLIC
2011-11-12,2.23,CLIC
2011-11-13,2.56,CLIC
2011-11-14,3.37,CLIC
2011-11-15,4.54,CLIC
2011-11-16,1.13,CLIC
2011-11-17,2.47,CLIC
2011-11-18,1.75,CLIC
2011-11-19,2.79,CLIC
2011-11-20,3.04,CLIC
2011-11-21,3.73,CLIC
2011-11-22,1.65,CLIC
2011-11-23,1.78,CLIC
2011-11-24,2.55,CLIC
2011-11-25,2.29,CLIC
2011-11-26,1.16,CLIC
2011-11-27,1.15,CLIC
2011-11-28,2.3,CLIC
2011-11-29,2.06,CLIC
2011-11-30,1.7,CLIC
2011-12-01,3.24,CLIC
2011-12-02,2.09,CLIC
2011-12-03,2.9,CLIC
2011-12-04,2.93,CLIC
2011-12-05,2.43,CLIC
2011-12-06,1.77,CLIC
2011-12-07,2.11,CLIC
2011-12-08,1.23,CLIC
2011-12-09,2.65,CLIC
2011-12-10,2.06,CLIC
2011-12-11,2.16,CLIC
2011-12-12,2.07,CLIC
2011-12-13,1.72,CLIC
2011-12-14,2.01,CLIC
2011-12-15,1.99,CLIC
2011-12-16,1.19,CLIC
2011-12-17,2.31,CLIC
2011-12-18,2.32,CLIC
2011-12-19,1.5,CLIC
2011-12-20,2.9,CLIC
2011-12-21,4.61,CLIC
2011-12-22,1.52,CLIC
2011-12-23,1.76,CLIC
2011-12-24,2.24,CLIC
2011-12-25,3.79,CLIC
2011-12-26,1.01,CLIC
2011-12-27,2.29,CLIC
2011-12-28,2.19,CLIC
2011-12-29,4.91,CLIC
2011-12-30,3.03,CLIC
2011-12-31,3.01,CLIC
2012-01-01,1.95,CLIC
2012-01-02,1.48,CLIC
2012-01-03,1.11,CLIC
2012-01-04,3.26,CLIC
2012-01-05,3.9,CLIC
2012-01-06,1.62,CLIC
2012-01-07,1.23,CLIC
2012-01-08,2.09,CLIC
2012-01-09,2.45,CLIC
2012-01-10,1.94,CLIC
2012-01-11,2.79,CLIC
2012-01-12,2.3,CLIC
2012-01-13,1.91,CLIC
2012-01-14,3.1,CLIC
2012-01-15,2.75,CLIC
2012-01-16,2.03,CLIC
2012-01-17,2.12,CLIC
2012-01-18,1.88,CLIC
2012-01-19,2.56,CLIC
2012-01-20,3.24,CLIC
2012-01-21,3.07,CLIC
2012-01-22,3.2,CLIC
2012-01-23,2.9,CLIC
2012-01-24,3.77,CLIC
2012-01-25,2.18,CLIC
2012-01-26,1.12,CLIC
2012-01-27,0.67,CLIC
2012-01-28,1.37,CLIC
2012-01-29,1.2,CLIC
2012-01-30,1.09,CLIC
2012-01-31,1.81,CLIC
2012-02-01,5.99,CLIC
2012-02-02,2.61,CLIC
2012-02-03,2.4,CLIC
2012-02-04,2.36,CLIC
2012-02-05,5.15,CLIC
2012-02-06,2.47,CLIC
2012-02-07,1.5,CLIC
2012-02-09,7.81,CLIC
2012-02-10,1.87,CLIC
2012-02-12,5.9,CLIC
2012-02-13,1.3,CLIC
2012-02-14,3.79,CLIC
2012-02-15,2.32,CLIC
2012-02-16,2.79,CLIC
2012-02-17,3.03,CLIC
2012-02-18,2.48,CLIC
2012-02-19,1.38,CLIC
2012-02-20,2.89,CLIC
2012-02-21,2.43,CLIC
2012-02-22,3.02,CLIC
2012-02-23,2.87,CLIC
2012-02-24,0.71,CLIC
2012-02-25,1.46,CLIC
2012-02-26,2.71,CLIC
2012-02-27,3.23,CLIC
2012-02-28,4.04,CLIC
2012-02-29,3.74,CLIC
2012-03-01,4.71,CLIC
2012-03-02,4.58,CLIC
2012-03-03,5.02,CLIC
2012-03-04,5.04,CLIC
2012-03-05,3.71,CLIC
2012-03-06,4.3,CLIC
2012-03-07,3.52,CLIC
2012-03-08,4.02,CLIC
2012-03-09,3.13,CLIC
2012-03-10,2.23,CLIC
2012-03-11,5.07,CLIC
2012-03-12,2.99,CLIC
2012-03-13,3.29,CLIC
2012-03-14,4.95,CLIC
2012-03-15,4.45,CLIC
2012-03-16,4.25,CLIC
2012-03-17,3.58,CLIC
2012-03-18,2.1,CLIC
2012-03-19,6.97,CLIC
2012-03-20,2.9,CLIC
2012-03-21,2.09,CLIC
2012-03-22,2.01,CLIC
2012-03-23,2.01,CLIC
2012-03-24,3.1,CLIC
2012-03-25,4.91,CLIC
2012-03-26,3.26,CLIC
2012-03-28,4.49,CLIC
2012-03-29,3.04,CLIC
2012-03-30,5.15,CLIC
2012-03-31,3.31,CLIC
2012-04-01,0.38,CLIC
2012-04-02,4.12,CLIC
2012-04-03,5.12,CLIC
2012-04-04,6.72,CLIC
2012-04-05,2.43,CLIC
2012-04-06,3.55,CLIC
2012-04-07,3.37,CLIC
2012-04-08,1.46,CLIC
2012-04-09,1.94,CLIC
2012-04-10,2.41,CLIC
2012-04-11,4.77,CLIC
2012-04-12,4.25,CLIC
2012-04-13,4.01,CLIC
2012-04-14,4.87,CLIC
2012-04-15,4.75,CLIC
2012-04-16,4.93,CLIC
2012-04-17,3.54,CLIC
2012-04-18,5.57,CLIC
2012-04-19,5.37,CLIC
2012-04-20,3.78,CLIC
2012-04-21,5.15,CLIC
2012-04-22,4.6,CLIC
2012-04-23,3.41,CLIC
2012-04-24,4.43,CLIC
2012-04-25,7.15,CLIC
2012-04-26,7.82,CLIC
2012-04-27,8.22,CLIC
2012-04-28,5.68,CLIC
2012-04-29,4.79,CLIC
2012-04-30,4.84,CLIC
2012-05-01,6.91,CLIC
2012-05-02,4.83,CLIC
2012-05-03,5.8,CLIC
2012-05-04,5.52,CLIC
2012-05-05,5.97,CLIC
2012-05-06,6.16,CLIC
2012-05-07,5.45,CLIC
2012-05-08,5.67,CLIC
2012-05-09,4.32,CLIC
2012-05-10,5.65,CLIC
2012-05-11,5.45,CLIC
2012-05-12,2.96,CLIC
2012-05-13,4.43,CLIC
2012-05-14,2.16,CLIC
2012-05-15,5.32,CLIC
2012-05-16,3.94,CLIC
2012-05-17,1.91,CLIC
2012-05-18,3.01,CLIC
2012-05-19,1.72,CLIC
2012-05-20,1.57,CLIC
2012-05-21,7.12,CLIC
2012-05-22,6.87,CLIC
2012-05-23,6.32,CLIC
2012-05-24,7.43,CLIC
2012-05-25,8.02,CLIC
2012-05-26,4.7,CLIC
2012-05-27,3.81,CLIC
2012-05-28,7.42,CLIC
2012-05-29,8.7,CLIC
2012-05-30,6.89,CLIC
2012-05-31,9.39,CLIC
2012-06-01,6.92,CLIC
2012-06-02,5.74,CLIC
2012-06-03,4.99,CLIC
2012-06-04,4.84,CLIC
2012-06-05,4.84,CLIC
2012-06-06,6.13,CLIC
2012-06-07,5.71,CLIC
2012-06-08,1.48,CLIC
2012-06-09,3.21,CLIC
2012-06-10,3.49,CLIC
2012-06-11,1.83,CLIC
2012-06-12,3.56,CLIC
2012-06-13,5.54,CLIC
2012-06-14,5.44,CLIC
2012-06-15,5.81,CLIC
2012-06-16,6.82,CLIC
2012-06-17,6.31,CLIC
2012-06-18,4.6,CLIC
2012-06-19,6.89,CLIC
2012-06-20,2.51,CLIC
2012-06-21,3.23,CLIC
2012-06-22,2.01,CLIC
2012-06-23,3.15,CLIC
2012-06-24,4.59,CLIC
2012-06-25,6.47,CLIC
2012-06-26,5.29,CLIC
2012-06-27,6.36,CLIC
2012-06-28,3.97,CLIC
2012-06-29,10.62,CLIC
2012-06-30,3.86,CLIC
2012-07-01,1.76,CLIC
2012-07-02,4.31,CLIC
2012-07-03,4.37,CLIC
2012-07-04,2.53,CLIC
2012-07-05,4.5,CLIC
2012-07-06,3.1,CLIC
2012-07-07,4.17,CLIC
2012-07-08,4.88,CLIC
2012-07-09,6.63,CLIC
2012-07-10,1.43,CLIC
2012-07-11,2.96,CLIC
2012-07-12,2.26,CLIC
2012-07-13,2.31,CLIC
2012-07-14,2.52,CLIC
2012-07-15,4.81,CLIC
2012-07-16,2.22,CLIC
2012-07-17,1.06,CLIC
2012-07-18,2.92,CLIC
2012-07-19,4.58,CLIC
2012-07-20,4.03,CLIC
2012-07-21,4.54,CLIC
2012-07-22,6.47,CLIC
2012-07-23,2.51,CLIC
2012-07-24,4.64,CLIC
2012-07-25,5.09,CLIC
2012-07-26,2.8,CLIC
2012-07-27,1.54,CLIC
2012-07-28,3.49,CLIC
2012-07-29,5.92,CLIC
2012-07-30,5.81,CLIC
2012-07-31,5.28,CLIC
2012-08-01,6,CLIC
2012-08-02,4.51,CLIC
2012-08-03,5.27,CLIC
2012-08-04,1.54,CLIC
2012-08-05,3.91,CLIC
2012-08-06,2.45,CLIC
2012-08-07,3.46,CLIC
2012-08-08,3.95,CLIC
2012-08-09,2.43,CLIC
2012-08-10,6.57,CLIC
2012-08-11,6.29,CLIC
2012-08-12,6.39,CLIC
2012-08-13,6.15,CLIC
2012-08-14,5.01,CLIC
2012-08-15,4.89,CLIC
2012-08-16,1.71,CLIC
2012-08-17,6.06,CLIC
2012-08-18,2.79,CLIC
2012-08-19,5.64,CLIC
2012-08-20,2.89,CLIC
2012-08-21,3.09,CLIC
2012-08-22,4.04,CLIC
2012-08-23,4.87,CLIC
2012-08-24,6.98,CLIC
2012-08-25,5.02,CLIC
2012-08-26,2.13,CLIC
2012-08-27,5.58,CLIC
2012-08-28,4.61,CLIC
2012-08-29,1.64,CLIC
2012-08-30,2.15,CLIC
2012-08-31,3.97,CLIC
2012-09-01,3.99,CLIC
2012-09-02,2.52,CLIC
2012-09-03,4.91,CLIC
2012-09-04,2.22,CLIC
2012-09-05,2.89,CLIC
2012-09-06,2.02,CLIC
2012-09-07,3.1,CLIC
2012-09-08,5.25,CLIC
2012-09-09,3.7,CLIC
2012-09-10,1.41,CLIC
2012-09-11,2.29,CLIC
2012-09-12,2.24,CLIC
2012-09-13,1.83,CLIC
2012-09-14,1.65,CLIC
2012-09-15,2.37,CLIC
2012-09-16,1.68,CLIC
2012-09-17,3.61,CLIC
2012-09-18,3.2,CLIC
2012-09-19,3.94,CLIC
2012-09-20,3.47,CLIC
2012-09-21,3.52,CLIC
2012-09-22,2.98,CLIC
2012-09-23,1.87,CLIC
2012-09-24,2.35,CLIC
2012-09-25,2.4,CLIC
2012-09-26,2.04,CLIC
2012-09-27,2.29,CLIC
2012-09-28,2.98,CLIC
2012-09-29,4.17,CLIC
2012-09-30,2.76,CLIC
2012-10-01,3.96,CLIC
2012-10-02,3,CLIC
2012-10-03,3.74,CLIC
2012-10-04,5.79,CLIC
2012-10-05,4.54,CLIC
2012-10-06,3.18,CLIC
2012-10-07,5.15,CLIC
2012-10-08,2.78,CLIC
2012-10-09,3.25,CLIC
2012-10-10,3.07,CLIC
2012-10-11,3.96,CLIC
2012-10-12,2.73,CLIC
2012-10-13,3.41,CLIC
2012-10-14,3.19,CLIC
2012-10-15,2.44,CLIC
2012-10-16,2.45,CLIC
2012-10-17,4.69,CLIC
2012-10-18,0.85,CLIC
2012-10-19,0.97,CLIC
2012-10-20,2.82,CLIC
2012-10-21,2.54,CLIC
2012-10-22,3.13,CLIC
2012-10-23,4.26,CLIC
2012-10-24,3.55,CLIC
2012-10-25,3.46,CLIC
2012-10-26,3,CLIC
2012-10-27,2.41,CLIC
2012-10-28,2.64,CLIC
2012-10-29,4.29,CLIC
2012-10-30,3.98,CLIC
2012-10-31,2.46,CLIC
2012-11-01,1.99,CLIC
2012-11-02,1.92,CLIC
2012-11-03,2.38,CLIC
2012-11-04,2.73,CLIC
2012-11-05,1.55,CLIC
2012-11-06,2.74,CLIC
2012-11-07,2.01,CLIC
2012-11-08,2.32,CLIC
2012-11-09,2.83,CLIC
2012-11-10,3.6,CLIC
2012-11-11,2.16,CLIC
2012-11-12,1.52,CLIC
2012-11-13,1.74,CLIC
2012-11-14,2.58,CLIC
2012-11-15,1.05,CLIC
2012-11-16,1.94,CLIC
2012-11-17,0.88,CLIC
2012-11-18,2.36,CLIC
2012-11-19,2.21,CLIC
2012-11-20,2.06,CLIC
2012-11-21,1,CLIC
2012-11-22,3.54,CLIC
2012-11-23,0.35,CLIC
2012-11-24,1.87,CLIC
2012-11-25,2.46,CLIC
2012-11-26,1.83,CLIC
2012-11-27,2.82,CLIC
2012-11-28,0.68,CLIC
2012-11-29,1.75,CLIC
2012-11-30,1.86,CLIC
2013-01-01,2.15,CLIC
2013-01-02,0.27,CLIC
2013-01-03,1.74,CLIC
2013-01-04,2.52,CLIC
2013-01-05,2.19,CLIC
2013-01-06,1.99,CLIC
2013-01-07,0.65,CLIC
2013-01-08,1.37,CLIC
2013-01-09,9.22,CLIC
2013-01-10,11.31,CLIC
2013-01-11,3.15,CLIC
2013-01-12,2.87,CLIC
2013-01-13,1.11,CLIC
2013-01-14,2.8,CLIC
2013-01-15,2.4,CLIC
2013-01-16,1.76,CLIC
2013-01-17,3.55,CLIC
2013-01-18,3.29,CLIC
2013-01-19,2.7,CLIC
2013-01-20,2.69,CLIC
2013-01-21,2.39,CLIC
2013-01-22,1.77,CLIC
2013-01-23,0.98,CLIC
2013-01-24,1.47,CLIC
2013-01-25,2.59,CLIC
2013-01-26,2.25,CLIC
2013-01-27,1.94,CLIC
2013-01-28,3.29,CLIC
2013-01-29,3.95,CLIC
2013-01-30,3.14,CLIC
2013-01-31,2.45,CLIC
2013-05-01,5.19,CLIC
2013-05-02,4.84,CLIC
2013-05-03,1.36,CLIC
2013-05-04,2.92,CLIC
2013-05-05,6.09,CLIC
2013-05-06,5.45,CLIC
2013-05-07,4.35,CLIC
2013-05-08,4.1,CLIC
2013-05-09,4.88,CLIC
2013-05-10,3.51,CLIC
2013-05-11,3,CLIC
2013-05-12,3.98,CLIC
2013-05-13,3.56,CLIC
2013-05-14,4.01,CLIC
2013-05-15,4.16,CLIC
2013-05-16,2.41,CLIC
2013-05-17,4.85,CLIC
2013-05-18,4.25,CLIC
2013-05-19,3.8,CLIC
2013-05-20,4.49,CLIC
2013-05-21,3.91,CLIC
2013-05-22,4.33,CLIC
2013-05-23,3.86,CLIC
2013-05-24,4.91,CLIC
2013-05-25,4.39,CLIC
2013-05-26,1.86,CLIC
2013-05-27,5.14,CLIC
2013-05-28,5.54,CLIC
2013-05-29,6.37,CLIC
2013-05-30,5.19,CLIC
2013-05-31,5.47,CLIC
2013-06-01,7.7,CLIC
2013-06-02,6.83,CLIC
2013-06-03,5.38,CLIC
2013-06-04,5.52,CLIC
2013-06-05,5.67,CLIC
2013-06-06,4.88,CLIC
2013-06-07,4.05,CLIC
2013-06-08,3.83,CLIC
2013-06-09,4.05,CLIC
2013-06-10,2.91,CLIC
2013-06-11,3.55,CLIC
2013-06-12,3.1,CLIC
2013-06-13,2.01,CLIC
2013-06-14,4.12,CLIC
2013-06-15,2.61,CLIC
2013-06-16,2.26,CLIC
2013-06-17,1.31,CLIC
2013-06-18,3.65,CLIC
2013-06-19,3.9,CLIC
2013-06-20,5.65,CLIC
2013-06-21,5.34,CLIC
2013-06-22,2.69,CLIC
2013-06-23,4.86,CLIC
2013-06-24,2.54,CLIC
2013-06-25,3.24,CLIC
2013-06-26,4.6,CLIC
2013-06-27,5.94,CLIC
2013-06-28,6.68,CLIC
2013-06-29,6.66,CLIC
2013-06-30,6.46,CLIC
2013-07-01,1.14,CLIC
2013-07-02,3.04,CLIC
2013-07-03,2.04,CLIC
2013-07-04,3.57,CLIC
2013-07-05,3.76,CLIC
2013-07-06,2.56,CLIC
2013-07-07,2.23,CLIC
2013-07-08,1.83,CLIC
2013-07-09,4.64,CLIC
2013-07-10,2.29,CLIC
2013-07-11,2.44,CLIC
2013-07-12,6.18,CLIC
2013-07-13,4.44,CLIC
2013-07-14,5.1,CLIC
2013-07-15,3.85,CLIC
2013-07-16,2.7,CLIC
2013-07-17,3.1,CLIC
2013-07-18,3.09,CLIC
2013-07-19,0.51,CLIC
2013-07-21,1.11,CLIC
2013-07-22,4.97,CLIC
2013-07-23,5.12,CLIC
2013-07-24,4.45,CLIC
2013-07-25,3.84,CLIC
2013-07-26,3.68,CLIC
2013-07-27,3.13,CLIC
2013-07-28,5.12,CLIC
2013-07-29,5.54,CLIC
2013-10-01,2.1,CLIC
2013-10-02,2.22,CLIC
2013-10-03,3.37,CLIC
2013-10-04,1.83,CLIC
2013-10-05,3.09,CLIC
2013-10-06,2.59,CLIC
2013-10-07,3.66,CLIC
2013-10-08,2.81,CLIC
2013-10-09,2.56,CLIC
2013-10-10,3.78,CLIC
2013-10-11,2.08,CLIC
2013-10-12,2.73,CLIC
2013-10-13,2.59,CLIC
2013-10-14,3.59,CLIC
2013-10-15,2.78,CLIC
2013-10-16,1.54,CLIC
2013-10-17,2.4,CLIC
2013-10-18,3.24,CLIC
2013-10-19,0.27,CLIC
2013-10-20,2.18,CLIC
2013-10-21,1.76,CLIC
2013-10-22,2.19,CLIC
2013-10-23,1.58,CLIC
2013-10-24,3.37,CLIC
2013-10-25,3.07,CLIC
2013-10-26,0.34,CLIC
2013-10-27,3.12,CLIC
2013-10-28,2.98,CLIC
2013-10-29,3.06,CLIC
2013-10-30,2.5,CLIC
2013-10-31,1.74,CLIC
2013-11-01,1.21,CLIC
2013-11-02,2.06,CLIC
2013-11-03,2.01,CLIC
2013-11-04,1.72,CLIC
2013-11-05,2.66,CLIC
2013-11-06,2.28,CLIC
2013-11-07,2.14,CLIC
2013-11-08,1.82,CLIC
2013-11-09,1.94,CLIC
2013-11-10,1.63,CLIC
2013-11-11,1.61,CLIC
2013-11-12,1.55,CLIC
2013-11-13,1.45,CLIC
2013-11-14,1.78,CLIC
2013-11-15,0.9,CLIC
2013-11-16,1.05,CLIC
2013-11-17,0.81,CLIC
2013-11-18,1.32,CLIC
2013-11-19,3.31,CLIC
2013-11-20,2.01,CLIC
2013-11-21,3.99,CLIC
2013-11-22,1.65,CLIC
2013-11-24,2.01,CLIC
2013-11-25,2.8,CLIC
2013-11-26,1.9,CLIC
2013-11-27,0.49,CLIC
2013-11-28,2.58,CLIC
2013-11-29,1.02,CLIC
2013-11-30,2.3,CLIC
2013-12-01,2.8,CLIC
2013-12-02,3.53,CLIC
2013-12-03,1.95,CLIC
2013-12-04,4.09,CLIC
2013-12-05,2.53,CLIC
2013-12-06,2.38,CLIC
2013-12-07,3.37,CLIC
2013-12-08,1.42,CLIC
2013-12-09,3.64,CLIC
2013-12-10,2.81,CLIC
