Estación: ,C19034,LINARES. LINARES (SMN)
1936-12-07,4.3,CLIC
1936-12-08,4.1,CLIC
1936-12-09,5,CLIC
1936-12-10,4.4,CLIC
1936-12-11,3.2,CLIC
1936-12-12,0.7,CLIC
1936-12-13,0.3,CLIC
1936-12-14,0.8,CLIC
1936-12-15,1,CLIC
1936-12-16,0.4,CLIC
1936-12-17,2.3,CLIC
1936-12-18,1.2,CLIC
1936-12-19,2,CLIC
1936-12-20,2.1,CLIC
1936-12-21,2,CLIC
1936-12-22,2,CLIC
1936-12-23,2.1,CLIC
1936-12-24,1.5,CLIC
1936-12-25,0.8,CLIC
1936-12-26,2.4,CLIC
1936-12-27,1.1,CLIC
1936-12-28,1.3,CLIC
1936-12-29,1.1,CLIC
1936-12-30,3.7,CLIC
1936-12-31,2.2,CLIC
1937-01-01,1.4,CLIC
1937-01-02,0.5,CLIC
1937-01-03,1.2,CLIC
1937-01-04,0.3,CLIC
1937-01-05,1.3,CLIC
1937-01-06,1.9,CLIC
1937-01-07,2.4,CLIC
1937-01-08,4.4,CLIC
1937-01-09,1.3,CLIC
1937-01-10,0.4,CLIC
1937-01-11,0.3,CLIC
1937-01-12,0.5,CLIC
1937-01-13,1,CLIC
1937-01-14,3.3,CLIC
1937-01-15,2.3,CLIC
1937-01-16,1.2,CLIC
1937-01-17,2.5,CLIC
1937-01-18,3.4,CLIC
1937-01-19,2.7,CLIC
1937-01-20,2.7,CLIC
1937-01-21,3.9,CLIC
1937-01-22,2.3,CLIC
1937-01-23,1.4,CLIC
1937-01-24,0.8,CLIC
1937-01-25,1.2,CLIC
1937-01-26,2.7,CLIC
1937-01-27,3.5,CLIC
1937-01-28,1.8,CLIC
1937-01-29,0.4,CLIC
1937-01-30,7.3,CLIC
1937-01-31,0.1,CLIC
1937-02-01,2.3,CLIC
1937-02-02,2.7,CLIC
1937-02-03,6.6,CLIC
1937-02-04,3.5,CLIC
1937-02-05,1.8,CLIC
1937-02-06,2.2,CLIC
1937-02-07,2.8,CLIC
1937-02-08,4.9,CLIC
1937-02-09,4.3,CLIC
1937-02-10,7.7,CLIC
1937-02-11,0.9,CLIC
1937-02-12,0.7,CLIC
1937-02-13,4,CLIC
1937-02-14,4.3,CLIC
1937-02-15,4.5,CLIC
1937-02-16,4,CLIC
1937-02-17,2.3,CLIC
1937-02-18,1.8,CLIC
1937-02-19,1.6,CLIC
1937-02-20,5.8,CLIC
1937-02-21,4.6,CLIC
1937-02-22,4,CLIC
1937-02-23,3.1,CLIC
1937-02-24,3.4,CLIC
1937-02-25,4.1,CLIC
1937-02-26,1.9,CLIC
1937-02-27,2.4,CLIC
1937-02-28,1.8,CLIC
1937-03-01,2.8,CLIC
1937-03-02,3.3,CLIC
1937-03-03,2.7,CLIC
1937-03-04,2.7,CLIC
1937-03-05,0.6,CLIC
1937-03-06,1.3,CLIC
1937-03-07,0.3,CLIC
1937-03-08,0.2,CLIC
1937-03-09,0.6,CLIC
1937-03-10,3.2,CLIC
1937-03-11,2.6,CLIC
1937-03-12,4.1,CLIC
1937-03-13,5.1,CLIC
1937-03-14,5.8,CLIC
1937-03-15,2.7,CLIC
1937-03-16,1,CLIC
1937-03-17,2.4,CLIC
1937-03-18,5.9,CLIC
1937-03-19,6.1,CLIC
1937-03-20,6.2,CLIC
1937-03-21,7.5,CLIC
1937-03-22,7.8,CLIC
1937-03-23,4.9,CLIC
1937-03-24,3.5,CLIC
1937-03-25,3,CLIC
1937-03-26,1.2,CLIC
1937-03-27,1.9,CLIC
1937-03-28,1.9,CLIC
1937-03-29,1.9,CLIC
1937-03-30,4,CLIC
1937-03-31,3.8,CLIC
1937-04-01,2.2,CLIC
1937-04-02,3.8,CLIC
1937-04-03,5.5,CLIC
1937-04-04,7.1,CLIC
1937-04-05,5.4,CLIC
1937-04-06,5.4,CLIC
1937-04-07,3.3,CLIC
1937-04-08,5.2,CLIC
1937-04-09,2.6,CLIC
1937-04-10,1.5,CLIC
1937-04-11,2.6,CLIC
1937-04-12,3.6,CLIC
1937-04-13,1.9,CLIC
1937-04-14,1.6,CLIC
1937-04-15,5.6,CLIC
1937-04-16,6.9,CLIC
1937-04-17,4.2,CLIC
1937-04-18,5.7,CLIC
1937-04-19,5.6,CLIC
1937-04-20,6.1,CLIC
1937-04-21,5.6,CLIC
1937-04-22,5.7,CLIC
1937-04-23,6.7,CLIC
1937-04-24,3.5,CLIC
1937-04-25,6.7,CLIC
1937-04-26,6.7,CLIC
1937-04-27,5.9,CLIC
1937-04-28,8.1,CLIC
1937-04-29,7.5,CLIC
1937-04-30,7.5,CLIC
1937-05-01,2.6,CLIC
1937-05-02,3,CLIC
1937-05-03,3.7,CLIC
1937-05-04,5.3,CLIC
1937-05-05,4.1,CLIC
1937-05-06,3.9,CLIC
1937-05-07,5.7,CLIC
1937-05-08,6.3,CLIC
1937-05-09,4.2,CLIC
1937-05-10,4.7,CLIC
1937-05-11,5,CLIC
1937-05-12,3.6,CLIC
1937-05-13,2.2,CLIC
1937-05-14,4.3,CLIC
1937-05-15,6.3,CLIC
1937-05-16,6.2,CLIC
1937-05-17,6.3,CLIC
1937-05-18,5.5,CLIC
1937-05-19,4.7,CLIC
1937-05-20,5.2,CLIC
1937-05-21,5.1,CLIC
1937-05-22,4,CLIC
1937-05-23,8.3,CLIC
1937-05-24,6.8,CLIC
1937-05-25,7.5,CLIC
1937-05-26,4.9,CLIC
1937-05-27,7.9,CLIC
1937-05-28,6.3,CLIC
1937-05-29,6.1,CLIC
1937-05-30,5.4,CLIC
1937-05-31,6.1,CLIC
1937-06-01,7.2,CLIC
1937-06-02,5.2,CLIC
1937-06-03,5.4,CLIC
1937-06-04,6.1,CLIC
1937-06-05,8.8,CLIC
1937-06-06,8.3,CLIC
1937-06-07,5.8,CLIC
1937-06-08,8.5,CLIC
1937-06-09,8.2,CLIC
1937-06-10,8.6,CLIC
1937-06-11,8.6,CLIC
1937-06-12,8.7,CLIC
1937-06-13,8.5,CLIC
1937-06-14,8.9,CLIC
1937-06-15,7,CLIC
1937-06-16,8.6,CLIC
1937-06-17,8.2,CLIC
1937-06-18,7.6,CLIC
1937-06-19,8.3,CLIC
1937-06-20,8.1,CLIC
1937-06-21,8.9,CLIC
1937-06-22,9.1,CLIC
1937-06-23,6.9,CLIC
1937-06-24,6,CLIC
1937-06-25,5.5,CLIC
1937-06-26,7.6,CLIC
1937-06-27,6.5,CLIC
1937-06-28,6.1,CLIC
1937-06-29,4.8,CLIC
1937-06-30,6.5,CLIC
1937-07-01,7.1,CLIC
1937-07-02,8.4,CLIC
1937-07-03,4.9,CLIC
1937-07-04,3.7,CLIC
1937-07-05,2.9,CLIC
1937-07-06,3.2,CLIC
1937-07-07,3.9,CLIC
1937-07-08,3.5,CLIC
1937-07-09,4.6,CLIC
1937-07-10,5.4,CLIC
1937-07-11,6.6,CLIC
1937-07-12,6.4,CLIC
1937-07-13,7.4,CLIC
1937-07-14,6.4,CLIC
1937-07-15,6.8,CLIC
1937-07-16,3.3,CLIC
1937-07-17,4.7,CLIC
1937-07-18,5.5,CLIC
1937-07-19,6.1,CLIC
1937-07-20,5.1,CLIC
1937-07-21,6.3,CLIC
1937-07-22,5.7,CLIC
1937-07-23,6.7,CLIC
1937-07-24,6.1,CLIC
1937-07-25,6.5,CLIC
1937-07-26,5.7,CLIC
1937-07-27,4.6,CLIC
1937-07-28,5.9,CLIC
1937-07-29,5.2,CLIC
1937-07-30,5.8,CLIC
1937-07-31,7.2,CLIC
1937-08-01,6.6,CLIC
1937-08-02,7.2,CLIC
1937-08-03,6.7,CLIC
1937-08-04,6.4,CLIC
1937-08-05,8.4,CLIC
1937-08-06,7.7,CLIC
1937-08-07,8.2,CLIC
1937-08-08,6.7,CLIC
1937-08-09,8.1,CLIC
1937-08-10,5.8,CLIC
1937-08-11,8.2,CLIC
1937-08-12,8.1,CLIC
1937-08-13,7.7,CLIC
1937-08-14,7.6,CLIC
1937-08-15,6.9,CLIC
1937-08-16,7.1,CLIC
1937-08-17,8.7,CLIC
1937-08-18,8.2,CLIC
1937-08-19,6.8,CLIC
1937-08-20,7.3,CLIC
1937-08-21,6.9,CLIC
1937-08-22,7.1,CLIC
1937-08-23,8.1,CLIC
1937-08-24,6.7,CLIC
1937-08-25,7.5,CLIC
1937-08-26,6,CLIC
1937-08-27,5.2,CLIC
1937-08-28,5.2,CLIC
1937-08-29,5.2,CLIC
1937-08-30,7,CLIC
1937-08-31,7.2,CLIC
1937-09-01,6.7,CLIC
1937-09-02,8.3,CLIC
1937-09-03,5.6,CLIC
1937-09-04,7.2,CLIC
1937-09-05,7.1,CLIC
1937-09-06,6.7,CLIC
1937-09-07,4.7,CLIC
1937-09-08,5.8,CLIC
1937-09-09,6.6,CLIC
1937-09-10,8.1,CLIC
1937-09-11,6.1,CLIC
1937-09-12,3.3,CLIC
1937-09-13,4.2,CLIC
1937-09-14,5.2,CLIC
1937-09-15,3.4,CLIC
1937-09-16,1.9,CLIC
1937-09-17,2.8,CLIC
1937-09-18,2.3,CLIC
1937-09-19,3.6,CLIC
1937-09-20,2.3,CLIC
1937-09-21,6,CLIC
1937-09-22,6.1,CLIC
1937-09-23,5.7,CLIC
1937-09-24,5.5,CLIC
1937-09-25,4.9,CLIC
1937-09-26,1.4,CLIC
1937-09-27,3.1,CLIC
1937-09-28,5.2,CLIC
1937-09-29,2.3,CLIC
1937-09-30,4.1,CLIC
1937-10-01,4.8,CLIC
1937-10-02,5.7,CLIC
1937-10-03,5.1,CLIC
1937-10-04,4.6,CLIC
1937-10-05,5.3,CLIC
1937-10-06,6.4,CLIC
1937-10-07,4.9,CLIC
1937-10-08,5.7,CLIC
1937-10-09,4.9,CLIC
1937-10-10,3.7,CLIC
1937-10-11,2.9,CLIC
1937-10-12,5.4,CLIC
1937-10-13,3.6,CLIC
1937-10-14,0.4,CLIC
1937-10-15,1,CLIC
1937-10-16,2.4,CLIC
1937-10-17,3,CLIC
1937-10-18,3,CLIC
1937-10-19,3.8,CLIC
1937-10-20,3.5,CLIC
1937-10-21,2.9,CLIC
1937-10-22,3.9,CLIC
1937-10-23,3.2,CLIC
1937-10-24,3,CLIC
1937-10-25,2.7,CLIC
1937-10-26,3.7,CLIC
1937-10-27,2.9,CLIC
1937-10-28,4.5,CLIC
1937-10-29,3.2,CLIC
1937-10-30,3.2,CLIC
1937-10-31,3.8,CLIC
1937-11-01,4.3,CLIC
1937-11-02,2.6,CLIC
1937-11-03,3.1,CLIC
1937-11-04,2.1,CLIC
1937-11-05,1.8,CLIC
1937-11-06,1.8,CLIC
1937-11-07,3,CLIC
1937-11-08,2.2,CLIC
1937-11-09,2.7,CLIC
1937-11-10,2.3,CLIC
1937-11-11,2.3,CLIC
1937-11-12,2.1,CLIC
1937-11-13,2.5,CLIC
1937-11-14,2.3,CLIC
1937-11-15,2.5,CLIC
1937-11-16,3.5,CLIC
1937-11-17,2.9,CLIC
1937-11-18,1.6,CLIC
1937-11-19,2.9,CLIC
1937-11-20,1.4,CLIC
1937-11-21,1.7,CLIC
1937-11-22,0.1,CLIC
1937-11-23,3.1,CLIC
1937-11-24,1.4,CLIC
1937-11-25,0.8,CLIC
1937-11-26,1.8,CLIC
1937-11-27,2.7,CLIC
1937-11-28,2.1,CLIC
1937-11-29,1.6,CLIC
1937-11-30,3.6,CLIC
1937-12-01,2,CLIC
1937-12-02,1.3,CLIC
1937-12-03,0.2,CLIC
1937-12-04,2,CLIC
1937-12-05,0.8,CLIC
1937-12-06,0.4,CLIC
1937-12-07,1,CLIC
1937-12-08,3.6,CLIC
1937-12-09,1.7,CLIC
1937-12-10,0.7,CLIC
1937-12-11,0.9,CLIC
1937-12-12,0.8,CLIC
1937-12-13,1.5,CLIC
1937-12-14,1.8,CLIC
1937-12-15,3.2,CLIC
1937-12-16,1.2,CLIC
1937-12-17,0.1,CLIC
1937-12-18,2.3,CLIC
1937-12-19,2.2,CLIC
1937-12-20,2.4,CLIC
1937-12-21,2.1,CLIC
1937-12-22,2.1,CLIC
1937-12-23,0.9,CLIC
1937-12-24,1,CLIC
1937-12-25,1,CLIC
1937-12-26,1,CLIC
1937-12-27,1.2,CLIC
1937-12-28,3.5,CLIC
1937-12-29,1.2,CLIC
1937-12-30,2.8,CLIC
1937-12-31,1.1,CLIC
1938-01-01,0.6,CLIC
1938-01-02,1.2,CLIC
1938-01-03,0.8,CLIC
1938-01-04,1.4,CLIC
1938-01-05,1.2,CLIC
1938-01-06,0.8,CLIC
1938-01-07,0.7,CLIC
1938-01-08,1.2,CLIC
1938-01-09,1.8,CLIC
1938-01-10,0.2,CLIC
1938-01-11,0.7,CLIC
1938-01-12,1,CLIC
1938-01-13,0.8,CLIC
1938-01-14,0.6,CLIC
1938-01-15,1.6,CLIC
1938-01-16,3,CLIC
1938-01-17,3.2,CLIC
1938-01-18,2.8,CLIC
1938-01-19,3.3,CLIC
1938-01-20,2.6,CLIC
1938-01-21,2.8,CLIC
1938-01-22,2.9,CLIC
1938-01-23,2.7,CLIC
1938-01-24,3.9,CLIC
1938-01-25,2.5,CLIC
1938-01-26,1.9,CLIC
1938-01-27,3,CLIC
1938-01-28,4,CLIC
1938-01-29,6,CLIC
1938-01-30,2.2,CLIC
1938-01-31,2.2,CLIC
1938-02-01,1.9,CLIC
1938-02-02,3,CLIC
1938-02-03,4,CLIC
1938-02-04,3.1,CLIC
1938-02-05,3.1,CLIC
1938-02-06,2,CLIC
1938-02-07,1.7,CLIC
1938-02-08,1.1,CLIC
1938-02-09,2.8,CLIC
1938-02-10,2.3,CLIC
1938-02-11,1.9,CLIC
1938-02-12,4.4,CLIC
1938-02-13,2.1,CLIC
1938-02-14,3.4,CLIC
1938-02-15,3.5,CLIC
1938-02-16,3.5,CLIC
1938-02-17,2.9,CLIC
1938-02-18,3.7,CLIC
1938-02-19,4.2,CLIC
1938-02-20,0.2,CLIC
1938-02-21,0.2,CLIC
1938-02-22,0.7,CLIC
1938-02-23,0.9,CLIC
1938-02-24,1.5,CLIC
1938-02-25,0.5,CLIC
1938-02-26,2.5,CLIC
1938-02-27,0.9,CLIC
1938-02-28,4.4,CLIC
1938-03-01,1.7,CLIC
1938-03-02,1.8,CLIC
1938-03-03,5.5,CLIC
1938-03-04,5.7,CLIC
1938-03-05,4.8,CLIC
1938-03-06,5.5,CLIC
1938-03-07,2.6,CLIC
1938-03-08,3.6,CLIC
1938-03-09,1,CLIC
1938-03-10,2.8,CLIC
1938-03-11,1.3,CLIC
1938-03-12,3,CLIC
1938-03-13,4.7,CLIC
1938-03-14,2.6,CLIC
1938-03-15,4.9,CLIC
1938-03-16,4,CLIC
1938-03-17,4.5,CLIC
1938-03-18,5.8,CLIC
1938-03-19,4.1,CLIC
1938-03-20,3,CLIC
1938-03-21,2,CLIC
1938-03-22,2.7,CLIC
1938-03-23,3.3,CLIC
1938-03-24,4.6,CLIC
1938-03-25,7.3,CLIC
1938-03-26,6.5,CLIC
1938-03-27,5.1,CLIC
1938-03-28,6.5,CLIC
1938-03-29,4.6,CLIC
1938-03-30,4.8,CLIC
1938-03-31,3.2,CLIC
1938-04-01,2.2,CLIC
1938-04-02,2.2,CLIC
1938-04-03,1.1,CLIC
1938-04-04,2,CLIC
1938-04-05,2.5,CLIC
1938-04-06,7.2,CLIC
1938-04-07,7.2,CLIC
1938-04-08,4.1,CLIC
1938-04-09,5.1,CLIC
1938-04-10,4.4,CLIC
1938-04-11,4.7,CLIC
1938-04-12,4.7,CLIC
1938-04-13,5.8,CLIC
1938-04-14,5.4,CLIC
1938-04-15,6.1,CLIC
1938-04-16,5.6,CLIC
1938-04-17,2.4,CLIC
1938-04-18,1.5,CLIC
1938-04-19,1.9,CLIC
1938-04-20,8.9,CLIC
1938-04-21,5.8,CLIC
1938-04-22,3.9,CLIC
1938-04-23,2.1,CLIC
1938-04-24,6,CLIC
1938-04-25,5.7,CLIC
1938-04-26,5.7,CLIC
1938-04-27,4,CLIC
1938-04-28,5.1,CLIC
1938-04-29,6.4,CLIC
1938-04-30,6.8,CLIC
1938-05-01,4.9,CLIC
1938-05-02,6,CLIC
1938-05-03,7.8,CLIC
1938-05-04,5.6,CLIC
1938-05-05,6.7,CLIC
1938-05-06,5.4,CLIC
1938-05-07,6.1,CLIC
1938-05-08,3.2,CLIC
1938-05-09,0.8,CLIC
1938-05-10,1,CLIC
1938-05-11,0.7,CLIC
1938-05-12,0.8,CLIC
1938-05-13,3.4,CLIC
1938-05-14,10.1,CLIC
1938-05-15,3.5,CLIC
1938-05-16,3.9,CLIC
1938-05-17,2.4,CLIC
1938-05-18,3.4,CLIC
1938-05-19,4.8,CLIC
1938-05-20,3.6,CLIC
1938-05-21,9.9,CLIC
1938-05-22,8.5,CLIC
1938-05-23,8.6,CLIC
1938-05-24,5.4,CLIC
1938-05-25,3.9,CLIC
1938-05-26,7,CLIC
1938-05-27,6.1,CLIC
1938-05-28,5.8,CLIC
1938-05-29,6.3,CLIC
1938-05-30,8.8,CLIC
1938-05-31,6.4,CLIC
1938-06-01,7.6,CLIC
1938-06-02,7.5,CLIC
1938-06-03,8.7,CLIC
1938-06-04,8.1,CLIC
1938-06-05,6.6,CLIC
1938-06-06,6.3,CLIC
1938-06-07,7,CLIC
1938-06-08,6,CLIC
1938-06-09,6.6,CLIC
1938-06-10,5.4,CLIC
1938-06-11,5.2,CLIC
1938-06-12,5.8,CLIC
1938-06-13,6.3,CLIC
1938-06-14,7.4,CLIC
1938-06-15,6.1,CLIC
1938-06-16,5.5,CLIC
1938-06-17,6.3,CLIC
1938-06-18,6.7,CLIC
1938-06-19,8.5,CLIC
1938-06-20,4.8,CLIC
1938-06-21,1.4,CLIC
1938-06-22,2.5,CLIC
1938-06-23,2.3,CLIC
1938-06-24,1.7,CLIC
1938-06-25,5.3,CLIC
1938-06-26,6.4,CLIC
1938-06-27,6.1,CLIC
1938-06-28,1.3,CLIC
1938-06-29,6.4,CLIC
1938-06-30,7.4,CLIC
1938-07-01,7.8,CLIC
1938-07-02,5.2,CLIC
1938-07-03,5.2,CLIC
1938-07-04,3.9,CLIC
1938-07-05,5.5,CLIC
1938-07-06,6.6,CLIC
1938-07-07,5.9,CLIC
1938-07-08,6.7,CLIC
1938-07-09,4.5,CLIC
1938-07-10,4.3,CLIC
1938-07-11,4.2,CLIC
1938-07-12,5.3,CLIC
1938-07-13,6.3,CLIC
1938-07-14,7.1,CLIC
1938-07-15,8.3,CLIC
1938-07-16,8.6,CLIC
1938-07-17,9.3,CLIC
1938-07-18,4.5,CLIC
1938-07-19,8.3,CLIC
1938-07-20,7.2,CLIC
1938-07-21,8.8,CLIC
1938-07-22,8.4,CLIC
1938-07-23,6.7,CLIC
1938-07-24,5.1,CLIC
1938-07-25,5.4,CLIC
1938-07-26,5.6,CLIC
1938-07-27,6.9,CLIC
1938-07-28,7.9,CLIC
1938-07-29,8.4,CLIC
1938-07-30,6.1,CLIC
1938-07-31,5,CLIC
1938-08-01,2.3,CLIC
1938-08-02,4.2,CLIC
1938-08-03,8.1,CLIC
1938-08-04,7,CLIC
1938-08-05,7,CLIC
1938-08-06,8.1,CLIC
1938-08-07,8.3,CLIC
1938-08-08,6.5,CLIC
1938-08-09,7.9,CLIC
1938-08-10,8.4,CLIC
1938-08-11,8.2,CLIC
1938-08-12,6.5,CLIC
1938-08-13,7,CLIC
1938-08-14,7.5,CLIC
1938-08-15,9.8,CLIC
1938-08-16,9.3,CLIC
1938-08-17,7.7,CLIC
1938-08-18,8.3,CLIC
1938-08-19,8.6,CLIC
1938-08-20,7.8,CLIC
1938-08-21,7.4,CLIC
1938-08-22,7.8,CLIC
1938-08-23,0.8,CLIC
1938-08-24,0.7,CLIC
1938-08-25,7,CLIC
1938-08-26,6.4,CLIC
1938-08-27,6.4,CLIC
1938-08-29,0.1,CLIC
1938-08-30,2.2,CLIC
1938-08-31,3.4,CLIC
1938-09-01,3.9,CLIC
1938-09-02,2.5,CLIC
1938-09-03,2.8,CLIC
1938-09-04,1,CLIC
1938-09-05,2.9,CLIC
1938-09-06,3.1,CLIC
1938-09-07,6.2,CLIC
1938-09-08,5.4,CLIC
1938-09-09,3.7,CLIC
1938-09-10,3.1,CLIC
1938-09-11,2.5,CLIC
1938-09-12,5.5,CLIC
1938-09-13,4.8,CLIC
1938-09-14,3.9,CLIC
1938-09-15,2.1,CLIC
1938-09-16,3.5,CLIC
1938-09-17,2.8,CLIC
1938-09-18,2.8,CLIC
1938-09-19,1.4,CLIC
1938-09-20,2.2,CLIC
1938-09-21,4.5,CLIC
1938-09-22,4.7,CLIC
1938-09-23,2.5,CLIC
1938-09-24,5.1,CLIC
1938-09-25,2.7,CLIC
1938-09-26,4.3,CLIC
1938-09-27,4.2,CLIC
1938-09-28,4,CLIC
1938-09-29,4.8,CLIC
1938-09-30,4.1,CLIC
1938-10-01,3.4,CLIC
1938-10-02,4.7,CLIC
1938-10-03,4.9,CLIC
1938-10-04,3.7,CLIC
1938-10-05,3.2,CLIC
1938-10-06,3.6,CLIC
1938-10-07,5.7,CLIC
1938-10-08,3.6,CLIC
1938-10-09,3.2,CLIC
1938-10-10,4.3,CLIC
1938-10-11,2.7,CLIC
1938-10-12,3.6,CLIC
1938-10-13,3.5,CLIC
1938-10-14,3.4,CLIC
1938-10-15,3.8,CLIC
1938-10-16,4.1,CLIC
1938-10-17,3.3,CLIC
1938-10-18,4.4,CLIC
1938-10-19,2.9,CLIC
1938-10-20,3.8,CLIC
1938-10-21,2.4,CLIC
1938-10-22,2.5,CLIC
1938-10-23,0.8,CLIC
1938-10-24,2.6,CLIC
1938-10-25,3,CLIC
1938-10-26,3.2,CLIC
1938-10-27,2.9,CLIC
1938-10-28,3.1,CLIC
1938-10-29,3.8,CLIC
1938-10-30,4.1,CLIC
1938-10-31,4.6,CLIC
1938-11-01,1.4,CLIC
1938-11-02,2.2,CLIC
1938-11-03,5.6,CLIC
1938-11-04,4.2,CLIC
1938-11-05,3.5,CLIC
1938-11-06,3.9,CLIC
1938-11-07,4.7,CLIC
1938-11-08,2.6,CLIC
1938-11-09,2.7,CLIC
1938-11-10,1.9,CLIC
1938-11-11,2.9,CLIC
1938-11-12,2.7,CLIC
1938-11-13,2.5,CLIC
1938-11-14,3.2,CLIC
1938-11-15,2.8,CLIC
1938-11-16,4.4,CLIC
1938-11-17,4.2,CLIC
1938-11-18,5.6,CLIC
1938-11-19,4.3,CLIC
1938-11-20,3.6,CLIC
1938-11-21,0.3,CLIC
1938-11-22,4.4,CLIC
1938-11-23,8.7,CLIC
1938-11-24,2.3,CLIC
1938-11-25,0.1,CLIC
1938-11-26,0.9,CLIC
1938-11-27,1.1,CLIC
1938-11-28,0.9,CLIC
1938-11-29,0.2,CLIC
1938-11-30,0.3,CLIC
1938-12-01,2.3,CLIC
1938-12-02,3,CLIC
1938-12-03,2.5,CLIC
1938-12-04,2.8,CLIC
1938-12-05,1.5,CLIC
1938-12-06,3.1,CLIC
1938-12-07,3.9,CLIC
1938-12-08,3.2,CLIC
1938-12-09,4.7,CLIC
1938-12-10,2.2,CLIC
1938-12-11,2.4,CLIC
1938-12-12,2.9,CLIC
1938-12-13,1.3,CLIC
1938-12-14,2.9,CLIC
1938-12-15,2.1,CLIC
1938-12-16,1.9,CLIC
1938-12-17,2.9,CLIC
1938-12-18,1.5,CLIC
1938-12-19,1,CLIC
1938-12-20,2.3,CLIC
1938-12-21,0.9,CLIC
1938-12-22,0.4,CLIC
1938-12-23,0.5,CLIC
1938-12-24,1,CLIC
1938-12-25,0.9,CLIC
1938-12-26,0.5,CLIC
1938-12-27,0.2,CLIC
1938-12-28,0.1,CLIC
1938-12-29,0.1,CLIC
1938-12-30,0.2,CLIC
1938-12-31,0.1,CLIC
1939-01-01,0.3,CLIC
1939-01-02,2,CLIC
1939-01-03,2.5,CLIC
1939-01-04,3,CLIC
1939-01-05,3.6,CLIC
1939-01-06,4.8,CLIC
1939-01-07,2.4,CLIC
1939-01-08,5.1,CLIC
1939-01-09,8.3,CLIC
1939-01-10,5.7,CLIC
1939-01-11,4,CLIC
1939-01-12,3,CLIC
1939-01-13,4.4,CLIC
1939-01-14,5,CLIC
1939-01-15,5.9,CLIC
1939-01-16,3.2,CLIC
1939-01-17,3.7,CLIC
1939-01-18,2.1,CLIC
1939-01-19,3.1,CLIC
1939-01-20,3,CLIC
1939-01-21,2.1,CLIC
1939-01-22,3.9,CLIC
1939-01-23,3.6,CLIC
1939-01-24,3,CLIC
1939-01-25,1.1,CLIC
1939-01-26,3.5,CLIC
1939-01-27,1.5,CLIC
1939-01-28,1.3,CLIC
1939-01-29,3.9,CLIC
1939-01-30,2,CLIC
1939-01-31,1.9,CLIC
1939-02-01,8.1,CLIC
1939-02-02,1.9,CLIC
1939-02-03,3,CLIC
1939-02-04,3.3,CLIC
1939-02-05,4,CLIC
1939-02-06,4.5,CLIC
1939-02-07,4,CLIC
1939-02-08,3.2,CLIC
1939-02-09,4.2,CLIC
1939-02-10,2.7,CLIC
1939-02-11,0.8,CLIC
1939-02-12,2,CLIC
1939-02-13,5.6,CLIC
1939-02-14,7.6,CLIC
1939-02-15,6.1,CLIC
1939-02-16,5.8,CLIC
1939-02-17,4.6,CLIC
1939-02-18,0.3,CLIC
1939-02-19,0.6,CLIC
1939-02-20,1.6,CLIC
1939-02-21,2.8,CLIC
1939-02-22,2.7,CLIC
1939-02-23,1.8,CLIC
1939-02-24,2.2,CLIC
1939-02-25,7.2,CLIC
1939-02-26,3,CLIC
1939-02-27,6.9,CLIC
1939-02-28,4.3,CLIC
1939-03-01,4,CLIC
1939-03-02,3.3,CLIC
1939-03-03,2.5,CLIC
1939-03-04,3.1,CLIC
1939-03-05,3.5,CLIC
1939-03-06,4.1,CLIC
1939-03-07,5.5,CLIC
1939-03-08,4.4,CLIC
1939-03-09,7.2,CLIC
1939-03-10,8.7,CLIC
1939-03-11,8.3,CLIC
1939-03-12,9,CLIC
1939-03-13,6.1,CLIC
1939-03-14,4.7,CLIC
1939-03-15,2.5,CLIC
1939-03-16,1.2,CLIC
1939-03-17,1.6,CLIC
1939-03-18,0.5,CLIC
1939-03-19,3,CLIC
1939-03-20,3.6,CLIC
1939-03-21,4.7,CLIC
1939-03-22,1.7,CLIC
1939-03-23,4.5,CLIC
1939-03-24,4.1,CLIC
1939-03-25,5.3,CLIC
1939-03-26,8,CLIC
1939-03-27,8.3,CLIC
1939-03-28,6.4,CLIC
1939-03-29,5.3,CLIC
1939-03-30,4.1,CLIC
1939-03-31,5.9,CLIC
1939-04-01,7.1,CLIC
1939-04-02,8.4,CLIC
1939-04-03,8.8,CLIC
1939-04-04,7.6,CLIC
1939-04-05,7.9,CLIC
1939-04-06,11.2,CLIC
1939-04-07,3.9,CLIC
1939-04-08,6.1,CLIC
1939-04-09,6.8,CLIC
1939-04-10,5.4,CLIC
1939-04-11,5.7,CLIC
1939-04-12,3.1,CLIC
1939-04-13,2.7,CLIC
1939-04-14,3.4,CLIC
1939-04-15,8,CLIC
1939-04-16,8.3,CLIC
1939-04-17,6.8,CLIC
1939-04-18,4.8,CLIC
1939-04-19,3.1,CLIC
1939-04-20,4.6,CLIC
1939-04-21,5,CLIC
1939-04-22,4.9,CLIC
1939-04-23,5.2,CLIC
1939-04-24,5.5,CLIC
1939-04-25,6.3,CLIC
1939-04-26,6.7,CLIC
1939-04-27,3.4,CLIC
1939-04-28,1.2,CLIC
1939-04-29,1.2,CLIC
1939-04-30,1,CLIC
1939-05-01,1.1,CLIC
1939-05-02,3.6,CLIC
1939-05-03,3.7,CLIC
1939-05-04,2.6,CLIC
1939-05-05,3.5,CLIC
1939-05-06,3.6,CLIC
1939-05-07,5.3,CLIC
1939-05-08,6.1,CLIC
1939-05-09,6.8,CLIC
