Estación: ,C19173,LOS PALMITOS. CADEREYTA
2012-08-07,13.2,CLIC
2012-08-08,4,CLIC
2012-08-09,7.9,CLIC
2012-08-10,8.55,CLIC
2012-08-11,9.35,CLIC
2012-08-12,8.9,CLIC
2012-08-13,7.05,CLIC
2012-08-14,8.03,CLIC
2012-08-15,6.22,CLIC
2012-08-16,10.9,CLIC
2012-08-17,8.5,CLIC
2012-08-18,6.92,CLIC
2012-08-19,6.85,CLIC
2012-08-20,4.26,CLIC
2012-08-21,6.09,CLIC
2012-08-22,1.98,CLIC
2012-08-23,5.06,CLIC
2012-08-24,5.69,CLIC
2012-08-25,5.77,CLIC
2012-08-26,8.88,CLIC
2012-08-27,8.16,CLIC
2012-08-28,6.04,CLIC
2012-08-29,7.26,CLIC
2012-08-30,5.83,CLIC
2012-08-31,4.36,CLIC
2012-09-01,9.56,CLIC
2012-09-02,3.34,CLIC
2012-09-03,7.04,CLIC
2012-09-04,5.74,CLIC
2012-09-20,2.65,CLIC
2012-09-21,5.57,CLIC
2012-09-22,4.63,CLIC
2012-09-23,3.78,CLIC
2012-09-24,6.47,CLIC
2012-09-25,4.3,CLIC
2012-09-26,3.97,CLIC
2012-09-27,3.66,CLIC
2012-09-28,1.17,CLIC
2012-09-29,0.7,CLIC
2012-10-01,3.33,CLIC
2012-10-02,2.87,CLIC
2012-10-03,4.83,CLIC
2012-10-04,6.43,CLIC
2012-10-05,2.59,CLIC
2012-10-06,4.01,CLIC
2012-10-07,0.65,CLIC
2012-10-08,2.65,CLIC
2012-10-09,1.72,CLIC
2012-10-10,2.98,CLIC
2012-10-11,2.92,CLIC
2012-10-12,8.1,CLIC
2012-10-13,2.58,CLIC
2012-10-14,3.7,CLIC
2012-10-15,2.38,CLIC
2012-10-16,3.05,CLIC
2012-10-17,2.87,CLIC
2012-10-18,3.85,CLIC
2012-10-19,0.9,CLIC
2012-10-20,0.95,CLIC
2012-10-21,4.52,CLIC
2012-10-22,1.74,CLIC
2012-10-23,3.44,CLIC
2012-10-24,3.75,CLIC
2012-10-25,2.35,CLIC
2012-10-26,3.9,CLIC
2012-10-27,0.98,CLIC
2012-10-28,3.81,CLIC
2012-10-29,1.58,CLIC
2012-10-30,0.97,CLIC
2012-10-31,4.33,CLIC
2012-11-01,4.21,CLIC
2012-11-02,2.7,CLIC
2012-11-03,3.5,CLIC
2012-11-04,1.92,CLIC
2012-11-05,2.87,CLIC
2012-11-06,2.7,CLIC
2012-11-07,4.51,CLIC
2012-11-08,3.1,CLIC
2012-11-09,3.5,CLIC
2012-11-10,3.35,CLIC
2012-11-11,3.85,CLIC
2012-11-12,4.65,CLIC
2012-11-13,1.89,CLIC
2012-11-14,2.13,CLIC
2012-11-15,2.15,CLIC
2012-11-16,1.82,CLIC
2012-11-17,1.31,CLIC
2012-11-18,0.83,CLIC
2012-11-19,0.74,CLIC
2012-11-20,1.48,CLIC
2012-11-21,1.38,CLIC
2012-11-22,2.05,CLIC
2012-11-23,1.17,CLIC
2012-11-24,0.45,CLIC
2012-11-25,1.42,CLIC
2012-11-26,1.58,CLIC
2012-11-27,2.06,CLIC
2012-11-28,1.3,CLIC
2012-12-10,2.4,CLIC
2012-12-11,2.15,CLIC
2012-12-12,1.07,CLIC
2012-12-13,1.08,CLIC
2012-12-14,1.52,CLIC
2012-12-15,1.08,CLIC
2012-12-16,0.42,CLIC
2012-12-17,2.07,CLIC
2012-12-18,1.28,CLIC
2012-12-19,4.88,CLIC
2012-12-20,0.65,CLIC
2012-12-21,3.5,CLIC
2012-12-22,0.42,CLIC
2012-12-23,1.46,CLIC
2012-12-24,1.22,CLIC
2012-12-25,2.6,CLIC
2012-12-26,1.88,CLIC
2012-12-27,1.02,CLIC
2012-12-28,0.8,CLIC
2012-12-29,2.1,CLIC
2012-12-30,0.55,CLIC
2012-12-31,1.77,CLIC
2013-01-01,0.92,CLIC
2013-01-02,0.81,CLIC
2013-01-03,1.08,CLIC
2013-01-04,1.14,CLIC
2013-01-05,1.26,CLIC
2013-01-06,1.89,CLIC
2013-01-07,2.15,CLIC
2013-01-08,2.02,CLIC
2013-01-09,2.46,CLIC
2013-01-10,2.84,CLIC
2013-01-11,2.9,CLIC
2013-01-12,1.2,CLIC
2013-01-13,1.26,CLIC
2013-01-14,0.85,CLIC
2013-01-15,2.1,CLIC
2013-01-16,1.77,CLIC
2013-01-17,1.43,CLIC
2013-01-18,1.22,CLIC
2013-01-19,1.68,CLIC
2013-01-20,2.84,CLIC
2013-01-21,1.96,CLIC
2013-01-22,1.2,CLIC
2013-01-23,1.28,CLIC
2013-01-24,1.72,CLIC
2013-01-25,2.62,CLIC
2013-01-26,2.7,CLIC
2013-01-27,1.38,CLIC
2013-01-28,3.5,CLIC
2013-01-29,3.2,CLIC
2013-01-30,2.3,CLIC
2013-01-31,3.55,CLIC
2013-02-01,0.85,CLIC
2013-02-02,3.2,CLIC
2013-02-03,1.9,CLIC
2013-02-04,2.98,CLIC
2013-02-05,1.73,CLIC
2013-02-06,2.89,CLIC
2013-02-07,2.9,CLIC
2013-02-08,1.4,CLIC
2013-02-09,1.85,CLIC
2013-02-10,3.8,CLIC
2013-02-11,4.35,CLIC
2013-02-12,1.7,CLIC
2013-02-13,4.4,CLIC
2013-02-14,3.03,CLIC
2013-02-15,1.77,CLIC
2013-02-16,2.48,CLIC
2013-02-17,2.32,CLIC
2013-02-18,5.26,CLIC
2013-02-19,2.04,CLIC
2013-02-20,2.95,CLIC
2013-02-21,3.84,CLIC
2013-02-22,3.21,CLIC
2013-02-23,3.02,CLIC
2013-02-24,1.98,CLIC
2013-02-25,4.7,CLIC
2013-02-26,3.2,CLIC
2013-02-27,3.7,CLIC
2013-02-28,4.51,CLIC
2013-03-01,3.91,CLIC
2013-03-02,3.78,CLIC
2013-03-03,4.05,CLIC
2013-03-04,5.23,CLIC
2013-03-05,4.83,CLIC
2013-03-06,4.05,CLIC
2013-03-07,1.64,CLIC
2013-03-08,3.2,CLIC
2013-03-09,5.21,CLIC
2013-03-10,6.21,CLIC
2013-03-11,3.54,CLIC
2013-03-12,3.81,CLIC
2013-03-13,5.03,CLIC
2013-03-14,5.5,CLIC
2013-03-15,3.4,CLIC
2013-03-16,5.5,CLIC
2013-03-17,4.8,CLIC
2013-03-18,8.2,CLIC
2013-03-19,3.7,CLIC
2013-03-20,4.7,CLIC
2013-03-21,0.65,CLIC
2013-03-22,2.31,CLIC
2013-03-23,7.14,CLIC
2013-03-24,3.95,CLIC
2013-03-25,4.05,CLIC
2013-03-26,1.19,CLIC
2013-03-27,1.61,CLIC
2013-03-28,0.93,CLIC
2013-03-29,1.19,CLIC
2013-03-30,3.16,CLIC
2013-03-31,6.32,CLIC
2013-04-01,1.7,CLIC
2013-04-02,3,CLIC
2013-04-03,1.58,CLIC
2013-04-04,3.42,CLIC
2013-04-05,2.88,CLIC
2013-04-06,3.72,CLIC
2013-04-07,3.7,CLIC
2013-04-08,6.7,CLIC
2013-04-09,5.2,CLIC
2013-04-10,5.8,CLIC
2013-04-11,6.4,CLIC
2013-04-12,6.47,CLIC
2013-04-13,1.28,CLIC
2013-04-14,5.25,CLIC
2013-04-15,4.9,CLIC
2013-04-16,4.9,CLIC
2013-04-17,6.3,CLIC
2013-04-18,8.51,CLIC
2013-04-19,6.69,CLIC
2013-04-20,6.18,CLIC
2013-04-21,4.32,CLIC
2013-04-22,6.05,CLIC
2013-04-23,5.4,CLIC
2013-04-24,2.65,CLIC
2013-04-25,5.02,CLIC
2013-04-26,3.2,CLIC
2013-04-27,2.2,CLIC
2013-04-28,2.9,CLIC
2013-04-29,5.68,CLIC
2013-04-30,5.2,CLIC
2013-05-01,2.86,CLIC
2013-05-02,5.44,CLIC
2013-05-03,3.5,CLIC
2013-05-04,5.22,CLIC
2013-05-05,4.93,CLIC
2013-05-06,5.05,CLIC
2013-05-07,2.95,CLIC
2013-05-08,4.35,CLIC
2013-05-09,4.1,CLIC
2013-05-10,5.85,CLIC
2013-05-11,3.43,CLIC
2013-05-12,3.17,CLIC
2013-05-13,2.15,CLIC
2013-05-14,2.42,CLIC
2013-05-15,3.1,CLIC
2013-05-16,3.2,CLIC
2013-05-17,5.3,CLIC
2013-05-18,5.2,CLIC
2013-05-19,4,CLIC
2013-05-20,4.85,CLIC
2013-05-21,1.8,CLIC
2013-05-22,4.25,CLIC
2013-05-23,2.89,CLIC
2013-05-24,1.49,CLIC
2013-05-25,1.17,CLIC
2013-05-26,3.3,CLIC
2013-05-27,6.31,CLIC
2013-05-28,5.14,CLIC
2013-05-29,3.4,CLIC
2013-05-30,2.98,CLIC
2013-05-31,4.77,CLIC
2013-06-01,4.79,CLIC
2013-06-02,9.06,CLIC
2013-06-03,1.88,CLIC
2013-06-04,7.22,CLIC
2013-06-05,7.1,CLIC
2013-06-06,5.99,CLIC
2013-06-07,4.8,CLIC
2013-06-08,4.2,CLIC
2013-06-09,8.3,CLIC
2013-06-10,5.15,CLIC
2013-06-11,4.45,CLIC
2013-06-12,2.25,CLIC
2013-06-13,1.85,CLIC
2013-06-14,3.61,CLIC
2013-06-15,5.39,CLIC
2013-06-16,3.8,CLIC
2013-06-17,5.9,CLIC
2013-06-18,4.7,CLIC
2013-06-19,9.41,CLIC
2013-06-20,8.39,CLIC
2013-06-21,7.5,CLIC
2013-06-22,7,CLIC
2013-06-23,7.2,CLIC
2013-06-24,6.6,CLIC
2013-06-25,8.15,CLIC
2013-06-26,6.85,CLIC
2013-06-27,8.65,CLIC
2013-06-28,11.3,CLIC
2013-06-29,6.9,CLIC
2013-06-30,5.95,CLIC
2013-07-01,6.6,CLIC
2013-07-02,2.42,CLIC
2013-07-03,3.97,CLIC
2013-07-04,2.67,CLIC
2013-07-05,6.17,CLIC
2013-07-06,6.17,CLIC
2013-07-07,4.35,CLIC
2013-07-08,5.48,CLIC
2013-07-09,4.42,CLIC
2013-07-10,6.6,CLIC
2013-07-11,6.62,CLIC
2013-07-12,7.53,CLIC
2013-07-13,6.69,CLIC
2013-07-14,8.16,CLIC
2013-07-15,5.44,CLIC
2013-07-16,5.56,CLIC
2013-07-17,4.9,CLIC
2013-07-18,2.6,CLIC
2013-07-19,6.3,CLIC
2013-07-20,4.4,CLIC
2013-07-21,3.2,CLIC
2013-07-22,5.8,CLIC
2013-07-23,5.89,CLIC
2013-07-24,6.16,CLIC
2013-07-25,7.35,CLIC
2013-07-26,6.2,CLIC
2013-07-27,3.96,CLIC
2013-07-28,7.64,CLIC
2013-07-29,7.38,CLIC
2013-07-30,7.52,CLIC
2013-07-31,7.2,CLIC
2013-08-01,7.17,CLIC
2013-08-02,9.29,CLIC
2013-08-03,6.51,CLIC
2013-08-04,9.2,CLIC
2013-08-05,8,CLIC
2013-08-06,9.1,CLIC
2013-08-07,6.55,CLIC
2013-08-08,7.91,CLIC
2013-08-09,8.04,CLIC
2013-08-10,6.2,CLIC
2013-08-11,4.5,CLIC
2013-08-12,5.1,CLIC
2013-08-13,6.9,CLIC
2013-08-14,5,CLIC
2013-08-15,8.92,CLIC
2013-08-16,6.17,CLIC
2013-08-17,8.06,CLIC
2013-08-18,4.36,CLIC
2013-08-19,7.67,CLIC
2013-08-20,4.28,CLIC
2013-08-21,5.33,CLIC
2013-08-22,4.39,CLIC
2013-08-23,4.25,CLIC
2013-08-24,2.02,CLIC
2013-08-25,4.3,CLIC
2013-08-26,3.98,CLIC
2013-08-27,3.59,CLIC
2013-08-28,6.86,CLIC
2013-08-29,5.5,CLIC
2013-08-30,6.05,CLIC
2013-08-31,6.03,CLIC
2013-09-01,6.32,CLIC
2013-09-02,5.55,CLIC
2013-09-03,2.15,CLIC
2013-09-04,4.83,CLIC
2013-09-05,3.29,CLIC
2013-09-06,3.08,CLIC
2013-09-07,3.4,CLIC
2013-09-08,4.29,CLIC
2013-09-09,3.54,CLIC
2013-09-10,2.94,CLIC
2013-09-11,2,CLIC
2013-09-12,1.83,CLIC
2013-09-13,1.5,CLIC
2013-09-14,2.52,CLIC
2013-09-15,0.28,CLIC
2013-09-16,0.17,CLIC
2013-09-17,2.37,CLIC
2013-09-18,1.01,CLIC
2013-09-19,3.07,CLIC
2013-09-20,5.89,CLIC
2013-09-21,3.13,CLIC
2013-09-22,2.23,CLIC
2013-09-23,3.05,CLIC
2013-09-24,3.51,CLIC
2013-09-25,3.89,CLIC
2013-09-26,3.1,CLIC
2013-09-27,1.28,CLIC
2013-09-28,0.3,CLIC
2013-09-29,0.2,CLIC
2013-09-30,0.9,CLIC
2013-10-01,1,CLIC
2013-10-02,5.82,CLIC
2013-10-03,1,CLIC
2013-10-04,2.68,CLIC
2013-10-05,3.15,CLIC
2013-10-06,0.97,CLIC
2013-10-07,5.16,CLIC
2013-10-08,1.87,CLIC
2013-10-09,2.28,CLIC
2013-10-10,1.87,CLIC
2013-10-11,0.82,CLIC
2013-10-12,3.08,CLIC
2013-10-13,2.7,CLIC
2013-10-14,2.32,CLIC
2013-10-15,0.9,CLIC
2013-10-16,0.83,CLIC
2013-10-17,0.35,CLIC
2013-10-18,0.68,CLIC
2013-10-19,0.04,CLIC
2013-10-20,4.58,CLIC
2013-10-21,0.85,CLIC
2013-10-22,1.15,CLIC
2013-10-23,0.33,CLIC
2013-10-24,2.08,CLIC
2013-10-25,2.19,CLIC
2013-10-26,0.9,CLIC
2013-10-27,1.5,CLIC
2013-10-28,1.38,CLIC
2013-10-29,1.92,CLIC
2013-10-30,1.94,CLIC
2013-10-31,2.44,CLIC
2013-11-01,1.32,CLIC
2013-11-02,2.73,CLIC
2013-11-03,2.12,CLIC
2013-11-04,0.55,CLIC
2013-11-05,1.35,CLIC
2013-11-06,2.57,CLIC
2013-11-07,0.43,CLIC
2013-11-08,1.6,CLIC
2013-11-09,0.55,CLIC
2013-11-10,1.2,CLIC
2013-11-11,1.68,CLIC
2013-11-12,3.44,CLIC
2013-11-13,2,CLIC
2013-11-14,1.78,CLIC
2013-11-15,0.4,CLIC
2013-11-16,2.1,CLIC
2013-11-17,1.7,CLIC
2013-11-18,1.5,CLIC
2013-11-19,0.26,CLIC
2013-11-20,5.14,CLIC
2013-11-21,0.38,CLIC
2013-11-22,0.77,CLIC
2013-11-23,0.78,CLIC
2013-11-24,0.17,CLIC
2013-11-25,0.02,CLIC
2013-11-26,0.53,CLIC
2013-11-27,1.2,CLIC
2013-11-28,0.93,CLIC
2013-11-29,1.01,CLIC
2013-11-30,1.03,CLIC
2013-12-01,0.88,CLIC
2013-12-02,0.53,CLIC
2013-12-03,2.51,CLIC
2013-12-04,0.96,CLIC
2013-12-05,0.85,CLIC
2013-12-06,1.12,CLIC
2013-12-07,0.43,CLIC
2013-12-08,0.26,CLIC
2013-12-09,1.54,CLIC
2013-12-10,0.7,CLIC
2013-12-11,1.3,CLIC
2013-12-12,1.22,CLIC
2013-12-13,1.08,CLIC
2013-12-14,0.92,CLIC
2013-12-15,3.58,CLIC
2013-12-16,2.28,CLIC
2013-12-17,1.27,CLIC
2013-12-18,0.45,CLIC
2013-12-19,2.42,CLIC
2013-12-20,1.11,CLIC
2013-12-21,1.62,CLIC
2013-12-22,1.65,CLIC
2013-12-23,0.22,CLIC
2013-12-24,1.05,CLIC
2013-12-25,1.68,CLIC
2013-12-26,0.25,CLIC
2013-12-27,1.98,CLIC
2013-12-28,1.42,CLIC
2013-12-29,0.43,CLIC
2013-12-30,3.85,CLIC
2013-12-31,2.34,CLIC
2014-01-01,0.58,CLIC
2014-01-02,0.9,CLIC
2014-01-03,1.7,CLIC
2014-01-04,1.54,CLIC
2014-01-05,2.3,CLIC
2014-01-06,2.01,CLIC
2014-01-07,2.95,CLIC
2014-01-08,0.92,CLIC
2014-01-09,0.84,CLIC
2014-01-10,1.99,CLIC
2014-01-11,2.23,CLIC
2014-01-12,0.79,CLIC
2014-01-13,2.83,CLIC
2014-01-14,2.45,CLIC
2014-01-15,1.95,CLIC
2014-01-16,1.7,CLIC
2014-01-17,1.9,CLIC
2014-01-18,0.85,CLIC
2014-01-19,3.05,CLIC
2014-01-20,3.05,CLIC
2014-01-21,2.25,CLIC
2014-01-22,0.6,CLIC
2014-01-23,3.65,CLIC
2014-01-24,0.55,CLIC
2014-01-25,1.6,CLIC
2014-01-26,1.6,CLIC
2014-01-27,4.82,CLIC
2014-01-28,0.08,CLIC
2014-01-29,0.95,CLIC
2014-01-30,0.55,CLIC
2014-01-31,2.2,CLIC
2014-02-01,1.6,CLIC
2014-02-02,4.49,CLIC
2014-02-03,0.46,CLIC
2014-02-04,1.85,CLIC
2014-02-05,2.77,CLIC
2014-02-06,0.33,CLIC
2014-02-07,1.35,CLIC
2014-02-08,10.95,CLIC
2014-02-09,1.17,CLIC
2014-02-10,0.5,CLIC
2014-02-11,1.23,CLIC
2014-02-12,1.12,CLIC
2014-02-13,2.18,CLIC
2014-02-14,3.02,CLIC
2014-02-15,2.75,CLIC
2014-02-16,2.23,CLIC
2014-02-17,2.1,CLIC
2014-02-18,2.88,CLIC
2014-02-19,2.07,CLIC
2014-02-20,4.15,CLIC
2014-02-21,2.35,CLIC
2014-02-22,2.29,CLIC
2014-02-23,0.76,CLIC
2014-02-24,3.3,CLIC
2014-02-25,1.1,CLIC
2014-02-26,0.85,CLIC
2014-02-27,1.64,CLIC
2014-02-28,1.01,CLIC
2014-03-01,2.7,CLIC
2014-03-02,2.7,CLIC
2014-03-03,0.9,CLIC
2014-03-04,1.8,CLIC
2014-03-05,1.8,CLIC
2014-03-06,2.2,CLIC
2014-03-07,1,CLIC
2014-03-08,3.75,CLIC
2014-03-09,0.05,CLIC
2014-03-10,0.5,CLIC
2014-03-11,2.4,CLIC
2014-03-12,2.82,CLIC
2014-03-13,4.33,CLIC
2014-03-14,1.55,CLIC
2014-03-15,3.75,CLIC
2014-03-16,2.65,CLIC
2014-03-17,4.1,CLIC
2014-03-18,3.96,CLIC
2014-03-19,3.29,CLIC
2014-03-20,0.4,CLIC
2014-03-21,2.45,CLIC
2014-03-22,3.9,CLIC
2014-03-23,1.8,CLIC
2014-03-24,0.7,CLIC
2014-03-25,0.6,CLIC
2014-03-26,1.2,CLIC
2014-03-27,0.23,CLIC
2014-03-28,3.58,CLIC
2014-03-29,2.59,CLIC
2014-03-30,4.77,CLIC
2014-03-31,2.78,CLIC
2014-04-01,2.65,CLIC
2014-04-02,4.54,CLIC
2014-04-03,7.1,CLIC
2014-04-04,3.34,CLIC
2014-04-05,4.27,CLIC
2014-04-06,3.15,CLIC
2014-04-07,2.69,CLIC
2014-04-08,4.78,CLIC
2014-04-09,4.88,CLIC
2014-04-10,4.25,CLIC
2014-04-11,5.5,CLIC
2014-04-12,2.55,CLIC
2014-04-13,2.98,CLIC
2014-04-14,6.4,CLIC
2014-04-15,4.5,CLIC
2014-04-16,5.45,CLIC
2014-04-17,2.57,CLIC
2014-04-18,1.05,CLIC
2014-04-19,1.4,CLIC
2014-04-20,1.75,CLIC
2014-04-21,0.87,CLIC
2014-04-22,2.25,CLIC
2014-04-23,3.46,CLIC
2014-04-24,4.87,CLIC
2014-04-25,3.21,CLIC
2014-04-26,3.22,CLIC
2014-04-27,6.79,CLIC
2014-04-28,5.06,CLIC
2014-04-29,6.68,CLIC
2014-04-30,5.24,CLIC
2014-05-01,2.44,CLIC
2014-05-02,3.57,CLIC
2014-05-03,6.26,CLIC
2014-05-04,5.8,CLIC
2014-05-05,3.7,CLIC
2014-05-06,3.68,CLIC
2014-05-07,3.4,CLIC
2014-05-08,4.92,CLIC
2014-05-09,3.78,CLIC
2014-05-10,5.66,CLIC
2014-05-11,4.14,CLIC
2014-05-12,4.1,CLIC
2014-05-13,2.4,CLIC
2014-05-14,3.93,CLIC
2014-05-15,7.56,CLIC
2014-05-16,5.77,CLIC
2014-05-17,6.19,CLIC
2014-05-18,4.3,CLIC
2014-05-19,5.95,CLIC
2014-05-20,8.6,CLIC
2014-05-21,5.1,CLIC
2014-05-22,2.72,CLIC
2014-05-23,2.09,CLIC
2014-05-24,4.18,CLIC
2014-05-25,1.91,CLIC
2014-05-26,3.2,CLIC
2014-05-27,4.5,CLIC
2014-05-28,6.6,CLIC
2014-05-29,4.59,CLIC
2014-05-30,5.56,CLIC
2014-05-31,8.35,CLIC
2014-06-01,6.95,CLIC
2014-06-02,4.51,CLIC
2014-06-03,7.41,CLIC
2014-06-04,5.8,CLIC
2014-06-05,7.15,CLIC
2014-06-06,4.92,CLIC
2014-06-07,4.83,CLIC
2014-06-08,5.38,CLIC
2014-06-09,4.22,CLIC
2014-06-10,5.6,CLIC
2014-06-11,8.4,CLIC
2014-06-12,6.6,CLIC
2014-06-13,8.98,CLIC
2014-06-14,6.82,CLIC
2014-06-15,6.17,CLIC
2014-06-16,4.13,CLIC
2014-06-17,1.9,CLIC
2014-06-18,5.4,CLIC
2014-06-19,3.3,CLIC
2014-06-20,3.24,CLIC
2014-06-21,3.08,CLIC
2014-06-22,4.15,CLIC
2014-06-23,3.43,CLIC
2014-06-24,5.5,CLIC
2014-06-25,5.1,CLIC
2014-06-26,4.4,CLIC
2014-06-27,5.35,CLIC
2014-06-28,6.55,CLIC
2014-06-29,8.9,CLIC
2014-06-30,7.83,CLIC
2014-07-01,7.87,CLIC
2014-07-02,5.75,CLIC
2014-07-03,7.75,CLIC
2014-07-04,4.2,CLIC
2014-07-05,9.27,CLIC
2014-07-06,8.43,CLIC
2014-07-07,6,CLIC
2014-07-08,2.2,CLIC
2014-07-09,3.9,CLIC
2014-07-10,2.22,CLIC
2014-07-11,4.53,CLIC
2014-07-12,6.39,CLIC
2014-07-13,9.44,CLIC
2014-07-14,5.32,CLIC
2014-07-15,7.6,CLIC
2014-07-16,6.7,CLIC
2014-07-17,4.9,CLIC
2014-07-18,2.7,CLIC
2014-07-19,6,CLIC
2014-07-20,6.75,CLIC
2014-07-21,5.24,CLIC
2014-07-22,6.91,CLIC
2014-07-23,6.3,CLIC
2014-07-24,7.8,CLIC
2014-07-25,8.87,CLIC
2014-07-26,7.43,CLIC
2014-07-27,8.65,CLIC
2014-07-28,7.8,CLIC
2014-07-29,9.45,CLIC
2014-07-30,8.1,CLIC
2014-07-31,7.45,CLIC
2014-08-01,5.08,CLIC
2014-08-02,4.47,CLIC
2014-08-03,3.58,CLIC
2014-08-04,3.47,CLIC
2014-08-05,6.04,CLIC
2014-08-06,7.11,CLIC
2014-08-07,5.75,CLIC
2014-08-08,4.97,CLIC
2014-08-09,2.44,CLIC
2014-08-10,6.54,CLIC
2014-08-11,6.2,CLIC
2014-08-12,5.53,CLIC
2014-08-13,4.97,CLIC
2014-08-14,5.7,CLIC
2014-08-15,4.43,CLIC
2014-08-16,7.69,CLIC
2014-08-17,6.33,CLIC
2014-08-18,6.99,CLIC
2014-08-19,5.06,CLIC
2014-08-20,8.42,CLIC
2014-08-21,8.68,CLIC
2014-08-22,9.3,CLIC
2014-08-23,7.45,CLIC
2014-08-24,6.55,CLIC
2014-08-25,6.68,CLIC
2014-08-26,5.62,CLIC
2014-08-27,6.4,CLIC
2014-08-28,7.08,CLIC
2014-08-29,5.92,CLIC
2014-08-30,4,CLIC
2014-08-31,3.7,CLIC
2014-09-01,6.6,CLIC
2014-09-02,5.9,CLIC
2014-09-03,2.47,CLIC
2014-09-04,6.93,CLIC
2014-09-05,2.23,CLIC
2014-09-06,3.27,CLIC
2014-09-07,5.1,CLIC
2014-09-08,6.2,CLIC
2014-09-09,6,CLIC
2014-09-10,5.45,CLIC
2014-09-11,5.15,CLIC
2014-09-12,1.6,CLIC
2014-09-13,1.2,CLIC
2014-09-14,2.1,CLIC
2014-09-15,2.05,CLIC
2014-09-16,2.25,CLIC
2014-09-17,3.45,CLIC
2014-09-18,1.25,CLIC
2014-09-19,4.22,CLIC
2014-09-20,2.08,CLIC
2014-09-21,0.3,CLIC
2014-09-22,0.5,CLIC
2014-09-23,2.8,CLIC
2014-09-24,3.1,CLIC
2014-09-25,2.3,CLIC
2014-09-26,2.84,CLIC
2014-09-27,2.71,CLIC
2014-09-28,0.65,CLIC
2014-09-29,3.49,CLIC
2014-09-30,3.37,CLIC
2014-10-01,2.19,CLIC
2014-10-02,1.45,CLIC
2014-10-04,10.8,CLIC
2014-10-05,2.1,CLIC
2014-10-06,2.75,CLIC
2014-10-07,2.05,CLIC
2014-10-08,1.65,CLIC
2014-10-09,3.65,CLIC
2014-10-10,1.3,CLIC
2014-10-11,3.65,CLIC
2014-10-12,1.75,CLIC
2014-10-13,4.4,CLIC
2014-10-14,3.85,CLIC
2014-10-15,3.01,CLIC
2014-10-16,2.54,CLIC
2014-10-17,2.6,CLIC
2014-10-18,4,CLIC
2014-10-20,1.2,CLIC
2014-10-21,1,CLIC
2014-10-22,2,CLIC
2014-10-23,0.08,CLIC
2014-10-24,4.47,CLIC
2014-10-25,1.65,CLIC
2014-10-26,1.9,CLIC
2014-10-27,3.6,CLIC
2014-10-28,1.4,CLIC
2014-10-29,2.3,CLIC
2014-10-30,1.62,CLIC
2014-10-31,2.1,CLIC
2014-11-01,1.91,CLIC
2014-11-02,0.38,CLIC
2014-11-03,2.04,CLIC
2014-11-04,1.2,CLIC
2014-11-05,2.65,CLIC
2014-11-06,0.9,CLIC
2014-11-07,1.92,CLIC
2014-11-08,2.58,CLIC
2014-11-09,2.15,CLIC
2014-11-10,2.05,CLIC
2014-11-11,1.45,CLIC
2014-11-12,2.46,CLIC
2014-11-13,1.08,CLIC
2014-11-14,1.22,CLIC
2014-11-15,1.77,CLIC
2014-11-16,3.52,CLIC
2014-11-17,1.98,CLIC
2014-11-18,1.62,CLIC
2014-11-19,0.85,CLIC
2014-11-20,2.2,CLIC
2014-11-21,0.6,CLIC
2014-11-22,2.15,CLIC
2014-11-23,3.5,CLIC
2014-11-24,2.54,CLIC
2014-11-25,2.16,CLIC
2014-11-26,1.85,CLIC
2014-11-27,2.15,CLIC
2014-11-28,0.8,CLIC
2014-11-29,1.77,CLIC
2014-11-30,2.38,CLIC
2014-12-01,2.05,CLIC
2014-12-02,1.55,CLIC
2014-12-03,5.4,CLIC
2014-12-04,0.7,CLIC
2014-12-05,1.27,CLIC
2014-12-06,1.28,CLIC
2014-12-07,0.02,CLIC
2014-12-08,0.18,CLIC
2014-12-09,1.8,CLIC
2014-12-10,0.05,CLIC
2014-12-11,1.15,CLIC
2014-12-12,0.2,CLIC
2014-12-13,1,CLIC
2014-12-14,0.45,CLIC
2014-12-15,5.15,CLIC
2014-12-16,1.02,CLIC
2014-12-17,1.17,CLIC
2014-12-18,2.66,CLIC
2014-12-19,0.1,CLIC
2014-12-20,0.21,CLIC
2014-12-21,0.07,CLIC
2014-12-22,0.79,CLIC
2014-12-23,3.5,CLIC
2014-12-24,1.79,CLIC
2014-12-25,3.09,CLIC
2014-12-26,0.8,CLIC
2014-12-27,3.55,CLIC
2014-12-28,0.85,CLIC
2014-12-29,0.53,CLIC
2014-12-30,0.03,CLIC
2014-12-31,0.34,CLIC
2015-04-01,2.53,CLIC
2015-04-02,4.15,CLIC
2015-04-03,2.7,CLIC
2015-04-04,2.4,CLIC
2015-04-05,1.1,CLIC
2015-04-06,0.93,CLIC
2015-04-07,1.73,CLIC
2015-04-08,1.04,CLIC
2015-04-09,4.11,CLIC
2015-04-10,2.19,CLIC
2015-04-11,4.8,CLIC
2015-04-12,0.9,CLIC
2015-04-13,0.25,CLIC
2015-04-14,1.75,CLIC
2015-04-15,0.4,CLIC
2015-04-16,2.2,CLIC
2015-04-17,7.6,CLIC
2015-04-18,1.4,CLIC
2015-04-19,1.9,CLIC
2015-04-20,1.95,CLIC
2015-04-21,1.05,CLIC
2015-04-22,5.4,CLIC
2015-04-23,4.5,CLIC
2015-04-24,2.8,CLIC
2015-04-25,0.55,CLIC
2015-04-26,7.35,CLIC
2015-04-27,0.84,CLIC
