Estación: ,C19087,ZARAGOZA. ZARAGOZA
1982-06-25,0,CLIC
1982-06-26,0,CLIC
1982-06-27,3.5,CLIC
1982-06-28,0,CLIC
1982-06-29,45,CLIC
1982-06-30,0,CLIC
1982-07-01,0,CLIC
1982-07-02,0,CLIC
1982-07-03,0,CLIC
1982-07-04,0,CLIC
1982-07-05,0,CLIC
1982-07-06,0,CLIC
1982-07-07,0,CLIC
1982-07-08,0,CLIC
1982-07-09,0,CLIC
1982-07-10,0,CLIC
1982-07-11,0,CLIC
1982-07-12,0,CLIC
1982-07-13,0,CLIC
1982-07-14,0,CLIC
1982-07-15,0,CLIC
1982-07-16,0,CLIC
1982-07-17,0,CLIC
1982-07-18,0,CLIC
1982-07-19,0,CLIC
1982-07-20,0,CLIC
1982-07-21,0,CLIC
1982-07-22,0,CLIC
1982-07-23,0,CLIC
1982-07-24,0,CLIC
1982-07-25,0,CLIC
1982-07-26,0,CLIC
1982-07-27,0,CLIC
1982-07-28,0,CLIC
1982-07-29,0,CLIC
1982-07-30,0,CLIC
1982-07-31,0,CLIC
1982-08-01,0,CLIC
1982-08-02,0,CLIC
1982-08-03,9,CLIC
1982-08-04,0,CLIC
1982-08-05,0,CLIC
1982-08-06,0,CLIC
1982-08-07,0,CLIC
1982-08-08,0,CLIC
1982-08-09,9.5,CLIC
1982-08-10,0,CLIC
1982-08-11,0,CLIC
1982-08-12,0,CLIC
1982-08-13,0,CLIC
1982-08-14,0,CLIC
1982-08-15,0,CLIC
1982-08-16,0,CLIC
1982-08-17,0,CLIC
1982-08-18,0,CLIC
1982-08-19,4,CLIC
1982-08-20,6.5,CLIC
1982-08-21,0,CLIC
1982-08-22,0,CLIC
1982-08-23,0,CLIC
1982-08-24,0,CLIC
1982-08-25,3.5,CLIC
1982-08-26,0,CLIC
1982-08-27,0,CLIC
1982-08-28,0,CLIC
1982-08-29,0,CLIC
1982-08-30,0,CLIC
1982-08-31,0,CLIC
1982-09-01,0,CLIC
1982-09-02,0,CLIC
1982-09-03,10,CLIC
1982-09-04,3.5,CLIC
1982-09-05,0,CLIC
1982-09-06,0,CLIC
1982-09-07,13,CLIC
1982-09-08,0,CLIC
1982-09-09,0,CLIC
1982-09-10,0,CLIC
1982-09-11,0,CLIC
1982-09-12,64,CLIC
1982-09-13,10.5,CLIC
1982-09-14,0,CLIC
1982-09-15,0,CLIC
1982-09-16,0,CLIC
1982-09-17,0,CLIC
1982-09-18,0,CLIC
1982-09-19,0,CLIC
1982-09-20,7,CLIC
1982-09-21,10.5,CLIC
1982-09-22,0,CLIC
1982-09-23,0,CLIC
1982-09-24,0,CLIC
1982-09-25,0,CLIC
1982-09-26,0,CLIC
1982-09-27,0,CLIC
1982-09-28,0,CLIC
1982-09-29,0,CLIC
1982-09-30,0,CLIC
1982-11-01,0,CLIC
1982-11-02,0,CLIC
1982-11-03,10.5,CLIC
1982-11-04,0,CLIC
1982-11-05,1.4,CLIC
1982-11-06,5,CLIC
1982-11-07,0,CLIC
1982-11-08,11,CLIC
1982-11-09,3,CLIC
1982-11-10,0,CLIC
1982-11-11,4,CLIC
1982-11-12,0,CLIC
1982-11-13,0,CLIC
1982-11-14,0,CLIC
1982-11-15,0,CLIC
1982-11-16,0,CLIC
1982-11-17,0,CLIC
1982-11-18,0,CLIC
1982-11-19,8.5,CLIC
1982-11-20,0,CLIC
1982-11-21,0,CLIC
1982-11-22,0,CLIC
1982-11-23,0,CLIC
1982-11-24,0,CLIC
1982-11-25,0,CLIC
1982-11-26,0,CLIC
1982-11-27,0,CLIC
1982-11-28,0,CLIC
1982-11-29,0,CLIC
1982-11-30,0,CLIC
1983-01-01,1,CLIC
1983-01-02,1,CLIC
1983-01-03,0,CLIC
1983-01-04,0,CLIC
1983-01-05,0,CLIC
1983-01-06,0,CLIC
1983-01-07,0,CLIC
1983-01-08,0,CLIC
1983-01-09,0,CLIC
1983-01-10,0,CLIC
1983-01-11,0,CLIC
1983-01-12,0,CLIC
1983-01-13,0,CLIC
1983-01-14,9.5,CLIC
1983-01-15,5,CLIC
1983-01-16,0,CLIC
1983-01-17,2,CLIC
1983-01-18,6,CLIC
1983-01-19,2,CLIC
1983-01-20,5,CLIC
1983-01-21,0,CLIC
1983-01-22,0,CLIC
1983-01-23,0,CLIC
1983-01-24,0,CLIC
1983-01-25,0,CLIC
1983-01-26,0,CLIC
1983-01-27,0,CLIC
1983-01-28,0,CLIC
1983-01-29,5,CLIC
1983-01-30,0,CLIC
1983-01-31,0,CLIC
1983-02-01,0,CLIC
1983-02-02,0,CLIC
1983-02-03,0,CLIC
1983-02-04,0,CLIC
1983-02-05,0,CLIC
1983-02-06,0,CLIC
1983-02-07,0,CLIC
1983-02-08,0,CLIC
1983-02-09,0,CLIC
1983-02-10,0,CLIC
1983-02-11,0,CLIC
1983-02-12,0,CLIC
1983-02-13,0,CLIC
1983-02-14,0,CLIC
1983-02-15,0,CLIC
1983-02-16,0,CLIC
1983-02-17,0,CLIC
1983-02-18,0,CLIC
1983-02-19,0,CLIC
1983-02-20,0,CLIC
1983-02-21,0,CLIC
1983-02-22,0,CLIC
1983-02-23,0,CLIC
1983-02-24,0,CLIC
1983-02-25,7,CLIC
1983-02-26,0,CLIC
1983-02-27,0,CLIC
1983-02-28,0,CLIC
1983-03-01,0,CLIC
1983-03-02,0,CLIC
1983-03-03,5,CLIC
1983-03-04,0,CLIC
1983-03-05,0,CLIC
1983-03-06,0,CLIC
1983-03-07,0,CLIC
1983-03-08,0,CLIC
1983-03-09,0,CLIC
1983-03-10,0,CLIC
1983-03-11,0,CLIC
1983-03-12,0,CLIC
1983-03-13,0,CLIC
1983-03-14,0,CLIC
1983-03-15,2,CLIC
1983-03-16,0,CLIC
1983-03-17,0,CLIC
1983-03-18,0,CLIC
1983-03-19,0,CLIC
1983-03-20,0,CLIC
1983-03-21,0,CLIC
1983-03-22,0,CLIC
1983-03-23,0,CLIC
1983-03-24,0,CLIC
1983-03-25,0,CLIC
1983-03-26,0,CLIC
1983-03-27,0,CLIC
1983-03-28,0,CLIC
1983-03-29,0,CLIC
1983-03-30,0,CLIC
1983-03-31,0,CLIC
1983-04-01,0,CLIC
1983-04-02,0,CLIC
1983-04-03,0,CLIC
1983-04-04,0,CLIC
1983-04-05,0,CLIC
1983-04-06,0,CLIC
1983-04-07,0,CLIC
1983-04-08,0,CLIC
1983-04-09,0,CLIC
1983-04-10,0,CLIC
1983-04-11,0,CLIC
1983-04-12,0,CLIC
1983-04-13,0,CLIC
1983-04-14,0,CLIC
1983-04-15,0,CLIC
1983-04-16,0,CLIC
1983-04-17,0,CLIC
1983-04-18,0,CLIC
1983-04-19,0,CLIC
1983-04-20,0,CLIC
1983-04-21,0,CLIC
1983-04-22,0,CLIC
1983-04-23,0,CLIC
1983-04-24,0,CLIC
1983-04-25,0,CLIC
1983-04-26,0,CLIC
1983-04-27,0,CLIC
1983-04-28,0,CLIC
1983-04-29,0,CLIC
1983-04-30,0,CLIC
1983-05-01,0,CLIC
1983-05-02,0,CLIC
1983-05-03,0,CLIC
1983-05-04,0,CLIC
1983-05-05,0,CLIC
1983-05-06,0,CLIC
1983-05-07,0,CLIC
1983-05-08,2,CLIC
1983-05-09,0,CLIC
1983-05-10,0,CLIC
1983-05-11,0,CLIC
1983-05-12,0,CLIC
1983-05-13,0,CLIC
1983-05-14,0,CLIC
1983-05-15,0,CLIC
1983-05-16,0,CLIC
1983-05-17,0,CLIC
1983-05-18,0,CLIC
1983-05-19,0,CLIC
1983-05-20,0,CLIC
1983-05-21,5,CLIC
1983-05-22,29,CLIC
1983-05-23,0,CLIC
1983-05-24,0,CLIC
1983-05-25,4.5,CLIC
1983-05-26,22,CLIC
1983-05-27,15,CLIC
1983-05-28,18.5,CLIC
1983-05-29,34.5,CLIC
1983-05-30,0,CLIC
1983-05-31,9.5,CLIC
1983-07-01,0,CLIC
1983-07-02,0,CLIC
1983-07-03,0,CLIC
1983-07-04,0,CLIC
1983-07-05,0,CLIC
1983-07-06,0,CLIC
1983-07-07,0,CLIC
1983-07-08,0,CLIC
1983-07-09,0,CLIC
1983-07-10,0,CLIC
1983-07-11,0,CLIC
1983-07-12,0,CLIC
1983-07-13,0,CLIC
1983-07-14,0,CLIC
1983-07-15,26,CLIC
1983-07-16,0,CLIC
1983-07-17,0,CLIC
1983-07-18,0,CLIC
1983-07-19,0,CLIC
1983-07-20,0,CLIC
1983-07-21,0,CLIC
1983-07-22,0,CLIC
1983-07-23,11.5,CLIC
1983-07-24,0,CLIC
1983-07-25,0,CLIC
1983-07-26,0,CLIC
1983-07-27,0,CLIC
1983-07-28,0,CLIC
1983-07-29,12.5,CLIC
1983-07-30,0,CLIC
1983-07-31,0,CLIC
1983-08-01,0,CLIC
1983-08-02,0,CLIC
1983-08-03,0,CLIC
1983-08-04,0,CLIC
1983-08-05,0,CLIC
1983-08-06,0,CLIC
1983-08-07,6,CLIC
1983-08-08,0,CLIC
1983-08-09,9.5,CLIC
1983-08-10,0,CLIC
1983-08-11,4,CLIC
1983-08-12,0,CLIC
1983-08-13,4.5,CLIC
1983-08-14,0,CLIC
1983-08-15,0,CLIC
1983-08-16,0,CLIC
1983-08-17,0,CLIC
1983-08-18,0,CLIC
1983-08-19,0,CLIC
1983-08-20,0,CLIC
1983-08-21,9.5,CLIC
1983-08-22,0,CLIC
1983-08-23,0,CLIC
1983-08-24,0,CLIC
1983-08-25,0,CLIC
1983-08-26,0,CLIC
1983-08-27,0,CLIC
1983-08-28,12,CLIC
1983-08-29,0,CLIC
1983-08-30,0,CLIC
1983-08-31,0,CLIC
1983-09-01,0,CLIC
1983-09-02,0,CLIC
1983-09-03,0,CLIC
1983-09-04,0,CLIC
1983-09-05,0,CLIC
1983-09-06,0,CLIC
1983-09-07,0,CLIC
1983-09-08,5,CLIC
1983-09-09,0,CLIC
1983-09-10,3,CLIC
1983-09-11,3,CLIC
1983-09-12,11.5,CLIC
1983-09-13,14,CLIC
1983-09-14,18.5,CLIC
1983-09-15,0,CLIC
1983-09-16,0,CLIC
1983-09-17,0,CLIC
1983-09-18,2,CLIC
1983-09-19,0,CLIC
1983-09-20,12,CLIC
1983-09-21,1,CLIC
1983-09-22,0,CLIC
1983-09-23,0,CLIC
1983-09-24,0,CLIC
1983-09-25,0,CLIC
1983-09-26,0,CLIC
1983-09-27,0,CLIC
1983-09-28,0,CLIC
1983-09-29,2,CLIC
1983-09-30,0,CLIC
1983-10-01,3,CLIC
1983-10-02,0,CLIC
1983-10-03,0,CLIC
1983-10-04,0,CLIC
1983-10-05,0,CLIC
1983-10-06,0,CLIC
1983-10-07,0,CLIC
1983-10-08,0,CLIC
1983-10-09,0,CLIC
1983-10-10,0,CLIC
1983-10-11,0,CLIC
1983-10-12,7,CLIC
1983-10-13,0,CLIC
1983-10-14,0,CLIC
1983-10-15,0,CLIC
1983-10-16,0,CLIC
1983-10-17,0,CLIC
1983-10-18,0,CLIC
1983-10-19,0,CLIC
1983-10-20,1.5,CLIC
1983-10-21,0,CLIC
1983-10-22,0,CLIC
1983-10-23,0,CLIC
1983-10-24,0,CLIC
1983-10-25,0,CLIC
1983-10-26,0,CLIC
1983-10-27,0,CLIC
1983-10-28,0,CLIC
1983-10-29,0,CLIC
1983-10-30,0,CLIC
1983-10-31,0,CLIC
1983-11-01,0,CLIC
1983-11-02,0,CLIC
1983-11-03,0,CLIC
1983-11-04,1.5,CLIC
1983-11-05,0,CLIC
1983-11-06,0,CLIC
1983-11-07,0,CLIC
1983-11-08,4.5,CLIC
1983-11-09,5,CLIC
1983-11-10,0,CLIC
1983-11-11,0,CLIC
1983-11-12,0,CLIC
1983-11-13,0,CLIC
1983-11-14,0,CLIC
1983-11-15,0,CLIC
1983-11-16,0,CLIC
1983-11-17,0,CLIC
1983-11-18,0,CLIC
1983-11-19,0,CLIC
1983-11-20,0,CLIC
1983-11-21,0,CLIC
1983-11-22,0,CLIC
1983-11-23,0,CLIC
1983-11-24,0,CLIC
1983-11-25,0,CLIC
1983-11-26,0,CLIC
1983-11-27,0,CLIC
1983-11-28,0,CLIC
1983-11-29,0,CLIC
1983-11-30,0,CLIC
1983-12-01,0,CLIC
1983-12-02,0,CLIC
1983-12-03,0,CLIC
1983-12-04,0,CLIC
1983-12-05,0,CLIC
1983-12-06,0,CLIC
1983-12-07,10,CLIC
1983-12-08,0,CLIC
1983-12-09,0,CLIC
1983-12-10,0,CLIC
1983-12-11,0,CLIC
1983-12-12,10,CLIC
1983-12-13,9,CLIC
1983-12-14,8,CLIC
1983-12-15,10,CLIC
1983-12-16,0,CLIC
1983-12-17,10,CLIC
1983-12-18,0,CLIC
1983-12-19,0,CLIC
1983-12-20,10,CLIC
1983-12-21,8,CLIC
1983-12-22,10,CLIC
1983-12-23,0,CLIC
1983-12-24,0,CLIC
1983-12-25,0,CLIC
1983-12-26,10,CLIC
1983-12-27,9,CLIC
1983-12-28,10,CLIC
1983-12-29,9,CLIC
1983-12-30,10,CLIC
1983-12-31,0,CLIC
1984-02-01,0,CLIC
1984-02-02,0,CLIC
1984-02-03,0,CLIC
1984-02-04,0,CLIC
1984-02-05,0,CLIC
1984-02-06,0,CLIC
1984-02-07,0,CLIC
1984-02-08,0,CLIC
1984-02-09,0,CLIC
1984-02-10,0,CLIC
1984-02-11,0,CLIC
1984-02-12,0,CLIC
1984-02-13,0,CLIC
1984-02-14,0,CLIC
1984-02-15,0,CLIC
1984-02-16,0,CLIC
1984-02-17,0,CLIC
1984-02-18,0,CLIC
1984-02-19,0,CLIC
1984-02-20,0,CLIC
1984-02-21,0,CLIC
1984-02-22,0,CLIC
1984-02-23,0,CLIC
1984-02-24,0,CLIC
1984-02-25,0,CLIC
1984-02-26,0,CLIC
1984-02-27,0,CLIC
1984-02-29,0,CLIC
1984-03-01,0,CLIC
1984-03-02,0,CLIC
1984-03-03,0,CLIC
1984-03-04,0,CLIC
1984-03-05,0,CLIC
1984-03-06,0,CLIC
1984-03-07,10,CLIC
1984-03-08,0,CLIC
1984-03-09,5,CLIC
1984-03-10,0,CLIC
1984-03-11,5,CLIC
1984-03-12,0,CLIC
1984-03-13,25,CLIC
1984-03-14,10,CLIC
1984-03-15,0,CLIC
1984-03-16,0,CLIC
1984-03-17,25,CLIC
1984-03-18,0,CLIC
1984-03-19,0,CLIC
1984-03-20,0,CLIC
1984-03-21,10,CLIC
1984-03-22,0,CLIC
1984-03-23,0,CLIC
1984-03-24,0,CLIC
1984-03-25,0,CLIC
1984-03-26,20,CLIC
1984-03-27,0,CLIC
1984-03-28,0,CLIC
1984-03-29,0,CLIC
1984-03-30,0,CLIC
1984-03-31,0,CLIC
1984-04-01,0,CLIC
1984-04-02,0,CLIC
1984-04-03,0,CLIC
1984-04-04,0,CLIC
1984-04-05,0,CLIC
1984-04-06,0,CLIC
1984-04-07,10,CLIC
1984-04-08,0,CLIC
1984-04-09,5,CLIC
1984-04-10,0,CLIC
1984-04-11,5,CLIC
1984-04-12,0,CLIC
1984-04-13,0,CLIC
1984-04-14,0,CLIC
1984-04-15,0,CLIC
1984-04-16,0,CLIC
1984-04-17,25,CLIC
1984-04-18,0,CLIC
1984-04-19,0,CLIC
1984-04-20,0,CLIC
1984-04-21,10,CLIC
1984-04-22,0,CLIC
1984-04-23,0,CLIC
1984-04-24,0,CLIC
1984-04-25,0,CLIC
1984-04-26,20,CLIC
1984-04-27,0,CLIC
1984-04-28,0,CLIC
1984-04-29,0,CLIC
1984-04-30,0,CLIC
1984-05-01,0,CLIC
1984-05-02,0,CLIC
1984-05-03,0,CLIC
1984-05-04,0,CLIC
1984-05-05,0,CLIC
1984-05-06,0,CLIC
1984-05-07,10,CLIC
1984-05-08,0,CLIC
1984-05-09,5,CLIC
1984-05-10,0,CLIC
1984-05-11,0,CLIC
1984-05-12,25,CLIC
1984-05-13,0,CLIC
1984-05-14,25,CLIC
1984-05-15,0,CLIC
1984-05-16,25,CLIC
1984-05-17,10,CLIC
1984-05-18,0,CLIC
1984-05-19,0,CLIC
1984-05-20,0,CLIC
1984-05-21,10,CLIC
1984-05-22,0,CLIC
1984-05-23,0,CLIC
1984-05-24,0,CLIC
1984-05-25,0,CLIC
1984-05-26,0,CLIC
1984-05-27,0,CLIC
1984-05-28,0,CLIC
1984-05-29,0,CLIC
1984-05-30,0,CLIC
1984-05-31,0,CLIC
1984-06-01,0,CLIC
1984-06-02,0,CLIC
1984-06-03,0,CLIC
1984-06-04,0,CLIC
1984-06-05,0,CLIC
1984-06-06,0,CLIC
1984-06-07,10,CLIC
1984-06-08,0,CLIC
1984-06-09,5,CLIC
1984-06-10,0,CLIC
1984-06-11,5,CLIC
1984-06-12,0,CLIC
1984-06-13,25,CLIC
1984-06-14,10,CLIC
1984-06-15,0,CLIC
1984-06-16,0,CLIC
1984-06-17,25,CLIC
1984-06-18,0,CLIC
1984-06-19,0,CLIC
1984-06-20,0,CLIC
1984-06-21,10,CLIC
1984-06-22,0,CLIC
1984-06-23,0,CLIC
1984-06-24,0,CLIC
1984-06-25,0,CLIC
1984-06-26,20,CLIC
1984-06-27,0,CLIC
1984-06-28,0,CLIC
1984-06-29,0,CLIC
1984-06-30,0,CLIC
1984-07-01,0,CLIC
1984-07-02,0,CLIC
1984-07-03,0,CLIC
1984-07-04,0,CLIC
1984-07-05,0,CLIC
1984-07-06,0,CLIC
1984-07-07,0,CLIC
1984-07-08,5,CLIC
1984-07-09,0,CLIC
1984-07-10,0,CLIC
1984-07-11,5,CLIC
1984-07-12,0,CLIC
1984-07-13,25,CLIC
1984-07-14,10,CLIC
1984-07-15,0,CLIC
1984-07-16,0,CLIC
1984-07-17,25,CLIC
1984-07-18,0,CLIC
1984-07-19,0,CLIC
1984-07-20,0,CLIC
1984-07-21,0,CLIC
1984-07-22,0,CLIC
1984-07-23,0,CLIC
1984-07-24,0,CLIC
1984-07-25,0,CLIC
1984-07-26,0,CLIC
1984-07-27,0,CLIC
1984-07-28,0,CLIC
1984-07-29,0,CLIC
1984-07-30,0,CLIC
1984-07-31,0,CLIC
1984-08-01,0,CLIC
1984-08-02,0,CLIC
1984-08-03,0,CLIC
1984-08-04,0,CLIC
1984-08-05,0,CLIC
1984-08-06,0,CLIC
1984-08-07,0,CLIC
1984-08-08,0,CLIC
1984-08-09,0,CLIC
1984-08-10,0,CLIC
1984-08-11,5,CLIC
1984-08-12,0,CLIC
1984-08-13,25,CLIC
1984-08-14,10,CLIC
1984-08-15,0,CLIC
1984-08-16,0,CLIC
1984-08-17,25,CLIC
1984-08-18,0,CLIC
1984-08-19,0,CLIC
1984-08-20,0,CLIC
1984-08-21,10,CLIC
1984-08-22,0,CLIC
1984-08-23,0,CLIC
1984-08-24,0,CLIC
1984-08-25,0,CLIC
1984-08-26,20,CLIC
1984-08-27,0,CLIC
1984-08-28,0,CLIC
1984-08-29,0,CLIC
1984-08-30,0,CLIC
1984-08-31,0,CLIC
1984-09-01,0,CLIC
1984-09-02,0,CLIC
1984-09-03,0,CLIC
1984-09-04,0,CLIC
1984-09-05,0,CLIC
1984-09-06,0,CLIC
1984-09-07,10,CLIC
1984-09-08,0,CLIC
1984-09-09,5,CLIC
1984-09-10,0,CLIC
1984-09-11,5,CLIC
1984-09-12,0,CLIC
1984-09-13,25,CLIC
1984-09-14,10,CLIC
1984-09-15,0,CLIC
1984-09-16,0,CLIC
1984-09-17,25,CLIC
1984-09-18,0,CLIC
1984-09-19,0,CLIC
1984-09-20,0,CLIC
1984-09-21,10,CLIC
1984-09-22,0,CLIC
1984-09-23,0,CLIC
1984-09-24,0,CLIC
1984-09-25,0,CLIC
1984-09-26,20,CLIC
1984-09-27,0,CLIC
1984-09-28,0,CLIC
1984-09-29,0,CLIC
1984-09-30,0,CLIC
1984-10-01,0,CLIC
1984-10-02,0,CLIC
1984-10-03,0,CLIC
1984-10-04,0,CLIC
1984-10-05,0,CLIC
1984-10-06,0,CLIC
1984-10-07,10,CLIC
1984-10-08,0,CLIC
1984-10-09,5,CLIC
1984-10-10,0,CLIC
1984-10-11,5,CLIC
1984-10-12,0,CLIC
1984-10-13,25,CLIC
1984-10-14,10,CLIC
1984-10-15,0,CLIC
1984-10-16,0,CLIC
1984-10-17,25,CLIC
1984-10-18,0,CLIC
1984-10-19,0,CLIC
1984-10-20,0,CLIC
1984-10-21,10,CLIC
1984-10-22,0,CLIC
1984-10-23,0,CLIC
1984-10-24,0,CLIC
1984-10-25,0,CLIC
1984-10-26,20.5,CLIC
1984-10-27,0,CLIC
1984-10-28,0,CLIC
1984-10-29,0,CLIC
1984-10-30,0,CLIC
1984-10-31,0,CLIC
1984-11-01,0,CLIC
1984-11-02,0,CLIC
1984-11-03,0,CLIC
1984-11-04,0,CLIC
1984-11-05,0,CLIC
1984-11-06,0,CLIC
1984-11-07,10,CLIC
1984-11-08,0,CLIC
1984-11-09,5,CLIC
1984-11-10,0,CLIC
1984-11-11,5,CLIC
1984-11-12,0,CLIC
1984-11-13,25,CLIC
1984-11-14,10,CLIC
1984-11-15,0,CLIC
1984-11-16,0,CLIC
1984-11-17,25,CLIC
1984-11-18,0,CLIC
1984-11-19,0,CLIC
1984-11-20,0,CLIC
1984-11-21,10,CLIC
1984-11-22,0,CLIC
1984-11-23,0,CLIC
1984-11-24,0,CLIC
1984-11-25,0,CLIC
1984-11-26,20,CLIC
1984-11-27,0,CLIC
1984-11-28,0,CLIC
1984-11-29,0,CLIC
1984-11-30,0,CLIC
1984-12-01,0,CLIC
1984-12-02,0,CLIC
1984-12-03,0,CLIC
1984-12-04,0,CLIC
1984-12-05,0,CLIC
1984-12-06,0,CLIC
1984-12-07,0,CLIC
1984-12-08,0,CLIC
1984-12-09,0,CLIC
1984-12-10,0,CLIC
1984-12-11,0,CLIC
1984-12-12,0,CLIC
1984-12-13,0,CLIC
1984-12-14,0,CLIC
1984-12-15,0,CLIC
1984-12-16,0,CLIC
1984-12-17,0,CLIC
1984-12-18,0,CLIC
1984-12-19,0,CLIC
1984-12-20,0,CLIC
1984-12-21,0,CLIC
1984-12-22,0,CLIC
1984-12-23,0,CLIC
1984-12-24,0,CLIC
1984-12-25,0,CLIC
1984-12-26,0,CLIC
1984-12-27,0,CLIC
1984-12-28,0,CLIC
1984-12-29,0,CLIC
1984-12-30,0,CLIC
1984-12-31,0,CLIC
1985-01-01,0,CLIC
1985-01-02,0,CLIC
1985-01-03,0,CLIC
1985-01-04,0,CLIC
1985-01-05,0,CLIC
1985-01-06,0,CLIC
1985-01-07,10,CLIC
1985-01-08,0,CLIC
1985-01-09,0,CLIC
1985-01-10,5,CLIC
1985-01-11,0,CLIC
1985-01-12,0,CLIC
1985-01-13,0,CLIC
1985-01-14,0,CLIC
1985-01-15,0,CLIC
1985-01-16,0,CLIC
1985-01-17,25,CLIC
1985-01-18,0,CLIC
1985-01-19,0,CLIC
1985-01-20,0,CLIC
1985-01-21,10,CLIC
1985-01-22,0,CLIC
1985-01-23,0,CLIC
1985-01-24,0,CLIC
1985-01-25,0,CLIC
1985-01-26,0,CLIC
1985-01-27,0,CLIC
1985-01-28,0,CLIC
1985-01-29,0,CLIC
1985-01-30,0,CLIC
1985-01-31,50,CLIC
1985-02-01,0,CLIC
1985-02-02,0,CLIC
1985-02-03,0,CLIC
1985-02-04,0,CLIC
1985-02-05,0,CLIC
1985-02-06,0,CLIC
1985-02-07,10,CLIC
1985-02-08,0,CLIC
1985-02-09,5,CLIC
1985-02-10,0,CLIC
1985-02-11,5,CLIC
1985-02-12,0,CLIC
1985-02-13,5,CLIC
1985-02-14,10,CLIC
1985-02-15,0,CLIC
1985-02-16,0,CLIC
1985-02-17,25,CLIC
1985-02-18,0,CLIC
1985-02-19,0,CLIC
1985-02-20,0,CLIC
1985-02-21,0,CLIC
1985-02-22,0,CLIC
1985-02-23,0,CLIC
1985-02-24,0,CLIC
1985-02-25,0,CLIC
1985-02-26,0,CLIC
1985-02-27,0,CLIC
1985-02-28,0,CLIC
1985-03-01,0,CLIC
1985-03-02,0,CLIC
1985-03-03,0,CLIC
1985-03-04,0,CLIC
1985-03-05,0,CLIC
1985-03-06,6,CLIC
1985-03-07,10,CLIC
1985-03-08,0,CLIC
1985-03-09,5,CLIC
1985-03-10,0,CLIC
1985-03-11,5,CLIC
1985-03-12,0,CLIC
1985-03-13,25,CLIC
1985-03-14,10,CLIC
1985-03-15,0,CLIC
1985-03-16,0,CLIC
1985-03-17,25,CLIC
1985-03-18,0,CLIC
1985-03-19,0,CLIC
1985-03-20,0,CLIC
1985-03-21,0,CLIC
1985-03-22,0,CLIC
1985-03-23,0,CLIC
1985-03-24,0,CLIC
1985-03-25,0,CLIC
1985-03-26,0,CLIC
1985-03-27,0,CLIC
1985-03-28,0,CLIC
1985-03-29,0,CLIC
1985-03-30,0,CLIC
1985-03-31,0,CLIC
1985-04-01,0,CLIC
1985-04-02,0,CLIC
1985-04-03,0,CLIC
1985-04-04,0,CLIC
1985-04-05,0,CLIC
1985-04-06,0,CLIC
1985-04-07,10,CLIC
1985-04-08,0,CLIC
1985-04-09,5,CLIC
1985-04-10,0,CLIC
1985-04-11,5,CLIC
1985-04-12,25,CLIC
1985-04-13,25,CLIC
1985-04-14,25,CLIC
1985-04-15,0,CLIC
1985-04-16,0,CLIC
1985-04-17,25,CLIC
1985-04-18,0,CLIC
1985-04-19,0,CLIC
1985-04-20,0,CLIC
1985-04-21,10,CLIC
1985-04-22,0,CLIC
1985-04-23,0,CLIC
1985-04-24,0,CLIC
1985-04-25,0,CLIC
1985-04-26,20,CLIC
1985-04-27,0,CLIC
1985-04-28,0,CLIC
1985-04-29,0,CLIC
1985-04-30,0,CLIC
1985-05-01,0,CLIC
1985-05-02,0,CLIC
1985-05-03,0,CLIC
1985-05-04,0,CLIC
1985-05-05,0,CLIC
1985-05-06,0,CLIC
1985-05-07,10,CLIC
1985-05-08,0,CLIC
1985-05-09,5,CLIC
1985-05-10,0,CLIC
1985-05-11,0,CLIC
1985-05-12,0,CLIC
1985-05-13,2.5,CLIC
1985-05-14,10,CLIC
1985-05-15,0,CLIC
1985-05-16,0,CLIC
1985-05-17,25,CLIC
1985-05-18,0,CLIC
1985-05-19,0,CLIC
1985-05-20,0,CLIC
1985-05-21,10,CLIC
1985-05-22,0,CLIC
1985-05-23,0,CLIC
1985-05-24,0,CLIC
1985-05-25,0,CLIC
1985-05-26,0,CLIC
1985-05-27,0,CLIC
1985-05-28,0,CLIC
1985-05-29,0,CLIC
1985-05-31,0,CLIC
1985-06-01,0,CLIC
1985-06-02,0,CLIC
1985-06-03,0,CLIC
1985-06-04,0,CLIC
1985-06-05,0,CLIC
1985-06-06,0,CLIC
1985-06-07,5,CLIC
1985-06-08,0,CLIC
1985-06-09,5,CLIC
1985-06-10,0,CLIC
1985-06-11,0,CLIC
1985-06-12,0,CLIC
1985-06-13,2.5,CLIC
1985-06-14,10,CLIC
1985-06-15,0,CLIC
1985-06-16,25,CLIC
1985-06-17,25,CLIC
1985-06-18,0,CLIC
1985-06-19,0,CLIC
1985-06-20,0,CLIC
1985-06-21,10,CLIC
1985-06-22,0,CLIC
1985-06-23,0,CLIC
1985-06-24,0,CLIC
1985-06-25,5,CLIC
1985-06-26,0,CLIC
1985-06-27,0,CLIC
1985-06-28,0,CLIC
1985-06-29,0,CLIC
1985-06-30,0,CLIC
1985-07-01,0,CLIC
1985-07-02,0,CLIC
1985-07-03,5,CLIC
1985-07-04,0,CLIC
1985-07-05,0,CLIC
1985-07-06,0,CLIC
1985-07-07,0,CLIC
1985-07-08,0,CLIC
1985-07-09,0,CLIC
1985-07-10,0,CLIC
1985-07-11,0,CLIC
1985-07-12,0,CLIC
1985-07-13,0,CLIC
1985-07-14,0,CLIC
1985-07-15,0,CLIC
1985-07-16,0,CLIC
1985-07-17,0,CLIC
