Estación: ,C19162,VISTA HERMOSA. LINARES
2003-01-03,2.13,CLIC
2003-01-04,2.3,CLIC
2003-01-05,2.62,CLIC
2003-01-06,1.73,CLIC
2003-01-07,1.27,CLIC
2003-01-08,1.17,CLIC
2003-01-09,2.5,CLIC
2003-01-10,1.33,CLIC
2003-01-11,0.7,CLIC
2003-01-12,2.2,CLIC
2003-01-13,1.93,CLIC
2003-01-14,0.82,CLIC
2003-01-15,1.35,CLIC
2003-01-16,0.75,CLIC
2003-01-17,1.15,CLIC
2003-01-18,2.86,CLIC
2003-01-19,3.32,CLIC
2003-01-20,2.7,CLIC
2003-01-21,3.07,CLIC
2003-01-22,2.95,CLIC
2003-01-23,2.88,CLIC
2003-01-24,3.66,CLIC
2003-01-25,2.56,CLIC
2003-01-26,3.61,CLIC
2003-01-27,2.77,CLIC
2003-01-28,4.19,CLIC
2003-01-29,3.36,CLIC
2003-01-30,3.91,CLIC
2003-01-31,3.06,CLIC
2003-02-01,3.75,CLIC
2003-02-02,3.16,CLIC
2003-02-03,3.94,CLIC
2003-02-04,3.76,CLIC
2003-02-05,2.18,CLIC
2003-02-06,1.52,CLIC
2003-02-07,1.14,CLIC
2003-02-08,4.14,CLIC
2003-02-09,4.16,CLIC
2003-02-10,3.07,CLIC
2003-02-11,4.15,CLIC
2003-02-12,4.15,CLIC
2003-02-13,4.89,CLIC
2003-02-14,3.64,CLIC
2003-02-15,6.15,CLIC
2003-02-16,3.74,CLIC
2003-02-17,2.48,CLIC
2003-02-18,0.3,CLIC
2003-02-19,3.77,CLIC
2003-02-20,4.53,CLIC
2003-02-21,4.2,CLIC
2003-02-22,4.67,CLIC
2003-02-23,5.41,CLIC
2003-02-24,5.02,CLIC
2003-02-25,1.31,CLIC
2003-02-26,4.89,CLIC
2003-02-27,4.05,CLIC
2003-02-28,6.15,CLIC
2003-03-01,4.45,CLIC
2003-03-02,5.95,CLIC
2003-03-03,5.02,CLIC
2003-03-04,5.26,CLIC
2003-03-05,5.93,CLIC
2003-03-06,5.35,CLIC
2003-03-07,6.56,CLIC
2003-03-08,5.24,CLIC
2003-03-09,6.02,CLIC
2003-03-10,2.7,CLIC
2003-03-11,2.87,CLIC
2003-03-12,1.38,CLIC
2003-03-13,1.4,CLIC
2003-03-14,2.3,CLIC
2003-03-15,3.53,CLIC
2003-03-16,5.33,CLIC
2003-03-17,4.79,CLIC
2003-03-18,3.98,CLIC
2003-03-19,3.37,CLIC
2003-03-20,3.38,CLIC
2003-03-21,5.62,CLIC
2003-03-22,3.45,CLIC
2003-03-23,5.43,CLIC
2003-03-24,3.02,CLIC
2003-03-25,1.34,CLIC
2003-03-26,3.76,CLIC
2003-03-27,4.83,CLIC
2003-03-28,4.78,CLIC
2003-03-29,3.89,CLIC
2003-03-30,6.18,CLIC
2003-03-31,4.17,CLIC
2003-04-01,4.05,CLIC
2003-04-02,5.1,CLIC
2003-04-03,4.58,CLIC
2003-04-04,5.07,CLIC
2003-04-05,5.16,CLIC
2003-04-06,5.62,CLIC
2003-04-07,3.97,CLIC
2003-04-08,2.45,CLIC
2003-04-09,3.15,CLIC
2003-04-10,4.9,CLIC
2003-04-11,7.78,CLIC
2003-04-12,5.24,CLIC
2003-04-13,4.91,CLIC
2003-04-14,4.75,CLIC
2003-04-15,4.66,CLIC
2003-04-16,5.66,CLIC
2003-04-17,4.05,CLIC
2003-04-18,3.82,CLIC
2003-04-19,4.06,CLIC
2003-04-20,4.17,CLIC
2003-04-21,1.37,CLIC
2003-04-22,4.47,CLIC
2003-04-23,5.1,CLIC
2003-04-24,4.29,CLIC
2003-04-25,5.52,CLIC
2003-04-26,5.86,CLIC
2003-04-27,5.63,CLIC
2003-04-28,6.03,CLIC
2003-04-29,2.85,CLIC
2003-04-30,5.44,CLIC
2003-05-01,4.09,CLIC
2003-05-02,5.44,CLIC
2003-05-03,5.34,CLIC
2003-05-04,4.75,CLIC
2003-05-05,8.18,CLIC
2003-05-06,7.11,CLIC
2003-05-07,5.35,CLIC
2003-05-08,4.55,CLIC
2003-05-09,7.72,CLIC
2003-05-10,10.2,CLIC
2003-05-11,1.84,CLIC
2003-05-12,4.89,CLIC
2003-05-13,5.41,CLIC
2003-05-14,5.81,CLIC
2003-05-15,5.6,CLIC
2003-05-16,5.46,CLIC
2003-05-17,5.99,CLIC
2003-05-18,7.93,CLIC
2003-05-19,7.5,CLIC
2003-05-20,8.28,CLIC
2003-05-21,5.09,CLIC
2003-05-22,7.58,CLIC
2003-05-23,4.11,CLIC
2003-05-24,4.71,CLIC
2003-05-25,4.19,CLIC
2003-05-26,4.04,CLIC
2003-05-27,3.75,CLIC
2003-05-28,4.25,CLIC
2003-05-29,4.2,CLIC
2003-05-30,5.19,CLIC
2003-05-31,8.21,CLIC
2003-06-01,5.05,CLIC
2003-06-02,7.13,CLIC
2003-06-03,7.22,CLIC
2003-06-04,6.76,CLIC
2003-06-05,4.86,CLIC
2003-06-06,7.23,CLIC
2003-06-07,4.67,CLIC
2003-06-08,4.53,CLIC
2003-06-09,7.12,CLIC
2003-06-10,6.78,CLIC
2003-06-11,5.22,CLIC
2003-06-12,6.64,CLIC
2003-06-13,6.11,CLIC
2003-06-14,6.28,CLIC
2003-06-15,4.2,CLIC
2003-06-16,6.75,CLIC
2003-06-17,4.19,CLIC
2003-06-18,3.48,CLIC
2003-06-19,5.11,CLIC
2003-06-20,4.97,CLIC
2003-06-21,5.38,CLIC
2003-06-22,6.07,CLIC
2003-06-23,8.08,CLIC
2003-06-24,5.51,CLIC
2003-06-25,5.06,CLIC
2003-06-26,2.9,CLIC
2003-06-27,2.64,CLIC
2003-06-28,5.73,CLIC
2003-06-29,2.81,CLIC
2003-06-30,4.2,CLIC
2003-07-01,1.26,CLIC
2003-07-02,2.13,CLIC
2003-07-03,5.07,CLIC
2003-07-04,4.76,CLIC
2003-07-05,4.84,CLIC
2003-07-06,1.62,CLIC
2003-07-07,5.09,CLIC
2003-07-08,4.78,CLIC
2003-07-09,5.2,CLIC
2003-07-10,6.31,CLIC
2003-07-11,5.13,CLIC
2003-07-12,6.76,CLIC
2003-07-13,6.24,CLIC
2003-07-14,5.93,CLIC
2003-07-15,5.12,CLIC
2003-07-16,6.83,CLIC
2003-07-17,5.86,CLIC
2003-07-18,6.07,CLIC
2003-07-19,5.39,CLIC
2003-07-20,8.17,CLIC
2003-07-21,7.06,CLIC
2003-07-22,8.02,CLIC
2003-07-23,6.19,CLIC
2003-07-24,6.69,CLIC
2003-07-25,7.36,CLIC
2003-07-26,3.19,CLIC
2003-07-27,3.88,CLIC
2003-07-28,4.85,CLIC
2003-07-29,5.81,CLIC
2003-07-30,5.74,CLIC
2003-07-31,5.86,CLIC
2003-08-01,7.51,CLIC
2003-08-02,4.98,CLIC
2003-08-03,6.34,CLIC
2003-08-04,7.71,CLIC
2003-08-05,6.88,CLIC
2003-08-06,7.74,CLIC
2003-08-07,4.88,CLIC
2003-08-08,6.6,CLIC
2003-08-09,7.66,CLIC
2003-08-10,5.89,CLIC
2003-08-11,5.88,CLIC
2003-08-12,3.6,CLIC
2003-08-13,2.15,CLIC
2003-08-14,1.4,CLIC
2003-08-15,1.9,CLIC
2003-08-16,0,CLIC
2003-08-17,3.9,CLIC
2003-08-18,5.18,CLIC
2003-08-19,6.46,CLIC
2003-08-20,3.93,CLIC
2003-08-21,5.53,CLIC
2003-08-22,5.86,CLIC
2003-08-23,1.04,CLIC
2003-08-24,4.88,CLIC
2003-08-25,5.08,CLIC
2003-08-26,4.86,CLIC
2003-08-27,4.46,CLIC
2003-08-28,6.77,CLIC
2003-08-29,5.42,CLIC
2003-08-30,6.43,CLIC
2003-08-31,1.35,CLIC
2003-09-01,4.85,CLIC
2003-09-02,3.52,CLIC
2003-09-03,2.9,CLIC
2003-09-04,1.1,CLIC
2003-09-05,1.35,CLIC
2003-09-06,3,CLIC
2003-09-07,2.81,CLIC
2003-09-08,3.32,CLIC
2003-09-09,6.73,CLIC
2003-09-10,4.87,CLIC
2003-09-11,7.09,CLIC
2003-09-12,0.29,CLIC
2003-09-13,2.86,CLIC
2003-09-14,1.2,CLIC
2003-09-15,2.79,CLIC
2003-09-16,3.1,CLIC
2003-09-17,2.67,CLIC
2003-09-18,1.29,CLIC
2003-09-19,0.9,CLIC
2003-09-20,1,CLIC
2003-09-21,0.95,CLIC
2003-09-22,0.8,CLIC
2003-09-23,1.4,CLIC
2003-09-24,1.19,CLIC
2003-09-25,3.08,CLIC
2003-09-26,2.92,CLIC
2003-09-27,3.13,CLIC
2003-09-28,1.71,CLIC
2003-09-29,3.89,CLIC
2003-09-30,3.85,CLIC
2003-10-01,4.16,CLIC
2003-10-02,3.61,CLIC
2003-10-03,5.41,CLIC
2003-10-04,4.76,CLIC
2003-10-05,3.72,CLIC
2003-10-06,4.89,CLIC
2003-10-07,5.12,CLIC
2003-10-08,2.37,CLIC
2003-10-09,1.65,CLIC
2003-10-10,1.31,CLIC
2003-10-11,2.92,CLIC
2003-10-12,3.13,CLIC
2003-10-13,3.26,CLIC
2003-10-14,4.09,CLIC
2003-10-15,2.92,CLIC
2003-10-16,4.86,CLIC
2003-10-17,4.67,CLIC
2003-10-18,3.42,CLIC
2003-10-19,2.05,CLIC
2003-10-20,2.9,CLIC
2003-10-21,3.05,CLIC
2003-10-22,4.53,CLIC
2003-10-23,4.33,CLIC
2003-10-24,4.58,CLIC
2003-10-25,1.18,CLIC
2003-10-26,1.1,CLIC
2003-10-27,0.92,CLIC
2003-10-28,3.08,CLIC
2003-10-29,4.29,CLIC
2003-10-30,3.22,CLIC
2003-10-31,1.75,CLIC
2003-11-01,0.48,CLIC
2003-11-02,2.35,CLIC
2003-11-03,3.07,CLIC
2003-11-04,1.4,CLIC
2003-11-05,3.42,CLIC
2003-11-06,2.42,CLIC
2003-11-07,1.58,CLIC
2003-11-08,0.5,CLIC
2003-11-09,0.52,CLIC
2003-11-10,1.46,CLIC
2003-11-11,2.31,CLIC
2003-11-12,3.11,CLIC
2003-11-13,2.62,CLIC
2003-11-14,2.48,CLIC
2003-11-15,1.64,CLIC
2003-11-16,2.18,CLIC
2003-11-17,1.44,CLIC
2003-11-18,4.42,CLIC
2003-11-19,4.02,CLIC
2003-11-20,4.26,CLIC
2003-11-21,2.31,CLIC
2003-11-22,3.05,CLIC
2003-11-23,3.05,CLIC
2003-11-24,2.62,CLIC
2003-11-25,1.31,CLIC
2003-11-26,2.94,CLIC
2003-11-27,4.6,CLIC
2003-11-28,2.38,CLIC
2003-11-29,4.22,CLIC
2003-11-30,2.69,CLIC
2003-12-01,0.33,CLIC
2003-12-02,0.67,CLIC
2003-12-03,1.41,CLIC
2003-12-04,5.49,CLIC
2003-12-05,0.9,CLIC
2003-12-06,1.73,CLIC
2003-12-07,0.18,CLIC
2003-12-08,3.19,CLIC
2003-12-09,1.6,CLIC
2003-12-10,1.28,CLIC
2003-12-11,1.82,CLIC
2003-12-12,0.91,CLIC
2003-12-13,0.26,CLIC
2003-12-14,1.56,CLIC
2003-12-15,1.3,CLIC
2003-12-16,2.07,CLIC
2003-12-17,3.81,CLIC
2003-12-18,2.54,CLIC
2003-12-19,3.3,CLIC
2003-12-20,2.34,CLIC
2003-12-21,2.74,CLIC
2003-12-22,3.56,CLIC
2003-12-23,2.89,CLIC
2003-12-24,3.42,CLIC
2003-12-25,3.56,CLIC
2003-12-26,3.92,CLIC
2003-12-27,2.64,CLIC
2003-12-28,4.08,CLIC
2003-12-29,2.9,CLIC
2003-12-30,1.18,CLIC
2003-12-31,2.16,CLIC
2004-01-01,0.16,CLIC
2004-01-02,0.9,CLIC
2004-01-03,2.02,CLIC
2004-01-04,4.63,CLIC
2004-01-05,0.23,CLIC
2004-01-06,3.31,CLIC
2004-01-07,2,CLIC
2004-01-08,2.31,CLIC
2004-01-09,1.22,CLIC
2004-01-10,4.03,CLIC
2004-01-11,1.65,CLIC
2004-01-12,1.39,CLIC
2004-01-13,2.34,CLIC
2004-01-14,1.92,CLIC
2004-01-15,2.44,CLIC
2004-01-16,1.46,CLIC
2004-01-17,1.87,CLIC
2004-01-18,1.17,CLIC
2004-01-19,1.13,CLIC
2004-01-20,1.75,CLIC
2004-01-21,0.13,CLIC
2004-01-22,0.15,CLIC
2004-01-23,0.05,CLIC
2004-01-24,2.08,CLIC
2004-01-25,3.12,CLIC
2004-01-26,2.15,CLIC
2004-01-27,3.23,CLIC
2004-01-28,3.78,CLIC
2004-01-29,2.65,CLIC
2004-01-30,0.34,CLIC
2004-01-31,3.04,CLIC
2004-02-01,1.86,CLIC
2004-02-02,2.55,CLIC
2004-02-03,1.6,CLIC
2004-02-04,0.9,CLIC
2004-02-05,1.75,CLIC
2004-02-06,0.61,CLIC
2004-02-07,1.4,CLIC
2004-02-08,1.28,CLIC
2004-02-09,1.88,CLIC
2004-02-10,2.11,CLIC
2004-02-11,1.56,CLIC
2004-02-12,0.25,CLIC
2004-02-13,0.15,CLIC
2004-02-14,0.68,CLIC
2004-02-15,0.87,CLIC
2004-02-16,1.89,CLIC
2004-02-17,1.61,CLIC
2004-02-18,2.33,CLIC
2004-02-19,3.86,CLIC
2004-02-20,4.92,CLIC
2004-02-21,2.5,CLIC
2004-02-22,3.72,CLIC
2004-02-23,4.76,CLIC
2004-02-24,4.61,CLIC
2004-02-25,5.53,CLIC
2004-02-26,3.91,CLIC
2004-02-27,5.72,CLIC
2004-02-28,5.32,CLIC
2004-02-29,4.93,CLIC
2004-03-01,5.13,CLIC
2004-03-02,4.69,CLIC
2004-03-03,3.83,CLIC
2004-03-04,3.82,CLIC
2004-03-05,3.93,CLIC
2004-03-06,3.76,CLIC
2004-03-07,2.04,CLIC
2004-03-08,3.7,CLIC
2004-03-09,3.96,CLIC
2004-03-10,3.9,CLIC
2004-03-11,2.85,CLIC
2004-03-12,3.16,CLIC
2004-03-13,2.94,CLIC
2004-03-14,3.02,CLIC
2004-03-15,3.31,CLIC
2004-03-16,4.57,CLIC
2004-03-17,3.06,CLIC
2004-03-18,3.14,CLIC
2004-03-19,3.18,CLIC
2004-03-20,1.82,CLIC
2004-03-21,0.91,CLIC
2004-03-22,2.92,CLIC
2004-03-23,4.03,CLIC
2004-03-24,3.74,CLIC
2004-03-25,3.27,CLIC
2004-03-26,3.97,CLIC
2004-03-27,1.45,CLIC
2004-03-28,1.7,CLIC
2004-03-29,2.61,CLIC
2004-03-30,2.39,CLIC
2004-03-31,1.83,CLIC
2004-04-01,3.12,CLIC
2004-04-02,2.89,CLIC
2004-04-03,5.21,CLIC
2004-04-04,4.03,CLIC
2004-04-05,5.55,CLIC
2004-04-06,4.21,CLIC
2004-04-07,4.76,CLIC
2004-04-08,4.21,CLIC
2004-04-09,6.32,CLIC
2004-04-10,4.47,CLIC
2004-04-11,5.05,CLIC
2004-04-12,4.35,CLIC
2004-04-13,1.1,CLIC
2004-04-14,5.4,CLIC
2004-04-15,5.32,CLIC
2004-04-16,4.25,CLIC
2004-04-17,3.71,CLIC
2004-04-18,6.65,CLIC
2004-04-19,7.45,CLIC
2004-04-20,4.65,CLIC
2004-04-21,4.25,CLIC
2004-04-22,5.29,CLIC
2004-04-23,6.87,CLIC
2004-04-24,4.06,CLIC
2004-04-25,3.07,CLIC
2004-04-26,1.55,CLIC
2004-04-27,3.85,CLIC
2004-04-28,4.92,CLIC
2004-04-29,3.13,CLIC
2004-04-30,3.04,CLIC
2004-05-01,3.78,CLIC
2004-05-02,3.76,CLIC
2004-05-03,2.67,CLIC
2004-05-04,4.76,CLIC
2004-05-05,2.69,CLIC
2004-05-06,4.2,CLIC
2004-05-07,2.8,CLIC
2004-05-08,2.1,CLIC
2004-05-09,4.18,CLIC
2004-05-10,2.72,CLIC
2004-05-11,3.67,CLIC
2004-05-12,4.55,CLIC
2004-05-13,1.88,CLIC
2004-05-14,2.8,CLIC
2004-05-15,2.85,CLIC
2004-05-16,3.93,CLIC
2004-05-17,3.12,CLIC
2004-05-18,3.05,CLIC
2004-05-19,3.9,CLIC
2004-05-20,4.5,CLIC
2004-05-21,4.25,CLIC
2004-05-22,4.18,CLIC
2004-05-23,3.54,CLIC
2004-05-24,5.38,CLIC
2004-05-25,5.54,CLIC
2004-05-26,5.67,CLIC
2004-05-27,5.68,CLIC
2004-05-28,6.31,CLIC
2004-05-29,4.1,CLIC
2004-05-30,5.85,CLIC
2004-05-31,4.93,CLIC
2004-06-01,4.58,CLIC
2004-06-02,6.24,CLIC
2004-06-03,6.91,CLIC
2004-06-04,6.69,CLIC
2004-06-05,6.36,CLIC
2004-06-06,6.47,CLIC
2004-06-07,6.12,CLIC
2004-06-08,5.19,CLIC
2004-06-09,3.89,CLIC
2004-06-10,5.98,CLIC
2004-06-11,6.52,CLIC
2004-06-12,5.78,CLIC
2004-06-13,7.09,CLIC
2004-06-14,6.8,CLIC
2004-06-15,5.23,CLIC
2004-06-16,7.48,CLIC
2004-06-17,5.14,CLIC
2004-06-18,4.83,CLIC
2004-06-19,5.74,CLIC
2004-06-20,4.36,CLIC
2004-06-21,5.35,CLIC
2004-06-22,6.48,CLIC
2004-06-23,6.24,CLIC
2004-06-24,5.38,CLIC
2004-06-25,1.45,CLIC
2004-06-26,6.09,CLIC
2004-06-27,4.63,CLIC
2004-06-28,7.58,CLIC
2004-06-29,9.26,CLIC
2004-06-30,5.31,CLIC
2004-07-01,8.89,CLIC
2004-07-02,5.49,CLIC
2004-07-03,4.74,CLIC
2004-07-04,6.57,CLIC
2004-07-05,5.1,CLIC
2004-07-06,6.13,CLIC
2004-07-07,7.45,CLIC
2004-07-08,5.82,CLIC
2004-07-09,6.87,CLIC
2004-07-10,7.41,CLIC
2004-07-11,4.69,CLIC
2004-07-12,6.67,CLIC
2004-07-13,7.54,CLIC
2004-07-14,7.25,CLIC
2004-07-15,5.95,CLIC
2004-07-16,5.57,CLIC
2004-07-17,6.29,CLIC
2004-07-18,5.48,CLIC
2004-07-19,3.19,CLIC
2004-07-20,6.17,CLIC
2004-07-21,0,CLIC
2004-07-22,1.04,CLIC
2004-07-23,5.69,CLIC
2004-07-24,4.71,CLIC
2004-07-25,5.37,CLIC
2004-07-26,6.14,CLIC
2004-07-27,3.35,CLIC
2004-07-28,5.56,CLIC
2004-07-29,3.69,CLIC
2004-07-30,5.05,CLIC
2004-07-31,3.53,CLIC
2004-08-01,3.8,CLIC
2004-08-02,3.44,CLIC
2004-08-03,5.88,CLIC
2004-08-04,7.32,CLIC
2004-08-05,7.35,CLIC
2004-08-06,5.5,CLIC
2004-08-07,4.13,CLIC
2004-08-08,3.83,CLIC
2004-08-09,0,CLIC
2004-08-10,5.7,CLIC
2004-08-11,4.9,CLIC
2004-08-12,3.83,CLIC
2004-08-13,5.67,CLIC
2004-08-14,8.95,CLIC
2004-08-15,4.96,CLIC
2004-08-16,5.49,CLIC
2004-08-17,2.18,CLIC
2004-08-18,7.86,CLIC
2004-08-19,7.85,CLIC
2004-08-20,9.25,CLIC
2004-08-21,7.39,CLIC
2004-08-22,3.92,CLIC
2004-08-23,6.2,CLIC
2004-08-24,5.1,CLIC
2004-08-25,5.15,CLIC
2004-08-26,7.53,CLIC
2004-08-27,3.87,CLIC
2004-08-28,5.38,CLIC
2004-08-29,3.1,CLIC
2004-08-30,3.45,CLIC
2004-08-31,3.7,CLIC
2004-09-03,1.4,CLIC
2004-09-04,3.1,CLIC
2004-09-05,3.2,CLIC
2004-09-06,5.6,CLIC
2004-09-07,3.4,CLIC
2004-09-08,4.74,CLIC
2004-09-09,5.09,CLIC
2004-09-10,2.99,CLIC
2004-09-11,2.98,CLIC
2004-09-12,5.52,CLIC
2004-09-13,3.31,CLIC
2004-09-14,6.24,CLIC
2004-09-15,2.27,CLIC
2004-09-16,4.93,CLIC
2004-09-17,5.93,CLIC
2004-09-18,3.1,CLIC
2004-09-19,3.26,CLIC
2004-09-20,4.9,CLIC
2004-09-21,4.18,CLIC
2004-09-22,4.36,CLIC
2004-09-23,2.89,CLIC
2004-09-24,3.91,CLIC
2004-09-25,3.72,CLIC
2004-09-26,3.5,CLIC
2004-09-27,3.14,CLIC
2004-09-28,2.9,CLIC
2004-09-29,3.86,CLIC
2004-09-30,4.9,CLIC
2004-10-01,3.23,CLIC
2004-10-02,2.13,CLIC
2004-10-03,2.42,CLIC
2004-10-04,3.7,CLIC
2004-10-05,4.3,CLIC
2004-10-06,4.2,CLIC
2004-10-07,3.52,CLIC
2004-10-08,1.43,CLIC
2004-10-09,3.95,CLIC
2004-10-10,4.02,CLIC
2004-10-11,2.64,CLIC
2004-10-12,2.62,CLIC
2004-10-13,2.09,CLIC
2004-10-14,4.48,CLIC
2004-10-15,1.38,CLIC
2004-10-16,2.17,CLIC
2004-10-17,2.5,CLIC
2004-10-18,1.7,CLIC
2004-10-19,2.18,CLIC
2004-10-20,1.62,CLIC
2004-10-21,3.42,CLIC
2004-10-22,4.8,CLIC
2004-10-23,1.96,CLIC
2004-10-24,3.15,CLIC
2004-10-25,3.43,CLIC
2004-10-26,3.89,CLIC
2004-10-27,3.06,CLIC
2004-10-28,3.89,CLIC
2004-10-29,3.34,CLIC
2004-10-30,4.45,CLIC
2004-10-31,3.18,CLIC
2004-11-01,4.12,CLIC
2004-11-02,3.87,CLIC
2004-11-03,2.75,CLIC
2004-11-04,2.56,CLIC
2004-11-05,4.67,CLIC
2004-11-06,3.01,CLIC
2004-11-07,4.15,CLIC
2004-11-08,3.56,CLIC
2004-11-09,4.4,CLIC
2004-11-10,5.01,CLIC
2004-11-11,4.61,CLIC
2004-11-12,3.58,CLIC
2004-11-13,5.76,CLIC
2004-11-14,4.51,CLIC
2004-11-15,4.59,CLIC
2004-11-16,4.3,CLIC
2004-11-17,3.73,CLIC
2004-11-18,6.38,CLIC
2004-11-19,5.27,CLIC
2004-11-20,4.57,CLIC
2004-11-21,5.73,CLIC
2004-11-22,3.87,CLIC
2004-11-23,4.65,CLIC
2004-11-24,6.6,CLIC
2004-11-25,5.07,CLIC
2004-11-26,5.45,CLIC
2004-11-27,4.95,CLIC
2004-11-28,4.88,CLIC
2004-11-29,4.49,CLIC
2004-11-30,3.3,CLIC
2004-12-01,5.56,CLIC
2004-12-02,4.48,CLIC
2004-12-03,4.84,CLIC
2004-12-04,4.12,CLIC
2004-12-05,2.68,CLIC
2004-12-06,2.79,CLIC
2004-12-07,2.56,CLIC
2004-12-08,3.01,CLIC
2004-12-09,2.1,CLIC
2004-12-10,2.3,CLIC
2004-12-11,1.9,CLIC
2004-12-12,1.3,CLIC
2004-12-13,2.58,CLIC
2004-12-14,2.69,CLIC
2004-12-15,2.4,CLIC
2004-12-16,2.46,CLIC
2004-12-17,2.34,CLIC
2004-12-18,3.05,CLIC
2004-12-19,2.97,CLIC
2004-12-20,2.96,CLIC
2004-12-21,2.92,CLIC
2004-12-22,2.88,CLIC
2004-12-23,3.3,CLIC
2004-12-24,1.07,CLIC
2004-12-25,3.7,CLIC
2004-12-26,4.45,CLIC
2004-12-27,3.29,CLIC
2004-12-28,3.88,CLIC
2004-12-29,3.66,CLIC
2004-12-30,3.91,CLIC
2004-12-31,2.61,CLIC
2005-01-01,2.44,CLIC
2005-01-02,2.71,CLIC
2005-01-03,4.18,CLIC
2005-01-04,2.39,CLIC
2005-01-05,3.5,CLIC
2005-01-06,4.66,CLIC
2005-01-07,2.53,CLIC
2005-01-08,2.43,CLIC
2005-01-09,3.71,CLIC
2005-01-10,3.74,CLIC
2005-01-11,1.76,CLIC
2005-01-12,2.61,CLIC
2005-01-13,3.04,CLIC
2005-01-14,3.6,CLIC
2005-01-15,2.59,CLIC
2005-01-16,3.06,CLIC
2005-01-17,3.7,CLIC
2005-01-18,4.06,CLIC
2005-01-19,3.42,CLIC
2005-01-20,3.87,CLIC
2005-01-21,2.87,CLIC
2005-01-22,4.43,CLIC
2005-01-23,4.49,CLIC
2005-01-24,2.86,CLIC
2005-01-25,3.89,CLIC
2005-01-26,2.44,CLIC
2005-01-27,2.89,CLIC
2005-01-28,3.9,CLIC
2005-01-29,5.5,CLIC
2005-01-30,4.11,CLIC
2005-01-31,2.43,CLIC
2005-02-01,0.37,CLIC
2005-02-02,1.11,CLIC
2005-02-03,0.36,CLIC
2005-02-04,1.85,CLIC
2005-02-05,2.5,CLIC
2005-02-06,3.66,CLIC
2005-02-07,3.45,CLIC
2005-02-08,2.54,CLIC
2005-02-09,2.46,CLIC
2005-02-10,4.6,CLIC
2005-02-11,3.66,CLIC
2005-02-12,4.62,CLIC
2005-02-13,5.37,CLIC
2005-02-14,5.12,CLIC
2005-02-15,2.82,CLIC
2005-02-16,3.83,CLIC
2005-02-17,0.53,CLIC
2005-02-18,0.82,CLIC
2005-02-19,1.45,CLIC
2005-02-20,2.3,CLIC
2005-02-21,1.73,CLIC
2005-02-22,1.48,CLIC
2005-02-23,1.61,CLIC
2005-02-24,0.32,CLIC
2005-02-25,1,CLIC
2005-02-26,2.6,CLIC
2005-02-27,2.57,CLIC
2005-02-28,3.46,CLIC
2005-03-01,4.62,CLIC
2005-03-02,2.29,CLIC
2005-03-03,2.26,CLIC
2005-03-04,2.08,CLIC
2005-03-05,2.32,CLIC
2005-03-06,0.72,CLIC
2005-03-07,1.73,CLIC
2005-03-08,3.31,CLIC
2005-03-09,2.82,CLIC
2005-03-10,2.02,CLIC
2005-03-11,2.64,CLIC
2005-03-12,4.03,CLIC
2005-03-13,2.4,CLIC
2005-03-14,1.75,CLIC
2005-03-15,1.5,CLIC
2005-03-16,2.82,CLIC
2005-03-17,5.13,CLIC
2005-03-18,4.89,CLIC
2005-03-19,5.09,CLIC
2005-03-20,5.49,CLIC
2005-03-21,5,CLIC
2005-03-22,5.03,CLIC
2005-03-23,6.2,CLIC
2005-03-24,4.21,CLIC
2005-03-25,4.3,CLIC
2005-03-26,3.6,CLIC
2005-03-27,5.86,CLIC
2005-03-28,2.95,CLIC
2005-03-29,3.84,CLIC
2005-03-30,3.29,CLIC
2005-03-31,2.94,CLIC
2005-04-01,3.84,CLIC
2005-04-02,4.42,CLIC
2005-04-03,4.43,CLIC
2005-04-04,4.45,CLIC
2005-04-05,5.52,CLIC
2005-04-06,4.35,CLIC
2005-04-07,3.5,CLIC
2005-04-08,5.17,CLIC
2005-04-09,3.56,CLIC
2005-04-10,6.07,CLIC
2005-04-11,5.09,CLIC
2005-04-12,5.26,CLIC
2005-04-13,5.5,CLIC
2005-04-14,8.28,CLIC
2005-04-15,3.86,CLIC
2005-04-16,3.18,CLIC
2005-04-17,3.66,CLIC
2005-04-18,3.89,CLIC
2005-04-19,5.36,CLIC
2005-04-20,5.16,CLIC
2005-04-21,3.09,CLIC
2005-04-22,3.22,CLIC
2005-04-23,1.3,CLIC
2005-04-24,5.62,CLIC
2005-04-25,5.48,CLIC
2005-04-26,1.4,CLIC
2005-04-27,3.65,CLIC
2005-04-28,2.43,CLIC
2005-04-29,6.94,CLIC
2005-04-30,3.79,CLIC
2005-05-01,1.59,CLIC
2005-05-02,0.8,CLIC
2005-05-03,0.7,CLIC
2005-05-04,0.62,CLIC
2005-05-05,0.3,CLIC
2005-05-06,0.8,CLIC
2005-05-07,3.86,CLIC
2005-05-08,5.4,CLIC
2005-05-09,4.93,CLIC
2005-05-10,3.31,CLIC
2005-05-11,6.26,CLIC
2005-05-12,4.12,CLIC
2005-05-13,3.34,CLIC
2005-05-14,3.18,CLIC
2005-05-15,4.86,CLIC
2005-05-16,3.23,CLIC
2005-05-17,1.77,CLIC
2005-05-18,7.91,CLIC
2005-05-19,7.91,CLIC
2005-05-20,2.24,CLIC
2005-05-21,5.96,CLIC
2005-05-22,7.04,CLIC
2005-05-23,7.51,CLIC
2005-05-24,7.12,CLIC
2005-05-25,4.38,CLIC
2005-05-26,2.71,CLIC
2005-05-27,2.06,CLIC
