Estación: ,C19264,DR. COSS
2017-02-14,8.06,CLIC
2017-02-15,2.94,CLIC
2017-02-16,2.49,CLIC
2017-02-17,5.04,CLIC
2017-02-18,2.07,CLIC
2017-02-19,4.69,CLIC
2017-02-20,4.56,CLIC
2017-02-21,6.73,CLIC
2017-02-22,4.11,CLIC
2017-02-23,6.11,CLIC
2017-02-24,6.8,CLIC
2017-02-25,2.84,CLIC
2017-02-26,3.26,CLIC
2017-02-27,4.37,CLIC
2017-02-28,9.46,CLIC
2017-03-01,4.51,CLIC
2017-03-02,5.27,CLIC
2017-03-03,3.87,CLIC
2017-03-04,2.85,CLIC
2017-03-05,1.3,CLIC
2017-03-06,3.65,CLIC
2017-03-07,4.11,CLIC
2017-03-08,2.53,CLIC
2017-03-09,1.07,CLIC
2017-03-10,3.49,CLIC
2017-03-11,1.3,CLIC
2017-03-12,1.65,CLIC
2017-03-13,0.5,CLIC
2017-03-14,5.23,CLIC
2017-03-15,3.47,CLIC
2017-03-16,9.9,CLIC
2017-03-17,3.8,CLIC
2017-03-18,6.01,CLIC
2017-03-19,7.29,CLIC
2017-03-20,6.39,CLIC
2017-03-21,6.04,CLIC
2017-03-22,6.97,CLIC
2017-03-23,5.67,CLIC
2017-03-24,7.47,CLIC
2017-03-25,6.86,CLIC
2017-03-26,5.22,CLIC
2017-03-27,5.53,CLIC
2017-03-28,6.38,CLIC
2017-03-29,9.96,CLIC
2017-03-30,7.09,CLIC
2017-03-31,7.25,CLIC
2017-04-01,7.57,CLIC
2017-04-02,7.95,CLIC
2017-04-03,10.8,CLIC
2017-04-04,6.23,CLIC
2017-04-05,8.97,CLIC
2017-04-06,8.29,CLIC
2017-04-07,1.41,CLIC
2017-04-08,3.06,CLIC
2017-04-09,6.94,CLIC
2017-04-10,6.07,CLIC
2017-04-11,9.63,CLIC
2017-04-12,3.21,CLIC
2017-04-13,4.79,CLIC
2017-04-14,7.25,CLIC
2017-04-15,4.73,CLIC
2017-04-16,2.97,CLIC
2017-04-17,8.65,CLIC
2017-04-18,4.51,CLIC
2017-04-19,6.09,CLIC
2017-04-20,6.07,CLIC
2017-04-21,8,CLIC
2017-04-22,8.91,CLIC
2017-04-23,5.09,CLIC
2017-04-24,5.03,CLIC
2017-04-25,8.6,CLIC
2017-04-26,8.8,CLIC
2017-04-27,8.1,CLIC
2017-04-28,6.7,CLIC
2017-04-29,11.18,CLIC
2017-04-30,9.8,CLIC
2017-05-01,9.68,CLIC
2017-05-02,8.32,CLIC
2017-05-03,6.9,CLIC
2017-05-04,8.4,CLIC
2017-05-05,9.65,CLIC
2017-05-06,7.04,CLIC
2017-05-07,6.38,CLIC
2017-05-08,2.21,CLIC
2017-05-09,6.79,CLIC
2017-05-10,5.15,CLIC
2017-05-11,5.03,CLIC
2017-05-12,10.19,CLIC
2017-05-13,7.44,CLIC
2017-05-14,8.4,CLIC
2017-05-15,6.59,CLIC
2017-05-16,7.58,CLIC
2017-05-17,6.45,CLIC
2017-05-18,7.51,CLIC
2017-05-19,9.79,CLIC
2017-05-20,4.98,CLIC
2017-05-21,2.05,CLIC
2017-05-22,1.85,CLIC
2017-05-23,4.48,CLIC
2017-05-24,6.53,CLIC
2017-05-25,6.15,CLIC
2017-05-26,6.19,CLIC
2017-05-27,8.35,CLIC
2017-05-28,2.05,CLIC
2017-05-29,2.95,CLIC
2017-05-30,6.62,CLIC
2017-05-31,5.92,CLIC
2017-06-01,7.12,CLIC
2017-06-02,3.81,CLIC
2017-06-03,4.66,CLIC
2017-06-04,7.3,CLIC
2017-06-05,7.61,CLIC
2017-06-06,9.09,CLIC
2017-06-07,9.62,CLIC
2017-06-08,9.05,CLIC
2017-06-09,8.93,CLIC
2017-06-10,9.01,CLIC
2017-06-11,8.3,CLIC
2017-06-12,7.03,CLIC
2017-06-13,10.03,CLIC
2017-06-14,7.4,CLIC
2017-06-15,11.87,CLIC
2017-06-16,10.25,CLIC
2017-06-17,8.66,CLIC
2017-06-18,9.66,CLIC
2017-06-19,10.45,CLIC
2017-06-20,7.01,CLIC
2017-06-21,10.36,CLIC
2017-06-22,11.07,CLIC
2017-06-23,9.87,CLIC
2017-06-24,12.5,CLIC
2017-06-25,5.73,CLIC
2017-06-26,8.47,CLIC
2017-06-27,5.39,CLIC
2017-06-28,5.95,CLIC
2017-06-29,8.96,CLIC
2017-06-30,7.76,CLIC
2017-07-01,8.33,CLIC
2017-07-02,9.56,CLIC
2017-07-03,8.41,CLIC
2017-07-04,10.23,CLIC
2017-07-05,8.26,CLIC
2017-07-06,7.7,CLIC
2017-07-07,8.8,CLIC
2017-07-08,2.37,CLIC
2017-07-09,8.93,CLIC
2017-07-10,8.6,CLIC
2017-07-11,4.39,CLIC
2017-07-12,2.77,CLIC
2017-07-13,5.84,CLIC
2017-07-14,8.64,CLIC
2017-07-15,11.31,CLIC
2017-07-16,6.15,CLIC
2017-07-17,6.82,CLIC
2017-07-18,8.55,CLIC
2017-07-19,10.43,CLIC
2017-07-20,9.27,CLIC
2017-07-21,9.02,CLIC
2017-07-22,10.91,CLIC
2017-07-23,8.74,CLIC
2017-07-24,10.6,CLIC
2017-07-25,8.75,CLIC
2017-07-26,9.5,CLIC
2017-07-27,9.65,CLIC
2017-07-28,9.46,CLIC
2017-07-29,9.9,CLIC
2017-07-30,10.4,CLIC
2017-07-31,8.8,CLIC
2017-08-01,9.05,CLIC
2017-08-02,9.67,CLIC
2017-08-03,4.48,CLIC
2017-08-04,4.81,CLIC
2017-08-05,7.79,CLIC
2017-08-06,2,CLIC
2017-08-07,6.8,CLIC
2017-08-08,8.2,CLIC
2017-08-09,4.78,CLIC
2017-08-10,7.01,CLIC
2017-08-11,10.22,CLIC
2017-08-12,9.99,CLIC
2017-08-13,7.6,CLIC
2017-08-14,9.97,CLIC
2017-08-15,5.81,CLIC
2017-08-16,9.89,CLIC
2017-08-17,8.49,CLIC
2017-08-18,8.34,CLIC
2017-08-19,8.07,CLIC
2017-08-20,9.16,CLIC
2017-08-21,8.68,CLIC
2017-08-22,7.78,CLIC
2017-08-23,5.54,CLIC
2017-08-24,2,CLIC
2017-08-25,5.3,CLIC
2017-08-26,8.3,CLIC
2017-08-27,11.5,CLIC
2017-08-28,7.91,CLIC
2017-08-29,8.03,CLIC
2017-08-30,10.1,CLIC
2017-08-31,7.03,CLIC
2017-09-01,1.27,CLIC
2017-09-02,7.46,CLIC
2017-09-03,6.67,CLIC
2017-09-04,2.63,CLIC
2017-09-05,3.58,CLIC
2017-09-06,3.75,CLIC
2017-09-07,7.49,CLIC
2017-09-08,4.26,CLIC
2017-09-09,4.66,CLIC
2017-09-10,6.24,CLIC
2017-09-11,7.1,CLIC
2017-09-12,8.21,CLIC
2017-09-13,7.99,CLIC
2017-09-14,6.3,CLIC
2017-09-15,8.65,CLIC
2017-09-16,6.6,CLIC
2017-09-17,6.15,CLIC
2017-09-18,6.69,CLIC
2017-09-19,7.93,CLIC
2017-09-20,7.38,CLIC
2017-09-21,4.06,CLIC
2017-09-22,6.19,CLIC
2017-09-23,7.04,CLIC
2017-09-24,6.93,CLIC
2017-09-25,5.43,CLIC
2017-09-26,4.66,CLIC
2017-09-27,4.95,CLIC
2017-09-28,3.94,CLIC
2017-09-29,3.84,CLIC
2017-09-30,2.76,CLIC
2017-10-01,3.94,CLIC
2017-10-02,3.35,CLIC
2017-10-03,0.86,CLIC
2017-10-04,1.59,CLIC
2017-10-05,0.86,CLIC
2017-10-06,2.66,CLIC
2017-10-07,4.82,CLIC
2017-10-08,3.32,CLIC
2017-10-09,4.33,CLIC
2017-10-10,2.72,CLIC
2017-10-11,1.18,CLIC
2017-10-12,1.54,CLIC
2017-10-13,1.96,CLIC
2017-10-14,2.25,CLIC
2017-10-15,8.06,CLIC
2017-10-16,3.15,CLIC
2017-10-17,3.14,CLIC
2017-10-18,3.65,CLIC
2017-10-19,3.01,CLIC
2017-10-20,1.77,CLIC
2017-10-21,2.59,CLIC
2017-10-22,3.69,CLIC
2017-10-23,2.96,CLIC
2017-10-24,3.86,CLIC
2017-10-25,2.23,CLIC
2017-10-26,2.07,CLIC
2017-10-27,5.71,CLIC
2017-10-28,1.75,CLIC
2017-10-29,3.73,CLIC
2017-10-30,2,CLIC
2017-10-31,3.03,CLIC
2017-11-01,1.75,CLIC
2017-11-02,2.97,CLIC
2017-11-03,4.38,CLIC
2017-11-04,3.42,CLIC
2017-11-05,2.88,CLIC
2017-11-06,3.96,CLIC
2017-11-07,1.16,CLIC
2017-11-08,4.08,CLIC
2017-11-09,2.22,CLIC
2017-11-10,1.19,CLIC
2017-11-11,1.01,CLIC
2017-11-12,1.28,CLIC
2017-11-13,1.24,CLIC
2017-11-14,2.1,CLIC
2017-11-15,2.4,CLIC
2017-11-16,3.07,CLIC
2017-11-17,1.44,CLIC
2017-11-18,4.29,CLIC
2017-11-19,3.42,CLIC
2017-11-20,1.5,CLIC
2017-11-21,2.67,CLIC
2017-11-22,3.46,CLIC
2017-11-23,2.3,CLIC
2017-11-24,2.9,CLIC
2017-11-25,2.75,CLIC
2017-11-26,1.8,CLIC
2017-11-27,1.09,CLIC
2017-11-28,1.31,CLIC
2017-11-29,1.8,CLIC
2017-11-30,2.75,CLIC
2017-12-01,2.16,CLIC
2017-12-02,0.9,CLIC
2017-12-03,1.95,CLIC
2017-12-04,3.2,CLIC
2017-12-05,1.95,CLIC
2017-12-06,2.5,CLIC
2017-12-07,0.23,CLIC
2017-12-08,0.59,CLIC
2017-12-09,2.48,CLIC
2017-12-10,0.03,CLIC
2017-12-13,6.55,CLIC
2017-12-14,0.05,CLIC
2017-12-15,0.4,CLIC
2017-12-16,0.7,CLIC
2017-12-17,1,CLIC
2017-12-18,0.55,CLIC
2017-12-19,0.05,CLIC
2017-12-20,2,CLIC
2017-12-21,3.3,CLIC
2017-12-22,2.3,CLIC
2017-12-23,3.48,CLIC
2017-12-24,1.42,CLIC
2017-12-25,0.02,CLIC
2017-12-26,0.03,CLIC
2017-12-27,0.05,CLIC
2017-12-28,0.12,CLIC
2017-12-29,0.03,CLIC
2017-12-30,0.05,CLIC
2017-12-31,0.1,CLIC
2018-01-01,0.05,CLIC
2018-01-02,0.01,CLIC
2018-01-03,1.4,CLIC
2018-01-04,2.27,CLIC
2018-01-05,1.13,CLIC
2018-01-06,1.17,CLIC
2018-01-07,0.23,CLIC
2018-01-08,4.02,CLIC
2018-01-09,0.7,CLIC
2018-01-10,0.45,CLIC
2018-01-11,5.83,CLIC
2018-01-12,2.62,CLIC
2018-01-13,2.5,CLIC
2018-01-14,1.8,CLIC
2018-01-15,0.65,CLIC
2018-01-16,0.8,CLIC
2018-01-17,1.48,CLIC
2018-01-18,0.12,CLIC
2018-01-19,0.23,CLIC
2018-01-20,1,CLIC
2018-01-21,2.11,CLIC
2018-01-22,2.88,CLIC
2018-01-23,2.59,CLIC
2018-01-24,1.24,CLIC
2018-01-25,0.15,CLIC
2018-01-26,0.02,CLIC
2018-01-27,3.43,CLIC
2018-01-28,1.04,CLIC
2018-01-29,2.31,CLIC
2018-01-30,2.18,CLIC
2018-01-31,1.87,CLIC
2018-02-01,3.18,CLIC
2018-02-02,2.57,CLIC
2018-02-03,1.45,CLIC
2018-02-04,2.48,CLIC
2018-02-05,1.21,CLIC
2018-02-06,2.16,CLIC
2018-02-07,0.31,CLIC
2018-02-08,0.96,CLIC
2018-02-09,0.55,CLIC
2018-02-10,2.35,CLIC
2018-02-11,2.73,CLIC
2018-02-12,1,CLIC
2018-02-13,1.35,CLIC
2018-02-14,2.1,CLIC
2018-02-15,4.5,CLIC
2018-02-16,1.94,CLIC
2018-02-17,5.76,CLIC
2018-02-18,4.75,CLIC
2018-02-19,4.89,CLIC
2018-02-22,2.15,CLIC
2018-02-23,1.62,CLIC
2018-02-24,1.72,CLIC
2018-02-25,3.12,CLIC
2018-02-26,0.09,CLIC
2018-02-27,3.04,CLIC
2018-02-28,5.93,CLIC
2018-03-01,6.75,CLIC
2018-03-02,2.38,CLIC
2018-03-03,3.74,CLIC
2018-03-04,5.73,CLIC
2018-03-05,3.47,CLIC
2018-03-06,1.79,CLIC
2018-03-07,5.2,CLIC
2018-03-08,3.68,CLIC
2018-03-09,0.51,CLIC
2018-03-10,4.48,CLIC
2018-03-11,8.33,CLIC
2018-03-12,3.4,CLIC
2018-03-13,5.07,CLIC
2018-03-14,2.91,CLIC
2018-03-15,2.59,CLIC
2018-03-16,6.55,CLIC
2018-03-17,5.87,CLIC
2018-03-18,4.78,CLIC
2018-03-19,6.83,CLIC
2018-03-20,6.03,CLIC
2018-03-21,5.64,CLIC
2018-03-22,5.69,CLIC
2018-03-23,1.71,CLIC
2018-03-24,5.14,CLIC
2018-03-25,6.43,CLIC
2018-03-26,7.83,CLIC
2018-03-27,7.15,CLIC
2018-03-28,3.78,CLIC
2018-03-29,2.51,CLIC
2018-03-30,8.86,CLIC
2018-03-31,8.55,CLIC
2018-04-01,7.37,CLIC
2018-04-02,5.53,CLIC
2018-04-03,10.55,CLIC
2018-04-04,2.67,CLIC
2018-04-05,0.72,CLIC
2018-04-06,5.99,CLIC
2018-04-07,4.92,CLIC
2018-04-08,3.35,CLIC
2018-04-10,4.5,CLIC
2018-04-11,5.68,CLIC
2018-04-12,6.19,CLIC
2018-04-13,9.15,CLIC
2018-04-14,7.2,CLIC
2018-04-15,6.58,CLIC
2018-04-16,8.72,CLIC
2018-04-17,5.27,CLIC
2018-04-18,6.02,CLIC
2018-04-19,3.88,CLIC
2018-04-20,5.6,CLIC
2018-04-21,1.9,CLIC
2018-04-22,6.5,CLIC
2018-04-23,3.71,CLIC
2018-04-24,1.61,CLIC
2018-04-25,6.25,CLIC
2018-04-26,2.2,CLIC
2018-04-27,3.54,CLIC
2018-04-28,2.6,CLIC
2018-04-29,1.17,CLIC
2019-01-01,0.95,CLIC
2019-01-02,0.27,CLIC
2019-01-03,1.17,CLIC
2019-01-04,2.81,CLIC
2019-01-05,2,CLIC
2019-01-06,1.74,CLIC
2019-01-07,1.11,CLIC
2019-01-08,1.46,CLIC
2019-01-09,1.01,CLIC
2019-01-10,0.75,CLIC
2019-01-11,2.23,CLIC
2019-01-12,0.43,CLIC
2019-01-13,1.86,CLIC
2019-01-14,2.14,CLIC
2019-01-15,3.28,CLIC
2019-01-16,0.17,CLIC
2019-01-17,1.05,CLIC
2019-01-18,2.58,CLIC
2019-01-19,3.06,CLIC
2019-01-20,1.39,CLIC
2019-01-21,1.1,CLIC
2019-01-22,3.17,CLIC
2019-01-23,3.94,CLIC
2019-01-24,1.68,CLIC
2019-01-25,1.96,CLIC
2019-01-26,2.01,CLIC
2019-01-27,1.28,CLIC
2019-01-28,2.9,CLIC
2019-01-29,2.34,CLIC
2019-01-30,5.41,CLIC
2019-01-31,2.69,CLIC
2019-02-01,1.15,CLIC
2019-02-02,0.85,CLIC
2019-02-03,1.28,CLIC
2019-02-04,2.1,CLIC
2019-02-05,1.32,CLIC
2019-02-06,2.35,CLIC
2019-02-07,4.58,CLIC
2019-02-08,1.2,CLIC
2019-02-09,1.62,CLIC
2019-02-10,0.21,CLIC
2019-02-11,3.69,CLIC
2019-02-12,2.58,CLIC
2019-02-13,3.47,CLIC
2019-02-14,1.53,CLIC
2019-02-15,4.45,CLIC
2019-02-16,2.9,CLIC
2019-02-17,4.31,CLIC
2019-02-18,3.74,CLIC
2019-02-19,0.89,CLIC
2019-02-20,3.91,CLIC
2019-02-21,3.25,CLIC
2019-02-22,0.16,CLIC
2019-02-23,1.73,CLIC
2019-02-24,5.65,CLIC
2019-02-25,3.21,CLIC
2019-02-26,4.8,CLIC
2019-02-27,2.11,CLIC
2019-02-28,0.52,CLIC
2019-03-01,2.88,CLIC
2019-03-02,3.51,CLIC
2019-03-03,2.98,CLIC
2019-03-04,1.9,CLIC
2019-03-05,1.37,CLIC
2019-03-06,2.62,CLIC
2019-03-07,1.44,CLIC
2019-03-08,5.02,CLIC
2019-03-09,4.22,CLIC
2019-03-10,2.91,CLIC
2019-03-11,4.07,CLIC
2019-03-12,3.7,CLIC
2019-03-13,6.33,CLIC
2019-03-14,4.75,CLIC
2019-03-15,2.51,CLIC
2019-03-16,2.78,CLIC
2019-03-17,2.97,CLIC
2019-03-18,0.6,CLIC
2019-03-19,1.77,CLIC
2019-03-20,1.58,CLIC
2019-03-21,1.8,CLIC
2019-03-22,0.7,CLIC
2019-03-23,3.93,CLIC
2019-03-24,5.37,CLIC
2019-03-25,1.84,CLIC
2019-03-26,3.96,CLIC
2019-03-27,4.1,CLIC
2019-03-28,4.99,CLIC
2019-03-29,4.18,CLIC
2019-03-30,3.21,CLIC
2019-03-31,7.1,CLIC
2019-04-01,0.89,CLIC
2019-04-02,1.82,CLIC
2019-04-03,0.16,CLIC
2019-04-04,4.5,CLIC
2019-04-05,2.42,CLIC
2019-04-06,6.33,CLIC
2019-04-07,6.57,CLIC
2019-04-08,4.55,CLIC
2019-04-09,7.69,CLIC
2019-04-10,8.52,CLIC
2019-04-11,10.15,CLIC
2019-04-12,4.9,CLIC
2019-04-13,8.82,CLIC
2019-04-14,4.67,CLIC
2019-04-15,6.2,CLIC
2019-04-16,5.11,CLIC
2019-04-17,5.59,CLIC
2019-04-18,6.26,CLIC
2019-04-19,5.9,CLIC
2019-04-20,6.53,CLIC
2019-04-21,9.17,CLIC
2019-04-22,5.56,CLIC
2019-04-23,3.48,CLIC
2019-04-24,6.23,CLIC
2019-04-25,7.51,CLIC
2019-04-26,7.13,CLIC
2019-04-27,9.06,CLIC
2019-04-28,7.53,CLIC
2019-04-29,5.04,CLIC
2019-04-30,3.36,CLIC
2019-12-01,4.98,CLIC
2019-12-02,2.04,CLIC
2019-12-03,0.9,CLIC
2019-12-04,1.35,CLIC
2019-12-05,2.53,CLIC
2019-12-06,2.01,CLIC
2019-12-07,0.81,CLIC
2019-12-08,2.28,CLIC
2019-12-09,0.67,CLIC
2019-12-10,1.9,CLIC
2019-12-11,1,CLIC
2019-12-12,1.39,CLIC
2019-12-13,3.09,CLIC
2019-12-14,2.14,CLIC
2019-12-15,1.69,CLIC
2019-12-16,4.89,CLIC
2019-12-17,3.46,CLIC
2019-12-18,1.48,CLIC
2019-12-19,1.32,CLIC
2019-12-20,4.7,CLIC
2019-12-21,0.52,CLIC
2019-12-22,1.4,CLIC
2019-12-23,1.7,CLIC
2019-12-24,1.9,CLIC
2019-12-25,1.98,CLIC
2019-12-26,1.3,CLIC
2019-12-27,1.2,CLIC
2019-12-28,2.64,CLIC
2019-12-29,1.98,CLIC
2019-12-30,3.21,CLIC
2019-12-31,1.13,CLIC
2020-01-01,1.6,CLIC
2020-01-02,0.96,CLIC
2020-01-03,2.02,CLIC
2020-01-04,2.28,CLIC
2020-01-05,1.84,CLIC
2020-01-06,2.76,CLIC
2020-01-07,1.83,CLIC
2020-01-08,1.59,CLIC
2020-01-09,1.15,CLIC
2020-01-10,4.87,CLIC
2020-01-11,4.16,CLIC
2020-01-12,1.66,CLIC
2020-01-13,0.95,CLIC
2020-01-14,1.07,CLIC
2020-01-15,3.01,CLIC
2020-01-16,4.17,CLIC
2020-01-17,0.17,CLIC
2020-01-18,3.24,CLIC
2020-01-19,3.23,CLIC
2020-01-20,1.86,CLIC
2020-01-21,1.34,CLIC
2020-01-22,0.27,CLIC
2020-01-23,2.53,CLIC
2020-01-24,3,CLIC
2020-01-25,0.4,CLIC
2020-01-26,1.41,CLIC
2020-01-27,2.59,CLIC
2020-01-28,3.82,CLIC
2020-01-29,1.86,CLIC
2020-01-30,1.7,CLIC
2020-01-31,0.82,CLIC
2020-02-01,2.87,CLIC
2020-02-02,4.02,CLIC
2020-02-03,1.73,CLIC
2020-02-04,2.22,CLIC
2020-02-05,1.8,CLIC
2020-02-06,1.41,CLIC
2020-02-07,1.19,CLIC
2020-02-08,2.61,CLIC
2020-02-09,2.62,CLIC
2020-02-10,2.98,CLIC
2020-02-11,1.55,CLIC
2020-02-12,0.8,CLIC
2020-02-13,3.7,CLIC
2020-02-14,0.25,CLIC
2020-02-15,2.55,CLIC
2020-02-16,3.2,CLIC
2020-02-17,3.4,CLIC
2020-02-18,4.2,CLIC
2020-02-19,1.94,CLIC
2020-02-20,0.67,CLIC
2020-02-21,1.49,CLIC
2020-02-22,1.75,CLIC
2020-02-23,1.86,CLIC
2020-02-24,5.76,CLIC
2020-02-25,6.54,CLIC
2020-02-26,6.73,CLIC
2020-02-27,1.65,CLIC
2020-02-28,3.75,CLIC
2020-02-29,5.41,CLIC
2020-03-01,3.14,CLIC
2020-03-02,4.19,CLIC
2020-03-03,3.24,CLIC
2020-03-04,6.93,CLIC
2020-03-05,4.27,CLIC
2020-03-06,4.86,CLIC
2020-03-07,3.19,CLIC
2020-03-08,2.59,CLIC
2020-03-09,2.73,CLIC
2020-03-10,1.26,CLIC
2020-03-11,5.08,CLIC
2020-03-12,3.37,CLIC
2020-03-13,4.68,CLIC
2020-03-14,4.93,CLIC
2020-03-15,4.29,CLIC
2020-03-16,3.65,CLIC
2020-03-17,2.7,CLIC
2020-03-18,6.35,CLIC
2020-03-19,5.45,CLIC
2020-03-20,4.5,CLIC
2020-03-21,0.54,CLIC
2020-03-22,1.29,CLIC
2020-03-23,4.91,CLIC
2020-03-24,5.8,CLIC
2020-03-25,6.11,CLIC
2020-03-26,7.63,CLIC
2020-03-27,6.57,CLIC
2020-03-28,10.05,CLIC
2020-03-29,1.1,CLIC
2020-03-30,1.54,CLIC
2020-03-31,4.01,CLIC
2020-04-01,5.69,CLIC
2020-04-02,5.14,CLIC
2020-04-03,1.65,CLIC
2020-04-04,2.12,CLIC
2020-04-05,0.03,CLIC
2020-04-06,0.67,CLIC
2020-04-07,2.82,CLIC
2020-04-08,3.02,CLIC
2020-04-09,7.11,CLIC
2020-04-10,2,CLIC
2020-04-11,3.12,CLIC
2020-04-12,8.79,CLIC
2020-04-13,7.33,CLIC
2020-04-14,3.03,CLIC
2020-04-15,0.98,CLIC
2020-04-16,0.93,CLIC
2020-04-17,0.99,CLIC
2020-04-18,2.29,CLIC
2020-04-19,6.49,CLIC
2020-04-20,6.92,CLIC
2020-04-21,4.54,CLIC
2020-04-22,4.01,CLIC
2020-04-23,6.68,CLIC
2020-04-24,7.23,CLIC
2020-04-25,6.79,CLIC
2020-04-26,2.75,CLIC
2020-04-27,4.79,CLIC
2020-04-28,7.76,CLIC
2020-04-29,3.78,CLIC
2020-04-30,8.48,CLIC
2020-05-01,7.1,CLIC
2020-05-02,7.02,CLIC
2020-05-03,7.37,CLIC
2020-05-04,7.11,CLIC
2020-05-05,10.87,CLIC
2020-05-06,4.47,CLIC
2020-05-07,7.54,CLIC
2020-05-08,3.88,CLIC
2020-05-09,4.14,CLIC
2020-05-10,3.66,CLIC
2020-05-11,6.96,CLIC
2020-05-12,4.28,CLIC
2020-05-13,7,CLIC
2020-05-14,5.6,CLIC
2020-05-15,5.76,CLIC
2020-05-16,4.37,CLIC
2020-05-17,7.86,CLIC
2020-05-18,8.55,CLIC
2020-05-19,9.61,CLIC
2020-05-20,8.48,CLIC
2020-05-21,5.35,CLIC
2020-05-22,6.72,CLIC
2020-05-23,8.6,CLIC
2020-05-24,4.14,CLIC
2020-05-25,6.66,CLIC
2020-05-26,8.15,CLIC
2020-05-27,5,CLIC
2020-05-28,5.9,CLIC
2020-05-29,5.47,CLIC
2020-05-30,7.28,CLIC
2020-05-31,3.07,CLIC
2020-06-01,3.29,CLIC
2020-06-02,5.71,CLIC
2020-06-03,6.06,CLIC
2020-06-04,8.37,CLIC
2020-06-05,6.25,CLIC
2020-06-06,7.95,CLIC
2020-06-07,9.25,CLIC
2020-06-08,8.85,CLIC
2020-06-09,8.79,CLIC
2020-06-10,6.65,CLIC
2020-06-11,1.68,CLIC
2020-06-12,7.28,CLIC
2020-06-13,8,CLIC
2020-06-14,6.79,CLIC
2020-06-15,9.41,CLIC
2020-06-16,4.86,CLIC
2020-06-17,6.68,CLIC
2020-06-18,12.56,CLIC
2020-06-19,4.98,CLIC
2020-06-20,5.52,CLIC
2020-06-21,8.05,CLIC
2020-06-22,8.77,CLIC
2020-06-23,6.05,CLIC
2020-06-24,14.46,CLIC
2020-06-25,5.7,CLIC
2020-06-26,4.05,CLIC
2020-06-27,12.61,CLIC
2020-06-28,6.01,CLIC
2020-06-29,6.15,CLIC
2020-06-30,5.77,CLIC
