Estación: ,C19039,LAS ENRAMADAS.
1958-06-10,8,CLIC
1958-06-11,6.8,CLIC
1958-06-12,6.8,CLIC
1958-06-13,7,CLIC
1958-06-14,11.8,CLIC
1958-06-15,4,CLIC
1958-06-16,5.8,CLIC
1958-06-17,4.9,CLIC
1958-06-18,5.9,CLIC
1958-06-19,6.4,CLIC
1958-06-20,6.3,CLIC
1958-06-21,6.5,CLIC
1958-06-22,6.8,CLIC
1958-06-23,7,CLIC
1958-06-24,7.2,CLIC
1958-06-25,6.9,CLIC
1958-06-26,7.9,CLIC
1958-06-27,6.8,CLIC
1958-06-28,3.1,CLIC
1958-06-29,5.5,CLIC
1958-06-30,6.4,CLIC
1958-07-01,6,CLIC
1958-07-02,6.8,CLIC
1958-07-03,6.3,CLIC
1958-07-04,6.3,CLIC
1958-07-05,6.7,CLIC
1958-07-06,6.3,CLIC
1958-07-07,6.3,CLIC
1958-07-08,4.2,CLIC
1958-07-09,6.1,CLIC
1958-07-10,5.9,CLIC
1958-07-11,5.9,CLIC
1958-07-12,7,CLIC
1958-07-13,6.1,CLIC
1958-07-14,6.1,CLIC
1958-07-15,7,CLIC
1958-07-16,7,CLIC
1958-07-17,6.9,CLIC
1958-07-18,6.3,CLIC
1958-07-19,7.8,CLIC
1958-07-20,7,CLIC
1958-07-21,6.8,CLIC
1958-07-22,7.2,CLIC
1958-07-23,6.9,CLIC
1958-07-24,6.9,CLIC
1958-07-25,8.2,CLIC
1958-07-26,6.9,CLIC
1958-07-27,6.9,CLIC
1958-07-28,6.6,CLIC
1958-07-29,6.8,CLIC
1958-07-30,6.5,CLIC
1958-07-31,5.7,CLIC
1958-08-01,7,CLIC
1958-08-02,7.6,CLIC
1958-08-03,6.5,CLIC
1958-08-04,7.2,CLIC
1958-08-05,7.4,CLIC
1958-08-06,7,CLIC
1958-08-07,7,CLIC
1958-08-08,7.6,CLIC
1958-08-09,8.4,CLIC
1958-08-10,7,CLIC
1958-08-11,7,CLIC
1958-08-12,6.6,CLIC
1958-08-13,6.9,CLIC
1958-08-14,8.1,CLIC
1958-08-15,5.9,CLIC
1958-08-16,6.2,CLIC
1958-08-17,6.9,CLIC
1958-08-18,5.8,CLIC
1958-08-19,6.2,CLIC
1958-08-20,6.8,CLIC
1958-08-21,6.9,CLIC
1958-08-22,7.1,CLIC
1958-08-23,5.9,CLIC
1958-08-24,5.8,CLIC
1958-08-25,7.2,CLIC
1958-08-26,5.9,CLIC
1958-08-27,6.9,CLIC
1958-08-28,5.7,CLIC
1958-08-29,6.5,CLIC
1958-08-30,6.6,CLIC
1958-08-31,6.8,CLIC
1958-09-01,7.5,CLIC
1958-09-02,7.3,CLIC
1958-09-03,7,CLIC
1958-09-04,7.1,CLIC
1958-09-05,8.5,CLIC
1958-09-06,4.3,CLIC
1958-09-07,9.5,CLIC
1958-09-08,6.5,CLIC
1958-09-09,5.4,CLIC
1958-09-10,5.9,CLIC
1958-09-11,6.5,CLIC
1958-09-12,6.9,CLIC
1958-09-13,5.7,CLIC
1958-09-14,7.5,CLIC
1958-09-15,5.7,CLIC
1958-09-16,8.7,CLIC
1958-09-17,4.7,CLIC
1958-09-18,5.2,CLIC
1958-09-19,6.1,CLIC
1958-09-20,6.5,CLIC
1958-09-21,1.8,CLIC
1958-09-22,5.9,CLIC
1958-09-23,5.4,CLIC
1958-09-24,5.9,CLIC
1958-09-25,6.7,CLIC
1958-09-26,7,CLIC
1958-09-27,6.4,CLIC
1958-09-28,6.9,CLIC
1958-09-29,6.5,CLIC
1958-09-30,5.8,CLIC
1958-10-01,6.7,CLIC
1958-10-02,4.3,CLIC
1958-10-03,5.1,CLIC
1958-10-04,5.6,CLIC
1958-10-05,5.3,CLIC
1958-10-06,5.2,CLIC
1958-10-07,6.3,CLIC
1958-10-08,4.9,CLIC
1958-10-09,5.2,CLIC
1958-10-10,4.4,CLIC
1958-10-11,4.4,CLIC
1958-10-12,5,CLIC
1958-10-13,4.4,CLIC
1958-10-14,4.1,CLIC
1958-10-15,4.5,CLIC
1958-10-16,3.1,CLIC
1958-10-17,0.6,CLIC
1958-10-18,3.2,CLIC
1958-10-19,2.6,CLIC
1958-10-20,4.7,CLIC
1958-10-21,5.1,CLIC
1958-10-22,4.6,CLIC
1958-10-23,5.7,CLIC
1958-10-24,4.8,CLIC
1958-10-25,5.2,CLIC
1958-10-26,5.4,CLIC
1958-10-27,5.3,CLIC
1958-10-28,6.1,CLIC
1958-10-29,3.8,CLIC
1958-10-30,6.6,CLIC
1958-10-31,5.4,CLIC
1958-11-01,5.5,CLIC
1958-11-02,4.2,CLIC
1958-11-03,3.5,CLIC
1958-11-04,4.7,CLIC
1958-11-05,4.9,CLIC
1958-11-06,2.4,CLIC
1958-11-07,2.8,CLIC
1958-11-08,3.8,CLIC
1958-11-09,3.5,CLIC
1958-11-10,3,CLIC
1958-11-11,4.4,CLIC
1958-11-12,4.4,CLIC
1958-11-13,4.4,CLIC
1958-11-14,4.3,CLIC
1958-11-15,4.9,CLIC
1958-11-16,3.3,CLIC
1958-11-17,4.2,CLIC
1958-11-18,4.4,CLIC
1958-11-19,4.1,CLIC
1958-11-20,4.2,CLIC
1958-11-21,4,CLIC
1958-11-22,3.3,CLIC
1958-11-23,4.2,CLIC
1958-11-24,3.6,CLIC
1958-11-25,4.9,CLIC
1958-11-26,3.2,CLIC
1958-11-27,4.9,CLIC
1958-11-28,3.6,CLIC
1958-11-29,2.3,CLIC
1958-11-30,1.9,CLIC
1958-12-01,3.7,CLIC
1958-12-02,3.9,CLIC
1958-12-03,4.9,CLIC
1958-12-04,4.9,CLIC
1958-12-05,3.5,CLIC
1958-12-06,3.2,CLIC
1958-12-07,3.1,CLIC
1958-12-08,4,CLIC
1958-12-09,4.2,CLIC
1958-12-10,4.1,CLIC
1958-12-11,5.6,CLIC
1958-12-12,4.4,CLIC
1958-12-13,5,CLIC
1958-12-14,4.8,CLIC
1958-12-15,4,CLIC
1958-12-16,3.4,CLIC
1958-12-17,4.6,CLIC
1958-12-18,4.4,CLIC
1958-12-19,4.6,CLIC
1958-12-20,4.9,CLIC
1958-12-21,4.7,CLIC
1958-12-22,3.9,CLIC
1958-12-23,3.9,CLIC
1958-12-24,3.4,CLIC
1958-12-25,4,CLIC
1958-12-26,4,CLIC
1958-12-27,4,CLIC
1958-12-28,4.9,CLIC
1958-12-29,4.1,CLIC
1958-12-30,4.1,CLIC
1958-12-31,3.7,CLIC
1959-01-01,5.6,CLIC
1959-01-02,1,CLIC
1959-01-03,4.9,CLIC
1959-01-04,0.9,CLIC
1959-01-05,2.6,CLIC
1959-01-06,3.7,CLIC
1959-01-07,3.7,CLIC
1959-01-08,4.8,CLIC
1959-01-09,2.3,CLIC
1959-01-10,4.7,CLIC
1959-01-11,4.9,CLIC
1959-01-12,4.2,CLIC
1959-01-13,3.8,CLIC
1959-01-14,4.3,CLIC
1959-01-15,4.3,CLIC
1959-01-16,5.9,CLIC
1959-01-17,4.1,CLIC
1959-01-18,4.9,CLIC
1959-01-19,4.9,CLIC
1959-01-20,5.1,CLIC
1959-01-21,4.1,CLIC
1959-01-22,4.3,CLIC
1959-01-23,5.6,CLIC
1959-01-24,5.2,CLIC
1959-01-25,3.3,CLIC
1959-01-26,5.7,CLIC
1959-01-27,3.9,CLIC
1959-01-28,3.2,CLIC
1959-01-29,3.9,CLIC
1959-01-30,4.2,CLIC
1959-01-31,2.2,CLIC
1959-02-01,3,CLIC
1959-02-02,2.2,CLIC
1959-02-03,1,CLIC
1959-02-04,0.8,CLIC
1959-02-05,3.1,CLIC
1959-02-06,4.8,CLIC
1959-02-07,2.1,CLIC
1959-02-08,2.3,CLIC
1959-02-09,3.2,CLIC
1959-02-10,4.9,CLIC
1959-02-11,4.1,CLIC
1959-02-12,3.9,CLIC
1959-02-13,4.3,CLIC
1959-02-14,4.2,CLIC
1959-02-15,4.2,CLIC
1959-02-16,5.7,CLIC
1959-02-17,4.4,CLIC
1959-02-18,5.7,CLIC
1959-02-19,3.4,CLIC
1959-02-20,6.1,CLIC
1959-02-21,3.9,CLIC
1959-02-22,4,CLIC
1959-02-23,4.9,CLIC
1959-02-24,4.8,CLIC
1959-02-25,4.4,CLIC
1959-02-26,4.7,CLIC
1959-02-27,3.8,CLIC
1959-02-28,8.7,CLIC
1959-03-01,3.8,CLIC
1959-03-02,4.1,CLIC
1959-03-03,3.4,CLIC
1959-03-04,5.8,CLIC
1959-03-05,4.2,CLIC
1959-03-06,4.9,CLIC
1959-03-07,4.7,CLIC
1959-03-08,3.5,CLIC
1959-03-09,5.2,CLIC
1959-03-10,5.4,CLIC
1959-03-11,3.8,CLIC
1959-03-12,4.3,CLIC
1959-03-13,4.6,CLIC
1959-03-14,6.8,CLIC
1959-03-15,4.9,CLIC
1959-03-16,5.1,CLIC
1959-03-17,4.4,CLIC
1959-03-18,4.8,CLIC
1959-03-19,4.1,CLIC
1959-03-20,5.2,CLIC
1959-03-21,5.8,CLIC
1959-03-22,4.9,CLIC
1959-03-23,5.1,CLIC
1959-03-24,3.3,CLIC
1959-03-25,6.1,CLIC
1959-03-26,5.7,CLIC
1959-03-27,5.7,CLIC
1959-03-28,4.6,CLIC
1959-03-29,5.8,CLIC
1959-03-30,4.9,CLIC
1959-03-31,4.9,CLIC
1959-04-01,4.7,CLIC
1959-04-02,4.8,CLIC
1959-04-03,5.8,CLIC
1959-04-04,5.2,CLIC
1959-04-05,5,CLIC
1959-04-06,5.1,CLIC
1959-04-07,4.9,CLIC
1959-04-08,5,CLIC
1959-04-09,4,CLIC
1959-04-10,4.6,CLIC
1959-04-11,4.5,CLIC
1959-04-12,4.4,CLIC
1959-04-13,4.2,CLIC
1959-04-14,3.4,CLIC
1959-04-15,4.7,CLIC
1959-04-16,4.1,CLIC
1959-04-17,5,CLIC
1959-04-18,5.1,CLIC
1959-04-19,4.4,CLIC
1959-04-20,5.8,CLIC
1959-04-21,5.2,CLIC
1959-04-22,4.9,CLIC
1959-04-23,5.1,CLIC
1959-04-24,4.4,CLIC
1959-04-25,3.9,CLIC
1959-04-26,4.5,CLIC
1959-04-27,4.4,CLIC
1959-04-28,6.2,CLIC
1959-04-29,5.7,CLIC
1959-04-30,4.7,CLIC
1959-05-01,5.3,CLIC
1959-05-02,5.7,CLIC
1959-05-03,5.4,CLIC
1959-05-04,5.4,CLIC
1959-05-05,5.6,CLIC
1959-05-06,5,CLIC
1959-05-07,5.2,CLIC
1959-05-08,4.9,CLIC
1959-05-09,5.9,CLIC
1959-05-10,6.7,CLIC
1959-05-11,5.4,CLIC
1959-05-12,6,CLIC
1959-05-13,5.7,CLIC
1959-05-14,5.5,CLIC
1959-05-15,5.8,CLIC
1959-05-16,5,CLIC
1959-05-17,4.9,CLIC
1959-05-18,4.9,CLIC
1959-05-19,5.2,CLIC
1959-05-20,6.1,CLIC
1959-05-21,5.7,CLIC
1959-05-22,4.1,CLIC
1959-05-23,5.4,CLIC
1959-05-24,5.2,CLIC
1959-05-25,5.6,CLIC
1959-05-26,5.4,CLIC
1959-05-27,5.5,CLIC
1959-05-28,5.2,CLIC
1959-05-29,5.7,CLIC
1959-05-30,6.2,CLIC
1959-05-31,5.5,CLIC
1959-06-01,5.4,CLIC
1959-06-02,4.9,CLIC
1959-06-03,5.3,CLIC
1959-06-04,5,CLIC
1959-06-05,4.9,CLIC
1959-06-06,6.2,CLIC
1959-06-07,5.6,CLIC
1959-06-08,5.8,CLIC
1959-06-09,6.1,CLIC
1959-06-10,6.2,CLIC
1959-06-11,5.9,CLIC
1959-06-12,5.6,CLIC
1959-06-13,5.8,CLIC
1959-06-14,5.2,CLIC
1959-06-15,4.6,CLIC
1959-06-16,6.2,CLIC
1959-06-17,5,CLIC
1959-06-18,5.3,CLIC
1959-06-19,5,CLIC
1959-06-20,5.7,CLIC
1959-06-21,5.2,CLIC
1959-06-22,5.7,CLIC
1959-06-23,4.7,CLIC
1959-06-24,6.2,CLIC
1959-06-25,5.3,CLIC
1959-06-26,6.2,CLIC
1959-06-27,5.4,CLIC
1959-06-28,4.4,CLIC
1959-06-29,4.3,CLIC
1959-06-30,6.4,CLIC
1959-07-01,6.1,CLIC
1959-07-02,5.9,CLIC
1959-07-03,5.3,CLIC
1959-07-04,6.3,CLIC
1959-07-05,5.4,CLIC
1959-07-06,6.7,CLIC
1959-07-07,5.9,CLIC
1959-07-08,4.9,CLIC
1959-07-09,5.6,CLIC
1959-07-10,5.7,CLIC
1959-07-11,5.7,CLIC
1959-07-12,5.9,CLIC
1959-07-13,5.9,CLIC
1959-07-14,5.9,CLIC
1959-07-15,5.9,CLIC
1959-07-16,5.7,CLIC
1959-07-17,5.8,CLIC
1959-07-18,6.2,CLIC
1959-07-19,5.9,CLIC
1959-07-20,6.2,CLIC
1959-07-21,4.9,CLIC
1959-07-22,4.3,CLIC
1959-07-23,5.9,CLIC
1959-07-24,5.2,CLIC
1959-07-25,5.7,CLIC
1959-07-26,5.1,CLIC
1959-07-27,5.2,CLIC
1959-07-28,5.2,CLIC
1959-07-29,4.8,CLIC
1959-07-30,5.5,CLIC
1959-07-31,5.8,CLIC
1959-08-01,5.9,CLIC
1959-08-02,5.4,CLIC
1959-08-03,5.8,CLIC
1959-08-04,6.1,CLIC
1959-08-05,6,CLIC
1959-08-06,5.8,CLIC
1959-08-07,5.2,CLIC
1959-08-08,6.5,CLIC
1959-08-09,6.9,CLIC
1959-08-10,5.4,CLIC
1959-08-11,5.3,CLIC
1959-08-12,6.7,CLIC
1959-08-13,5.2,CLIC
1959-08-14,5.4,CLIC
1959-08-15,6.5,CLIC
1959-08-16,5.2,CLIC
1959-08-17,5.3,CLIC
1959-08-18,5.4,CLIC
1959-08-19,6.1,CLIC
1959-08-20,5.9,CLIC
1959-08-21,6.8,CLIC
1959-08-22,6.4,CLIC
1959-08-23,5.2,CLIC
1959-08-24,6.9,CLIC
1959-08-25,4.1,CLIC
1959-08-26,4,CLIC
1959-08-27,5.4,CLIC
1959-08-28,5.8,CLIC
1959-08-29,5.2,CLIC
1959-08-30,6,CLIC
1959-08-31,5.9,CLIC
1959-09-01,7.1,CLIC
1959-09-02,9.5,CLIC
1959-09-03,6.9,CLIC
1959-09-04,8.1,CLIC
1959-09-05,8.4,CLIC
1959-09-06,5.2,CLIC
1959-09-07,5.3,CLIC
1959-09-08,6.1,CLIC
1959-09-09,5.5,CLIC
1959-09-10,6.4,CLIC
1959-09-11,6.2,CLIC
1959-09-12,6.2,CLIC
1959-09-13,6.3,CLIC
1959-09-14,5.2,CLIC
1959-09-15,5.4,CLIC
1959-09-16,6.3,CLIC
1959-09-17,5.4,CLIC
1959-09-18,4.8,CLIC
1959-09-19,4.2,CLIC
1959-09-20,5.1,CLIC
1959-09-21,5.2,CLIC
1959-09-22,6.3,CLIC
1959-09-23,6.2,CLIC
1959-09-24,6.2,CLIC
1959-09-25,5.5,CLIC
1959-09-26,6.1,CLIC
1959-09-27,6.1,CLIC
1959-09-28,5.6,CLIC
1959-09-29,4.8,CLIC
1959-09-30,5.4,CLIC
1959-10-01,4.6,CLIC
1959-10-02,5.1,CLIC
1959-10-03,4.2,CLIC
1959-10-04,6.4,CLIC
1959-10-05,5.2,CLIC
1959-10-06,5.3,CLIC
1959-10-07,5.2,CLIC
1959-10-08,5.6,CLIC
1959-10-09,5.1,CLIC
1959-10-10,5.3,CLIC
1959-10-11,5.7,CLIC
1959-10-12,6,CLIC
1959-10-13,5.2,CLIC
1959-10-14,5.4,CLIC
1959-10-15,4,CLIC
1959-10-16,5.1,CLIC
1959-10-17,4.2,CLIC
1959-10-18,5.3,CLIC
1959-10-19,5.3,CLIC
1959-10-20,5.4,CLIC
1959-10-21,4.3,CLIC
1959-10-22,4.7,CLIC
1959-10-23,4.9,CLIC
1959-10-24,4.9,CLIC
1959-10-25,5.2,CLIC
1959-10-26,4.7,CLIC
1959-10-27,5.1,CLIC
1959-10-28,5.1,CLIC
1959-10-29,4.8,CLIC
1959-10-30,5.1,CLIC
1959-10-31,5.6,CLIC
1959-11-01,4.9,CLIC
1959-11-02,5.8,CLIC
1959-11-03,5.8,CLIC
1959-11-04,6.1,CLIC
1959-11-05,6.4,CLIC
1959-11-06,2.9,CLIC
1959-11-07,2.1,CLIC
1959-11-08,2.4,CLIC
1959-11-09,5.4,CLIC
1959-11-10,4.7,CLIC
1959-11-11,4.2,CLIC
1959-11-12,6.9,CLIC
1959-11-13,4.9,CLIC
1959-11-14,4.9,CLIC
1959-11-15,5.2,CLIC
1959-11-16,4.9,CLIC
1959-11-17,5.1,CLIC
1959-11-18,4.9,CLIC
1959-11-19,6,CLIC
1959-11-20,4,CLIC
1959-11-21,4.9,CLIC
1959-11-22,4.6,CLIC
1959-11-23,4,CLIC
1959-11-24,4.8,CLIC
1959-11-25,5.1,CLIC
1959-11-26,4.9,CLIC
1959-11-27,4.9,CLIC
1959-11-28,5.1,CLIC
1959-11-29,5.1,CLIC
1959-11-30,4.9,CLIC
1960-02-19,3.2,CLIC
1960-02-20,2.6,CLIC
1960-02-21,1.6,CLIC
1960-02-22,1.8,CLIC
1960-02-23,5.6,CLIC
1960-02-24,3.3,CLIC
1960-02-25,1.6,CLIC
1960-02-26,4.4,CLIC
1960-02-27,4.2,CLIC
1960-02-28,2.5,CLIC
1960-02-29,1,CLIC
1960-03-01,1.3,CLIC
1960-03-02,1,CLIC
1960-03-03,1,CLIC
1960-03-04,0.9,CLIC
1960-03-05,2,CLIC
1960-03-06,0.4,CLIC
1960-03-07,1,CLIC
1960-03-08,4.7,CLIC
1960-03-09,3.8,CLIC
1960-03-10,3.9,CLIC
1960-03-11,4.8,CLIC
1960-03-12,2.3,CLIC
1960-03-13,3.7,CLIC
1960-03-14,1.7,CLIC
1960-03-15,1.8,CLIC
1960-03-16,4.8,CLIC
1960-03-17,2.9,CLIC
1960-03-18,2.2,CLIC
1960-03-19,4,CLIC
1960-03-20,6.9,CLIC
1960-03-21,5.4,CLIC
1960-03-22,7,CLIC
1960-03-23,7.8,CLIC
1960-03-24,5.7,CLIC
1960-03-25,5.9,CLIC
1960-03-26,5.4,CLIC
1960-03-27,4.3,CLIC
1960-03-28,3.9,CLIC
1960-03-29,6.1,CLIC
1960-03-30,5.2,CLIC
1960-03-31,8,CLIC
1960-04-01,5.3,CLIC
1960-04-02,5.4,CLIC
1960-04-03,6.4,CLIC
1960-04-04,4.7,CLIC
1960-04-05,8,CLIC
1960-04-06,8.4,CLIC
1960-04-07,8.5,CLIC
1960-04-08,7.5,CLIC
1960-04-09,9.3,CLIC
1960-04-10,6.1,CLIC
1960-04-11,4.1,CLIC
1960-04-12,5.6,CLIC
1960-04-13,7.9,CLIC
1960-04-14,7.8,CLIC
1960-04-15,2,CLIC
1960-04-16,2.7,CLIC
1960-04-17,7.5,CLIC
1960-04-18,4.8,CLIC
1960-04-19,4.9,CLIC
1960-04-20,7.6,CLIC
1960-04-21,4.4,CLIC
1960-04-22,7.6,CLIC
1960-04-23,3.4,CLIC
1960-04-24,5.4,CLIC
1960-04-25,6.2,CLIC
1960-04-26,7,CLIC
1960-04-27,2.5,CLIC
1960-04-28,5.4,CLIC
1960-04-29,5.2,CLIC
1960-04-30,7.9,CLIC
1960-05-01,1,CLIC
1960-05-02,6.2,CLIC
1960-05-03,7.3,CLIC
1960-05-04,4.9,CLIC
1960-05-05,4.4,CLIC
1960-05-06,5.7,CLIC
1960-05-07,5.7,CLIC
1960-05-08,4.8,CLIC
1960-05-09,7,CLIC
1960-05-10,7.5,CLIC
1960-05-11,6.1,CLIC
1960-05-12,8,CLIC
1960-05-13,6.9,CLIC
1960-05-14,9.1,CLIC
1960-05-15,11.4,CLIC
1960-05-16,9.5,CLIC
1960-05-17,8.6,CLIC
1960-05-18,9.4,CLIC
1960-05-19,8.9,CLIC
1960-05-20,8.1,CLIC
1960-05-21,8.5,CLIC
1960-05-22,7.5,CLIC
1960-05-23,6.6,CLIC
1960-05-24,5.9,CLIC
1960-05-25,11.3,CLIC
1960-05-26,12.2,CLIC
1960-05-27,7.7,CLIC
1960-05-28,8.5,CLIC
1960-05-29,8.9,CLIC
1960-05-30,9.8,CLIC
1960-05-31,5.7,CLIC
1960-06-01,8.9,CLIC
1960-06-02,9.1,CLIC
1960-06-03,9.8,CLIC
1960-06-04,10,CLIC
1960-06-05,8.1,CLIC
1960-06-06,4.1,CLIC
1960-06-07,7.7,CLIC
1960-06-08,8.5,CLIC
1960-06-09,7.7,CLIC
1960-06-10,7.6,CLIC
1960-06-11,10.4,CLIC
1960-06-12,10.9,CLIC
1960-06-13,9.4,CLIC
1960-06-14,12.5,CLIC
1960-06-15,9.6,CLIC
1960-06-16,11.5,CLIC
1960-06-17,9.8,CLIC
1960-06-18,8.9,CLIC
1960-06-19,10.7,CLIC
1960-06-20,10.4,CLIC
1960-06-21,8.8,CLIC
1960-06-22,9.5,CLIC
1960-06-23,9.5,CLIC
1960-06-24,9.2,CLIC
1960-06-25,6.8,CLIC
1960-06-26,5.7,CLIC
1960-06-27,7.9,CLIC
1960-06-28,5.8,CLIC
1960-06-29,9.3,CLIC
1960-06-30,8.2,CLIC
1960-07-01,8.3,CLIC
1960-07-02,8.8,CLIC
1960-07-03,8.5,CLIC
1960-07-04,8.6,CLIC
1960-07-05,6.3,CLIC
1960-07-06,6.8,CLIC
1960-07-07,10.5,CLIC
1960-07-08,8.3,CLIC
1960-07-09,9.3,CLIC
1960-07-10,9.2,CLIC
1960-07-11,7.6,CLIC
1960-07-12,9.4,CLIC
1960-07-13,11.8,CLIC
1960-07-14,9.1,CLIC
1960-07-15,10.1,CLIC
1960-07-16,8.6,CLIC
1960-07-17,9.6,CLIC
1960-07-18,8.8,CLIC
1960-07-19,9.5,CLIC
1960-07-20,7.2,CLIC
1960-07-21,6.6,CLIC
1960-07-22,8.4,CLIC
1960-07-23,9.6,CLIC
1960-07-24,9.1,CLIC
1960-07-25,8,CLIC
1960-07-26,9,CLIC
1960-07-27,10.1,CLIC
1960-07-28,8.4,CLIC
1960-07-29,9.6,CLIC
1960-07-30,11.9,CLIC
1960-07-31,10.4,CLIC
1960-08-01,10.4,CLIC
1960-08-02,8.2,CLIC
1960-08-03,9.2,CLIC
1960-08-04,10.2,CLIC
1960-08-05,12.3,CLIC
1960-08-06,8.9,CLIC
1960-08-07,7.1,CLIC
1960-08-08,7.3,CLIC
1960-08-09,10,CLIC
1960-08-10,5.8,CLIC
1960-08-11,7.9,CLIC
1960-08-12,3.9,CLIC
1960-08-13,3.6,CLIC
1960-08-14,4.2,CLIC
1960-08-15,3.9,CLIC
1960-08-16,5.1,CLIC
1960-08-17,3.2,CLIC
1960-08-18,6.5,CLIC
1960-08-19,5.2,CLIC
1960-08-20,5.3,CLIC
1960-08-21,5.4,CLIC
1960-08-22,8.6,CLIC
1960-08-23,8,CLIC
1960-08-24,7.1,CLIC
1960-08-25,7.7,CLIC
1960-08-26,7.9,CLIC
1960-08-27,4,CLIC
1960-08-28,7.5,CLIC
1960-08-29,8.4,CLIC
1960-08-30,5.5,CLIC
1960-08-31,6.6,CLIC
1960-09-01,6.5,CLIC
1960-09-02,6.1,CLIC
1960-09-03,6.5,CLIC
1960-09-04,6.5,CLIC
1960-09-05,5.9,CLIC
1960-09-06,6.1,CLIC
1960-09-07,5.9,CLIC
1960-09-08,4,CLIC
1960-09-09,6.3,CLIC
1960-09-10,7.4,CLIC
1960-09-11,5.5,CLIC
1960-09-12,5.1,CLIC
1960-09-13,7.9,CLIC
1960-09-14,9.1,CLIC
1960-09-15,4.1,CLIC
1960-09-16,4,CLIC
1960-09-17,3.3,CLIC
1960-09-18,5.2,CLIC
1960-09-19,6.7,CLIC
1960-09-20,4,CLIC
1960-09-21,5.9,CLIC
1960-09-22,6.4,CLIC
1960-09-23,6.7,CLIC
1960-09-24,8.4,CLIC
1960-09-25,6.1,CLIC
1960-09-26,6.1,CLIC
1960-09-27,6.1,CLIC
1960-09-28,6.3,CLIC
1960-09-29,8.6,CLIC
1960-09-30,7.3,CLIC
1960-10-01,7.4,CLIC
1960-10-02,7.5,CLIC
1960-10-03,3,CLIC
1960-10-04,4.9,CLIC
1960-10-05,7.1,CLIC
1960-10-06,7,CLIC
1960-10-07,6.9,CLIC
1960-10-08,5.9,CLIC
1960-10-09,7.5,CLIC
1960-10-10,7.7,CLIC
1960-10-11,7.1,CLIC
1960-10-12,7.9,CLIC
1960-10-13,5,CLIC
1960-10-14,6.9,CLIC
1960-10-15,6.9,CLIC
1960-10-16,6,CLIC
1960-10-17,2.3,CLIC
1960-10-18,1.5,CLIC
1960-10-19,6.2,CLIC
1960-10-20,4,CLIC
1960-10-21,4.4,CLIC
1960-10-22,2.8,CLIC
1960-10-23,4.2,CLIC
1960-10-24,7.2,CLIC
1960-10-25,7.4,CLIC
1960-10-26,8.1,CLIC
1960-10-27,7.9,CLIC
1960-10-28,9.1,CLIC
1960-10-29,7.1,CLIC
1960-10-30,8.2,CLIC
1960-10-31,8.6,CLIC
1960-12-01,5,CLIC
1960-12-02,3.6,CLIC
1960-12-03,4.2,CLIC
1960-12-04,4.9,CLIC
1960-12-05,5.8,CLIC
1960-12-06,5.1,CLIC
1960-12-07,4.3,CLIC
1960-12-08,5.6,CLIC
1960-12-09,4.9,CLIC
1960-12-10,1.7,CLIC
1960-12-11,7.9,CLIC
1960-12-12,4.6,CLIC
1960-12-13,3.6,CLIC
1960-12-14,4,CLIC
1960-12-15,3,CLIC
1960-12-16,2.8,CLIC
1960-12-17,4.8,CLIC
1960-12-18,4.4,CLIC
1960-12-19,4,CLIC
1960-12-20,4,CLIC
1960-12-21,3.9,CLIC
1960-12-22,3.6,CLIC
1960-12-23,4.4,CLIC
1960-12-24,3.9,CLIC
1960-12-25,3.7,CLIC
1960-12-26,3,CLIC
1960-12-27,3.1,CLIC
1960-12-28,5.2,CLIC
1960-12-29,3.8,CLIC
1960-12-30,4.9,CLIC
1960-12-31,3.9,CLIC
1961-01-01,3.4,CLIC
1961-01-02,4.8,CLIC
1961-01-03,4.2,CLIC
1961-01-04,3.4,CLIC
1961-01-05,3.1,CLIC
1961-01-06,4.8,CLIC
1961-01-07,3.9,CLIC
1961-01-08,5.7,CLIC
1961-01-09,3.6,CLIC
1961-01-10,4.4,CLIC
1961-01-11,4.6,CLIC
1961-01-12,4.5,CLIC
1961-01-13,4.1,CLIC
1961-01-14,3.9,CLIC
1961-01-15,4.9,CLIC
1961-01-16,4.1,CLIC
1961-01-17,4.8,CLIC
1961-01-18,5.1,CLIC
1961-01-19,4.9,CLIC
1961-01-20,5.1,CLIC
1961-01-21,4.9,CLIC
1961-01-22,4.2,CLIC
1961-01-23,5.9,CLIC
1961-01-24,4.4,CLIC
1961-01-25,4.9,CLIC
1961-01-26,4.3,CLIC
1961-01-27,3.5,CLIC
1961-01-28,4,CLIC
1961-01-29,4.1,CLIC
1961-01-30,4.9,CLIC
1961-01-31,1,CLIC
1961-02-01,5.9,CLIC
1961-02-02,4.1,CLIC
1961-02-03,5.3,CLIC
1961-02-04,5.7,CLIC
1961-02-05,5.3,CLIC
1961-02-06,4.7,CLIC
1961-02-07,4.9,CLIC
1961-02-08,4.1,CLIC
1961-02-09,4.9,CLIC
1961-02-10,5.1,CLIC
1961-02-11,4,CLIC
1961-02-12,4.1,CLIC
1961-02-13,5.9,CLIC
1961-02-14,4.9,CLIC
1961-02-15,5.1,CLIC
1961-02-16,4.9,CLIC
1961-02-17,5,CLIC
1961-02-18,4,CLIC
1961-02-19,5.9,CLIC
1961-02-20,5.1,CLIC
1961-02-21,4.9,CLIC
1961-02-22,5.1,CLIC
1961-02-23,5.1,CLIC
1961-02-24,4.9,CLIC
1961-02-25,5.1,CLIC
1961-02-26,5.9,CLIC
1961-02-27,8.9,CLIC
