Estación: ,C19091,PABLILLO. GALEANA
1998-04-27,6.5,CLIC
1998-04-28,2.7,CLIC
1998-04-29,4.65,CLIC
1998-04-30,3.75,CLIC
1998-05-03,6.84,CLIC
1998-05-04,8.56,CLIC
1998-05-05,7.11,CLIC
1998-05-06,6.07,CLIC
1998-05-10,10.35,CLIC
1998-05-11,10.5,CLIC
1998-05-12,10.98,CLIC
1998-05-13,10.78,CLIC
1998-05-22,9.83,CLIC
1998-05-23,7.84,CLIC
1998-05-24,7.52,CLIC
1998-05-25,6.98,CLIC
1998-05-26,7.63,CLIC
1998-05-27,5.51,CLIC
1998-05-28,6.2,CLIC
1998-06-06,6.84,CLIC
1998-06-07,5.21,CLIC
1998-06-08,5.8,CLIC
1998-06-09,4.22,CLIC
1998-06-10,6.81,CLIC
1998-06-17,7.18,CLIC
1998-06-18,8.47,CLIC
1998-06-19,6.74,CLIC
1998-06-20,6.65,CLIC
1998-06-21,8.02,CLIC
1998-06-22,7.54,CLIC
1998-06-23,4.48,CLIC
1998-07-01,5.38,CLIC
1998-07-02,6.95,CLIC
1998-07-03,5.45,CLIC
1998-07-04,6.77,CLIC
1998-07-05,6.42,CLIC
1998-07-06,8.56,CLIC
1998-07-07,8.82,CLIC
1998-07-08,6.2,CLIC
1998-07-09,6.41,CLIC
1998-07-10,7.53,CLIC
1998-07-11,6.7,CLIC
1998-07-12,9.4,CLIC
1998-07-13,6.05,CLIC
1998-07-14,5.26,CLIC
1998-07-15,5.58,CLIC
1998-07-16,4.33,CLIC
1998-07-17,5.24,CLIC
1998-07-18,6.91,CLIC
1998-07-19,3.66,CLIC
1998-07-20,5.89,CLIC
1998-07-21,5.24,CLIC
1998-07-22,5.98,CLIC
1998-07-23,3.95,CLIC
1998-07-24,4.23,CLIC
1998-07-25,5.95,CLIC
1998-07-26,6.48,CLIC
1998-07-27,7.31,CLIC
1998-07-28,9.16,CLIC
1998-07-29,4.59,CLIC
1998-07-30,5.93,CLIC
1998-07-31,6.82,CLIC
1998-08-01,5.36,CLIC
1998-08-02,7.83,CLIC
1998-08-03,5.71,CLIC
1998-08-04,7.77,CLIC
1998-08-05,9.83,CLIC
1998-08-06,2.22,CLIC
1998-08-07,1.13,CLIC
1998-08-08,2.95,CLIC
1998-08-09,4.6,CLIC
1998-08-10,6.65,CLIC
1998-08-11,2.8,CLIC
1998-08-12,1.03,CLIC
1998-08-13,9.33,CLIC
1998-08-14,1.45,CLIC
1998-08-15,4.71,CLIC
1998-08-16,0.34,CLIC
1998-08-17,4.1,CLIC
1998-08-18,2.15,CLIC
1998-08-19,1.4,CLIC
1998-08-20,3.15,CLIC
1998-08-21,4.07,CLIC
1998-08-22,3.26,CLIC
1998-08-23,1.89,CLIC
1998-08-24,6.18,CLIC
1998-08-25,3.67,CLIC
1998-08-26,0.97,CLIC
1998-08-27,3.74,CLIC
1998-08-28,4.37,CLIC
1998-08-29,5.05,CLIC
1998-08-30,3.43,CLIC
1998-08-31,4.64,CLIC
1998-09-01,3.73,CLIC
1998-09-02,2.2,CLIC
1998-09-03,3.05,CLIC
1998-09-04,5.65,CLIC
1998-09-05,2.35,CLIC
1998-09-06,3.55,CLIC
1998-09-07,3.4,CLIC
1998-09-08,2.6,CLIC
1998-09-09,3.57,CLIC
1998-09-10,4.27,CLIC
1998-09-11,2.66,CLIC
1998-09-12,2.6,CLIC
1998-09-13,5.55,CLIC
1998-09-14,5.3,CLIC
1998-09-15,3.62,CLIC
1998-09-16,1.33,CLIC
1998-09-17,2.49,CLIC
1998-09-18,2.2,CLIC
1998-09-19,2.93,CLIC
1998-09-20,4.38,CLIC
1998-09-21,4.88,CLIC
1998-09-22,6.9,CLIC
1998-09-23,2.4,CLIC
1998-09-24,3.47,CLIC
1998-09-25,2.46,CLIC
1998-09-26,1.84,CLIC
1998-09-27,3.25,CLIC
1998-09-28,4.42,CLIC
1998-09-29,2.93,CLIC
1998-09-30,1.26,CLIC
1998-10-01,3.76,CLIC
1998-10-02,3.58,CLIC
1998-10-03,3.39,CLIC
1998-10-04,4.82,CLIC
1998-10-05,3.19,CLIC
1998-10-06,4.59,CLIC
1998-10-07,0.19,CLIC
1998-10-08,2.82,CLIC
1998-10-09,3.7,CLIC
1998-10-10,3,CLIC
1998-10-11,4.24,CLIC
1998-10-12,2.84,CLIC
1998-10-13,0.82,CLIC
1998-10-14,3.33,CLIC
1998-10-15,2.47,CLIC
1998-10-16,3.86,CLIC
1998-10-17,3.64,CLIC
1998-10-18,5.25,CLIC
1998-10-19,1.85,CLIC
1998-10-20,3.1,CLIC
1998-10-21,2.25,CLIC
1998-10-22,0.35,CLIC
1998-10-23,2.03,CLIC
1998-10-24,3.82,CLIC
1998-10-25,2.41,CLIC
1998-10-26,3.49,CLIC
1998-10-27,1.65,CLIC
1998-10-28,4.9,CLIC
1998-10-29,2.71,CLIC
1998-10-30,2.35,CLIC
1998-10-31,4.35,CLIC
1998-11-01,2.75,CLIC
1998-11-02,4.49,CLIC
1998-11-03,2.56,CLIC
1998-11-04,2.05,CLIC
1998-11-05,2.95,CLIC
1998-11-06,1.64,CLIC
1998-11-07,3.75,CLIC
1998-11-08,2.6,CLIC
1998-11-09,3.17,CLIC
1998-11-10,3.27,CLIC
1998-11-11,3.8,CLIC
1998-11-12,2.7,CLIC
1998-11-13,3.5,CLIC
1998-11-14,3.3,CLIC
1998-11-15,5.15,CLIC
1998-11-16,2.55,CLIC
1998-11-17,3.64,CLIC
1998-11-18,3.23,CLIC
1998-11-19,3.25,CLIC
1998-11-20,4.22,CLIC
1998-11-21,0.14,CLIC
1998-11-22,2.78,CLIC
1998-11-23,3.44,CLIC
1998-11-24,2.05,CLIC
1998-11-25,4,CLIC
1998-11-26,2.65,CLIC
1998-11-27,2.39,CLIC
1998-11-28,2.91,CLIC
1998-11-29,2.37,CLIC
1998-11-30,3.14,CLIC
1998-12-01,3.05,CLIC
1998-12-02,3.1,CLIC
1998-12-03,3.3,CLIC
1998-12-04,3.44,CLIC
1998-12-05,2.86,CLIC
1998-12-06,5.3,CLIC
1998-12-07,4.18,CLIC
1998-12-08,2.27,CLIC
1998-12-09,3.03,CLIC
1998-12-10,3.29,CLIC
1998-12-11,4.12,CLIC
1998-12-12,0.99,CLIC
1998-12-13,1.5,CLIC
1998-12-14,3.1,CLIC
1998-12-15,2.31,CLIC
1998-12-16,2.69,CLIC
1998-12-17,3.9,CLIC
1998-12-18,4.67,CLIC
1998-12-19,2.83,CLIC
1998-12-20,5.36,CLIC
1998-12-21,4.12,CLIC
1998-12-22,3.51,CLIC
1998-12-23,4.48,CLIC
1998-12-24,2.31,CLIC
1998-12-25,3.52,CLIC
1998-12-26,6.2,CLIC
1998-12-27,4.3,CLIC
1998-12-28,3.9,CLIC
1998-12-29,2.97,CLIC
1998-12-30,2.15,CLIC
1998-12-31,2.81,CLIC
1999-01-01,2.98,CLIC
1999-01-02,2.2,CLIC
1999-01-03,2.55,CLIC
1999-01-04,2.1,CLIC
1999-01-05,4.25,CLIC
1999-01-06,4.74,CLIC
1999-01-07,6.54,CLIC
1999-01-08,6.12,CLIC
1999-01-09,0.64,CLIC
1999-01-10,3.86,CLIC
1999-01-11,4.98,CLIC
1999-01-12,6.32,CLIC
1999-01-13,3.48,CLIC
1999-01-14,2.72,CLIC
1999-01-15,3.6,CLIC
1999-01-16,3.05,CLIC
1999-01-17,4.5,CLIC
1999-01-18,4.8,CLIC
1999-01-19,5.45,CLIC
1999-01-20,8.05,CLIC
1999-01-21,9.53,CLIC
1999-01-22,8.11,CLIC
1999-01-23,3.26,CLIC
1999-01-24,5.46,CLIC
1999-01-25,6.33,CLIC
1999-01-26,2.1,CLIC
1999-01-27,5.33,CLIC
1999-01-28,4.39,CLIC
1999-01-29,5.1,CLIC
1999-01-30,2.96,CLIC
1999-01-31,5.07,CLIC
1999-02-01,6.28,CLIC
1999-02-02,2.77,CLIC
1999-02-03,5.8,CLIC
1999-02-04,3.55,CLIC
1999-02-05,3.4,CLIC
1999-02-06,4.4,CLIC
1999-02-07,4.63,CLIC
1999-02-08,4.17,CLIC
1999-02-09,5.2,CLIC
1999-02-10,4.1,CLIC
1999-02-11,5.16,CLIC
1999-02-12,4.79,CLIC
1999-02-13,5.9,CLIC
1999-02-14,4.4,CLIC
1999-02-15,5.1,CLIC
1999-02-16,4.7,CLIC
1999-02-17,4,CLIC
1999-02-18,4.56,CLIC
1999-02-19,4,CLIC
1999-02-20,5.73,CLIC
1999-02-21,4.98,CLIC
1999-02-22,5.76,CLIC
1999-02-23,4.95,CLIC
1999-02-24,4.17,CLIC
1999-02-25,4.48,CLIC
1999-02-26,3.75,CLIC
1999-02-27,5.72,CLIC
1999-02-28,3.93,CLIC
1999-03-01,5.55,CLIC
1999-03-02,7.84,CLIC
1999-03-03,6.19,CLIC
1999-03-04,9.36,CLIC
1999-03-05,6.06,CLIC
1999-03-06,7,CLIC
1999-03-07,6.04,CLIC
1999-03-08,7.47,CLIC
1999-03-09,5.3,CLIC
1999-03-10,7.75,CLIC
1999-03-11,8.33,CLIC
1999-03-12,9.18,CLIC
1999-03-13,7.45,CLIC
1999-03-14,7.9,CLIC
1999-03-15,4.14,CLIC
1999-03-16,6.7,CLIC
1999-03-17,8.55,CLIC
1999-03-18,6.81,CLIC
1999-03-19,10.56,CLIC
1999-03-20,3.58,CLIC
1999-03-21,3.94,CLIC
1999-03-22,7.58,CLIC
1999-03-23,5.78,CLIC
1999-03-24,6.98,CLIC
1999-03-25,6.05,CLIC
1999-03-26,9.9,CLIC
1999-03-27,10.36,CLIC
1999-03-28,6.7,CLIC
1999-03-29,7.24,CLIC
1999-03-30,5.83,CLIC
1999-03-31,5.53,CLIC
1999-04-01,7.99,CLIC
1999-04-02,6.75,CLIC
1999-04-03,10.65,CLIC
1999-04-04,9.45,CLIC
1999-04-05,9.96,CLIC
1999-04-06,6.05,CLIC
1999-04-07,6.2,CLIC
1999-04-08,8.4,CLIC
1999-04-09,6.4,CLIC
1999-04-10,6.3,CLIC
1999-04-11,4.7,CLIC
1999-04-12,6.6,CLIC
1999-04-13,8.6,CLIC
1999-04-14,6.39,CLIC
1999-04-15,5.25,CLIC
1999-04-16,5.49,CLIC
1999-04-17,1.16,CLIC
1999-04-18,6.9,CLIC
1999-04-19,6.6,CLIC
1999-04-20,8.33,CLIC
1999-04-21,10.57,CLIC
1999-04-22,9.68,CLIC
1999-04-23,8.4,CLIC
1999-04-24,6.17,CLIC
1999-04-25,7.18,CLIC
1999-04-26,8.34,CLIC
1999-04-27,7.9,CLIC
1999-04-28,6.38,CLIC
1999-04-29,7.45,CLIC
1999-04-30,8.8,CLIC
1999-05-01,7.45,CLIC
1999-05-02,7.5,CLIC
1999-05-03,8.68,CLIC
1999-05-04,8.15,CLIC
1999-05-05,7.95,CLIC
1999-05-06,7.4,CLIC
1999-05-07,7.1,CLIC
1999-05-08,6.93,CLIC
1999-05-09,7.75,CLIC
1999-05-10,5.5,CLIC
1999-05-11,4.3,CLIC
1999-05-12,8.15,CLIC
1999-05-13,6,CLIC
1999-05-14,7.2,CLIC
1999-05-15,7.29,CLIC
1999-05-16,7.21,CLIC
1999-05-17,6.1,CLIC
1999-05-18,7.25,CLIC
1999-05-19,5.45,CLIC
1999-05-20,6.8,CLIC
1999-05-21,7.35,CLIC
1999-05-22,8.22,CLIC
1999-05-23,5.9,CLIC
1999-05-24,5.83,CLIC
1999-05-25,7.8,CLIC
1999-05-26,5.5,CLIC
1999-05-27,5.45,CLIC
1999-05-28,4.5,CLIC
1999-05-29,4.6,CLIC
1999-05-30,5.16,CLIC
1999-05-31,6.54,CLIC
1999-06-01,9.05,CLIC
1999-06-02,2.63,CLIC
1999-06-03,6.92,CLIC
1999-06-04,4.76,CLIC
1999-06-05,3.95,CLIC
1999-06-06,5.76,CLIC
1999-06-07,4.1,CLIC
1999-06-08,3.38,CLIC
1999-06-09,5.45,CLIC
1999-06-10,6.57,CLIC
1999-06-11,6.1,CLIC
1999-06-12,4.75,CLIC
1999-06-13,5.95,CLIC
1999-06-14,9.85,CLIC
1999-06-15,4.85,CLIC
1999-06-16,3.99,CLIC
1999-06-17,4.16,CLIC
1999-06-18,5.85,CLIC
1999-06-19,3.2,CLIC
1999-06-20,2,CLIC
1999-06-21,4.65,CLIC
1999-06-22,4.25,CLIC
1999-06-23,4.43,CLIC
1999-06-24,5.49,CLIC
1999-06-25,4.08,CLIC
1999-06-26,4.2,CLIC
1999-06-27,2.48,CLIC
1999-06-28,7.57,CLIC
1999-06-29,6.45,CLIC
1999-06-30,6.22,CLIC
1999-07-01,5.78,CLIC
1999-07-02,5.3,CLIC
1999-07-04,2.96,CLIC
1999-07-05,2.94,CLIC
1999-07-06,3.22,CLIC
1999-07-07,6.66,CLIC
1999-07-08,6.52,CLIC
1999-07-09,5.9,CLIC
1999-07-10,3.92,CLIC
1999-07-11,4.22,CLIC
1999-07-12,5.86,CLIC
1999-07-13,3.94,CLIC
1999-07-14,6.7,CLIC
1999-07-15,6.46,CLIC
1999-07-16,5.34,CLIC
1999-07-17,5.56,CLIC
1999-07-18,2.2,CLIC
1999-07-19,5,CLIC
1999-07-20,2.28,CLIC
1999-07-21,5.36,CLIC
1999-07-22,2.66,CLIC
1999-07-23,6.1,CLIC
1999-07-24,6.1,CLIC
1999-07-25,5.05,CLIC
1999-07-26,4.65,CLIC
1999-07-27,1.76,CLIC
1999-07-28,4.94,CLIC
1999-07-29,5.11,CLIC
1999-07-30,5.9,CLIC
1999-07-31,7.15,CLIC
1999-08-01,5.51,CLIC
1999-08-02,5.54,CLIC
1999-08-03,8.25,CLIC
1999-08-04,6.01,CLIC
1999-08-05,4.94,CLIC
1999-08-06,5.9,CLIC
1999-08-07,5.93,CLIC
1999-08-08,6.17,CLIC
1999-08-09,5.47,CLIC
1999-08-10,4.39,CLIC
1999-08-11,5.84,CLIC
1999-08-12,7.05,CLIC
1999-08-13,5.42,CLIC
1999-08-14,7.93,CLIC
1999-08-15,5.9,CLIC
1999-08-16,4.5,CLIC
1999-08-17,3.16,CLIC
1999-08-18,3.25,CLIC
1999-08-19,5.65,CLIC
1999-08-20,3.72,CLIC
1999-08-21,4.43,CLIC
1999-08-22,5.3,CLIC
1999-08-23,3.9,CLIC
1999-08-24,4.4,CLIC
1999-08-25,5.43,CLIC
1999-08-26,4.67,CLIC
1999-08-27,5.7,CLIC
1999-08-28,7.01,CLIC
1999-08-29,6.85,CLIC
1999-08-30,6.45,CLIC
1999-08-31,6.18,CLIC
1999-09-01,4.7,CLIC
1999-09-02,3.5,CLIC
1999-09-03,3.96,CLIC
1999-09-04,2.48,CLIC
1999-09-05,3.76,CLIC
1999-09-06,3.1,CLIC
1999-09-07,3.28,CLIC
1999-09-08,3.69,CLIC
1999-09-09,3.18,CLIC
1999-09-10,4.33,CLIC
1999-09-11,5.15,CLIC
1999-09-12,4.5,CLIC
1999-09-13,2.95,CLIC
1999-09-14,2.55,CLIC
1999-09-15,3.7,CLIC
1999-09-16,4.2,CLIC
1999-09-17,4.3,CLIC
1999-09-18,3.3,CLIC
1999-09-19,7.3,CLIC
1999-09-20,3.9,CLIC
1999-09-21,2.35,CLIC
1999-09-22,2.55,CLIC
1999-09-23,1.95,CLIC
1999-09-24,6,CLIC
1999-09-25,4.78,CLIC
1999-09-26,4.67,CLIC
1999-09-27,5.4,CLIC
1999-09-28,2.89,CLIC
1999-09-29,1.76,CLIC
1999-09-30,3.6,CLIC
1999-10-01,2.99,CLIC
1999-10-02,2.95,CLIC
1999-10-03,3.18,CLIC
1999-10-04,3.1,CLIC
1999-10-05,3.95,CLIC
1999-10-06,3.6,CLIC
1999-10-07,3.85,CLIC
1999-10-08,5.21,CLIC
1999-10-09,3.45,CLIC
1999-10-10,3.17,CLIC
1999-10-11,3.4,CLIC
1999-10-12,2.71,CLIC
1999-10-13,3.28,CLIC
1999-10-14,3.05,CLIC
1999-10-15,3.2,CLIC
1999-10-16,3.58,CLIC
1999-10-17,4.22,CLIC
1999-10-18,3.28,CLIC
1999-10-19,1.72,CLIC
1999-10-20,2.95,CLIC
1999-10-21,3.65,CLIC
1999-10-22,3,CLIC
1999-10-23,4.75,CLIC
1999-10-24,3.77,CLIC
1999-10-25,3.63,CLIC
1999-10-26,2.25,CLIC
1999-10-27,4.67,CLIC
1999-10-28,4.43,CLIC
1999-10-29,3.1,CLIC
1999-10-30,3.8,CLIC
1999-10-31,4.1,CLIC
1999-11-01,4.23,CLIC
1999-11-02,2.12,CLIC
1999-11-03,3.02,CLIC
1999-11-04,2.93,CLIC
1999-11-05,3.06,CLIC
1999-11-06,2.44,CLIC
1999-11-07,2.1,CLIC
1999-11-08,2.64,CLIC
1999-11-09,2.16,CLIC
1999-11-10,2.93,CLIC
1999-11-11,2.01,CLIC
1999-11-12,2.36,CLIC
1999-11-13,3.18,CLIC
1999-11-14,4.05,CLIC
1999-11-15,1.96,CLIC
1999-11-16,3.94,CLIC
1999-11-17,3.15,CLIC
1999-11-18,4.45,CLIC
1999-11-19,3.19,CLIC
1999-11-20,4.03,CLIC
1999-11-21,4.18,CLIC
1999-11-22,3.7,CLIC
1999-11-23,2.86,CLIC
1999-11-24,3.66,CLIC
1999-11-25,1.98,CLIC
1999-11-26,4.23,CLIC
1999-11-27,4,CLIC
1999-11-28,1.07,CLIC
1999-11-29,3.15,CLIC
1999-11-30,2.95,CLIC
1999-12-01,2.6,CLIC
1999-12-02,3.33,CLIC
1999-12-03,2.64,CLIC
1999-12-04,3.23,CLIC
1999-12-05,3.12,CLIC
1999-12-06,4.29,CLIC
1999-12-07,4.19,CLIC
1999-12-08,3.89,CLIC
1999-12-09,4.86,CLIC
1999-12-10,7.94,CLIC
1999-12-11,4.91,CLIC
1999-12-12,5.52,CLIC
1999-12-13,6.81,CLIC
1999-12-14,4.94,CLIC
1999-12-15,4,CLIC
1999-12-16,3.25,CLIC
1999-12-17,3.4,CLIC
1999-12-18,3.7,CLIC
1999-12-19,3.25,CLIC
1999-12-20,4.02,CLIC
1999-12-21,3.93,CLIC
1999-12-22,3.55,CLIC
1999-12-23,4.3,CLIC
1999-12-24,3.6,CLIC
1999-12-25,4.03,CLIC
1999-12-26,2.23,CLIC
1999-12-27,1.86,CLIC
1999-12-28,2.45,CLIC
1999-12-29,2.89,CLIC
1999-12-30,3.3,CLIC
1999-12-31,3.11,CLIC
2000-01-01,4.98,CLIC
2000-01-02,5.3,CLIC
2000-01-03,4.9,CLIC
2000-01-04,3.18,CLIC
2000-01-05,5.9,CLIC
2000-01-06,5.96,CLIC
2000-01-07,5.9,CLIC
2000-01-08,6.4,CLIC
2000-01-09,5.6,CLIC
2000-01-10,5.81,CLIC
2000-01-11,5.14,CLIC
2000-01-12,6.75,CLIC
2000-01-13,3.85,CLIC
2000-01-14,2.76,CLIC
2000-01-15,2.15,CLIC
2000-01-16,1.79,CLIC
2000-01-17,2.23,CLIC
2000-01-18,2.23,CLIC
2000-01-19,3.74,CLIC
2000-01-20,2.91,CLIC
2000-01-21,3,CLIC
2000-01-22,4.99,CLIC
2000-01-23,3.56,CLIC
2000-01-24,3.33,CLIC
2000-01-25,3.72,CLIC
2000-01-26,3.85,CLIC
2000-01-27,4.73,CLIC
2000-01-28,5.97,CLIC
2000-01-29,3.4,CLIC
2000-01-30,4.9,CLIC
2000-01-31,5.32,CLIC
2000-02-01,5.4,CLIC
2000-02-02,3.85,CLIC
2000-02-03,4.5,CLIC
2000-02-04,4.24,CLIC
2000-02-05,2.1,CLIC
2000-02-06,5.14,CLIC
2000-02-07,5.76,CLIC
2000-02-08,4.15,CLIC
2000-02-09,3.18,CLIC
2000-02-10,5.52,CLIC
2000-02-11,5.29,CLIC
2000-02-12,5.55,CLIC
2000-02-13,8,CLIC
2000-02-14,5.24,CLIC
2000-02-15,5.36,CLIC
2000-02-16,4.2,CLIC
2000-02-17,6.35,CLIC
2000-02-18,6.85,CLIC
2000-02-19,2.3,CLIC
2000-02-20,2,CLIC
2000-02-21,2.15,CLIC
2000-02-22,3.55,CLIC
2000-02-23,4.4,CLIC
2000-02-24,7.4,CLIC
2000-02-25,5.15,CLIC
2000-02-26,5.95,CLIC
2000-02-27,3.14,CLIC
2000-02-28,3.95,CLIC
2000-02-29,3.4,CLIC
2000-03-01,3.46,CLIC
2000-03-02,3.85,CLIC
2000-03-03,3.8,CLIC
2000-03-04,4.35,CLIC
2000-03-05,4.33,CLIC
2000-03-06,4.45,CLIC
2000-03-07,8.77,CLIC
2000-03-08,6.9,CLIC
2000-03-09,6.6,CLIC
2000-03-10,5.25,CLIC
2000-03-11,1.85,CLIC
2000-03-12,4.35,CLIC
2000-03-13,4.85,CLIC
2000-03-14,4.8,CLIC
2000-03-15,4.1,CLIC
2000-03-16,4.5,CLIC
2000-03-17,5.6,CLIC
2000-03-18,4.4,CLIC
2000-03-19,6.48,CLIC
2000-03-20,5.24,CLIC
2000-03-21,10.03,CLIC
2000-03-22,6.05,CLIC
2000-03-23,6.1,CLIC
2000-03-24,4.9,CLIC
2000-03-25,5.7,CLIC
2000-03-26,5.4,CLIC
2000-03-27,7.45,CLIC
2000-03-28,6.8,CLIC
2000-03-29,9.56,CLIC
2000-03-30,6.4,CLIC
2000-03-31,7.3,CLIC
2000-04-01,7.45,CLIC
2000-04-02,5.7,CLIC
2000-04-03,6.55,CLIC
2000-04-04,7.45,CLIC
2000-04-05,8.85,CLIC
2000-04-06,6.1,CLIC
2000-04-07,4.25,CLIC
2000-04-08,5.4,CLIC
2000-04-09,8.1,CLIC
2000-04-10,4.95,CLIC
2000-04-11,7.1,CLIC
2000-04-12,4.2,CLIC
2000-04-13,5.15,CLIC
2000-04-14,6.18,CLIC
2000-04-15,7.45,CLIC
2000-04-16,5.9,CLIC
2000-04-17,6.1,CLIC
2000-04-18,5.83,CLIC
2000-04-19,5.16,CLIC
2000-04-20,6.43,CLIC
2000-04-21,7.2,CLIC
2000-04-22,4.96,CLIC
2000-04-23,8.9,CLIC
2000-04-24,7.4,CLIC
2000-04-25,9.5,CLIC
2000-04-26,4.15,CLIC
2000-04-27,7.25,CLIC
2000-04-28,9.18,CLIC
2000-04-29,6.19,CLIC
2000-04-30,4.65,CLIC
2000-05-01,3.43,CLIC
2000-05-02,4.38,CLIC
2000-05-03,6.37,CLIC
2000-05-04,8.24,CLIC
2000-05-05,6.55,CLIC
2000-05-06,5.26,CLIC
2000-05-07,7.39,CLIC
2000-05-08,6.82,CLIC
2000-05-09,6.96,CLIC
2000-05-10,6.55,CLIC
2000-05-11,9.06,CLIC
2000-05-12,9.98,CLIC
2000-05-13,10.15,CLIC
2000-05-14,11.18,CLIC
2000-05-15,7.38,CLIC
2000-05-16,9.32,CLIC
2000-05-17,10.72,CLIC
2000-05-18,9.86,CLIC
2000-05-19,3.5,CLIC
2000-05-20,4.47,CLIC
2000-05-21,3.45,CLIC
2000-05-22,7.6,CLIC
2000-05-23,3.65,CLIC
2000-05-24,9.49,CLIC
2000-05-25,6.76,CLIC
2000-05-26,8.17,CLIC
2000-05-27,9.38,CLIC
2000-05-28,3.7,CLIC
2000-05-29,4.62,CLIC
2000-05-30,4.88,CLIC
2000-05-31,3.84,CLIC
2000-06-01,2.1,CLIC
2000-06-02,5.66,CLIC
2000-06-03,5.23,CLIC
2000-06-04,2.67,CLIC
2000-06-05,2.44,CLIC
2000-06-06,1.11,CLIC
2000-06-07,2.65,CLIC
2000-06-08,1.9,CLIC
2000-06-09,2.2,CLIC
2000-06-10,1.3,CLIC
2000-06-11,2.43,CLIC
2000-06-12,2.67,CLIC
2000-06-13,4.85,CLIC
2000-06-14,6.28,CLIC
2000-06-15,7.67,CLIC
2000-06-16,6.47,CLIC
2000-06-17,4.26,CLIC
2000-06-18,3.15,CLIC
2000-06-19,2.46,CLIC
2000-06-20,4.58,CLIC
2000-06-21,3.72,CLIC
2000-06-22,3.9,CLIC
2000-06-23,7.3,CLIC
2000-06-24,8.85,CLIC
2000-06-25,4,CLIC
2000-06-26,5.55,CLIC
2000-06-27,2.65,CLIC
2000-06-28,6.45,CLIC
2000-06-29,6.5,CLIC
2000-06-30,4.5,CLIC
2000-07-01,5.73,CLIC
2000-07-02,7.57,CLIC
2000-07-03,5.5,CLIC
2000-07-04,6.45,CLIC
2000-07-05,5.8,CLIC
2000-07-06,5.9,CLIC
2000-07-07,5.25,CLIC
2000-07-08,5.6,CLIC
2000-07-09,4.65,CLIC
2000-07-10,6.3,CLIC
2000-07-11,6.55,CLIC
2000-07-12,6.43,CLIC
2000-07-13,7.62,CLIC
2000-07-14,6.8,CLIC
2000-07-15,7.5,CLIC
2000-07-16,5,CLIC
2000-07-17,3.7,CLIC
2000-07-18,5.8,CLIC
2000-07-19,6.25,CLIC
2000-07-20,7.98,CLIC
2000-07-21,6.37,CLIC
2000-07-22,5.4,CLIC
2000-07-23,6.55,CLIC
2000-07-24,6.05,CLIC
2000-07-25,5.85,CLIC
2000-07-26,5.6,CLIC
2000-07-27,6.5,CLIC
2000-07-28,6.55,CLIC
2000-07-29,4.1,CLIC
2000-07-30,4.6,CLIC
2000-07-31,5.9,CLIC
2000-08-01,5.58,CLIC
2000-08-02,3.97,CLIC
2000-08-03,7.7,CLIC
2000-08-04,2.3,CLIC
2000-08-05,2.2,CLIC
2000-08-06,1.6,CLIC
2000-08-07,5,CLIC
2000-08-08,3.98,CLIC
2000-08-09,4.52,CLIC
2000-08-10,4.25,CLIC
2000-08-11,3.55,CLIC
2000-08-12,2.85,CLIC
2000-08-13,5.65,CLIC
2000-08-14,5.2,CLIC
2000-08-15,4.83,CLIC
2000-08-16,5.81,CLIC
2000-08-17,5.86,CLIC
2000-08-18,5.3,CLIC
2000-08-19,5.19,CLIC
2000-08-20,2.66,CLIC
2000-08-21,3.95,CLIC
2000-08-22,7.67,CLIC
2000-08-23,2.73,CLIC
2000-08-24,5.23,CLIC
2000-08-25,5.02,CLIC
2000-08-26,4.8,CLIC
2000-08-27,9,CLIC
2000-08-28,4.2,CLIC
2000-08-29,5.09,CLIC
2000-08-30,5.26,CLIC
2000-08-31,5.7,CLIC
2000-09-01,6.3,CLIC
2000-09-02,4.5,CLIC
2000-09-03,5.6,CLIC
2000-09-04,5.31,CLIC
2000-09-05,5.7,CLIC
2000-09-06,6.93,CLIC
2000-09-07,5.53,CLIC
2000-09-08,3.37,CLIC
2000-09-09,4.37,CLIC
2000-09-10,4.9,CLIC
2000-09-11,4.7,CLIC
2000-09-12,4.4,CLIC
2000-09-13,5.11,CLIC
2000-09-14,1.79,CLIC
2000-09-15,3.4,CLIC
2000-09-16,3.5,CLIC
2000-09-17,4.4,CLIC
2000-09-18,3,CLIC
2000-09-19,5.7,CLIC
2000-09-20,4.97,CLIC
2000-09-21,4.48,CLIC
2000-09-22,2.85,CLIC
2000-09-23,4.7,CLIC
2000-09-24,4.1,CLIC
2000-09-25,3.6,CLIC
2000-09-26,3.5,CLIC
2000-09-27,4.27,CLIC
2000-09-28,4.85,CLIC
2000-09-29,3.74,CLIC
2000-09-30,3.34,CLIC
2000-10-01,3.56,CLIC
2000-10-02,5.22,CLIC
2000-10-03,4.12,CLIC
2000-10-04,3.3,CLIC
2000-10-06,2,CLIC
2000-10-07,0.1,CLIC
2000-10-08,2.85,CLIC
2000-10-09,1.13,CLIC
2000-10-10,0.02,CLIC
2000-10-11,4.3,CLIC
2000-10-12,3.65,CLIC
2000-10-13,3.45,CLIC
2000-10-14,3,CLIC
2000-10-15,2.28,CLIC
2000-10-16,3.72,CLIC
2000-10-17,1.2,CLIC
2000-10-18,1.95,CLIC
2000-10-19,2.02,CLIC
2000-10-20,2.08,CLIC
2000-10-21,2.15,CLIC
2000-10-22,2.95,CLIC
2000-10-23,1,CLIC
2000-10-24,3.7,CLIC
