Estación: ,C19067,EL RUSIO. GALEANA
1989-08-25,2.92,CLIC
1989-08-26,6.46,CLIC
1989-08-27,5.99,CLIC
1989-08-28,7.25,CLIC
1989-08-29,4.9,CLIC
1989-08-30,5.1,CLIC
1989-08-31,5.4,CLIC
1989-09-01,4.6,CLIC
1989-09-02,7.85,CLIC
1989-09-03,6.7,CLIC
1989-09-04,9.25,CLIC
1989-09-05,7.7,CLIC
1989-09-06,7.7,CLIC
1989-09-07,6.65,CLIC
1989-09-08,0.75,CLIC
1989-09-09,4.85,CLIC
1989-09-10,5,CLIC
1989-09-11,6.65,CLIC
1989-09-12,7.3,CLIC
1989-09-13,6.85,CLIC
1989-09-14,4.8,CLIC
1989-09-15,5.35,CLIC
1989-09-16,6.65,CLIC
1989-09-17,5.7,CLIC
1989-09-18,6.3,CLIC
1989-09-19,6,CLIC
1989-09-20,6.6,CLIC
1989-09-21,7.3,CLIC
1989-09-22,7.48,CLIC
1989-09-23,6.72,CLIC
1989-09-24,4.85,CLIC
1989-09-25,5.65,CLIC
1989-09-26,6,CLIC
1989-09-27,6.1,CLIC
1989-09-28,6.35,CLIC
1989-09-29,5.95,CLIC
1989-09-30,6.3,CLIC
1989-10-01,6.5,CLIC
1989-10-02,7,CLIC
1989-10-03,7.5,CLIC
1989-10-04,6.4,CLIC
1989-10-05,6.1,CLIC
1989-10-06,6.2,CLIC
1989-10-07,7.6,CLIC
1989-10-08,5.35,CLIC
1989-10-09,3.95,CLIC
1989-10-10,3.45,CLIC
1989-10-11,7.95,CLIC
1989-10-12,6,CLIC
1989-10-13,5.55,CLIC
1989-10-14,7,CLIC
1989-10-15,5.35,CLIC
1989-10-16,6.2,CLIC
1989-10-17,6,CLIC
1989-10-18,5.75,CLIC
1989-10-19,6,CLIC
1989-10-20,3.35,CLIC
1989-10-21,4.15,CLIC
1989-10-22,4.85,CLIC
1989-10-23,6.85,CLIC
1989-10-24,7.2,CLIC
1989-10-25,4.5,CLIC
1989-10-26,3.45,CLIC
1989-10-27,3.55,CLIC
1989-10-28,2.75,CLIC
1989-10-29,4.95,CLIC
1989-10-30,3.55,CLIC
1989-10-31,4.75,CLIC
1989-11-01,4,CLIC
1989-11-02,5.1,CLIC
1989-11-03,1.3,CLIC
1989-11-04,1.4,CLIC
1989-11-05,4.05,CLIC
1989-11-06,4,CLIC
1989-11-07,3.6,CLIC
1989-11-08,5.6,CLIC
1989-11-09,4.8,CLIC
1989-11-10,2.9,CLIC
1989-11-11,2.2,CLIC
1989-11-12,1.3,CLIC
1989-11-13,3.7,CLIC
1989-11-14,4.05,CLIC
1989-11-15,4.2,CLIC
1989-11-16,5.65,CLIC
1989-11-17,3.25,CLIC
1989-11-18,4.1,CLIC
1989-11-19,0.4,CLIC
1989-11-20,0.15,CLIC
1989-11-21,2.3,CLIC
1989-11-22,3.28,CLIC
1989-11-23,5.12,CLIC
1989-11-24,2.3,CLIC
1989-11-25,3.6,CLIC
1989-11-26,3.05,CLIC
1989-11-27,4.3,CLIC
1989-11-28,4.05,CLIC
1989-11-29,3.65,CLIC
1989-11-30,2.55,CLIC
1989-12-01,3.6,CLIC
1989-12-02,4.3,CLIC
1989-12-03,4,CLIC
1989-12-04,2.6,CLIC
1989-12-05,3,CLIC
1989-12-06,2.15,CLIC
1989-12-07,1.8,CLIC
1989-12-08,2.7,CLIC
1989-12-09,3.7,CLIC
1989-12-10,2.45,CLIC
1989-12-11,2.9,CLIC
1989-12-12,3.12,CLIC
1989-12-13,3.68,CLIC
1989-12-14,3,CLIC
1989-12-15,3.25,CLIC
1989-12-16,3,CLIC
1989-12-17,4.2,CLIC
1989-12-18,4,CLIC
1989-12-19,4.95,CLIC
1989-12-20,4.1,CLIC
1989-12-21,3.4,CLIC
1989-12-22,3.35,CLIC
1989-12-23,3.4,CLIC
1989-12-24,3.4,CLIC
1989-12-25,3.35,CLIC
1989-12-26,3.6,CLIC
1989-12-27,3.35,CLIC
1989-12-28,4.05,CLIC
1989-12-29,3.6,CLIC
1989-12-30,3.95,CLIC
1989-12-31,2.65,CLIC
1990-01-01,0.8,CLIC
1990-01-02,0.1,CLIC
1990-01-03,0.7,CLIC
1990-01-04,2.45,CLIC
1990-01-05,3.35,CLIC
1990-01-06,2.1,CLIC
1990-01-07,3,CLIC
1990-01-08,3.3,CLIC
1990-01-09,3.3,CLIC
1990-01-10,3.4,CLIC
1990-01-11,4,CLIC
1990-01-12,4.45,CLIC
1990-01-13,4.35,CLIC
1990-01-14,3.2,CLIC
1990-01-15,3.1,CLIC
1990-01-16,2.55,CLIC
1990-01-17,2.65,CLIC
1990-01-18,2.05,CLIC
1990-01-19,4.1,CLIC
1990-01-20,5.05,CLIC
1990-01-21,4.15,CLIC
1990-01-22,3.5,CLIC
1990-01-23,3.5,CLIC
1990-01-24,3.6,CLIC
1990-01-25,3.8,CLIC
1990-01-26,3.9,CLIC
1990-01-27,3.3,CLIC
1990-01-28,4.15,CLIC
1990-01-29,4.05,CLIC
1990-01-30,3.55,CLIC
1990-01-31,3.85,CLIC
1990-02-01,4.6,CLIC
1990-02-02,4.7,CLIC
1990-02-03,5.6,CLIC
1990-02-04,4.5,CLIC
1990-02-05,0.4,CLIC
1990-02-06,1.5,CLIC
1990-02-07,1.55,CLIC
1990-02-08,2.6,CLIC
1990-02-09,3.6,CLIC
1990-02-10,4.45,CLIC
1990-02-11,5.35,CLIC
1990-02-12,5.3,CLIC
1990-02-13,4.7,CLIC
1990-02-14,4,CLIC
1990-02-15,6.5,CLIC
1990-02-16,6.4,CLIC
1990-02-17,4.5,CLIC
1990-02-18,5,CLIC
1990-02-19,2,CLIC
1990-02-20,2.3,CLIC
1990-02-21,4.2,CLIC
1990-02-22,4.5,CLIC
1990-02-23,5,CLIC
1990-02-24,5,CLIC
1990-02-25,4.9,CLIC
1990-02-26,5.1,CLIC
1990-02-27,4.65,CLIC
1990-02-28,3,CLIC
1990-03-01,2.5,CLIC
1990-03-02,2.7,CLIC
1990-03-03,7.35,CLIC
1990-03-04,4.45,CLIC
1990-03-05,3.65,CLIC
1990-03-06,4.55,CLIC
1990-03-07,5.8,CLIC
1990-03-08,6.7,CLIC
1990-03-09,5.2,CLIC
1990-03-10,4.25,CLIC
1990-03-11,3.5,CLIC
1990-03-12,2.55,CLIC
1990-03-13,5.6,CLIC
1990-03-14,6,CLIC
1990-03-15,6.6,CLIC
1990-03-16,6.6,CLIC
1990-03-17,6,CLIC
1990-03-18,5.5,CLIC
1990-03-19,6,CLIC
1990-03-20,6.75,CLIC
1990-03-21,6.15,CLIC
1990-03-22,6.6,CLIC
1990-03-23,8.3,CLIC
1990-03-24,7.35,CLIC
1990-03-25,7.2,CLIC
1990-03-26,6,CLIC
1990-03-27,5.9,CLIC
1990-03-28,0.65,CLIC
1990-03-29,5.6,CLIC
1990-03-30,2.7,CLIC
1990-03-31,5.6,CLIC
1990-04-01,9.55,CLIC
1990-04-02,8.3,CLIC
1990-04-03,5.45,CLIC
1990-04-04,5.1,CLIC
1990-04-05,2.25,CLIC
1990-04-06,6.4,CLIC
1990-04-07,7.9,CLIC
1990-04-08,6.85,CLIC
1990-04-09,6.1,CLIC
1990-04-10,7.4,CLIC
1990-04-11,6.6,CLIC
1990-04-12,6.3,CLIC
1990-04-13,4.25,CLIC
1990-04-14,7.35,CLIC
1990-04-15,10.2,CLIC
1990-04-16,7.2,CLIC
1990-04-17,7,CLIC
1990-04-18,7.35,CLIC
1990-04-19,6.5,CLIC
1990-04-20,7.05,CLIC
1990-04-21,6.25,CLIC
1990-04-22,7.2,CLIC
1990-04-23,4.1,CLIC
1990-04-24,0.01,CLIC
1990-04-25,7,CLIC
1990-04-26,9.2,CLIC
1990-04-27,7.2,CLIC
1990-04-28,10.1,CLIC
1990-04-29,8.7,CLIC
1990-04-30,9.55,CLIC
1990-05-01,11.45,CLIC
1990-05-02,8.5,CLIC
1990-05-03,10.5,CLIC
1990-05-04,8.35,CLIC
1990-05-05,0.45,CLIC
1990-05-06,6.5,CLIC
1990-05-07,4.5,CLIC
1990-05-08,3.6,CLIC
1990-05-09,5.85,CLIC
1990-05-10,7.75,CLIC
1990-05-11,6.8,CLIC
1990-05-12,4.45,CLIC
1990-05-13,7.05,CLIC
1990-05-14,6.25,CLIC
1990-05-15,6.85,CLIC
1990-05-16,7.8,CLIC
1990-05-17,5.6,CLIC
1990-05-18,9,CLIC
1990-05-19,6.3,CLIC
1990-05-20,5.05,CLIC
1990-05-21,6.4,CLIC
1990-05-22,6.85,CLIC
1990-05-23,7.8,CLIC
1990-05-24,7.6,CLIC
1990-05-25,6,CLIC
1990-05-26,7.7,CLIC
1990-05-27,8.5,CLIC
1990-05-28,8.9,CLIC
1990-05-29,1.6,CLIC
1990-05-30,7,CLIC
1990-05-31,8.2,CLIC
1990-06-01,9.7,CLIC
1990-06-02,7.8,CLIC
1990-06-03,5.15,CLIC
1990-06-04,10.35,CLIC
1990-06-05,9,CLIC
1990-06-06,7.4,CLIC
1990-06-07,7.85,CLIC
1990-06-08,5.45,CLIC
1990-06-09,6.1,CLIC
1990-06-10,7,CLIC
1990-06-11,8.2,CLIC
1990-06-12,4.7,CLIC
1990-06-13,7.75,CLIC
1990-06-14,7.55,CLIC
1990-06-15,2,CLIC
1990-06-16,8.2,CLIC
1990-06-17,9.5,CLIC
1990-06-18,8.7,CLIC
1990-06-19,9.3,CLIC
1990-06-20,11.2,CLIC
1990-06-21,7.7,CLIC
1990-06-22,8.4,CLIC
1990-06-23,6,CLIC
1990-06-24,10.45,CLIC
1990-06-25,10.2,CLIC
1990-06-26,9.6,CLIC
1990-06-27,9.45,CLIC
1990-06-28,8.3,CLIC
1990-06-29,8.6,CLIC
1990-06-30,7.6,CLIC
1990-07-01,8.3,CLIC
1990-07-02,2.6,CLIC
1990-07-03,3,CLIC
1990-07-04,4.2,CLIC
1990-07-05,5,CLIC
1990-07-06,7,CLIC
1990-07-07,4.8,CLIC
1990-07-08,8.05,CLIC
1990-07-09,3.05,CLIC
1990-07-10,7.9,CLIC
1990-07-11,8.7,CLIC
1990-07-12,7.05,CLIC
1990-07-13,8.05,CLIC
1990-07-14,8.1,CLIC
1990-07-15,4.55,CLIC
1990-07-16,7.3,CLIC
1990-07-17,5.5,CLIC
1990-07-18,4.5,CLIC
1990-07-19,5,CLIC
1990-07-20,7.1,CLIC
1990-07-21,7.35,CLIC
1990-07-22,7.25,CLIC
1990-07-23,7.3,CLIC
1990-07-24,6.4,CLIC
1990-07-25,7.4,CLIC
1990-07-26,5.2,CLIC
1990-07-27,7.5,CLIC
1990-07-28,7.7,CLIC
1990-07-29,5.2,CLIC
1990-07-30,6.3,CLIC
1990-07-31,4.4,CLIC
1990-08-01,3.5,CLIC
1990-08-02,4.1,CLIC
1990-08-03,4.1,CLIC
1990-08-04,5.75,CLIC
1990-08-05,7.5,CLIC
1990-08-06,8.5,CLIC
1990-08-07,8.5,CLIC
1990-08-08,6.2,CLIC
1990-08-09,3.1,CLIC
1990-08-10,4.1,CLIC
1990-08-11,6.6,CLIC
1990-08-12,2.35,CLIC
1990-08-13,1.35,CLIC
1990-08-14,4.65,CLIC
1990-08-15,4.55,CLIC
1990-08-16,7.2,CLIC
1990-08-17,6.8,CLIC
1990-08-18,3.3,CLIC
1990-08-19,6.35,CLIC
1990-08-20,8.75,CLIC
1990-08-21,9.25,CLIC
1990-08-22,8.15,CLIC
1990-08-23,6.9,CLIC
1990-08-24,5.4,CLIC
1990-08-25,7.4,CLIC
1990-08-26,9.7,CLIC
1990-08-27,6.6,CLIC
1990-08-28,8.1,CLIC
1990-08-29,5.6,CLIC
1990-08-30,4.65,CLIC
1990-08-31,3.45,CLIC
1990-09-01,7.3,CLIC
1990-09-02,5.2,CLIC
1990-09-03,6.1,CLIC
1990-09-04,4.1,CLIC
1990-09-05,6.35,CLIC
1990-09-06,5.1,CLIC
1990-09-07,6.95,CLIC
1990-09-08,1.3,CLIC
1990-09-09,2.5,CLIC
1990-09-10,4.35,CLIC
1990-09-11,4.8,CLIC
1990-09-12,5,CLIC
1990-09-13,4.9,CLIC
1990-09-14,4.4,CLIC
1990-09-15,4.2,CLIC
1990-09-16,6.2,CLIC
1990-09-17,6,CLIC
1990-09-18,3.1,CLIC
1990-09-19,4.2,CLIC
1990-09-20,4.3,CLIC
1990-09-21,6.55,CLIC
1990-09-22,6.35,CLIC
1990-09-23,6.25,CLIC
1990-09-24,4.5,CLIC
1990-09-25,2.65,CLIC
1990-09-26,3.75,CLIC
1990-09-27,5.2,CLIC
1990-09-28,4.9,CLIC
1990-09-29,5.9,CLIC
1990-09-30,6.2,CLIC
1990-10-01,4.9,CLIC
1990-10-02,5.65,CLIC
1990-10-03,4.65,CLIC
1990-10-04,4.4,CLIC
1990-10-05,3.35,CLIC
1990-10-06,3.7,CLIC
1990-10-07,5.2,CLIC
1990-10-08,6.3,CLIC
1990-10-09,4.15,CLIC
1990-10-10,3.25,CLIC
1990-10-11,3.15,CLIC
1990-10-12,5.5,CLIC
1990-10-13,4.85,CLIC
1990-10-14,4.65,CLIC
1990-10-15,4.6,CLIC
1990-10-16,6,CLIC
1990-10-17,3.9,CLIC
1990-10-18,4.3,CLIC
1990-10-19,4.2,CLIC
1990-10-20,2.51,CLIC
1990-10-21,4.01,CLIC
1990-10-22,4.4,CLIC
1990-10-23,1.4,CLIC
1990-10-24,1.2,CLIC
1990-10-25,4,CLIC
1990-10-26,3.5,CLIC
1990-10-27,5.4,CLIC
1990-10-28,4.4,CLIC
1990-10-29,4.3,CLIC
1990-10-30,4.05,CLIC
1990-10-31,4.65,CLIC
1990-11-01,3.2,CLIC
1990-11-02,3.3,CLIC
1990-11-03,3.2,CLIC
1990-11-04,4.2,CLIC
1990-11-05,4.2,CLIC
1990-11-06,3.2,CLIC
1990-11-07,3.7,CLIC
1990-11-08,3.1,CLIC
1990-11-09,8.1,CLIC
1990-11-10,5.15,CLIC
1990-11-11,3.65,CLIC
1990-11-12,4.3,CLIC
1990-11-13,4.15,CLIC
1990-11-14,4.35,CLIC
1990-11-15,3.5,CLIC
1990-11-16,4.1,CLIC
1990-11-17,3.9,CLIC
1990-11-18,3.2,CLIC
1990-11-19,5.2,CLIC
1990-11-20,4.55,CLIC
1990-11-21,4.75,CLIC
1990-11-22,4.4,CLIC
1990-11-23,1,CLIC
1990-11-24,2.2,CLIC
1990-11-25,3.4,CLIC
1990-11-26,4,CLIC
1990-11-27,2.5,CLIC
1990-11-28,4,CLIC
1990-11-29,4.5,CLIC
1990-11-30,2,CLIC
1990-12-01,1.4,CLIC
1990-12-02,3.95,CLIC
1990-12-03,4.05,CLIC
1990-12-04,5.7,CLIC
1990-12-05,2.1,CLIC
1990-12-06,2.45,CLIC
1990-12-07,4.95,CLIC
1990-12-08,3.65,CLIC
1990-12-09,3.85,CLIC
1990-12-10,3.4,CLIC
1990-12-11,5.55,CLIC
1990-12-12,3.05,CLIC
1990-12-13,6.15,CLIC
1990-12-14,4.55,CLIC
1990-12-15,6.45,CLIC
1990-12-16,5,CLIC
1990-12-17,4.1,CLIC
1990-12-18,6.15,CLIC
1990-12-19,4.75,CLIC
1990-12-20,4.25,CLIC
1990-12-21,5.8,CLIC
1990-12-22,6.2,CLIC
1990-12-23,5.85,CLIC
1990-12-24,2.15,CLIC
1990-12-25,3.8,CLIC
1990-12-26,3.7,CLIC
1990-12-27,3.93,CLIC
1990-12-28,3.57,CLIC
1990-12-29,3.6,CLIC
1990-12-30,4.95,CLIC
1990-12-31,0.3,CLIC
1991-01-01,5,CLIC
1991-01-02,0.45,CLIC
1991-01-03,5.2,CLIC
1991-01-04,4.1,CLIC
1991-01-05,3,CLIC
1991-01-06,3.95,CLIC
1991-01-07,2.7,CLIC
1991-01-08,2.95,CLIC
1991-01-09,2.5,CLIC
1991-01-10,0.7,CLIC
1991-01-11,7.1,CLIC
1991-01-12,4.6,CLIC
1991-01-13,1.6,CLIC
1991-01-14,0.1,CLIC
1991-01-15,2.3,CLIC
1991-01-16,6.7,CLIC
1991-01-17,4.4,CLIC
1991-01-18,1.6,CLIC
1991-01-19,1.85,CLIC
1991-01-20,1.75,CLIC
1991-01-21,2,CLIC
1991-01-22,1.6,CLIC
1991-01-23,3.8,CLIC
1991-01-24,4.25,CLIC
1991-01-25,1.35,CLIC
1991-01-26,2.7,CLIC
1991-01-27,1.7,CLIC
1991-01-28,4.25,CLIC
1991-01-29,5.2,CLIC
1991-01-30,4.4,CLIC
1991-01-31,4.65,CLIC
1991-02-01,4.65,CLIC
1991-02-02,2.35,CLIC
1991-02-03,2.7,CLIC
1991-02-04,3.1,CLIC
1991-02-05,1.88,CLIC
1991-02-06,3.9,CLIC
1991-02-07,2.7,CLIC
1991-02-08,1.3,CLIC
1991-02-09,2.2,CLIC
1991-02-10,3.75,CLIC
1991-02-11,2.6,CLIC
1991-02-12,2.85,CLIC
1991-02-13,4.9,CLIC
1991-02-14,5.1,CLIC
1991-02-15,4.6,CLIC
1991-02-16,4.3,CLIC
1991-02-17,5,CLIC
1991-02-18,4.25,CLIC
1991-02-19,6.45,CLIC
1991-02-20,4.1,CLIC
1991-02-21,4.9,CLIC
1991-02-22,5.3,CLIC
1991-02-23,5.05,CLIC
1991-02-24,4.15,CLIC
1991-02-25,5.4,CLIC
1991-02-26,4.1,CLIC
1991-02-27,4.35,CLIC
1991-02-28,4.65,CLIC
1991-03-01,8.25,CLIC
1991-03-02,9.9,CLIC
1991-03-03,5.2,CLIC
1991-03-04,8.25,CLIC
1991-03-05,6,CLIC
1991-03-06,6.75,CLIC
1991-03-07,8.25,CLIC
1991-03-08,6.5,CLIC
1991-03-09,8.9,CLIC
1991-03-10,4.3,CLIC
1991-03-11,3.65,CLIC
1991-03-12,6.7,CLIC
1991-03-13,8.1,CLIC
1991-03-14,8.35,CLIC
1991-03-15,9.35,CLIC
1991-03-16,9.85,CLIC
1991-03-17,11.05,CLIC
1991-03-18,10.2,CLIC
1991-03-19,7.55,CLIC
1991-03-20,8.85,CLIC
1991-03-21,11.55,CLIC
1991-03-22,8.5,CLIC
1991-03-23,9.15,CLIC
1991-03-24,6.9,CLIC
1991-03-25,7.15,CLIC
1991-03-26,7.8,CLIC
1991-03-27,10.35,CLIC
1991-03-28,9.45,CLIC
1991-03-29,9.2,CLIC
1991-03-30,11.25,CLIC
1991-03-31,7.6,CLIC
1991-04-01,6.05,CLIC
1991-04-02,5.15,CLIC
1991-04-03,8.7,CLIC
1991-04-04,8.05,CLIC
1991-04-05,3,CLIC
1991-04-06,6.3,CLIC
1991-04-07,6.55,CLIC
1991-04-08,7.9,CLIC
1991-04-09,8.1,CLIC
1991-04-10,8.2,CLIC
1991-04-11,4.9,CLIC
1991-04-12,8,CLIC
1991-04-13,9.8,CLIC
1991-04-14,9.05,CLIC
1991-04-15,8.5,CLIC
1991-04-16,5,CLIC
1991-04-17,7.35,CLIC
1991-04-18,8.2,CLIC
1991-04-19,9,CLIC
1991-04-20,8.45,CLIC
1991-04-21,7.55,CLIC
1991-04-22,8.93,CLIC
1991-04-23,10.52,CLIC
1991-04-24,8.25,CLIC
1991-04-25,9.3,CLIC
1991-04-26,8.7,CLIC
1991-04-27,9.75,CLIC
1991-04-28,10.3,CLIC
1991-04-29,8.55,CLIC
1991-04-30,5,CLIC
1991-05-01,6.35,CLIC
1991-05-02,6.5,CLIC
1991-05-03,8.85,CLIC
1991-05-04,8.2,CLIC
1991-05-05,8.3,CLIC
1991-05-06,5.7,CLIC
1991-05-07,3,CLIC
1991-05-08,6.65,CLIC
1991-05-09,8.65,CLIC
1991-05-10,7.7,CLIC
1991-05-11,9.45,CLIC
1991-05-12,6.3,CLIC
1991-05-13,4.99,CLIC
1991-05-14,6.1,CLIC
1991-05-15,4.55,CLIC
1991-05-16,8.05,CLIC
1991-05-17,9.05,CLIC
1991-05-18,6.35,CLIC
1991-05-19,8,CLIC
1991-05-20,8,CLIC
1991-05-21,7.2,CLIC
1991-05-22,8.3,CLIC
1991-05-23,7.3,CLIC
1991-05-24,7.3,CLIC
1991-05-25,8.45,CLIC
1991-05-26,8.05,CLIC
1991-05-27,7.85,CLIC
1991-05-28,8.1,CLIC
1991-05-29,6.99,CLIC
1991-05-30,5.95,CLIC
1991-05-31,6.1,CLIC
1991-06-01,6.7,CLIC
1991-06-02,9.2,CLIC
1991-06-03,8.9,CLIC
1991-06-04,7.4,CLIC
1991-06-05,6.35,CLIC
1991-06-06,4.65,CLIC
1991-06-07,4.55,CLIC
1991-06-08,4.6,CLIC
1991-06-09,6.7,CLIC
1991-06-10,3.99,CLIC
1991-06-11,4.5,CLIC
1991-06-12,6.2,CLIC
1991-06-13,3.3,CLIC
1991-06-14,4.65,CLIC
1991-06-15,0.15,CLIC
1991-06-16,5.85,CLIC
1991-06-17,6.1,CLIC
1991-06-18,6.2,CLIC
1991-06-19,8.05,CLIC
1991-06-20,7.15,CLIC
1991-06-21,8.7,CLIC
1991-06-22,6.9,CLIC
1991-06-23,6.85,CLIC
1991-06-24,6.6,CLIC
1991-06-25,9.15,CLIC
1991-06-26,7.9,CLIC
1991-06-27,7.75,CLIC
1991-06-28,3.55,CLIC
1991-06-29,8.9,CLIC
1991-06-30,7.4,CLIC
1991-07-01,4.2,CLIC
1991-07-02,3.7,CLIC
1991-07-03,1.1,CLIC
1991-07-04,5.9,CLIC
1991-07-05,5.55,CLIC
1991-07-06,9.45,CLIC
1991-07-07,3.5,CLIC
1991-07-08,7.1,CLIC
1991-07-09,6.1,CLIC
1991-07-10,1.65,CLIC
1991-07-11,6.25,CLIC
1991-07-12,6.55,CLIC
1991-07-13,3.95,CLIC
1991-07-14,1.99,CLIC
1991-07-15,2.7,CLIC
1991-07-16,3.1,CLIC
1991-07-17,4.95,CLIC
1991-07-18,4.85,CLIC
1991-07-19,7.15,CLIC
1991-07-20,8.05,CLIC
1991-07-21,6.99,CLIC
1991-07-22,4.7,CLIC
1991-07-23,3.4,CLIC
1991-07-24,2.05,CLIC
1991-07-25,6.15,CLIC
1991-07-26,5.5,CLIC
1991-07-27,6.6,CLIC
1991-07-28,7.05,CLIC
1991-07-29,7.4,CLIC
1991-07-30,7.75,CLIC
1991-07-31,9.4,CLIC
1991-08-01,6.3,CLIC
1991-08-02,8.85,CLIC
1991-08-03,9.05,CLIC
1991-08-04,1.25,CLIC
1991-08-05,5.2,CLIC
1991-08-06,8.4,CLIC
1991-08-07,1.4,CLIC
1991-08-08,3.1,CLIC
1991-08-09,1.48,CLIC
1991-08-10,5.47,CLIC
1991-08-11,6.2,CLIC
1991-08-12,6.95,CLIC
1991-08-13,8.45,CLIC
1991-08-14,7.9,CLIC
1991-08-15,7.75,CLIC
1991-08-16,4.4,CLIC
1991-08-17,0.5,CLIC
1991-08-18,4.2,CLIC
1991-08-19,4.45,CLIC
1991-08-20,7.8,CLIC
1991-08-21,5.85,CLIC
1991-08-22,5.05,CLIC
1991-08-23,6.5,CLIC
1991-08-24,6.55,CLIC
1991-08-25,4.3,CLIC
1991-08-26,6.3,CLIC
1991-08-27,3.45,CLIC
1991-08-28,3,CLIC
1991-08-29,6.35,CLIC
1991-08-30,8.4,CLIC
1991-08-31,8,CLIC
1991-09-01,4,CLIC
1991-09-02,3.35,CLIC
1991-09-03,2.95,CLIC
1991-09-04,5.15,CLIC
1991-09-05,2.6,CLIC
1991-09-06,2.95,CLIC
1991-09-07,5.75,CLIC
1991-09-08,2.85,CLIC
1991-09-09,5.25,CLIC
1991-09-10,5.9,CLIC
1991-09-11,6.5,CLIC
1991-09-12,3.8,CLIC
1991-09-13,2.35,CLIC
1991-09-14,1.7,CLIC
1991-09-15,1.05,CLIC
1991-09-16,5.5,CLIC
1991-09-17,4.4,CLIC
1991-09-18,1.75,CLIC
1991-09-19,4.54,CLIC
1991-09-20,6.11,CLIC
1991-09-21,6,CLIC
1991-09-22,5.35,CLIC
1991-09-23,6.65,CLIC
1991-09-24,6.15,CLIC
1991-09-25,5.95,CLIC
1991-09-26,5.9,CLIC
1991-09-27,6,CLIC
1991-09-28,6.1,CLIC
1991-09-29,6.6,CLIC
1991-09-30,0.95,CLIC
1991-10-01,4.1,CLIC
1991-10-02,3.2,CLIC
1991-10-03,3.25,CLIC
1991-10-04,4.3,CLIC
1991-10-05,1.75,CLIC
1991-10-06,4.5,CLIC
1991-10-07,3.4,CLIC
1991-10-08,2.65,CLIC
1991-10-09,3.85,CLIC
1991-10-10,2.6,CLIC
1991-10-11,4.05,CLIC
1991-10-12,4.7,CLIC
1991-10-13,5.8,CLIC
1991-10-14,5.6,CLIC
1991-10-15,5.1,CLIC
1991-10-16,6.5,CLIC
1991-10-17,6.5,CLIC
1991-10-18,6,CLIC
1991-10-19,5.8,CLIC
1991-10-20,4.15,CLIC
1991-10-21,4.25,CLIC
1991-10-22,4.9,CLIC
1991-10-23,4.1,CLIC
1991-10-24,4.9,CLIC
1991-10-25,5.1,CLIC
1991-10-26,4.8,CLIC
1991-10-27,5.3,CLIC
1991-10-28,7,CLIC
1991-10-29,7.55,CLIC
1991-10-30,5.55,CLIC
1991-10-31,2.6,CLIC
1991-11-01,4.95,CLIC
1991-11-02,2.75,CLIC
1991-11-03,2.8,CLIC
1991-11-04,2.1,CLIC
1991-11-05,1.85,CLIC
1991-11-06,1.05,CLIC
1991-11-07,2.85,CLIC
1991-11-08,4.75,CLIC
1991-11-09,4.55,CLIC
1991-11-10,4.45,CLIC
1991-11-11,4.9,CLIC
1991-11-12,4.1,CLIC
1991-11-13,1.15,CLIC
1991-11-14,1.85,CLIC
1991-11-15,4.45,CLIC
1991-11-16,3,CLIC
1991-11-17,5.5,CLIC
1991-11-18,3.6,CLIC
1991-11-19,5.6,CLIC
1991-11-20,5.05,CLIC
1991-11-21,4.6,CLIC
1991-11-22,3.25,CLIC
1991-11-23,6,CLIC
1991-11-24,4.8,CLIC
1991-11-25,1.4,CLIC
1991-11-26,3.7,CLIC
1991-11-27,3,CLIC
1991-11-28,4.1,CLIC
1991-11-29,3.9,CLIC
1991-11-30,4.65,CLIC
1991-12-01,4.55,CLIC
1991-12-02,4.4,CLIC
1991-12-03,6.25,CLIC
1991-12-04,4.9,CLIC
1991-12-05,3.3,CLIC
1991-12-06,3.8,CLIC
1991-12-07,5.25,CLIC
1991-12-08,2.75,CLIC
1991-12-09,1.45,CLIC
1991-12-10,2.55,CLIC
1991-12-11,2.1,CLIC
1991-12-12,2.7,CLIC
1991-12-13,2.7,CLIC
1991-12-14,2.8,CLIC
1991-12-15,2.35,CLIC
1991-12-16,1.35,CLIC
1991-12-17,0.35,CLIC
1991-12-18,1,CLIC
1991-12-19,1.8,CLIC
1991-12-20,1.23,CLIC
1991-12-21,0.9,CLIC
1991-12-22,2.25,CLIC
1991-12-23,3,CLIC
1991-12-24,3.2,CLIC
1991-12-25,0.05,CLIC
1991-12-26,1.8,CLIC
1991-12-27,2.5,CLIC
1991-12-28,2.4,CLIC
1991-12-29,2.75,CLIC
1991-12-30,2.25,CLIC
1991-12-31,1.1,CLIC
1992-01-01,1.1,CLIC
1992-01-02,1.45,CLIC
1992-01-03,1.8,CLIC
1992-01-04,0.6,CLIC
1992-01-05,1.15,CLIC
1992-01-06,2.35,CLIC
1992-01-07,3.25,CLIC
1992-01-08,5.45,CLIC
1992-01-09,1,CLIC
1992-01-10,3.6,CLIC
1992-01-11,2,CLIC
1992-01-12,2.2,CLIC
1992-01-13,4.8,CLIC
1992-01-14,3.25,CLIC
1992-01-15,2.15,CLIC
1992-01-16,1.9,CLIC
1992-01-17,1.7,CLIC
1992-01-18,1.1,CLIC
1992-01-19,0.7,CLIC
1992-01-20,1,CLIC
1992-01-21,1.4,CLIC
1992-01-22,2.3,CLIC
1992-01-23,3.95,CLIC
1992-01-24,0.9,CLIC
