Estación: ,C19189,EL PASTOR
2008-08-18,4.73,CLIC
2008-08-19,0,CLIC
2008-08-20,5.89,CLIC
2008-08-21,5.75,CLIC
2008-08-22,5.07,CLIC
2008-08-23,5.41,CLIC
2008-08-24,5.13,CLIC
2008-08-25,4.87,CLIC
2008-08-26,4.51,CLIC
2008-08-27,4.66,CLIC
2008-08-28,4.28,CLIC
2008-08-29,4.95,CLIC
2008-08-30,4.05,CLIC
2008-08-31,4.32,CLIC
2008-09-01,6.66,CLIC
2008-09-02,5.15,CLIC
2008-09-03,5.1,CLIC
2008-09-05,7.9,CLIC
2008-09-06,6.48,CLIC
2008-09-07,6.37,CLIC
2008-09-08,6.09,CLIC
2008-09-09,5.64,CLIC
2008-09-10,6.19,CLIC
2008-09-11,5.26,CLIC
2008-09-12,6.18,CLIC
2008-09-13,3.58,CLIC
2008-09-16,4.89,CLIC
2008-09-17,4.06,CLIC
2008-09-18,4.81,CLIC
2008-09-19,4.61,CLIC
2008-09-20,4.32,CLIC
2008-09-21,4.08,CLIC
2008-09-22,3.98,CLIC
2008-09-26,3.96,CLIC
2008-09-27,4.84,CLIC
2008-09-28,4.8,CLIC
2008-09-29,4.42,CLIC
2008-09-30,4.96,CLIC
2008-10-01,5.02,CLIC
2008-10-02,4.76,CLIC
2008-10-03,4.23,CLIC
2008-10-04,4.74,CLIC
2008-10-05,4.51,CLIC
2008-10-06,4.22,CLIC
2008-10-07,8.39,CLIC
2008-10-08,8.19,CLIC
2008-10-09,4.75,CLIC
2008-10-10,4.72,CLIC
2008-10-11,4.21,CLIC
2008-10-12,3.93,CLIC
2008-10-13,3.91,CLIC
2008-10-14,3.25,CLIC
2008-10-15,3.23,CLIC
2008-10-16,4.88,CLIC
2008-10-17,3.81,CLIC
2008-10-18,3.26,CLIC
2008-10-19,3.63,CLIC
2008-10-20,4.11,CLIC
2008-10-21,3.8,CLIC
2008-10-22,3.5,CLIC
2008-10-23,3.87,CLIC
2008-10-24,3.72,CLIC
2008-10-25,3.28,CLIC
2008-10-26,7.67,CLIC
2008-10-27,5.33,CLIC
2008-10-28,3.92,CLIC
2008-10-29,3.65,CLIC
2008-10-30,4.09,CLIC
2008-10-31,3.89,CLIC
2008-11-01,3.89,CLIC
2008-11-02,3.53,CLIC
2008-11-03,3.98,CLIC
2008-11-04,3.84,CLIC
2008-11-05,3.82,CLIC
2008-11-06,4.03,CLIC
2008-11-07,1.04,CLIC
2008-11-08,1.88,CLIC
2008-11-09,8.96,CLIC
2008-11-10,3.95,CLIC
2008-11-11,4.06,CLIC
2008-11-12,3.92,CLIC
2008-11-13,3.85,CLIC
2008-11-14,3.84,CLIC
2008-11-15,3.44,CLIC
2008-11-16,3.67,CLIC
2008-11-17,3.42,CLIC
2008-11-18,3.7,CLIC
2008-11-19,4.04,CLIC
2008-11-20,3.92,CLIC
2008-11-21,3.82,CLIC
2008-11-22,3.94,CLIC
2008-11-23,3.82,CLIC
2008-11-24,3.94,CLIC
2008-11-25,4.04,CLIC
2008-11-26,3.64,CLIC
2008-11-27,3.93,CLIC
2008-11-28,3.72,CLIC
2008-11-29,3.75,CLIC
2008-11-30,3.81,CLIC
2008-12-01,3.64,CLIC
2008-12-02,3.63,CLIC
2008-12-03,3.75,CLIC
2008-12-04,3.73,CLIC
2008-12-05,3.93,CLIC
2008-12-06,3.75,CLIC
2008-12-07,3.86,CLIC
2008-12-08,3.75,CLIC
2008-12-09,4.84,CLIC
2008-12-10,3.86,CLIC
2008-12-11,3.55,CLIC
2008-12-12,3.72,CLIC
2008-12-13,3.75,CLIC
2008-12-14,3.87,CLIC
2008-12-15,3.79,CLIC
2008-12-16,3.88,CLIC
2008-12-17,3.82,CLIC
2008-12-18,3.84,CLIC
2008-12-19,3.84,CLIC
2008-12-20,4.05,CLIC
2008-12-21,3.75,CLIC
2008-12-22,2.63,CLIC
2008-12-23,3.57,CLIC
2008-12-24,3.12,CLIC
2008-12-25,2.75,CLIC
2008-12-26,2.56,CLIC
2008-12-27,2.67,CLIC
2008-12-28,3.82,CLIC
2008-12-29,2.64,CLIC
2008-12-30,3.13,CLIC
2008-12-31,4.65,CLIC
2009-01-01,2.97,CLIC
2009-01-02,2.34,CLIC
2009-01-03,2.75,CLIC
2009-01-04,2.24,CLIC
2009-01-05,2.81,CLIC
2009-01-06,3.18,CLIC
2009-01-07,2.83,CLIC
2009-01-08,3.08,CLIC
2009-01-09,2.92,CLIC
2009-01-10,2.94,CLIC
2009-01-11,3.04,CLIC
2009-01-12,2.87,CLIC
2009-01-13,3.18,CLIC
2009-01-14,2.76,CLIC
2009-01-15,4.29,CLIC
2009-01-16,5.05,CLIC
2009-01-17,2.36,CLIC
2009-01-18,2.68,CLIC
2009-01-19,2.83,CLIC
2009-01-20,2.69,CLIC
2009-01-21,2.74,CLIC
2009-01-22,2.92,CLIC
2009-01-23,3.09,CLIC
2009-01-24,2.78,CLIC
2009-01-25,2.95,CLIC
2009-01-26,2.73,CLIC
2009-01-27,2.65,CLIC
2009-01-28,2.81,CLIC
2009-01-29,2.76,CLIC
2009-01-30,2.46,CLIC
2009-01-31,1.34,CLIC
2009-02-01,2.82,CLIC
2009-02-02,2.58,CLIC
2009-02-03,2.79,CLIC
2009-02-04,2.92,CLIC
2009-02-05,2.89,CLIC
2009-02-06,3.04,CLIC
2009-02-07,2.76,CLIC
2009-02-08,2.92,CLIC
2009-02-09,2.83,CLIC
2009-02-10,2.81,CLIC
2009-02-11,2.73,CLIC
2009-02-12,2.93,CLIC
2009-02-13,3.04,CLIC
2009-02-14,2.75,CLIC
2009-02-15,3.07,CLIC
2009-02-16,2.82,CLIC
2009-02-17,2.78,CLIC
2009-02-18,3.04,CLIC
2009-02-19,2.65,CLIC
2009-02-20,2.48,CLIC
2009-02-21,2.88,CLIC
2009-02-22,2.79,CLIC
2009-02-23,2.73,CLIC
2009-02-24,2.69,CLIC
2009-02-25,2.83,CLIC
2009-02-26,3.05,CLIC
2009-02-27,2.89,CLIC
2009-02-28,2.95,CLIC
2009-03-01,2.79,CLIC
2009-03-02,2.84,CLIC
2009-03-03,2.95,CLIC
2009-03-04,2.61,CLIC
2009-03-05,2.75,CLIC
2009-03-06,3.08,CLIC
2009-03-07,2.86,CLIC
2009-03-08,2.92,CLIC
2009-03-09,3.08,CLIC
2009-03-10,2.65,CLIC
2009-03-11,3.68,CLIC
2009-03-12,2.83,CLIC
2009-03-13,3.5,CLIC
2009-03-14,2.69,CLIC
2009-03-15,2.91,CLIC
2009-03-16,2.67,CLIC
2009-03-17,2.78,CLIC
2009-03-18,2.89,CLIC
2009-03-19,2.85,CLIC
2009-03-20,2.72,CLIC
2009-03-21,3.04,CLIC
2009-03-22,2.71,CLIC
2009-03-23,2.87,CLIC
2009-03-24,3.08,CLIC
2009-03-25,2.85,CLIC
2009-03-26,2.92,CLIC
2009-03-27,3.04,CLIC
2009-03-28,2.84,CLIC
2009-03-29,2.92,CLIC
2009-03-30,3.13,CLIC
2009-03-31,2.55,CLIC
2009-04-01,2.93,CLIC
2009-04-02,3.04,CLIC
2009-04-03,2.82,CLIC
2009-04-04,2.94,CLIC
2009-04-05,3.79,CLIC
2009-04-06,3.18,CLIC
2009-04-07,1.84,CLIC
2009-04-08,3.07,CLIC
2009-04-09,4.19,CLIC
2009-04-10,2.76,CLIC
2009-04-11,1.88,CLIC
2009-04-12,2.91,CLIC
2009-04-13,3.18,CLIC
2009-04-14,2.93,CLIC
2009-04-15,2.89,CLIC
2009-04-16,3.06,CLIC
2009-04-17,2.83,CLIC
2009-04-18,3.42,CLIC
2009-04-19,2.94,CLIC
2009-04-20,3.27,CLIC
2009-04-21,2.82,CLIC
2009-04-22,3.13,CLIC
2009-04-23,3.23,CLIC
2009-04-24,2.94,CLIC
2009-04-25,3.06,CLIC
2009-04-26,2.83,CLIC
2009-04-27,2.71,CLIC
2009-04-28,3.2,CLIC
2009-04-29,3.84,CLIC
2009-04-30,2.83,CLIC
2009-05-01,3.19,CLIC
2009-05-02,3.07,CLIC
2009-05-03,3.36,CLIC
2009-05-04,3.14,CLIC
2009-05-05,3.23,CLIC
2009-05-06,3.07,CLIC
2009-05-07,2.92,CLIC
2009-05-08,3.06,CLIC
2009-05-09,3.72,CLIC
2009-05-10,4.11,CLIC
2009-05-11,3.69,CLIC
2009-05-12,4.22,CLIC
2009-05-13,4.35,CLIC
2009-05-14,4.95,CLIC
2009-05-15,4.27,CLIC
2009-05-16,8.77,CLIC
2009-05-17,4.19,CLIC
2009-05-18,2.54,CLIC
2009-05-19,2.38,CLIC
2009-05-20,3.08,CLIC
2009-05-21,3.14,CLIC
2009-05-22,2.76,CLIC
2009-05-23,3.12,CLIC
2009-05-24,2.93,CLIC
2009-05-25,3.59,CLIC
2009-05-26,3.14,CLIC
2009-05-27,2.53,CLIC
2009-05-28,2.67,CLIC
2009-05-29,1.26,CLIC
2009-05-30,2.52,CLIC
2009-05-31,2.47,CLIC
2009-06-01,2.81,CLIC
2009-06-02,3.08,CLIC
2009-06-03,2.35,CLIC
2009-06-04,2.71,CLIC
2009-06-05,2.84,CLIC
2009-06-06,3.15,CLIC
2009-06-07,3.07,CLIC
2009-06-08,3.94,CLIC
2009-06-09,3.18,CLIC
2009-06-10,3.36,CLIC
2009-06-11,3.34,CLIC
2009-06-12,5.74,CLIC
2009-06-13,5.26,CLIC
2009-06-14,5.59,CLIC
2009-06-15,4.87,CLIC
2009-06-16,3.35,CLIC
2009-06-17,3.54,CLIC
2009-06-18,3.72,CLIC
2009-06-19,3.68,CLIC
2009-06-20,4.31,CLIC
2009-06-21,4.16,CLIC
2009-06-22,4.23,CLIC
2009-06-23,3.62,CLIC
2009-06-24,3.96,CLIC
2009-06-25,3.06,CLIC
2009-06-26,3.25,CLIC
2009-06-27,3.16,CLIC
2009-06-28,2.83,CLIC
2009-06-29,3.19,CLIC
2009-06-30,3.05,CLIC
2009-07-01,3.56,CLIC
2009-07-02,3.27,CLIC
2009-07-03,2.92,CLIC
2009-07-04,3.82,CLIC
2009-07-05,3.48,CLIC
2009-07-06,3.24,CLIC
2009-07-07,3.65,CLIC
2009-07-08,4.18,CLIC
2009-07-09,4.52,CLIC
2009-07-10,3.59,CLIC
2009-07-11,3.29,CLIC
2009-07-12,4.17,CLIC
2009-07-13,3.62,CLIC
2009-07-14,3.23,CLIC
2009-07-15,3.42,CLIC
2009-07-16,3.62,CLIC
2009-07-17,4.39,CLIC
2009-07-18,4.07,CLIC
2009-07-19,3.83,CLIC
2009-07-20,4.28,CLIC
2009-07-21,3.91,CLIC
2009-07-22,3.59,CLIC
2009-07-23,3.78,CLIC
2009-07-24,4.26,CLIC
2009-07-25,3.95,CLIC
2009-07-26,4.16,CLIC
2009-07-27,4.57,CLIC
2009-07-28,4.21,CLIC
2009-07-29,4.32,CLIC
2009-07-30,4.14,CLIC
2009-07-31,4.37,CLIC
2009-08-01,4.31,CLIC
2009-08-02,4.83,CLIC
2009-08-03,4.83,CLIC
2009-08-04,5.34,CLIC
2009-08-05,5.79,CLIC
2009-08-06,5.24,CLIC
2009-08-07,5.37,CLIC
2009-08-08,5.84,CLIC
2009-08-09,3.84,CLIC
2009-08-10,5.59,CLIC
2009-08-11,5.75,CLIC
2009-08-12,5.62,CLIC
2009-08-13,6.09,CLIC
2009-08-14,5.82,CLIC
2009-08-15,6.21,CLIC
2009-08-16,5.87,CLIC
2009-08-17,6.04,CLIC
2009-08-18,5.73,CLIC
2009-08-19,6.35,CLIC
2009-08-20,5.87,CLIC
2009-08-21,5.72,CLIC
2009-08-22,5.47,CLIC
2009-08-23,5.68,CLIC
2009-08-24,5.91,CLIC
2009-08-25,5.76,CLIC
2009-08-26,5.34,CLIC
2009-08-27,5.78,CLIC
2009-08-28,6.04,CLIC
2009-08-29,4.28,CLIC
2009-08-30,2.92,CLIC
2009-08-31,0.85,CLIC
2009-09-01,1.88,CLIC
2009-09-02,5.78,CLIC
2009-09-03,1.28,CLIC
2009-09-04,0.64,CLIC
2009-09-05,1,CLIC
2009-09-06,2.14,CLIC
2009-09-07,1.66,CLIC
2009-09-08,1.28,CLIC
2009-09-09,1.13,CLIC
2009-09-10,1.45,CLIC
2009-09-11,1.64,CLIC
2009-09-12,2.36,CLIC
2009-09-13,2.16,CLIC
2009-09-14,1.97,CLIC
2009-09-15,2.08,CLIC
2009-09-16,2.28,CLIC
2009-09-17,1.59,CLIC
2009-09-18,2.36,CLIC
2009-09-19,2.35,CLIC
2009-09-20,2.54,CLIC
2009-09-21,3.47,CLIC
2009-09-22,1.24,CLIC
2009-09-23,1.73,CLIC
2009-09-24,1.48,CLIC
2009-09-25,1.38,CLIC
2009-09-26,2.29,CLIC
2009-09-27,2.64,CLIC
2009-09-28,2.83,CLIC
2009-09-29,1.52,CLIC
2009-09-30,3.04,CLIC
2009-10-01,2.25,CLIC
2009-10-02,1.32,CLIC
2009-10-03,2.19,CLIC
2009-10-04,2.04,CLIC
2009-10-05,2.39,CLIC
2009-10-06,1.26,CLIC
2009-10-07,1.49,CLIC
2009-10-08,1.65,CLIC
2009-10-09,1.18,CLIC
2009-10-10,1.38,CLIC
2009-10-11,1.16,CLIC
2009-10-12,1.42,CLIC
2009-10-13,1.45,CLIC
2009-10-14,1.21,CLIC
2009-10-15,2.34,CLIC
2009-10-16,2.67,CLIC
2009-10-17,1.47,CLIC
2009-10-18,1.68,CLIC
2009-10-19,1.54,CLIC
2009-10-20,1.73,CLIC
2009-10-21,1.85,CLIC
2009-10-22,1.74,CLIC
2009-10-23,1.21,CLIC
2009-10-24,1.18,CLIC
2009-10-25,1.64,CLIC
2009-10-26,1.87,CLIC
2009-10-27,1.23,CLIC
2009-10-28,1.53,CLIC
2009-10-29,2.11,CLIC
2009-10-30,2.06,CLIC
2009-10-31,1.85,CLIC
2009-11-01,1.24,CLIC
2009-11-02,1.82,CLIC
2009-11-03,1.76,CLIC
2009-11-04,1.48,CLIC
2009-11-05,1.91,CLIC
2009-11-06,1.89,CLIC
2009-11-07,1.83,CLIC
2009-11-08,1.68,CLIC
2009-11-09,1.37,CLIC
2009-11-10,1.64,CLIC
2009-11-11,1.86,CLIC
2009-11-12,2.17,CLIC
2009-11-13,1.82,CLIC
2009-11-14,2.14,CLIC
2009-11-15,1.92,CLIC
2009-11-16,1.75,CLIC
2009-11-17,2.17,CLIC
2009-11-18,1.84,CLIC
2009-11-19,2.08,CLIC
2009-11-20,1.73,CLIC
2009-11-21,1.82,CLIC
2009-11-22,2.16,CLIC
2009-11-23,1.58,CLIC
2009-11-24,2.17,CLIC
2009-11-25,1.39,CLIC
2009-11-26,1.88,CLIC
2009-11-27,1.76,CLIC
2009-11-28,1.89,CLIC
2009-11-29,1.58,CLIC
2009-11-30,1.54,CLIC
2009-12-02,1.63,CLIC
2009-12-03,1.14,CLIC
2009-12-04,1.42,CLIC
2009-12-05,1.29,CLIC
2009-12-06,1.42,CLIC
2009-12-07,1.09,CLIC
2009-12-08,1.67,CLIC
2009-12-09,1.26,CLIC
2009-12-10,1.54,CLIC
2009-12-11,1.35,CLIC
2009-12-12,1.68,CLIC
2009-12-13,1.72,CLIC
2009-12-14,1.03,CLIC
2009-12-15,1.13,CLIC
2009-12-16,1.41,CLIC
2009-12-17,1.38,CLIC
2009-12-18,1.25,CLIC
2009-12-19,1.57,CLIC
2009-12-20,1.32,CLIC
2009-12-21,1.67,CLIC
2009-12-22,1.45,CLIC
2009-12-23,1.28,CLIC
2009-12-24,1.14,CLIC
2009-12-25,1.54,CLIC
2009-12-26,1.23,CLIC
2009-12-27,1.54,CLIC
2009-12-28,1.12,CLIC
2009-12-29,1.47,CLIC
2009-12-30,1.63,CLIC
2009-12-31,1.43,CLIC
2010-01-01,1.49,CLIC
2010-01-02,1.65,CLIC
2010-01-03,1.7,CLIC
2010-01-04,1.06,CLIC
2010-01-05,1.52,CLIC
2010-01-06,1.45,CLIC
2010-01-07,1.29,CLIC
2010-01-08,1.32,CLIC
2010-01-09,1.05,CLIC
2010-01-10,1.12,CLIC
2010-01-11,1.05,CLIC
2010-01-12,1.26,CLIC
2010-01-13,1.37,CLIC
2010-01-14,1.35,CLIC
2010-01-15,1.52,CLIC
2010-01-16,1.67,CLIC
2010-01-17,1.75,CLIC
2010-01-18,1.56,CLIC
2010-01-19,1.81,CLIC
2010-01-20,1.65,CLIC
2010-01-21,1.87,CLIC
2010-01-22,1.69,CLIC
2010-01-23,1.76,CLIC
2010-01-24,1.52,CLIC
2010-01-25,1.43,CLIC
2010-01-26,1.32,CLIC
2010-01-27,1.53,CLIC
2010-01-28,1.47,CLIC
2010-01-29,1.73,CLIC
2010-01-30,1.52,CLIC
2010-01-31,1.15,CLIC
2010-02-01,1.63,CLIC
2010-02-02,1.27,CLIC
2010-02-03,1.46,CLIC
2010-02-04,1.63,CLIC
2010-02-05,1.49,CLIC
2010-02-06,1.53,CLIC
2010-02-07,1.74,CLIC
2010-02-08,1.39,CLIC
2010-02-09,1.24,CLIC
2010-02-10,1.18,CLIC
2010-02-11,1.51,CLIC
2010-02-12,1.48,CLIC
2010-02-13,1.84,CLIC
2010-02-14,1.23,CLIC
2010-02-15,1.62,CLIC
2010-02-16,1.34,CLIC
2010-02-17,1.29,CLIC
2010-02-18,1.64,CLIC
2010-02-19,1.87,CLIC
2010-02-20,1.57,CLIC
2010-02-21,1.42,CLIC
2010-02-22,1.48,CLIC
2010-02-23,1.63,CLIC
2010-02-24,1.47,CLIC
2010-02-25,1.54,CLIC
2010-02-26,1.83,CLIC
2010-02-27,1.71,CLIC
2010-02-28,1.68,CLIC
2010-03-01,1.85,CLIC
2010-03-02,1.12,CLIC
2010-03-03,1.72,CLIC
2010-03-04,1.64,CLIC
2010-03-05,1.45,CLIC
2010-03-06,1.53,CLIC
2010-03-07,1.32,CLIC
2010-03-08,1.42,CLIC
2010-03-09,1.57,CLIC
2010-03-10,1.78,CLIC
2010-03-11,1.96,CLIC
2010-03-12,1.64,CLIC
2010-03-13,1.83,CLIC
2010-03-14,1.57,CLIC
2010-03-15,2.35,CLIC
2010-03-16,1.72,CLIC
2010-03-17,1.93,CLIC
2010-03-18,2.18,CLIC
2010-03-19,2.01,CLIC
2010-03-20,0.34,CLIC
2010-03-21,2.23,CLIC
2010-03-22,0.47,CLIC
2010-03-23,1.55,CLIC
2010-03-24,2.08,CLIC
2010-03-25,2.86,CLIC
2010-03-26,2.92,CLIC
2010-03-27,3.15,CLIC
2010-03-28,3.24,CLIC
2010-03-29,3.05,CLIC
2010-03-30,2.81,CLIC
2010-03-31,2.94,CLIC
2010-04-01,3.39,CLIC
2010-04-02,3.43,CLIC
2010-04-03,3.28,CLIC
2010-04-04,3.32,CLIC
2010-04-05,3.19,CLIC
2010-04-06,3.26,CLIC
2010-04-07,5.61,CLIC
2010-04-08,2.87,CLIC
2010-04-09,3.51,CLIC
2010-04-10,2.75,CLIC
2010-04-11,2.46,CLIC
2010-04-12,1.8,CLIC
2010-04-13,0.39,CLIC
2010-04-14,1.27,CLIC
2010-04-15,1.43,CLIC
2010-04-16,1.75,CLIC
2010-04-18,1.43,CLIC
2010-04-19,1.35,CLIC
2010-04-20,1.84,CLIC
2010-04-21,2.71,CLIC
2010-04-22,2.64,CLIC
2010-04-23,3.18,CLIC
2010-04-24,3.05,CLIC
2010-04-25,3.42,CLIC
2010-04-26,3.29,CLIC
2010-04-27,3.52,CLIC
2010-04-28,3.75,CLIC
2010-04-29,3.47,CLIC
2010-04-30,3.89,CLIC
2010-05-01,4.68,CLIC
2010-05-02,5.87,CLIC
2010-05-03,4.07,CLIC
2010-05-04,6.59,CLIC
2010-05-05,6.82,CLIC
2010-05-06,4.27,CLIC
2010-05-07,4.81,CLIC
2010-05-08,4.34,CLIC
2010-05-09,5.21,CLIC
2010-05-10,5.63,CLIC
2010-05-11,7.09,CLIC
2010-05-12,7.46,CLIC
2010-05-13,7.34,CLIC
2010-05-14,4.62,CLIC
2010-05-15,3.96,CLIC
2010-05-16,3.49,CLIC
2010-05-17,4.37,CLIC
2010-05-18,2.85,CLIC
2010-05-19,4.53,CLIC
2010-05-20,4.62,CLIC
2010-05-21,3.07,CLIC
2010-05-22,4.36,CLIC
2010-05-23,4.45,CLIC
2010-05-24,4.96,CLIC
2010-05-25,3.51,CLIC
2010-05-26,3.82,CLIC
2010-05-28,3.75,CLIC
2010-05-29,3.12,CLIC
2010-05-30,2.84,CLIC
2010-05-31,3.46,CLIC
2010-06-01,4.17,CLIC
2010-06-02,4.32,CLIC
2010-06-03,4.13,CLIC
2010-06-04,4.24,CLIC
2010-06-05,4.45,CLIC
2010-06-06,4.36,CLIC
2010-06-07,8.48,CLIC
2010-06-08,6.41,CLIC
2010-06-09,3.73,CLIC
2010-06-10,4.39,CLIC
2010-06-11,4.27,CLIC
2010-06-12,4.57,CLIC
2010-06-13,3.92,CLIC
2010-06-14,3.35,CLIC
2010-06-15,4.27,CLIC
2010-06-16,4.04,CLIC
2010-06-17,4.39,CLIC
2010-06-18,4.43,CLIC
2010-06-19,4.31,CLIC
2010-06-20,4.61,CLIC
2010-06-21,4.53,CLIC
2010-06-22,4.15,CLIC
2010-06-23,5.07,CLIC
2010-06-24,4.85,CLIC
2010-06-25,4.94,CLIC
2010-06-26,4.73,CLIC
2010-06-27,5.28,CLIC
2010-06-28,4.63,CLIC
2010-07-02,2.46,CLIC
2010-07-03,2.79,CLIC
2010-07-04,2.57,CLIC
2010-07-06,1.72,CLIC
2010-07-07,1.53,CLIC
2010-07-08,2.14,CLIC
2010-07-09,1.93,CLIC
2010-07-10,2.26,CLIC
2010-07-11,2.35,CLIC
2010-07-12,2.76,CLIC
2010-07-13,3.06,CLIC
2010-07-14,2.65,CLIC
2010-07-15,2.91,CLIC
2010-07-16,2.83,CLIC
2010-07-17,3.15,CLIC
2010-07-18,3.18,CLIC
2010-07-19,3.34,CLIC
2010-07-20,3.26,CLIC
2010-07-21,2.71,CLIC
2010-07-22,2.28,CLIC
2010-07-24,2.52,CLIC
2010-07-25,1.89,CLIC
2010-07-26,3.97,CLIC
2010-07-27,3.25,CLIC
2010-07-28,2.91,CLIC
2010-07-29,2.68,CLIC
2010-07-30,2.75,CLIC
2010-07-31,2.87,CLIC
2010-08-01,2.93,CLIC
2010-08-02,3.18,CLIC
2010-08-03,3.64,CLIC
2010-08-04,3.38,CLIC
2010-08-05,3.41,CLIC
2010-08-06,4.32,CLIC
2010-08-07,3.92,CLIC
2010-08-08,4.82,CLIC
2010-08-09,4.73,CLIC
2010-08-10,4.25,CLIC
2010-08-11,4.47,CLIC
2010-08-12,4.32,CLIC
2010-08-13,3.91,CLIC
2010-08-14,4.14,CLIC
2010-08-15,4.52,CLIC
2010-08-16,4.73,CLIC
2010-08-17,3.85,CLIC
2010-08-18,3.97,CLIC
2010-08-19,3.82,CLIC
2010-08-20,3.54,CLIC
2010-08-21,4.19,CLIC
2010-08-22,3.68,CLIC
2010-08-23,3.96,CLIC
2010-08-24,4.15,CLIC
2010-08-25,3.54,CLIC
2010-08-26,3.65,CLIC
2010-08-27,3.49,CLIC
2010-08-28,3.74,CLIC
2010-08-29,4.19,CLIC
2010-08-30,4.08,CLIC
2010-08-31,4.13,CLIC
2010-09-01,4.48,CLIC
2010-09-02,3.87,CLIC
2010-09-04,4.06,CLIC
2010-09-05,3.56,CLIC
2010-09-06,4.23,CLIC
2010-09-07,3.63,CLIC
2010-09-08,4.09,CLIC
2010-09-09,3.78,CLIC
2010-09-10,3.57,CLIC
2010-09-11,3.81,CLIC
2010-09-12,4.09,CLIC
2010-09-13,3.24,CLIC
2010-09-14,3.68,CLIC
2010-09-15,3.81,CLIC
2010-09-16,4.05,CLIC
2010-09-21,3.02,CLIC
2010-09-22,3.53,CLIC
2010-09-23,3.67,CLIC
2010-09-24,3.21,CLIC
2010-09-26,3.48,CLIC
2010-09-27,3.79,CLIC
2010-09-28,4.09,CLIC
2010-09-29,3.61,CLIC
2010-09-30,3.87,CLIC
2010-10-01,3.68,CLIC
2010-10-02,4.17,CLIC
2010-10-03,3.84,CLIC
2010-10-04,3.93,CLIC
2010-10-05,3.81,CLIC
2010-10-06,4.27,CLIC
2010-10-07,3.74,CLIC
2010-10-08,3.65,CLIC
2010-10-09,4.08,CLIC
2010-10-10,3.95,CLIC
2010-10-11,3.84,CLIC
2010-10-12,4.13,CLIC
2010-10-13,2.84,CLIC
2010-10-14,3.78,CLIC
2010-10-15,4.09,CLIC
2010-10-16,3.82,CLIC
2010-10-17,3.65,CLIC
2010-10-18,3.16,CLIC
2010-10-19,3.28,CLIC
2010-10-20,2.83,CLIC
2010-10-21,3.16,CLIC
2010-10-22,2.98,CLIC
2010-10-23,3.28,CLIC
2010-10-24,3.64,CLIC
2010-10-25,3.17,CLIC
2010-10-26,4.06,CLIC
2010-10-27,3.27,CLIC
2010-10-28,3.16,CLIC
2010-10-29,3.38,CLIC
2010-10-30,3.46,CLIC
2010-10-31,4.14,CLIC
2010-11-01,3.61,CLIC
2010-11-02,3.36,CLIC
2010-11-03,2.18,CLIC
2010-11-04,3.45,CLIC
2010-11-05,3.08,CLIC
2010-11-06,3.48,CLIC
2010-11-07,3.16,CLIC
2010-11-08,3.23,CLIC
2010-11-09,3.05,CLIC
2010-11-10,3.56,CLIC
2010-11-11,3.42,CLIC
2010-11-12,3.85,CLIC
2010-11-13,3.68,CLIC
2010-11-14,3.37,CLIC
2010-11-15,3.25,CLIC
2010-11-16,3.46,CLIC
2010-11-17,3.57,CLIC
2010-11-18,3.18,CLIC
2010-11-19,3.23,CLIC
2010-11-20,3.43,CLIC
2010-11-21,3.69,CLIC
2010-11-22,3.37,CLIC
2010-11-23,3.76,CLIC
2010-11-24,3.21,CLIC
2010-11-25,3.17,CLIC
2010-11-26,2.46,CLIC
2010-11-27,3.12,CLIC
2010-11-28,2.74,CLIC
2010-11-29,2.89,CLIC
2010-11-30,2.65,CLIC
2010-12-01,2.16,CLIC
2010-12-02,3.08,CLIC
2010-12-03,2.37,CLIC
2010-12-04,2.85,CLIC
2010-12-05,2.59,CLIC
2010-12-06,2.46,CLIC
2010-12-07,2.81,CLIC
2010-12-08,2.34,CLIC
2010-12-09,2.61,CLIC
2010-12-10,2.54,CLIC
2010-12-11,2.92,CLIC
2010-12-12,2.87,CLIC
2010-12-13,2.49,CLIC
2010-12-14,2.73,CLIC
2010-12-15,2.69,CLIC
2010-12-16,2.25,CLIC
2010-12-17,2.56,CLIC
2010-12-18,2.17,CLIC
2010-12-19,2.48,CLIC
2010-12-20,2.09,CLIC
2010-12-21,2.28,CLIC
2010-12-22,1.83,CLIC
2010-12-23,2.48,CLIC
2010-12-24,1.73,CLIC
2010-12-25,1.68,CLIC
2010-12-26,1.59,CLIC
2010-12-27,1.42,CLIC
2010-12-28,1.39,CLIC
2010-12-29,1.94,CLIC
2010-12-30,2.35,CLIC
2010-12-31,2.14,CLIC
2011-01-01,1.68,CLIC
2011-01-02,1.83,CLIC
2011-01-03,1.34,CLIC
2011-01-04,1.72,CLIC
2011-01-05,1.54,CLIC
2011-01-06,2.08,CLIC
2011-01-07,1.86,CLIC
2011-01-08,1.67,CLIC
2011-01-09,1.38,CLIC
2011-01-10,1.05,CLIC
2011-01-11,1.46,CLIC
2011-01-12,1.35,CLIC
2011-01-13,1.12,CLIC
2011-01-14,1.61,CLIC
2011-01-15,1.45,CLIC
2011-01-16,1.27,CLIC
2011-01-17,1.82,CLIC
2011-01-18,1.57,CLIC
2011-01-19,1.64,CLIC
2011-01-20,1.23,CLIC
2011-01-21,1.39,CLIC
2011-01-22,1.72,CLIC
2011-01-23,1.46,CLIC
2011-01-24,1.25,CLIC
2011-01-25,1.51,CLIC
2011-01-26,1.38,CLIC
2011-01-27,1.63,CLIC
2011-01-28,1.54,CLIC
