Estación: ,C19001,Adjuntas. (Santiago N.L)
1967-05-05,0,CLIC
1967-05-06,0,CLIC
1967-05-07,0,CLIC
1967-05-08,0,CLIC
1967-05-09,0,CLIC
1967-05-10,0,CLIC
1967-05-11,0,CLIC
1967-05-12,0,CLIC
1967-05-13,0,CLIC
1967-05-14,2,CLIC
1967-05-15,0,CLIC
1967-05-16,0,CLIC
1967-05-17,0,CLIC
1967-05-18,0,CLIC
1967-05-19,7,CLIC
1967-05-20,0,CLIC
1967-05-21,0,CLIC
1967-05-22,0,CLIC
1967-05-23,0,CLIC
1967-05-24,0,CLIC
1967-05-25,0,CLIC
1967-05-26,7,CLIC
1967-05-27,0,CLIC
1967-05-28,0,CLIC
1967-05-29,1,CLIC
1967-05-30,0,CLIC
1967-05-31,0,CLIC
1967-06-01,0,CLIC
1967-06-02,2,CLIC
1967-06-03,10,CLIC
1967-06-04,7,CLIC
1967-06-05,0,CLIC
1967-06-06,0,CLIC
1967-06-07,0,CLIC
1967-06-08,0,CLIC
1967-06-09,0,CLIC
1967-06-10,0,CLIC
1967-06-11,0,CLIC
1967-06-12,0,CLIC
1967-06-13,0,CLIC
1967-06-14,0,CLIC
1967-06-15,0,CLIC
1967-06-16,0,CLIC
1967-06-17,0,CLIC
1967-06-18,4,CLIC
1967-06-19,0,CLIC
1967-06-20,0,CLIC
1967-06-21,0,CLIC
1967-06-22,21,CLIC
1967-06-23,0,CLIC
1967-06-24,0,CLIC
1967-06-25,0,CLIC
1967-06-26,0,CLIC
1967-06-27,0,CLIC
1967-06-28,0,CLIC
1967-06-29,0,CLIC
1967-06-30,0,CLIC
1967-07-01,0,CLIC
1967-07-02,0,CLIC
1967-07-03,0,CLIC
1967-07-04,0,CLIC
1967-07-05,0,CLIC
1967-07-06,0,CLIC
1967-07-07,0,CLIC
1967-07-08,0,CLIC
1967-07-09,0,CLIC
1967-07-10,0,CLIC
1967-07-11,0,CLIC
1967-07-12,13,CLIC
1967-07-13,25,CLIC
1967-07-14,36,CLIC
1967-07-15,0,CLIC
1967-07-16,0,CLIC
1967-07-17,0,CLIC
1967-07-18,0,CLIC
1967-07-19,0,CLIC
1967-07-20,13,CLIC
1967-07-21,0,CLIC
1967-07-22,0,CLIC
1967-07-23,0,CLIC
1967-07-24,0,CLIC
1967-07-25,0,CLIC
1967-07-26,0,CLIC
1967-07-27,0,CLIC
1967-07-28,0,CLIC
1967-07-29,0,CLIC
1967-07-30,0,CLIC
1967-07-31,0,CLIC
1967-08-01,0,CLIC
1967-08-02,0,CLIC
1967-08-03,0,CLIC
1967-08-04,0,CLIC
1967-08-05,0,CLIC
1967-08-06,0,CLIC
1967-08-07,0,CLIC
1967-08-08,0,CLIC
1967-08-09,0,CLIC
1967-08-10,15,CLIC
1967-08-11,39,CLIC
1967-08-12,4,CLIC
1967-08-13,0,CLIC
1967-08-14,0,CLIC
1967-08-15,0,CLIC
1967-08-16,0,CLIC
1967-08-17,0,CLIC
1967-08-18,13,CLIC
1967-08-19,11,CLIC
1967-08-20,28,CLIC
1967-08-21,50,CLIC
1967-08-22,55,CLIC
1967-08-23,51,CLIC
1967-08-24,111,CLIC
1967-08-25,35,CLIC
1967-08-26,47,CLIC
1967-08-27,29,CLIC
1967-08-28,0.7,CLIC
1967-08-29,1,CLIC
1967-08-30,0,CLIC
1967-08-31,0,CLIC
1967-09-01,0,CLIC
1967-09-02,0.4,CLIC
1967-09-03,0.7,CLIC
1967-09-04,0.9,CLIC
1967-09-05,0,CLIC
1967-09-06,1,CLIC
1967-09-07,0,CLIC
1967-09-08,1,CLIC
1967-09-09,2,CLIC
1967-09-10,0,CLIC
1967-09-11,0,CLIC
1967-09-12,0,CLIC
1967-09-13,0,CLIC
1967-09-14,0,CLIC
1967-09-15,0,CLIC
1967-09-16,3,CLIC
1967-09-17,5,CLIC
1967-09-18,0,CLIC
1967-09-19,45,CLIC
1967-09-20,3,CLIC
1967-09-21,26,CLIC
1967-09-22,320,CLIC
1967-09-23,40,CLIC
1967-09-24,60,CLIC
1967-09-25,0,CLIC
1967-09-26,0,CLIC
1967-09-27,13,CLIC
1967-09-28,0,CLIC
1967-09-29,0,CLIC
1967-09-30,0,CLIC
1967-10-01,0,CLIC
1967-10-02,0,CLIC
1967-10-03,1,CLIC
1967-10-04,0.3,CLIC
1967-10-05,0,CLIC
1967-10-06,0,CLIC
1967-10-07,0.8,CLIC
1967-10-08,0,CLIC
1967-10-09,0,CLIC
1967-10-10,0,CLIC
1967-10-11,0,CLIC
1967-10-12,0.3,CLIC
1967-10-13,0,CLIC
1967-10-14,0,CLIC
1967-10-15,0.2,CLIC
1967-10-16,0,CLIC
1967-10-17,0,CLIC
1967-10-18,0,CLIC
1967-10-19,0,CLIC
1967-10-20,0,CLIC
1967-10-21,0,CLIC
1967-10-22,0,CLIC
1967-10-23,0,CLIC
1967-10-24,0,CLIC
1967-10-25,0,CLIC
1967-10-26,0,CLIC
1967-10-27,0,CLIC
1967-10-28,0,CLIC
1967-10-29,0,CLIC
1967-10-30,7,CLIC
1967-10-31,0,CLIC
1967-11-01,0,CLIC
1967-11-02,0,CLIC
1967-11-03,0,CLIC
1967-11-04,0,CLIC
1967-11-05,0,CLIC
1967-11-06,5,CLIC
1967-11-07,0,CLIC
1967-11-08,0,CLIC
1967-11-09,0,CLIC
1967-11-10,0,CLIC
1967-11-11,3,CLIC
1967-11-12,5,CLIC
1967-11-13,0,CLIC
1967-11-14,0,CLIC
1967-11-15,0,CLIC
1967-11-16,0,CLIC
1967-11-17,0,CLIC
1967-11-18,0,CLIC
1967-11-19,3,CLIC
1967-11-20,0,CLIC
1967-11-21,0,CLIC
1967-11-22,0,CLIC
1967-11-23,0,CLIC
1967-11-24,0,CLIC
1967-11-25,0,CLIC
1967-11-26,0,CLIC
1967-11-27,4,CLIC
1967-11-28,0,CLIC
1967-11-29,0,CLIC
1967-11-30,0,CLIC
1968-05-01,6,CLIC
1968-05-02,0,CLIC
1968-05-03,2,CLIC
1968-05-04,0,CLIC
1968-05-05,0.3,CLIC
1968-05-06,0,CLIC
1968-05-07,0,CLIC
1968-05-08,0,CLIC
1968-05-09,1,CLIC
1968-05-10,0,CLIC
1968-05-11,4,CLIC
1968-05-12,0,CLIC
1968-05-13,0,CLIC
1968-05-14,0,CLIC
1968-05-15,0,CLIC
1968-05-16,0,CLIC
1968-05-17,0,CLIC
1968-05-18,7,CLIC
1968-05-19,6,CLIC
1968-05-20,36,CLIC
1968-05-21,0,CLIC
1968-05-22,0,CLIC
1968-05-23,0,CLIC
1968-05-24,0,CLIC
1968-05-25,0,CLIC
1968-05-26,0,CLIC
1968-05-27,0,CLIC
1968-05-28,0,CLIC
1968-05-29,0,CLIC
1968-05-30,0,CLIC
1968-05-31,0,CLIC
1968-07-01,16,CLIC
1968-07-02,0,CLIC
1968-07-03,19,CLIC
1968-07-04,12,CLIC
1968-07-05,7,CLIC
1968-07-06,0,CLIC
1968-07-07,0,CLIC
1968-07-08,0,CLIC
1968-07-09,11,CLIC
1968-07-10,10,CLIC
1968-07-11,33,CLIC
1968-07-12,2,CLIC
1968-07-13,0,CLIC
1968-07-14,0,CLIC
1968-07-15,2,CLIC
1968-07-16,0,CLIC
1968-07-17,0,CLIC
1968-07-18,0,CLIC
1968-07-19,0,CLIC
1968-07-20,0,CLIC
1968-07-21,0,CLIC
1968-07-22,0,CLIC
1968-07-23,0,CLIC
1968-07-24,0,CLIC
1968-07-25,0,CLIC
1968-07-26,3,CLIC
1968-07-27,22,CLIC
1968-07-28,19,CLIC
1968-07-29,0,CLIC
1968-07-30,0,CLIC
1968-07-31,0,CLIC
1968-08-01,80.5,CLIC
1968-08-02,18,CLIC
1968-08-03,5,CLIC
1968-08-04,4.5,CLIC
1968-08-05,0,CLIC
1968-08-06,0,CLIC
1968-08-07,0,CLIC
1968-08-08,0,CLIC
1968-08-09,0,CLIC
1968-08-10,0,CLIC
1968-08-11,0,CLIC
1968-08-12,0,CLIC
1968-08-13,0,CLIC
1968-08-14,0,CLIC
1968-08-15,0,CLIC
1968-08-16,0,CLIC
1968-08-17,3,CLIC
1968-08-18,0,CLIC
1968-08-19,0,CLIC
1968-08-20,0,CLIC
1968-08-21,2,CLIC
1968-08-22,0,CLIC
1968-08-23,0,CLIC
1968-08-24,0,CLIC
1968-08-25,30,CLIC
1968-08-26,2,CLIC
1968-08-27,24,CLIC
1968-08-28,3.5,CLIC
1968-08-29,3,CLIC
1968-08-30,22,CLIC
1968-08-31,49,CLIC
1968-09-01,0.5,CLIC
1968-09-02,20,CLIC
1968-09-03,0,CLIC
1968-09-04,0,CLIC
1968-09-05,97,CLIC
1968-09-06,0.7,CLIC
1968-09-07,0,CLIC
1968-09-08,0,CLIC
1968-09-09,62,CLIC
1968-09-10,39,CLIC
1968-09-11,0.3,CLIC
1968-09-12,0,CLIC
1968-09-13,0,CLIC
1968-09-14,0,CLIC
1968-09-15,0.3,CLIC
1968-09-16,0,CLIC
1968-09-17,0.3,CLIC
1968-09-18,0,CLIC
1968-09-19,0,CLIC
1968-09-20,0,CLIC
1968-09-21,0,CLIC
1968-09-22,0,CLIC
1968-09-23,0,CLIC
1968-09-24,28,CLIC
1968-09-25,0.6,CLIC
1968-09-26,0,CLIC
1968-09-27,0,CLIC
1968-09-28,10,CLIC
1968-09-29,0.8,CLIC
1968-09-30,0,CLIC
1968-10-01,0,CLIC
1968-10-02,0,CLIC
1968-10-03,0,CLIC
1968-10-04,4,CLIC
1968-10-05,0,CLIC
1968-10-06,9.5,CLIC
1968-10-07,0,CLIC
1968-10-08,0,CLIC
1968-10-09,35,CLIC
1968-10-10,38,CLIC
1968-10-11,0,CLIC
1968-10-12,0,CLIC
1968-10-13,0,CLIC
1968-10-14,0,CLIC
1968-10-15,0,CLIC
1968-10-16,18,CLIC
1968-10-17,3,CLIC
1968-10-18,2.5,CLIC
1968-10-19,2,CLIC
1968-10-20,0,CLIC
1968-10-21,0,CLIC
1968-10-22,0,CLIC
1968-10-23,3,CLIC
1968-10-24,0,CLIC
1968-10-25,0,CLIC
1968-10-26,0,CLIC
1968-10-27,0,CLIC
1968-10-28,0,CLIC
1968-10-29,0,CLIC
1968-10-30,0,CLIC
1968-10-31,0,CLIC
1968-11-01,0,CLIC
1968-11-02,2.5,CLIC
1968-11-03,0,CLIC
1968-11-04,0,CLIC
1968-11-05,0,CLIC
1968-11-06,0,CLIC
1968-11-07,5,CLIC
1968-11-08,5,CLIC
1968-11-09,2.5,CLIC
1968-11-10,0,CLIC
1968-11-11,0,CLIC
1968-11-12,2,CLIC
1968-11-13,0,CLIC
1968-11-14,0,CLIC
1968-11-15,1,CLIC
1968-11-16,0,CLIC
1968-11-17,0,CLIC
1968-11-18,0,CLIC
1968-11-19,0,CLIC
1968-11-20,0,CLIC
1968-11-21,0,CLIC
1968-11-22,0,CLIC
1968-11-23,0,CLIC
1968-11-24,0,CLIC
1968-11-25,0,CLIC
1968-11-26,0,CLIC
1968-11-27,0,CLIC
1968-11-28,0,CLIC
1968-11-29,6,CLIC
1968-11-30,4.5,CLIC
1968-12-01,0,CLIC
1968-12-02,0,CLIC
1968-12-03,0,CLIC
1968-12-04,0,CLIC
1968-12-05,0,CLIC
1968-12-06,0,CLIC
1968-12-07,0,CLIC
1968-12-08,0,CLIC
1968-12-09,0,CLIC
1968-12-10,0,CLIC
1968-12-11,0,CLIC
1968-12-12,0,CLIC
1968-12-13,0,CLIC
1968-12-14,0,CLIC
1968-12-15,0,CLIC
1968-12-16,0,CLIC
1968-12-17,0,CLIC
1968-12-18,0,CLIC
1968-12-19,0,CLIC
1968-12-20,0,CLIC
1968-12-21,0,CLIC
1968-12-22,0,CLIC
1968-12-23,0,CLIC
1968-12-24,0,CLIC
1968-12-25,0,CLIC
1968-12-26,0,CLIC
1968-12-27,0,CLIC
1968-12-28,0,CLIC
1968-12-29,0,CLIC
1968-12-30,0,CLIC
1968-12-31,2,CLIC
1969-01-01,0,CLIC
1969-01-02,0,CLIC
1969-01-03,5,CLIC
1969-01-04,0,CLIC
1969-01-05,0,CLIC
1969-01-06,0,CLIC
1969-01-07,0,CLIC
1969-01-08,0,CLIC
1969-01-09,0,CLIC
1969-01-10,0,CLIC
1969-01-11,0,CLIC
1969-01-12,0,CLIC
1969-01-13,0,CLIC
1969-01-14,0,CLIC
1969-01-15,2,CLIC
1969-01-16,0,CLIC
1969-01-17,0,CLIC
1969-01-18,0,CLIC
1969-01-19,0.4,CLIC
1969-01-20,0,CLIC
1969-01-21,0,CLIC
1969-01-22,0,CLIC
1969-01-23,0,CLIC
1969-01-24,0,CLIC
1969-01-25,0,CLIC
1969-01-26,0,CLIC
1969-01-27,0,CLIC
1969-01-28,0,CLIC
1969-01-29,0,CLIC
1969-01-30,1,CLIC
1969-01-31,0,CLIC
1969-02-01,0,CLIC
1969-02-02,0,CLIC
1969-02-03,0,CLIC
1969-02-04,0,CLIC
1969-02-05,0,CLIC
1969-02-06,0,CLIC
1969-02-07,0,CLIC
1969-02-08,0,CLIC
1969-02-09,0,CLIC
1969-02-10,0,CLIC
1969-02-11,0,CLIC
1969-02-12,0,CLIC
1969-02-13,0.7,CLIC
1969-02-14,0,CLIC
1969-02-15,0,CLIC
1969-02-16,0,CLIC
1969-02-17,1,CLIC
1969-02-18,0,CLIC
1969-02-19,0,CLIC
1969-02-20,0,CLIC
1969-02-21,0,CLIC
1969-02-22,0,CLIC
1969-02-23,0,CLIC
1969-02-24,0,CLIC
1969-02-25,0,CLIC
1969-02-26,0,CLIC
1969-02-27,0,CLIC
1969-02-28,0,CLIC
1969-03-01,0,CLIC
1969-03-02,0,CLIC
1969-03-03,0,CLIC
1969-03-04,0,CLIC
1969-03-05,0,CLIC
1969-03-06,0,CLIC
1969-03-07,0,CLIC
1969-03-08,7.5,CLIC
1969-03-09,0,CLIC
1969-03-10,0,CLIC
1969-03-11,0,CLIC
1969-03-12,0,CLIC
1969-03-13,0,CLIC
1969-03-14,0,CLIC
1969-03-15,1,CLIC
1969-03-16,0,CLIC
1969-03-17,0,CLIC
1969-03-18,0,CLIC
1969-03-19,0,CLIC
1969-03-20,0,CLIC
1969-03-21,11,CLIC
1969-03-22,0,CLIC
1969-03-23,0,CLIC
1969-03-24,0,CLIC
1969-03-25,0,CLIC
1969-03-26,0,CLIC
1969-03-27,0,CLIC
1969-03-28,0,CLIC
1969-03-29,0,CLIC
1969-03-30,0,CLIC
1969-03-31,0,CLIC
1969-04-01,0,CLIC
1969-04-02,0,CLIC
1969-04-03,0,CLIC
1969-04-04,0,CLIC
1969-04-05,11,CLIC
1969-04-06,7,CLIC
1969-04-07,1,CLIC
1969-04-08,0,CLIC
1969-04-09,0,CLIC
1969-04-10,0,CLIC
1969-04-11,0,CLIC
1969-04-12,0,CLIC
1969-04-13,0,CLIC
1969-04-14,0,CLIC
1969-04-15,0,CLIC
1969-04-16,0,CLIC
1969-04-17,0,CLIC
1969-04-18,0,CLIC
1969-04-19,0,CLIC
1969-04-20,0,CLIC
1969-04-21,0,CLIC
1969-04-22,0,CLIC
1969-04-23,0,CLIC
1969-04-24,0,CLIC
1969-04-25,0,CLIC
1969-04-26,0,CLIC
1969-04-27,0,CLIC
1969-04-28,6,CLIC
1969-04-29,3,CLIC
1969-04-30,0,CLIC
1969-05-01,0,CLIC
1969-05-02,0,CLIC
1969-05-03,0,CLIC
1969-05-04,0,CLIC
1969-05-05,0,CLIC
1969-05-06,0,CLIC
1969-05-07,0,CLIC
1969-05-08,0,CLIC
1969-05-09,2,CLIC
1969-05-10,0,CLIC
1969-05-11,8,CLIC
1969-05-12,0,CLIC
1969-05-13,0,CLIC
1969-05-14,0,CLIC
1969-05-15,0,CLIC
1969-05-16,0,CLIC
1969-05-17,0,CLIC
1969-05-18,0,CLIC
1969-05-19,0,CLIC
1969-05-20,0,CLIC
1969-05-21,0,CLIC
1969-05-22,0,CLIC
1969-05-23,0.3,CLIC
1969-05-24,0,CLIC
1969-05-25,0,CLIC
1969-05-26,0,CLIC
1969-05-27,0,CLIC
1969-05-28,0,CLIC
1969-05-29,0,CLIC
1969-05-30,0,CLIC
1969-05-31,0,CLIC
1969-06-01,0,CLIC
1969-06-02,7,CLIC
1969-06-03,22,CLIC
1969-06-04,25,CLIC
1969-06-05,19,CLIC
1969-06-06,0,CLIC
1969-06-07,0,CLIC
1969-06-08,0,CLIC
1969-06-09,0,CLIC
1969-06-10,0,CLIC
1969-06-11,0,CLIC
1969-06-12,0,CLIC
1969-06-13,0,CLIC
1969-06-14,0,CLIC
1969-06-15,0,CLIC
1969-06-16,0,CLIC
1969-06-17,0,CLIC
1969-06-18,0,CLIC
1969-06-19,0,CLIC
1969-06-20,0,CLIC
1969-06-21,0,CLIC
1969-06-22,0,CLIC
1969-06-23,0,CLIC
1969-06-24,0,CLIC
1969-06-25,0,CLIC
1969-06-26,0,CLIC
1969-06-27,18,CLIC
1969-06-28,16,CLIC
1969-06-29,0,CLIC
1969-06-30,0,CLIC
1969-07-01,0,CLIC
1969-07-02,0,CLIC
1969-07-03,0,CLIC
1969-07-04,0,CLIC
1969-07-05,0,CLIC
1969-07-06,0,CLIC
1969-07-07,0,CLIC
1969-07-08,0,CLIC
1969-07-09,0,CLIC
1969-07-10,0,CLIC
1969-07-11,0,CLIC
1969-07-12,0,CLIC
1969-07-13,0,CLIC
1969-07-14,0,CLIC
1969-07-15,0,CLIC
1969-07-16,0,CLIC
1969-07-17,0,CLIC
1969-07-18,0,CLIC
1969-07-19,0,CLIC
1969-07-20,0.5,CLIC
1969-07-21,0.6,CLIC
1969-07-22,0.3,CLIC
1969-07-23,0,CLIC
1969-07-24,0,CLIC
1969-07-25,0,CLIC
1969-07-26,0,CLIC
1969-07-27,0.6,CLIC
1969-07-28,0.2,CLIC
1969-07-29,0,CLIC
1969-07-30,0,CLIC
1969-07-31,0,CLIC
1969-08-01,0,CLIC
1969-08-02,47,CLIC
1969-08-03,0,CLIC
1969-08-04,0,CLIC
1969-08-05,1,CLIC
1969-08-06,3,CLIC
1969-08-07,40,CLIC
1969-08-08,2,CLIC
1969-08-09,0,CLIC
1969-08-10,0,CLIC
1969-08-11,0,CLIC
1969-08-12,0,CLIC
1969-08-13,0,CLIC
1969-08-14,0,CLIC
1969-08-15,0,CLIC
1969-08-16,0,CLIC
1969-08-17,2,CLIC
1969-08-18,6,CLIC
1969-08-19,13,CLIC
1969-08-20,23,CLIC
1969-08-21,36,CLIC
1969-08-22,7,CLIC
1969-08-23,0,CLIC
1969-08-24,0,CLIC
1969-08-25,0,CLIC
1969-08-26,0,CLIC
1969-08-27,19,CLIC
1969-08-28,10,CLIC
1969-08-29,40,CLIC
1969-08-30,34,CLIC
1969-08-31,10,CLIC
1969-10-01,0,CLIC
1969-10-02,0,CLIC
1969-10-03,0,CLIC
1969-10-04,0,CLIC
1969-10-05,3,CLIC
1969-10-06,7,CLIC
1969-10-07,3,CLIC
1969-10-08,0,CLIC
1969-10-09,0,CLIC
1969-10-10,0,CLIC
1969-10-11,0,CLIC
1969-10-12,0,CLIC
1969-10-13,8,CLIC
1969-10-14,0,CLIC
1969-10-15,0,CLIC
1969-10-16,0,CLIC
1969-10-17,1,CLIC
1969-10-18,0,CLIC
1969-10-19,0,CLIC
1969-10-20,0,CLIC
1969-10-21,0,CLIC
1969-10-22,4,CLIC
1969-10-23,3,CLIC
1969-10-24,0,CLIC
1969-10-25,0,CLIC
1969-10-26,0,CLIC
1969-10-27,8,CLIC
1969-10-28,0,CLIC
1969-10-29,0,CLIC
1969-10-30,0,CLIC
1969-10-31,0,CLIC
1969-11-01,0,CLIC
1969-11-02,0,CLIC
1969-11-03,7,CLIC
1969-11-04,0,CLIC
1969-11-05,0,CLIC
1969-11-06,0,CLIC
1969-11-07,0,CLIC
1969-11-08,1,CLIC
1969-11-09,0,CLIC
1969-11-10,0,CLIC
1969-11-11,0,CLIC
1969-11-12,0,CLIC
1969-11-13,0,CLIC
1969-11-14,1,CLIC
1969-11-15,0,CLIC
1969-11-16,0,CLIC
1969-11-17,0,CLIC
1969-11-18,0,CLIC
1969-11-19,0,CLIC
1969-11-20,0,CLIC
1969-11-21,0,CLIC
1969-11-22,0,CLIC
1969-11-23,0,CLIC
1969-11-24,2,CLIC
1969-11-25,0,CLIC
1969-11-26,2,CLIC
1969-11-27,1.2,CLIC
1969-11-28,2,CLIC
1969-11-29,3,CLIC
1969-11-30,0,CLIC
1969-12-01,0,CLIC
1969-12-02,0,CLIC
1969-12-03,1,CLIC
1969-12-04,2,CLIC
1969-12-05,3,CLIC
1969-12-06,0,CLIC
1969-12-07,0,CLIC
1969-12-08,0,CLIC
1969-12-09,0,CLIC
1969-12-10,0,CLIC
1969-12-11,0,CLIC
1969-12-12,0,CLIC
1969-12-13,0,CLIC
1969-12-14,0,CLIC
1969-12-15,0,CLIC
1969-12-16,0,CLIC
1969-12-17,0,CLIC
1969-12-18,0,CLIC
1969-12-19,0,CLIC
1969-12-20,0,CLIC
1969-12-21,0,CLIC
1969-12-22,0,CLIC
1969-12-23,0,CLIC
1969-12-24,0,CLIC
1969-12-25,0,CLIC
1969-12-26,0,CLIC
1969-12-27,0,CLIC
1969-12-28,0,CLIC
1969-12-29,3.7,CLIC
1969-12-30,0,CLIC
1969-12-31,0,CLIC
1970-01-01,0,CLIC
1970-01-02,0,CLIC
1970-01-03,0,CLIC
1970-01-04,0,CLIC
1970-01-05,9,CLIC
1970-01-06,0,CLIC
1970-01-07,0,CLIC
1970-01-08,3,CLIC
1970-01-09,0,CLIC
1970-01-10,0,CLIC
1970-01-11,0,CLIC
1970-01-12,0,CLIC
1970-01-13,2,CLIC
1970-01-14,0,CLIC
1970-01-15,2,CLIC
1970-01-16,0,CLIC
1970-01-17,0,CLIC
1970-01-18,0,CLIC
1970-01-19,0,CLIC
1970-01-20,0,CLIC
1970-01-21,0,CLIC
1970-01-22,0,CLIC
1970-01-23,0,CLIC
1970-01-24,0,CLIC
1970-01-25,0,CLIC
1970-01-26,0,CLIC
1970-01-27,0,CLIC
1970-01-28,0,CLIC
1970-01-29,0,CLIC
1970-01-30,0,CLIC
1970-01-31,0,CLIC
1970-02-01,0,CLIC
1970-02-02,0,CLIC
1970-02-03,0,CLIC
1970-02-04,0,CLIC
1970-02-05,0,CLIC
1970-02-06,0,CLIC
1970-02-07,12,CLIC
1970-02-08,4,CLIC
1970-02-09,2,CLIC
1970-02-10,0,CLIC
1970-02-11,0,CLIC
1970-02-12,0,CLIC
1970-02-13,0,CLIC
1970-02-14,0,CLIC
1970-02-15,0,CLIC
1970-02-16,0,CLIC
1970-02-17,0,CLIC
1970-02-18,0,CLIC
1970-02-19,5,CLIC
1970-02-20,9,CLIC
1970-02-21,20,CLIC
1970-02-22,20,CLIC
1970-02-23,0,CLIC
1970-02-24,0,CLIC
1970-02-25,0,CLIC
1970-02-26,0,CLIC
1970-02-27,1,CLIC
1970-02-28,0,CLIC
1970-03-01,0,CLIC
1970-03-02,0,CLIC
1970-03-03,0,CLIC
1970-03-04,0,CLIC
1970-03-05,0,CLIC
1970-03-06,0,CLIC
1970-03-07,0,CLIC
1970-03-08,0,CLIC
1970-03-09,0,CLIC
1970-03-10,0,CLIC
1970-03-11,2,CLIC
1970-03-12,0,CLIC
1970-03-13,0,CLIC
1970-03-14,0,CLIC
1970-03-15,0,CLIC
1970-03-16,0,CLIC
1970-03-17,0,CLIC
1970-03-18,0,CLIC
1970-03-19,0,CLIC
1970-03-20,1,CLIC
1970-03-21,0,CLIC
1970-03-22,0,CLIC
1970-03-23,0,CLIC
1970-03-24,0,CLIC
1970-03-25,0,CLIC
1970-03-26,0,CLIC
1970-03-27,0,CLIC
1970-03-28,0,CLIC
1970-03-29,0,CLIC
1970-03-30,0,CLIC
1970-03-31,0,CLIC
1970-04-01,0,CLIC
1970-04-02,0,CLIC
1970-04-03,0,CLIC
1970-04-04,0,CLIC
1970-04-05,3,CLIC
1970-04-06,0,CLIC
1970-04-07,0,CLIC
1970-04-08,0,CLIC
1970-04-09,2,CLIC
1970-04-10,47,CLIC
1970-04-11,0,CLIC
1970-04-12,0,CLIC
1970-04-13,0,CLIC
1970-04-14,0,CLIC
1970-04-15,0,CLIC
1970-04-16,0,CLIC
1970-04-17,0,CLIC
1970-04-18,0,CLIC
1970-04-19,0,CLIC
1970-04-20,0,CLIC
1970-04-21,0,CLIC
1970-04-22,0,CLIC
1970-04-23,0,CLIC
1970-04-24,0,CLIC
1970-04-25,0,CLIC
1970-04-26,0,CLIC
1970-04-27,0,CLIC
1970-04-28,0,CLIC
1970-04-29,0,CLIC
1970-04-30,0,CLIC
1970-05-01,0,CLIC
1970-05-02,1,CLIC
1970-05-03,0,CLIC
1970-05-04,0,CLIC
1970-05-05,0,CLIC
1970-05-06,0,CLIC
1970-05-07,0,CLIC
1970-05-08,0,CLIC
1970-05-09,0,CLIC
1970-05-10,0,CLIC
1970-05-11,0,CLIC
1970-05-12,0,CLIC
1970-05-13,7,CLIC
1970-05-14,0,CLIC
1970-05-15,0,CLIC
1970-05-16,0,CLIC
1970-05-17,0,CLIC
1970-05-18,0,CLIC
1970-05-19,0,CLIC
1970-05-20,0,CLIC
1970-05-21,0,CLIC
1970-05-22,0,CLIC
1970-05-23,4,CLIC
1970-05-24,12,CLIC
1970-05-25,0,CLIC
1970-05-26,0,CLIC
1970-05-27,5,CLIC
1970-05-28,2,CLIC
1970-05-29,0,CLIC
1970-05-30,6,CLIC
1970-05-31,0,CLIC
1970-06-01,8,CLIC
1970-06-02,0,CLIC
1970-06-03,0,CLIC
1970-06-04,0,CLIC
1970-06-05,0,CLIC
1970-06-06,0,CLIC
1970-06-07,0,CLIC
1970-06-08,0,CLIC
1970-06-09,4,CLIC
1970-06-10,0,CLIC
1970-06-11,0,CLIC
1970-06-12,0,CLIC
1970-06-13,0,CLIC
1970-06-14,0,CLIC
1970-06-15,0,CLIC
1970-06-16,0,CLIC
1970-06-17,0,CLIC
1970-06-18,0,CLIC
1970-06-19,0,CLIC
1970-06-20,0,CLIC
1970-06-21,3,CLIC
1970-06-22,3,CLIC
1970-06-23,0,CLIC
1970-06-24,49,CLIC
1970-06-25,0,CLIC
1970-06-26,65,CLIC
1970-06-27,8,CLIC
1970-06-28,0,CLIC
1970-06-29,0,CLIC
1970-06-30,0,CLIC
1970-07-01,0,CLIC
1970-07-02,0,CLIC
1970-07-03,0,CLIC
1970-07-04,0,CLIC
1970-07-05,0,CLIC
1970-07-06,0,CLIC
1970-07-07,0,CLIC
1970-07-08,0,CLIC
1970-07-09,0,CLIC
1970-07-10,0,CLIC
1970-07-11,0,CLIC
1970-07-12,0,CLIC
1970-07-13,0,CLIC
1970-07-14,34,CLIC
1970-07-15,20,CLIC
1970-07-16,68,CLIC
1970-07-17,0,CLIC
1970-07-18,0,CLIC
1970-07-19,0,CLIC
1970-07-20,0,CLIC
1970-07-21,0,CLIC
1970-07-22,0,CLIC
1970-07-23,0,CLIC
1970-07-24,10,CLIC
1970-07-25,40,CLIC
1970-07-26,0,CLIC
1970-07-27,0,CLIC
1970-07-28,0,CLIC
1970-07-29,0,CLIC
1970-07-30,0,CLIC
1970-07-31,0,CLIC
1970-08-01,0,CLIC
1970-08-02,0,CLIC
1970-08-03,0,CLIC
1970-08-04,0,CLIC
1970-08-05,4.6,CLIC
1970-08-06,1,CLIC
1970-08-07,0,CLIC
1970-08-08,0,CLIC
1970-08-09,0,CLIC
1970-08-10,0,CLIC
1970-08-11,8,CLIC
1970-08-12,0,CLIC
1970-08-13,14,CLIC
1970-08-14,15,CLIC
1970-08-15,0,CLIC
1970-08-16,0,CLIC
1970-08-17,0,CLIC
1970-08-18,0,CLIC
1970-08-19,0,CLIC
1970-08-20,0,CLIC
